Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000228794,LINC01128,16,-0.7626,20,-0.5575,32,0.72795
ENSG00000188976,NOC2L,31,-0.2309,32,-0.2525,39,0.30141
ENSG00000188290,HES4,47,0.82711,34,0.40707,22,-0.7410
ENSG00000187608,ISG15,41,0.99527,26,0.30253,18,-0.7416
ENSG00000188157,AGRN,22,0.72074,15,0.10973,12,-0.4173
ENSG00000078808,SDF4,46,-0.2694,63,0.30527,51,-0.1819
ENSG00000176022,B3GALT6,12,-0.9397,21,-0.0555,23,0.32894
ENSG00000160087,UBE2J2,26,-0.2999,34,0.10739,32,0.00817
ENSG00000162572,SCNN1D,15,0.09570,15,0.15079,13,-0.1696
ENSG00000131584,ACAP3,76,0.29064,56,-0.2461,65,0.09025
ENSG00000127054,INTS11,51,0.57402,30,-0.3592,36,0.04607
ENSG00000224051,CPTP,19,0.25013,13,-0.4638,18,0.28414
ENSG00000107404,DVL1,54,0.35883,49,0.28283,38,-0.3967
ENSG00000175756,AURKAIP1,97,-0.3773,140,0.26881,119,-0.1152
ENSG00000221978,CCNL2,74,0.33066,58,-0.0854,60,-0.0617
ENSG00000242485,MRPL20,109,-0.3812,150,0.17073,137,-0.0241
ENSG00000179403,VWA1,44,1.86239,21,0.69934,7,-1.7943
ENSG00000160072,ATAD3B,10,-0.2662,13,0.16901,12,-0.0582
ENSG00000197785,ATAD3A,7,-0.2229,10,0.20765,8,-0.1074
ENSG00000205090,TMEM240,11,-1.5153,26,-0.2936,35,0.66169
ENSG00000160075,SSU72,88,-0.6041,132,0.03076,136,0.16671
ENSG00000228594,FNDC10,21,-0.3287,31,0.40567,24,-0.2570
ENSG00000272106,AL691432.2,10,-0.8615,15,-0.3755,21,0.59679
ENSG00000197530,MIB2,29,0.07085,24,-0.2902,29,0.22000
ENSG00000248333,CDK11B,61,1.78266,11,-1.1826,20,-0.2099
ENSG00000189339,SLC35E2B,27,0.11805,22,-0.2738,26,0.18713
ENSG00000008128,CDK11A,33,1.65076,4,-1.7879,13,0.18870
ENSG00000215790,SLC35E2A,29,-0.1384,33,0.10232,31,-0.0407
ENSG00000008130,NADK,20,-0.2255,19,-0.3551,26,0.38651
ENSG00000078369,GNB1,313,-0.7546,545,0.15332,520,0.09340
ENSG00000187730,GABRD,54,-1.3805,134,0.00402,146,0.36225
ENSG00000067606,PRKCZ,122,-0.4436,155,-0.0868,172,0.22606
ENSG00000162585,FAAP20,50,0.80103,40,0.57313,23,-0.8834
ENSG00000157933,SKI,40,0.61467,26,-0.1333,26,-0.1568
ENSG00000157916,RER1,43,-0.1638,45,-0.0919,49,0.13957
ENSG00000157911,PEX10,25,0.43063,25,0.57909,15,-0.7038
ENSG00000149527,PLCH2,9,-0.6370,16,0.37982,13,-0.1470
ENSG00000157881,PANK4,2,-2.6283,10,-0.2459,13,0.75541
ENSG00000197921,HES5,25,1.27003,13,0.24402,9,-0.8628
ENSG00000157873,TNFRSF14,13,0.48189,13,0.71398,7,-0.8577
ENSG00000157870,PRXL2B,20,-1.1117,38,-0.1362,46,0.44034
ENSG00000177133,PRDM16-DT,26,0.21841,28,0.40081,20,-0.4453
ENSG00000158109,TPRG1L,79,-1.2630,189,0.10416,191,0.24746
ENSG00000116213,WRAP73,14,0.50682,8,-0.4855,10,0.17849
ENSG00000130764,LRRC47,36,-1.1856,71,-0.2000,89,0.51387
ENSG00000116198,CEP104,55,1.28534,19,-0.5709,24,-0.2195
ENSG00000198912,C1orf174,8,-0.5948,12,-0.1227,14,0.30203
ENSG00000196581,AJAP1,21,-0.5203,17,-1.0318,38,1.03731
ENSG00000069424,KCNAB2,97,-0.7410,168,0.14776,160,0.09519
ENSG00000116254,CHD5,200,0.03087,159,-0.4163,214,0.33979
ENSG00000116251,RPL22,721,0.23975,733,0.35352,549,-0.4105
ENSG00000116237,ICMT,21,-0.6130,29,-0.1586,34,0.33898
ENSG00000097021,ACOT7,51,-2.0609,158,-0.4522,244,0.89071
ENSG00000215788,TNFRSF25,14,-0.6644,17,-0.5609,26,0.70246
ENSG00000171680,PLEKHG5,12,-0.7190,15,-0.5358,23,0.69702
ENSG00000162408,NOL9,25,-0.2303,28,-0.0378,30,0.11493
ENSG00000162413,KLHL21,19,-0.5015,26,0.00078,28,0.16502
ENSG00000116273,PHF13,11,-0.1712,11,-0.2212,13,0.25369
ENSG00000041988,THAP3,8,-0.5623,11,-0.2594,14,0.41318
ENSG00000007923,DNAJC11,23,-0.2051,28,0.10892,26,-0.0240
ENSG00000171735,CAMTA1,205,-0.7021,262,-0.4061,370,0.58076
ENSG00000049245,VAMP3,67,1.64254,24,-0.1423,20,-0.8003
ENSG00000049246,PER3,59,0.40455,43,-0.1433,46,-0.0466
ENSG00000116288,PARK7,212,-0.7491,360,0.10556,355,0.13605
ENSG00000116285,ERRFI1,14,-0.4119,18,-0.1369,20,0.26063
ENSG00000162426,SLC45A1,8,-1.2625,20,0.09236,21,0.25841
ENSG00000142599,RERE,147,0.45564,91,-0.3925,115,0.13140
ENSG00000074800,ENO1,405,-0.1048,474,0.19289,416,-0.1338
ENSG00000171612,SLC25A33,26,-0.3995,42,0.47194,31,-0.2983
ENSG00000171608,PIK3CD,2,-2.2097,17,0.94183,10,-0.4405
ENSG00000171603,CLSTN1,248,-1.4531,495,-0.4949,772,0.83398
ENSG00000178585,CTNNBIP1,29,0.05649,40,0.81095,21,-0.7742
ENSG00000162441,LZIC,87,0.65697,50,-0.2747,57,-0.0638
