Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to10,Feature log2 fold change topic 4to10
ENSG00000228794,LINC01128,21,-0.7068,29,-0.1777,35,0.40325
ENSG00000188976,NOC2L,34,-0.5645,33,-0.6894,56,0.74098
ENSG00000188290,HES4,16,-0.8717,43,0.76408,26,-0.3626
ENSG00000187608,ISG15,22,-0.4426,24,-0.3654,32,0.45567
ENSG00000188157,AGRN,20,-0.3651,21,-0.3602,28,0.42147
ENSG00000078808,SDF4,40,-0.4682,47,-0.2770,59,0.39834
ENSG00000176022,B3GALT6,15,-0.7397,22,-0.1613,26,0.40057
ENSG00000160087,UBE2J2,24,-0.6548,32,-0.2154,39,0.41620
ENSG00000131584,ACAP3,35,-1.1079,54,-0.4880,81,0.77489
ENSG00000127054,INTS11,16,-1.3953,32,-0.4367,47,0.81000
ENSG00000224051,CPTP,22,0.23343,15,-0.4378,20,0.20276
ENSG00000107404,DVL1,48,0.06691,67,0.68587,40,-0.5835
ENSG00000175756,AURKAIP1,94,-0.9397,213,0.38979,172,-0.0101
ENSG00000221978,CCNL2,44,-0.4528,38,-0.7646,67,0.74751
ENSG00000242485,MRPL20,116,-0.4980,205,0.47274,152,-0.2040
ENSG00000235098,ANKRD65,32,-0.1522,43,0.34988,34,-0.2171
ENSG00000179403,VWA1,81,1.80911,32,0.19972,20,-1.2415
ENSG00000197785,ATAD3A,6,-1.2613,14,-0.0197,16,0.42390
ENSG00000205090,TMEM240,20,-0.6131,11,-1.5800,37,1.33884
ENSG00000160075,SSU72,90,-0.9028,177,0.17379,167,0.16846
ENSG00000228594,FNDC10,13,-0.9963,18,-0.5088,28,0.75789
ENSG00000272106,AL691432.2,9,-1.1925,12,-0.7421,23,1.00082
ENSG00000197530,MIB2,26,-0.4778,33,-0.1165,38,0.27706
ENSG00000248333,CDK11B,63,0.82261,29,-0.4985,37,-0.0988
ENSG00000189339,SLC35E2B,24,-0.1402,26,-0.0088,27,0.06515
ENSG00000008128,CDK11A,39,1.50222,16,-0.0330,13,-0.8496
ENSG00000008130,NADK,20,-0.4444,27,-0.0064,28,0.17779
ENSG00000078369,GNB1,362,-0.5189,592,0.29741,499,-0.0477
ENSG00000187730,GABRD,34,-2.4831,69,-1.5597,229,1.98550
ENSG00000067606,PRKCZ,121,-0.9113,239,0.17307,225,0.17132
ENSG00000162585,FAAP20,40,0.16807,48,0.52557,32,-0.4892
ENSG00000157933,SKI,48,0.76196,38,0.44387,25,-0.7110
ENSG00000157916,RER1,34,-0.6592,37,-0.5729,59,0.69247
ENSG00000157911,PEX10,20,0.04225,30,0.87955,16,-0.7431
ENSG00000157870,PRXL2B,16,-1.6642,49,-0.0289,55,0.51526
ENSG00000177133,PRDM16-DT,16,0.21505,28,1.41530,9,-1.3048
ENSG00000158109,TPRG1L,114,-1.2703,304,0.29194,267,0.15179
ENSG00000130764,LRRC47,47,-1.0095,72,-0.4052,102,0.67949
ENSG00000116198,CEP104,62,1.11643,27,-0.2638,29,-0.4326
ENSG00000196581,AJAP1,41,-0.3478,41,-0.3667,55,0.41934
ENSG00000069424,KCNAB2,73,-1.4810,203,0.10547,206,0.36076
ENSG00000116254,CHD5,226,-0.2075,218,-0.2894,273,0.30470
ENSG00000116251,RPL22,966,0.76819,961,0.88994,454,-1.0822
ENSG00000116237,ICMT,22,-0.9257,31,-0.4456,45,0.68604
ENSG00000097021,ACOT7,83,-1.7294,200,-0.4451,299,0.89249
ENSG00000215788,TNFRSF25,5,-2.4809,12,-1.3258,34,1.79095
ENSG00000171680,PLEKHG5,11,-1.3345,23,-0.2231,29,0.61541
ENSG00000162408,NOL9,33,-0.0144,38,0.25242,32,-0.1913
ENSG00000162413,KLHL21,19,-1.0763,34,-0.1845,41,0.51778
ENSG00000116273,PHF13,15,-0.1804,9,-1.0467,20,0.80257
ENSG00000041988,THAP3,16,-0.1790,19,0.08326,18,0.00847
ENSG00000007923,DNAJC11,28,-0.0992,34,0.20338,30,-0.1182
ENSG00000171735,CAMTA1,358,-0.0823,297,-0.4192,403,0.34353
ENSG00000049245,VAMP3,64,1.83922,32,0.71021,13,-1.6570
ENSG00000049246,PER3,61,0.75494,35,-0.1421,36,-0.2821
ENSG00000116288,PARK7,185,-0.9000,417,0.44488,324,-0.0686
ENSG00000116285,ERRFI1,15,-0.9047,24,-0.2034,29,0.48514
ENSG00000162426,SLC45A1,8,-1.8377,14,-1.1583,36,1.50902
ENSG00000142599,RERE,151,0.26081,111,-0.2659,131,0.07205
ENSG00000074800,ENO1,399,-0.2719,513,0.14697,472,-0.0073
ENSG00000171612,SLC25A33,28,-0.0779,45,0.83870,25,-0.6626
ENSG00000171603,CLSTN1,296,-1.5059,517,-0.7241,934,1.07447
ENSG00000178585,CTNNBIP1,30,0.00713,43,0.71974,26,-0.5897
ENSG00000162441,LZIC,91,1.05895,49,0.03344,42,-0.5874
ENSG00000130939,UBE4B,41,-0.1559,47,0.04587,46,0.02882
ENSG00000054523,KIF1B,645,0.50917,472,-0.0007,448,-0.2426
ENSG00000142657,PGD,59,-0.0624,42,-0.6304,67,0.47873
ENSG00000241563,CORT,29,-0.6506,68,0.85702,39,-0.5025
ENSG00000160049,DFFA,99,1.02723,48,-0.1815,48,-0.4251
ENSG00000142655,PEX14,12,-0.5946,14,-0.3982,20,0.53726
ENSG00000120948,TARDBP,110,0.40567,89,0.07235,81,-0.2425
ENSG00000271895,AL109811.2,10,-0.6899,10,-0.6986,17,0.79649
ENSG00000116649,SRM,38,-0.5258,48,-0.1860,57,0.34872
ENSG00000171824,EXOSC10,46,0.68151,13,-1.4122,33,0.46347
ENSG00000198793,MTOR,30,-0.6034,27,-0.8148,51,0.84548
ENSG00000116661,FBXO2,86,-0.9883,203,0.42036,161,-0.0255
