Feature ID,Feature Name,Feature count topic 1to5,Feature log2 fold change topic 1to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000228794,LINC01128,36,2.59051,6,-2.5905
ENSG00000188976,NOC2L,47,1.87168,13,-1.8716
ENSG00000188290,HES4,58,2.82378,8,-2.8237
ENSG00000187608,ISG15,31,0.52724,21,-0.5272
ENSG00000188157,AGRN,22,-0.0106,22,0.01060
ENSG00000078808,SDF4,59,0.32327,47,-0.3232
ENSG00000176022,B3GALT6,19,1.12238,8,-1.1223
ENSG00000160087,UBE2J2,34,1.54895,11,-1.5489
ENSG00000162572,SCNN1D,14,0.36107,11,-0.3610
ENSG00000131584,ACAP3,90,0.31547,72,-0.3154
ENSG00000127054,INTS11,35,-0.4419,48,0.44193
ENSG00000224051,CPTP,19,1.74559,5,-1.7455
ENSG00000107404,DVL1,51,0.76680,30,-0.7668
ENSG00000175756,AURKAIP1,75,0.17040,67,-0.1704
ENSG00000221978,CCNL2,71,0.43778,52,-0.4377
ENSG00000242485,MRPL20,71,0.04756,69,-0.0475
ENSG00000235098,ANKRD65,13,-0.4703,18,0.47035
ENSG00000179403,VWA1,17,-2.6032,106,2.60323
ENSG00000160072,ATAD3B,12,0.76060,7,-0.7606
ENSG00000205090,TMEM240,30,2.33330,6,-2.3333
ENSG00000160075,SSU72,96,0.33521,76,-0.3352
ENSG00000228594,FNDC10,26,2.59224,4,-2.5922
ENSG00000197530,MIB2,31,0.54160,21,-0.5416
ENSG00000248333,CDK11B,39,-0.5799,58,0.57995
ENSG00000189339,SLC35E2B,15,0.39304,11,-0.3930
ENSG00000008128,CDK11A,18,-1.3560,47,1.35600
ENSG00000215790,SLC35E2A,29,0.24783,25,-0.2478
ENSG00000008130,NADK,22,1.31698,8,-1.3169
ENSG00000078369,GNB1,352,1.21349,152,-1.2134
ENSG00000187730,GABRD,105,3.77019,7,-3.7701
ENSG00000067606,PRKCZ,121,1.36620,47,-1.3662
ENSG00000162585,FAAP20,25,-0.7856,44,0.78568
ENSG00000157933,SKI,53,0.11030,49,-0.1103
ENSG00000157916,RER1,41,0.13131,37,-0.1313
ENSG00000157911,PEX10,15,-1.3657,40,1.36578
ENSG00000149527,PLCH2,21,1.06492,10,-1.0649
ENSG00000197921,HES5,25,4.47098,1,-4.4709
ENSG00000157873,TNFRSF14,13,2.15392,3,-2.1539
ENSG00000157870,PRXL2B,52,1.82094,14,-1.8209
ENSG00000177133,PRDM16-DT,36,0.64424,23,-0.6442
ENSG00000158109,TPRG1L,101,2.40036,19,-2.4003
ENSG00000130764,LRRC47,47,0.69908,29,-0.6990
ENSG00000116198,CEP104,28,-1.1612,62,1.16127
ENSG00000196581,AJAP1,51,2.30784,10,-2.3078
ENSG00000069424,KCNAB2,130,3.14677,14,-3.1467
ENSG00000116254,CHD5,342,3.03421,41,-3.0342
ENSG00000116251,RPL22,314,-0.5481,459,0.54817
ENSG00000116237,ICMT,27,0.49898,19,-0.4989
ENSG00000097021,ACOT7,80,1.79272,23,-1.7927
ENSG00000215788,TNFRSF25,40,4.89941,1,-4.8994
ENSG00000171680,PLEKHG5,35,3.65060,2,-3.6506
ENSG00000162408,NOL9,36,0.97531,18,-0.9753
ENSG00000162413,KLHL21,25,-0.2394,30,0.23940
ENSG00000116273,PHF13,15,1.34250,6,-1.3425
ENSG00000007923,DNAJC11,29,1.25117,12,-1.2511
ENSG00000171735,CAMTA1,453,1.72031,137,-1.7203
ENSG00000049245,VAMP3,16,-2.1228,72,2.12289
ENSG00000049246,PER3,44,0.31993,35,-0.3199
ENSG00000116288,PARK7,154,0.35893,120,-0.3589
ENSG00000116285,ERRFI1,15,0.14828,14,-0.1482
ENSG00000162426,SLC45A1,16,2.38953,3,-2.3895
ENSG00000142599,RERE,151,-0.2011,174,0.20114
ENSG00000074800,ENO1,360,-0.6701,573,0.67015
ENSG00000171612,SLC25A33,34,0.25896,29,-0.2589
ENSG00000171603,CLSTN1,539,1.58375,179,-1.5837
ENSG00000178585,CTNNBIP1,27,0.36203,21,-0.3620
ENSG00000162441,LZIC,47,-1.1376,105,1.13769
ENSG00000130939,UBE4B,28,-0.6717,44,0.67179
ENSG00000054523,KIF1B,430,-0.3531,550,0.35317
ENSG00000284642,AL139424.2,15,1.42010,5,-1.4201
ENSG00000142657,PGD,33,-0.4494,45,0.44942
ENSG00000160049,DFFA,40,-0.5297,58,0.52975
ENSG00000142655,PEX14,15,1.50009,5,-1.5000
ENSG00000120948,TARDBP,82,0.07016,78,-0.0701
ENSG00000116649,SRM,41,0.78302,23,-0.7830
ENSG00000171824,EXOSC10,33,-0.0361,33,0.03611
ENSG00000198793,MTOR,31,0.23258,26,-0.2325
ENSG00000116661,FBXO2,162,-0.5104,230,0.51040
ENSG00000132879,FBXO44,88,1.83532,24,-1.8353
ENSG00000177000,MTHFR,24,0.54741,16,-0.5474
ENSG00000011021,CLCN6,75,0.87230,41,-0.8723
ENSG00000116685,KIAA2013,22,-1.1090,47,1.10904
ENSG00000083444,PLOD1,14,-1.3062,35,1.30626
ENSG00000116688,MFN2,84,0.45100,61,-0.4510
ENSG00000048707,VPS13D,78,0.44732,57,-0.4473
