Feature ID,Feature Name,Feature count topic 1to7,Feature log2 fold change topic 1to7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000228794,LINC01128,47,1.91301,12,-1.9130
ENSG00000188976,NOC2L,53,1.68923,16,-1.6892
ENSG00000078808,SDF4,46,-0.2750,56,0.27500
ENSG00000131584,ACAP3,88,0.30539,71,-0.3053
ENSG00000127054,INTS11,37,0.48405,26,-0.4840
ENSG00000107404,DVL1,48,-0.5503,71,0.55038
ENSG00000175756,AURKAIP1,144,0.68433,89,-0.6843
ENSG00000221978,CCNL2,55,-0.2593,65,0.25937
ENSG00000242485,MRPL20,134,0.31056,108,-0.3105
ENSG00000160075,SSU72,125,0.49231,89,-0.4923
ENSG00000248333,CDK11B,62,-0.3436,79,0.34361
ENSG00000078369,GNB1,519,0.54003,357,-0.5400
ENSG00000187730,GABRD,200,3.81497,14,-3.8149
ENSG00000067606,PRKCZ,229,1.38476,87,-1.3847
ENSG00000157933,SKI,51,-0.2997,63,0.29975
ENSG00000157916,RER1,51,0.11849,47,-0.1184
ENSG00000157870,PRXL2B,52,0.50682,36,-0.5068
ENSG00000158109,TPRG1L,226,1.64575,72,-1.6457
ENSG00000130764,LRRC47,84,0.98844,42,-0.9884
ENSG00000116198,CEP104,41,-0.6811,66,0.68118
ENSG00000196581,AJAP1,79,1.79025,23,-1.7902
ENSG00000069424,KCNAB2,174,1.45454,63,-1.4545
ENSG00000116254,CHD5,410,2.40427,77,-2.4042
ENSG00000116251,RPL22,471,-0.9752,927,0.97527
ENSG00000097021,ACOT7,223,3.04951,27,-3.0495
ENSG00000162408,NOL9,44,0.59731,29,-0.5973
ENSG00000007923,DNAJC11,43,0.60014,28,-0.6001
ENSG00000171735,CAMTA1,551,1.58049,184,-1.5804
ENSG00000049246,PER3,38,-0.4527,52,0.45272
ENSG00000116288,PARK7,229,-0.0577,239,0.05777
ENSG00000142599,RERE,139,-0.2912,171,0.29121
ENSG00000074800,ENO1,327,-0.7602,555,0.76025
ENSG00000171603,CLSTN1,786,1.99825,196,-1.9982
ENSG00000162441,LZIC,52,-1.2070,120,1.20700
ENSG00000130939,UBE4B,39,-0.0386,40,0.03866
ENSG00000054523,KIF1B,556,-0.3117,690,0.31172
ENSG00000142657,PGD,51,0.77248,30,-0.7724
ENSG00000241563,CORT,47,0.47499,34,-0.4749
ENSG00000160049,DFFA,53,-1.0836,112,1.08360
ENSG00000120948,TARDBP,79,-0.2258,92,0.22580
ENSG00000116649,SRM,41,0.12478,38,-0.1247
ENSG00000198793,MTOR,46,0.57667,30,-0.5766
ENSG00000116661,FBXO2,109,-1.2437,260,1.24374
ENSG00000132879,FBXO44,85,1.63952,27,-1.6395
ENSG00000011021,CLCN6,68,0.08237,64,-0.0823
ENSG00000116685,KIAA2013,40,-0.3276,51,0.32767
ENSG00000116688,MFN2,141,0.49005,100,-0.4900
ENSG00000048707,VPS13D,95,0.49070,67,-0.4907
ENSG00000116731,PRDM2,326,0.92386,172,-0.9238
ENSG00000189337,KAZN,80,-0.3988,105,0.39886
ENSG00000142634,EFHD2,80,0.39242,61,-0.3924
ENSG00000116138,DNAJC16,40,0.41354,30,-0.4135
ENSG00000197312,DDI2,59,1.72560,18,-1.7256
ENSG00000116786,PLEKHM2,117,0.55570,80,-0.5557
ENSG00000065526,SPEN,218,-0.4778,304,0.47782
ENSG00000159363,ATP13A2,101,1.84627,28,-1.8462
ENSG00000117118,SDHB,40,0.18443,35,-0.1844
ENSG00000117115,PADI2,13,-4.2693,255,4.26933
ENSG00000117154,IGSF21,72,2.24483,15,-2.2448
ENSG00000127481,UBR4,61,-0.0155,62,0.01553
ENSG00000127463,EMC1,40,0.53639,27,-0.5363
ENSG00000053372,MRTO4,50,1.95701,13,-1.9570
ENSG00000077549,CAPZB,145,0.55668,98,-0.5566
ENSG00000173436,MICOS10,261,0.11422,241,-0.1142
ENSG00000158747,NBL1,146,1.24148,61,-1.2414
ENSG00000162545,CAMK2N1,2086,0.38188,1601,-0.3818
ENSG00000158828,PINK1,387,0.65130,247,-0.6513
ENSG00000189410,SH2D5,43,2.00114,10,-2.0011
ENSG00000127483,HP1BP3,319,-0.4112,424,0.41125
ENSG00000075151,EIF4G3,311,0.50802,219,-0.5080
ENSG00000076864,RAP1GAP,127,2.40504,23,-2.4050
ENSG00000090686,USP48,96,-0.2859,118,0.28598
ENSG00000070831,CDC42,150,-0.2712,181,0.27122
ENSG00000004487,KDM1A,69,0.87936,38,-0.8793
ENSG00000169641,LUZP1,250,1.73704,75,-1.7370
ENSG00000125944,HNRNPR,149,-0.3785,194,0.37858
