Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to11,Feature log2 fold change topic 5to11
ENSG00000228794,LINC01128,12,-1.3749,10,-1.6697,28,-0.1312,36,0.88528
ENSG00000188976,NOC2L,21,-1.0031,28,-0.6038,17,-1.4188,53,1.32244
ENSG00000188290,HES4,11,-2.0692,38,-0.2318,53,0.32178,47,0.28592
ENSG00000187608,ISG15,29,-0.0682,24,-0.3800,34,0.15916,31,0.04002
ENSG00000188157,AGRN,25,0.11739,24,0.10059,12,-0.9903,25,0.44745
ENSG00000078808,SDF4,64,0.36065,67,0.45500,33,-0.7001,51,0.05622
ENSG00000176022,B3GALT6,9,-1.0724,13,-0.5820,14,-0.4786,22,0.81200
ENSG00000160087,UBE2J2,24,-0.3983,21,-0.6184,19,-0.7899,37,0.81190
ENSG00000131584,ACAP3,64,0.30616,24,-1.2114,58,0.16944,53,0.07698
ENSG00000127054,INTS11,44,0.39815,24,-0.5590,25,-0.5081,37,0.31251
ENSG00000224051,CPTP,9,-0.4635,2,-2.3469,10,-0.3488,14,0.89175
ENSG00000107404,DVL1,37,0.06854,34,-0.0648,55,0.82212,30,-0.6006
ENSG00000175756,AURKAIP1,131,-0.4261,113,-0.6455,184,0.12469,182,0.25115
ENSG00000221978,CCNL2,69,0.50355,32,-0.6998,31,-0.8372,56,0.46497
ENSG00000242485,MRPL20,121,-0.3462,100,-0.6469,166,0.17293,158,0.19292
ENSG00000235098,ANKRD65,50,0.97174,11,-1.3354,31,0.21379,25,-0.2643
ENSG00000179403,VWA1,216,4.14017,50,0.81512,14,-1.2008,6,-3.6263
ENSG00000205090,TMEM240,5,-2.1568,0,-6.2490,21,-0.0549,28,1.19745
ENSG00000160075,SSU72,75,-0.9251,40,-1.8425,150,0.17384,155,0.57251
ENSG00000228594,FNDC10,3,-2.5499,5,-1.9514,32,1.05004,18,0.04076
ENSG00000272106,AL691432.2,24,0.92036,9,-0.6465,11,-0.2670,13,-0.0707
ENSG00000197530,MIB2,23,-0.3076,14,-1.0397,32,0.18048,30,0.26477
ENSG00000248333,CDK11B,57,0.48488,29,-0.5928,30,-0.5563,45,0.30520
ENSG00000189339,SLC35E2B,12,-0.2756,7,-1.0118,16,0.09727,16,0.30925
ENSG00000008128,CDK11A,41,1.06927,26,0.27881,14,-0.7332,20,-0.2196
ENSG00000215790,SLC35E2A,9,-1.4524,24,0.09769,22,-0.0609,25,0.36367
ENSG00000008130,NADK,14,-0.4194,8,-1.2157,19,0.08953,20,0.40079
ENSG00000078369,GNB1,225,-0.9585,231,-0.9170,577,0.58994,427,0.08648
ENSG00000187730,GABRD,7,-4.2016,6,-4.4700,86,-0.7503,184,1.97921
ENSG00000067606,PRKCZ,101,-0.7908,64,-1.4683,195,0.25566,186,0.42054
ENSG00000162585,FAAP20,28,0.02240,27,-0.0289,44,0.83711,23,-0.6087
ENSG00000157933,SKI,15,-0.6536,51,1.31008,29,0.44528,18,-0.7539
ENSG00000157916,RER1,57,0.16720,35,-0.6008,36,-0.6053,57,0.48259
ENSG00000157911,PEX10,31,0.54536,29,0.46984,27,0.40162,18,-0.6683
ENSG00000149527,PLCH2,23,0.99057,13,0.11886,14,0.14578,10,-0.5821
ENSG00000157881,PANK4,5,-1.3149,13,-0.0785,6,-1.2626,17,1.10485
ENSG00000157870,PRXL2B,7,-1.9640,12,-1.2355,31,0.23643,31,0.60420
ENSG00000177133,PRDM16-DT,0,-4.4892,26,0.68758,35,1.45523,12,-0.9330
ENSG00000158109,TPRG1L,34,-2.1128,43,-1.7508,147,0.12957,161,0.80067
ENSG00000116213,WRAP73,14,0.29223,12,0.11178,5,-1.3865,13,0.51998
ENSG00000130764,LRRC47,35,-0.4722,20,-1.3603,36,-0.4854,57,0.84214
ENSG00000116198,CEP104,81,1.93453,33,0.37923,11,-1.3645,22,-0.6403
ENSG00000198912,C1orf174,11,-0.1036,13,0.15742,9,-0.3196,12,0.17133
ENSG00000196581,AJAP1,14,-1.3183,9,-1.8874,25,-0.4863,42,1.17663
ENSG00000069424,KCNAB2,25,-2.5576,36,-2.0580,168,0.33211,162,0.71106
ENSG00000116254,CHD5,31,-2.4961,52,-1.7480,156,-0.0953,203,1.03113
ENSG00000116251,RPL22,739,0.53644,887,0.84346,743,0.62177,388,-1.0016
ENSG00000116237,ICMT,23,-0.4188,2,-3.5149,17,-0.9787,40,1.38420
ENSG00000097021,ACOT7,36,-2.6709,20,-3.5386,111,-1.0808,296,2.08002
ENSG00000171680,PLEKHG5,0,-8.2832,5,-1.5741,15,-0.0745,20,1.12973
ENSG00000162408,NOL9,20,0.04555,24,0.34788,18,-0.1501,19,-0.0598
ENSG00000162413,KLHL21,35,0.98206,19,-0.0292,14,-0.4720,18,-0.1758
ENSG00000041988,THAP3,19,0.46181,14,-0.0829,13,-0.1832,14,-0.0457
ENSG00000007923,DNAJC11,26,-0.0726,26,-0.0284,21,-0.3993,29,0.27800
ENSG00000171735,CAMTA1,123,-1.4409,114,-1.5564,307,-0.0483,374,0.81410
ENSG00000049245,VAMP3,180,2.94548,83,1.33659,20,-1.0445,15,-2.2718
ENSG00000049246,PER3,55,0.91358,59,1.01424,28,-0.1856,25,-0.7496
ENSG00000116288,PARK7,216,-0.7076,219,-0.6869,356,0.07881,372,0.37222
ENSG00000116285,ERRFI1,29,0.57251,17,-0.2540,9,-1.1974,22,0.44842
ENSG00000162426,SLC45A1,12,-1.2111,0,-6.4609,16,-0.8654,37,1.68107
ENSG00000142599,RERE,121,0.31008,130,0.43587,80,-0.3675,97,-0.0789
ENSG00000074800,ENO1,350,-0.6070,773,0.65577,480,-0.1280,513,-0.0190
ENSG00000171612,SLC25A33,22,-0.6339,43,0.43419,57,1.03436,26,-0.7632
ENSG00000171603,CLSTN1,153,-2.0422,201,-1.6358,324,-0.9967,780,1.63846
ENSG00000178585,CTNNBIP1,29,-0.0697,35,0.20269,31,0.02140,30,-0.0656
ENSG00000162441,LZIC,95,1.05044,83,0.81289,39,-0.4089,42,-0.6014
ENSG00000130939,UBE4B,49,0.41768,13,-1.5972,14,-1.6312,46,1.04596
ENSG00000054523,KIF1B,399,0.43376,448,0.62482,241,-0.4044,289,-0.2004
ENSG00000142657,PGD,52,0.09360,39,-0.3426,29,-0.8492,56,0.56010
ENSG00000175279,CENPS,11,-0.3367,2,-2.4501,19,0.55596,14,0.16506
ENSG00000241563,CORT,0,-6.8299,297,2.35716,22,-2.0663,76,-0.1623
ENSG00000160049,DFFA,83,0.84940,38,-0.3908,41,-0.2972,48,-0.0807
ENSG00000142655,PEX14,12,-0.5852,10,-0.9592,10,-0.9646,23,1.07273
