Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to9,Feature log2 fold change topic 6to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000228794,LINC01128,7,-2.3252,21,-0.6859,41,0.42962,37,0.25020,33,-0.0012
ENSG00000188976,NOC2L,21,-1.1722,25,-0.8860,49,0.15284,52,0.33562,48,0.10562
ENSG00000188290,HES4,4,-2.8100,77,1.55826,14,-1.3345,34,0.22622,38,0.41325
ENSG00000187608,ISG15,80,-0.6949,577,2.84555,35,-2.1515,90,-0.6762,125,0.00555
ENSG00000188157,AGRN,15,-0.2529,29,0.79976,14,-0.4183,16,-0.1979,22,0.36628
ENSG00000078808,SDF4,44,-0.4037,49,-0.2239,36,-0.8146,73,0.61092,65,0.25063
ENSG00000176022,B3GALT6,8,-1.2074,6,-1.4855,13,-0.6463,21,0.38598,30,0.96967
ENSG00000160087,UBE2J2,12,-1.4650,37,0.16983,27,-0.4036,35,0.14574,47,0.62878
ENSG00000131584,ACAP3,77,0.27032,42,-0.6707,60,-0.1570,53,-0.4082,100,0.81169
ENSG00000127054,INTS11,25,-0.4970,25,-0.5039,28,-0.4385,46,0.64500,35,-0.0242
ENSG00000224051,CPTP,12,-0.4992,14,-0.2812,13,-0.4585,21,0.56756,17,0.03029
ENSG00000107404,DVL1,30,-0.4175,55,0.52834,25,-0.8434,46,0.38616,44,0.20487
ENSG00000175756,AURKAIP1,103,-0.4159,64,-1.1415,93,-0.6902,196,0.97941,124,-0.1324
ENSG00000221978,CCNL2,61,0.20032,46,-0.2536,41,-0.4829,59,0.22605,61,0.23570
ENSG00000242485,MRPL20,100,-0.4186,114,-0.2087,103,-0.4393,173,0.69725,110,-0.2967
ENSG00000235098,ANKRD65,42,0.61302,25,-0.2249,23,-0.4104,31,0.23186,26,-0.1496
ENSG00000179403,VWA1,135,3.33091,24,0.01614,5,-2.5721,12,-1.3311,21,-0.1988
ENSG00000197785,ATAD3A,9,-0.2603,8,-0.4167,6,-0.9789,14,0.70666,12,0.26583
ENSG00000205090,TMEM240,12,-0.8903,4,-2.5416,17,-0.3624,28,0.72833,26,0.34225
ENSG00000160075,SSU72,61,-1.2063,90,-0.6170,126,-0.1202,167,0.54029,138,0.04868
ENSG00000228594,FNDC10,2,-3.4097,34,0.42669,20,-0.5224,31,0.41440,34,0.44978
ENSG00000272106,AL691432.2,9,-0.5589,13,-0.0739,15,0.19035,16,0.29174,10,-0.4680
ENSG00000197530,MIB2,12,-1.0881,16,-0.6296,16,-0.7457,27,0.22368,43,1.02499
ENSG00000248333,CDK11B,97,1.31510,47,0.09189,64,0.79123,22,-1.3227,30,-0.6383
