Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to12,Feature log2 fold change topic 5to12
ENSG00000228794,LINC01128,16,-1.2055,21,-0.8782,42,1.07855
ENSG00000188976,NOC2L,12,-2.1280,29,-0.9560,63,1.31843
ENSG00000188290,HES4,9,-2.0792,26,-0.6643,45,1.04706
ENSG00000187608,ISG15,30,-0.4063,46,0.30946,38,-0.1480
ENSG00000188157,AGRN,15,-0.9372,30,0.20464,28,0.06860
ENSG00000078808,SDF4,34,-0.8952,59,-0.0791,66,0.31672
ENSG00000176022,B3GALT6,6,-1.9948,21,-0.3139,29,0.71285
ENSG00000160087,UBE2J2,8,-2.0598,33,0.06487,34,0.36354
ENSG00000131584,ACAP3,80,-0.1386,82,-0.1211,90,0.14849
ENSG00000127054,INTS11,34,-0.5725,25,-1.2255,61,1.16456
ENSG00000107404,DVL1,21,-1.5024,68,0.34494,58,0.03129
ENSG00000175756,AURKAIP1,83,-0.8939,144,-0.0609,159,0.30016
ENSG00000221978,CCNL2,64,0.01184,33,-1.1701,75,0.88569
ENSG00000242485,MRPL20,67,-1.0363,137,0.06089,139,0.21938
ENSG00000235098,ANKRD65,26,-0.2797,28,-0.1906,33,0.25198
ENSG00000179403,VWA1,68,1.66858,40,1.02075,14,-1.7533
ENSG00000205090,TMEM240,6,-2.1853,22,-0.4147,33,0.82912
ENSG00000160075,SSU72,64,-1.2162,121,-0.2959,159,0.57584
ENSG00000228594,FNDC10,5,-2.6930,35,0.08657,37,0.39650
ENSG00000197530,MIB2,10,-1.9941,32,-0.3327,45,0.73027
ENSG00000248333,CDK11B,122,1.27428,49,-0.2376,50,-0.4189
ENSG00000189339,SLC35E2B,9,-1.3742,20,-0.3080,27,0.61586
ENSG00000008128,CDK11A,70,1.34288,17,-1.0612,31,0.05360
ENSG00000008130,NADK,8,-1.6677,25,0.02309,27,0.35662
ENSG00000078369,GNB1,140,-1.9043,601,0.39703,496,0.02986
ENSG00000187730,GABRD,7,-4.6370,86,-1.2240,227,1.76150
ENSG00000067606,PRKCZ,77,-1.5333,186,-0.2427,238,0.58308
ENSG00000162585,FAAP20,34,-0.1853,43,0.26603,36,-0.1710
ENSG00000157933,SKI,32,0.00238,48,0.79495,27,-0.7098
ENSG00000157916,RER1,30,-0.9494,54,-0.0340,59,0.28785
ENSG00000157911,PEX10,26,0.28934,26,0.32783,20,-0.3846
ENSG00000157870,PRXL2B,18,-1.4272,35,-0.4838,53,0.78280
ENSG00000158109,TPRG1L,34,-2.7232,169,-0.3955,246,0.86191
ENSG00000130764,LRRC47,31,-1.3150,47,-0.8089,90,1.04461
ENSG00000116198,CEP104,122,1.83489,33,-0.4050,34,-0.6871
ENSG00000196581,AJAP1,24,-1.0618,41,-0.3213,55,0.56711
ENSG00000069424,KCNAB2,15,-3.8685,212,0.04629,229,0.49218
ENSG00000116254,CHD5,47,-2.5445,266,0.07960,278,0.39254
ENSG00000116251,RPL22,871,0.94787,633,0.53351,383,-0.8536
ENSG00000116237,ICMT,16,-1.0280,29,-0.1318,34,0.39174
ENSG00000097021,ACOT7,27,-2.9813,106,-1.1112,255,1.55924
ENSG00000215788,TNFRSF25,0,-6.0632,17,-0.5003,27,1.07266
