Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000228794,LINC01128,11,-1.8194,20,-0.9205,33,-0.1599,51,0.55606,42,0.22487,21,-0.8178,56,0.72907,39,0.10356,45,0.35355,44,0.32848
ENSG00000188976,NOC2L,28,-0.7822,23,-1.1174,43,-0.1447,30,-0.6851,53,0.19431,66,0.57005,89,1.07844,53,0.20463,53,0.20042,30,-0.7131
ENSG00000188290,HES4,10,-2.2652,58,0.42941,41,-0.1217,49,0.15650,26,-0.8109,40,-0.1708,39,-0.1937,25,-0.8745,142,2.06000,14,-1.7169
ENSG00000187608,ISG15,21,-0.8069,44,0.31334,35,-0.0180,60,0.84680,43,0.30635,22,-0.7429,60,0.84745,4,-3.0666,50,0.53656,18,-1.0192
ENSG00000188157,AGRN,17,-0.6803,27,0.06517,14,-0.9085,35,0.45499,14,-0.9655,13,-1.0182,37,0.56140,21,-0.3454,80,1.94884,4,-2.8058
ENSG00000078808,SDF4,55,-0.0832,84,0.59799,84,0.58754,28,-1.1316,46,-0.3612,63,0.11724,80,0.51270,56,-0.0669,62,0.08928,25,-1.2659
ENSG00000176022,B3GALT6,13,-1.0943,20,-0.4922,36,0.47801,37,0.51337,31,0.21355,54,1.14974,36,0.47865,26,-0.0522,14,-1.0017,3,-3.3083
ENSG00000160087,UBE2J2,22,-0.6769,22,-0.6900,46,0.50037,28,-0.2841,22,-0.6538,47,0.53465,47,0.52260,31,-0.1491,60,0.94203,14,-1.3450
ENSG00000131584,ACAP3,57,-0.5832,64,-0.3881,165,1.16871,46,-0.9019,60,-0.5039,58,-0.5412,109,0.45074,71,-0.2308,158,1.09305,35,-1.3002
ENSG00000127054,INTS11,34,-0.4755,21,-1.2254,47,0.02333,23,-1.0944,47,0.01373,52,0.18857,59,0.38540,43,-0.1276,130,1.78208,9,-2.3785
ENSG00000224051,CPTP,7,-1.6276,25,0.31142,29,0.54725,17,-0.2829,23,0.15568,37,0.95519,35,0.86854,22,0.14829,2,-3.0509,8,-1.3472
ENSG00000107404,DVL1,34,-0.9139,122,1.14206,147,1.48917,57,-0.1282,26,-1.3150,32,-1.0093,76,0.33961,46,-0.4707,42,-0.5898,34,-0.9040
ENSG00000175756,AURKAIP1,73,-1.3906,127,-0.5464,208,0.23069,279,0.71565,182,0.01138,246,0.50360,271,0.67053,182,0.01297,134,-0.4647,102,-0.8893
ENSG00000221978,CCNL2,63,0.12448,33,-0.8876,40,-0.5969,43,-0.4752,54,-0.1104,59,0.02518,55,-0.0998,68,0.24163,162,1.78240,6,-3.2709
ENSG00000242485,MRPL20,118,-0.3636,127,-0.2537,154,0.05370,155,0.07153,115,-0.4020,205,0.52630,208,0.54766,146,-0.0270,143,-0.0582,115,-0.4069
ENSG00000235098,ANKRD65,55,1.16856,34,0.34678,45,0.80783,21,-0.4312,13,-1.0720,14,-1.0276,30,0.13414,39,0.55813,8,-1.8285,15,-0.9085
ENSG00000179403,VWA1,228,3.86769,41,0.17459,7,-2.4325,19,-1.0071,3,-3.3460,13,-1.5272,6,-2.7171,17,-1.1802,26,-0.5023,4,-3.0329
ENSG00000205090,TMEM240,5,-2.5186,23,-0.4558,46,0.67873,14,-1.1335,38,0.37671,22,-0.4796,64,1.24479,42,0.52221,38,0.35723,11,-1.5600
ENSG00000160075,SSU72,55,-1.4309,96,-0.5822,184,0.45534,140,0.00460,121,-0.2186,197,0.56910,237,0.88214,177,0.38659,73,-1.0005,112,-0.3393
ENSG00000228594,FNDC10,6,-2.4216,45,0.68883,58,1.13252,23,-0.3775,15,-0.9721,43,0.64563,47,0.78916,25,-0.2532,23,-0.3648,7,-2.0779
ENSG00000272106,AL691432.2,15,-0.0760,20,0.36529,20,0.37480,20,0.35136,11,-0.5157,22,0.58299,31,1.14469,5,-1.6481,2,-2.9754,11,-0.5804
ENSG00000197530,MIB2,15,-1.2086,38,0.20302,65,1.11467,34,0.00694,29,-0.2209,41,0.32797,51,0.68907,26,-0.3882,16,-1.1462,19,-0.8269
ENSG00000248333,CDK11B,74,0.67047,51,0.04864,37,-0.4466,12,-2.1474,47,-0.0742,13,-2.0288,24,-1.0713,48,-0.0357,99,1.16928,87,0.95169
ENSG00000189339,SLC35E2B,15,-0.6559,21,-0.1361,25,0.09449,17,-0.4780,28,0.27545,40,0.88505,48,1.18596,14,-0.8008,22,-0.1072,4,-2.5736
ENSG00000008128,CDK11A,54,0.77554,37,0.14595,24,-0.5146,15,-1.2030,35,0.08021,16,-1.1150,29,-0.2208,16,-1.1051,64,1.08925,44,0.44321
