Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to11,Feature log2 fold change topic 3to11
ENSG00000228794,LINC01128,6,-2.3731,6,-2.4218,37,2.52165
ENSG00000188976,NOC2L,6,-2.8383,26,-0.7853,49,1.59253
ENSG00000188290,HES4,14,-0.7503,4,-2.4179,26,1.46540
ENSG00000187608,ISG15,6,-2.2022,20,-0.5364,31,1.24416
ENSG00000188157,AGRN,6,-1.7064,27,0.49317,20,0.29760
ENSG00000078808,SDF4,6,-2.8772,49,0.17420,48,0.77665
ENSG00000176022,B3GALT6,86,1.93386,8,-1.8597,24,-0.9698
ENSG00000160087,UBE2J2,271,3.06918,19,-1.5600,33,-2.1071
ENSG00000131584,ACAP3,82,0.38396,42,-0.6614,65,0.06815
ENSG00000127054,INTS11,93,1.11683,43,-0.1341,42,-0.6738
ENSG00000224051,CPTP,6,-1.2306,11,-0.3198,15,0.77349
ENSG00000107404,DVL1,6,-2.7066,26,-0.6249,44,1.43422
ENSG00000175756,AURKAIP1,95,-0.6233,79,-0.8968,154,0.81817
ENSG00000221978,CCNL2,6,-3.1015,60,0.23949,56,0.74446
ENSG00000242485,MRPL20,39,-1.7267,89,-0.4926,135,1.07061
ENSG00000235098,ANKRD65,6,-2.0504,50,1.13028,24,-0.1982
ENSG00000179403,VWA1,6,-2.2545,181,3.69209,14,-2.6612
ENSG00000205090,TMEM240,6,-1.8894,3,-2.7323,26,2.37401
ENSG00000160075,SSU72,307,1.27244,62,-1.2763,134,-0.4608
ENSG00000228594,FNDC10,20,-0.1205,4,-2.2802,24,0.93071
ENSG00000272106,AL691432.2,6,-1.4163,20,0.32334,17,0.36310
ENSG00000197530,MIB2,6,-1.9944,13,-0.9511,27,1.48261
ENSG00000248333,CDK11B,6,-3.0854,64,0.34981,55,0.64167
ENSG00000189339,SLC35E2B,6,-1.3170,10,-0.6756,17,1.04046
ENSG00000008128,CDK11A,6,-1.4599,28,0.85391,16,-0.0605
ENSG00000008130,NADK,218,3.20955,20,-1.0723,23,-2.3197
ENSG00000078369,GNB1,302,-0.6695,227,-1.1047,510,0.94342
ENSG00000187730,GABRD,6,-4.2211,1,-6.3744,136,5.07774
ENSG00000067606,PRKCZ,7,-4.6122,86,-0.9702,188,1.99986
ENSG00000162585,FAAP20,6,-2.1014,40,0.71143,26,0.18540
ENSG00000157933,SKI,6,-2.0482,35,0.54631,26,0.32091
ENSG00000157916,RER1,6,-2.7718,69,0.83837,42,0.15776
ENSG00000157911,PEX10,6,-1.5697,27,0.65455,18,0.13209
ENSG00000157870,PRXL2B,6,-2.5190,6,-2.4572,41,2.61390
ENSG00000158109,TPRG1L,90,-0.9383,34,-2.3509,187,1.58824
ENSG00000130764,LRRC47,6,-3.4523,52,-0.3533,74,1.32165
ENSG00000116198,CEP104,6,-2.5096,91,1.64683,31,-0.6286
ENSG00000196581,AJAP1,93,0.99211,15,-1.8428,50,-0.1062
ENSG00000069424,KCNAB2,6,-4.3599,6,-4.3608,149,4.50537
ENSG00000116254,CHD5,500,1.00801,12,-4.5492,275,0.10041
ENSG00000116251,RPL22,488,-0.0437,862,0.88709,464,-0.5424
ENSG00000116237,ICMT,6,-2.4357,16,-1.0521,37,1.69674
ENSG00000097021,ACOT7,484,1.41525,37,-2.5927,197,-0.4009
ENSG00000215788,TNFRSF25,6,-1.2406,0,-8.6146,17,2.38319
