Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to10,Feature log2 fold change topic 6to10
ENSG00000237491,LINC01409,5,-1.0662,14,0.64644,10,-0.0470
ENSG00000228794,LINC01128,25,-0.9216,54,0.47009,45,0.06289
ENSG00000188976,NOC2L,44,-0.3955,48,-0.2729,64,0.45659
ENSG00000188290,HES4,43,0.18335,24,-0.9091,46,0.54347
ENSG00000187608,ISG15,92,-0.7122,69,-1.2861,201,1.34932
ENSG00000188157,AGRN,21,-0.0008,23,0.18142,20,-0.1557
ENSG00000078808,SDF4,67,0.11371,54,-0.2932,66,0.16156
ENSG00000176022,B3GALT6,19,-0.1710,19,-0.2328,23,0.29565
ENSG00000160087,UBE2J2,39,-0.0369,32,-0.4206,44,0.35691
ENSG00000162572,SCNN1D,13,0.34842,8,-0.5184,11,0.16331
ENSG00000131584,ACAP3,82,0.20300,69,-0.1029,72,-0.0502
ENSG00000127054,INTS11,39,-0.1516,38,-0.2349,47,0.28566
ENSG00000224051,CPTP,23,0.42567,10,-1.0512,21,0.44936
ENSG00000107404,DVL1,69,0.78646,35,-0.4791,42,-0.2106
ENSG00000175756,AURKAIP1,136,-0.1556,88,-0.9942,191,0.82787
ENSG00000221978,CCNL2,53,-0.4086,80,0.40922,64,-0.1223
ENSG00000242485,MRPL20,145,0.12112,96,-0.6614,156,0.42446
ENSG00000235098,ANKRD65,15,0.15297,13,-0.2327,15,0.08803
ENSG00000179403,VWA1,27,1.00291,23,0.82616,7,-1.7072
ENSG00000160072,ATAD3B,13,0.29817,13,0.36198,9,-0.5268
ENSG00000197785,ATAD3A,11,-0.1882,12,-0.0823,13,0.18441
ENSG00000205090,TMEM240,23,-0.3708,25,-0.2601,32,0.43287
ENSG00000160075,SSU72,154,-0.0171,129,-0.3624,172,0.30042
ENSG00000228594,FNDC10,39,0.57965,20,-0.6341,29,0.06701
ENSG00000272106,AL691432.2,14,-0.4783,18,0.01945,20,0.26046
ENSG00000197530,MIB2,29,-0.0215,25,-0.3556,33,0.29811
ENSG00000248333,CDK11B,26,-0.8672,64,0.82501,40,-0.3017
ENSG00000189339,SLC35E2B,16,-0.2442,24,0.58176,16,-0.3775
ENSG00000008128,CDK11A,12,-0.6148,28,1.05903,14,-0.6578
ENSG00000215790,SLC35E2A,21,0.35546,17,-0.0140,16,-0.2330
ENSG00000008130,NADK,22,-0.2746,21,-0.3980,31,0.48528
ENSG00000078369,GNB1,602,0.38591,394,-0.4252,500,0.06822
ENSG00000187730,GABRD,136,-0.4028,126,-0.5892,212,0.70178
ENSG00000067606,PRKCZ,204,0.12427,160,-0.3463,203,0.19507
ENSG00000162585,FAAP20,43,0.76323,20,-0.7223,28,-0.0236
ENSG00000157933,SKI,45,0.62228,39,0.42260,23,-0.8472
ENSG00000272420,AL513477.2,5,-1.1568,15,0.57103,11,0.05872
ENSG00000157916,RER1,54,-0.0356,48,-0.2723,60,0.24302
ENSG00000157911,PEX10,25,0.85710,8,-1.2543,17,0.20818
ENSG00000149527,PLCH2,21,0.42494,14,-0.3282,16,-0.0333
ENSG00000157881,PANK4,6,-1.5739,17,0.08004,20,0.64989
ENSG00000197921,HES5,19,0.87774,15,0.48107,7,-1.1480
ENSG00000157873,TNFRSF14,13,0.16974,6,-1.0976,15,0.66757
ENSG00000157870,PRXL2B,49,-0.0282,35,-0.6674,59,0.52881
ENSG00000177133,PRDM16-DT,46,1.69481,13,-0.8465,15,-0.8286
ENSG00000142611,PRDM16,19,1.05965,14,0.60341,5,-1.4861
ENSG00000158109,TPRG1L,174,-0.0145,120,-0.7251,209,0.55932
ENSG00000116213,WRAP73,6,-1.0786,13,0.07396,15,0.48513
