Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to11,Feature log2 fold change topic 5to11
ENSG00000228794,LINC01128,12,-1.4591,28,-0.1987,36,0.54543
ENSG00000188976,NOC2L,40,-0.1980,34,-0.5488,51,0.52517
ENSG00000188290,HES4,30,-0.2843,49,0.61000,32,-0.4587
ENSG00000187608,ISG15,36,0.02172,42,0.35187,32,-0.3170
ENSG00000188157,AGRN,23,0.31070,26,0.63299,16,-0.6806
ENSG00000078808,SDF4,64,0.33564,52,-0.0030,50,-0.1277
ENSG00000176022,B3GALT6,17,-0.5247,18,-0.5593,28,0.64338
ENSG00000160087,UBE2J2,24,-0.3105,25,-0.3263,32,0.38194
ENSG00000131584,ACAP3,68,0.21148,78,0.55532,51,-0.5705
ENSG00000127054,INTS11,37,0.13400,30,-0.2816,36,0.18414
ENSG00000224051,CPTP,13,-0.4278,19,0.20284,17,-0.0437
ENSG00000107404,DVL1,38,-0.4005,74,0.84359,41,-0.6494
ENSG00000175756,AURKAIP1,83,-1.0202,181,0.23604,164,0.06459
ENSG00000221978,CCNL2,54,0.24187,45,-0.0459,45,-0.0531
ENSG00000242485,MRPL20,125,-0.3970,180,0.22092,158,-0.0686
ENSG00000235098,ANKRD65,27,-0.4797,47,0.52236,34,-0.3237
ENSG00000179403,VWA1,184,3.47453,17,-1.0465,16,-1.8953
ENSG00000205090,TMEM240,2,-3.1750,24,0.03558,26,0.49425
ENSG00000160075,SSU72,53,-1.3878,157,0.34588,133,0.02538
ENSG00000228594,FNDC10,12,-1.2640,26,-0.1487,32,0.46532
ENSG00000272106,AL691432.2,29,0.80542,20,0.28775,15,-0.5922
ENSG00000197530,MIB2,22,-0.3726,26,-0.1435,30,0.24613
ENSG00000248333,CDK11B,86,0.94112,48,-0.0238,43,-0.4039
ENSG00000189339,SLC35E2B,9,-1.2570,26,0.55064,19,-0.1904
ENSG00000008128,CDK11A,51,1.47260,18,-0.2695,18,-0.5441
ENSG00000215790,SLC35E2A,12,-0.4497,28,1.25196,11,-1.0386
ENSG00000008130,NADK,23,0.14100,26,0.36235,19,-0.3688
ENSG00000078369,GNB1,264,-0.9915,656,0.56644,468,-0.2519
ENSG00000187730,GABRD,23,-3.1531,132,-0.6629,237,1.16922
ENSG00000067606,PRKCZ,117,-0.7642,239,0.46070,181,-0.1983
ENSG00000162585,FAAP20,26,-0.2035,46,0.92625,23,-0.7842
ENSG00000157933,SKI,44,0.50969,54,1.15396,21,-1.2701
ENSG00000157916,RER1,56,0.18630,43,-0.3059,52,0.18249
ENSG00000157911,PEX10,19,0.14082,26,0.86398,13,-0.8359
ENSG00000157870,PRXL2B,18,-1.3679,49,0.22440,46,0.13709
ENSG00000158109,TPRG1L,49,-2.2319,221,0.05240,236,0.40931
ENSG00000130764,LRRC47,44,-0.7832,58,-0.4701,85,0.64258
ENSG00000116198,CEP104,107,1.82068,24,-0.7661,32,-0.4693
ENSG00000196581,AJAP1,19,-1.2416,32,-0.4925,50,0.76980
ENSG00000069424,KCNAB2,45,-2.1995,264,0.67081,183,-0.1930
ENSG00000116254,CHD5,75,-1.9477,276,0.03282,298,0.39768
ENSG00000116251,RPL22,821,0.55836,853,0.82843,431,-0.9695
