Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000228794,LINC01128,33,-0.2752,48,0.32726,58,0.66118,36,-0.1444,35,-0.1854,59,0.81561,12,-1.8331,13,-1.7172
ENSG00000188976,NOC2L,51,0.21068,39,-0.2291,39,-0.2285,76,0.90826,63,0.55966,51,0.25202,18,-1.3755,14,-1.7670
ENSG00000078808,SDF4,35,-0.4965,43,-0.1911,35,-0.5059,51,0.08438,65,0.48673,47,-0.0520,60,0.35598,52,0.11156
ENSG00000131584,ACAP3,78,-0.1187,59,-0.5693,20,-2.1682,164,1.13563,199,1.49590,48,-0.9595,57,-0.6120,85,0.01564
ENSG00000127054,INTS11,38,0.12352,33,-0.0819,23,-0.6672,54,0.73897,52,0.66723,30,-0.2501,30,-0.2625,23,-0.6191
ENSG00000107404,DVL1,82,0.71366,46,-0.2264,15,-1.9475,18,-1.6537,76,0.58096,51,-0.0934,58,0.12795,84,0.76108
ENSG00000175756,AURKAIP1,79,-0.8021,190,0.60759,68,-1.0243,90,-0.6061,264,1.19224,158,0.34449,66,-1.0763,112,-0.2519
ENSG00000221978,CCNL2,31,-0.9342,43,-0.4569,22,-1.4750,70,0.34259,76,0.48300,70,0.38502,78,0.52175,53,-0.1274
ENSG00000242485,MRPL20,82,-0.6949,185,0.61407,128,-0.0063,99,-0.4144,224,0.94306,110,-0.2818,90,-0.5609,126,-0.0291
ENSG00000160075,SSU72,85,-0.5108,155,0.46012,106,-0.1564,100,-0.2458,186,0.77696,122,0.07378,64,-0.9521,114,-0.0440
ENSG00000248333,CDK11B,49,-0.4528,35,-0.9864,85,0.41813,106,0.81023,71,0.13802,43,-0.7285,121,1.04049,36,-0.9303
ENSG00000078369,GNB1,404,-0.2855,882,1.02410,410,-0.2642,343,-0.5458,576,0.28823,510,0.10053,194,-1.4151,520,0.11810
ENSG00000187730,GABRD,200,0.38266,127,-0.3566,169,0.10001,89,-0.9133,257,0.80992,279,1.16749,7,-4.5835,21,-3.0656
ENSG00000067606,PRKCZ,203,0.04430,257,0.43587,188,-0.0817,149,-0.4454,388,1.15603,209,0.10438,89,-1.2442,86,-1.2940
ENSG00000157933,SKI,57,0.11869,41,-0.4070,30,-0.9191,123,1.45309,47,-0.2175,29,-1.0656,27,-1.0585,98,1.03200
ENSG00000157916,RER1,43,-0.2558,43,-0.2402,10,-2.3767,12,-2.1127,88,0.95349,80,0.94401,48,-0.0559,46,-0.1538
ENSG00000157870,PRXL2B,42,-0.2297,85,0.94352,82,0.88228,37,-0.4333,51,0.08845,33,-0.6598,26,-0.9463,47,-0.0686
ENSG00000158109,TPRG1L,229,0.28927,315,0.83320,278,0.61269,132,-0.5910,174,-0.1620,228,0.32888,53,-1.9833,91,-1.1585
ENSG00000130764,LRRC47,67,-0.1765,94,0.37571,56,-0.4452,26,-1.6057,97,0.43015,123,1.02278,32,-1.3195,52,-0.5595
ENSG00000116198,CEP104,38,-0.3373,15,-1.7730,44,-0.1094,78,0.85641,37,-0.3543,38,-0.3507,96,1.23248,37,-0.3886
ENSG00000196581,AJAP1,43,-0.6736,46,-0.5827,39,-0.8519,160,1.53378,63,-0.0876,102,0.83899,30,-1.2527,16,-2.2011
ENSG00000069424,KCNAB2,196,0.44532,249,0.85718,120,-0.3521,127,-0.2685,228,0.70452,150,0.00715,29,-2.4686,97,-0.6811
ENSG00000116254,CHD5,524,0.74479,209,-0.7523,364,0.13077,626,1.06147,412,0.33581,367,0.16777,24,-3.9217,130,-1.4751
ENSG00000116251,RPL22,268,-1.1844,847,0.65389,632,0.16077,286,-1.0886,448,-0.3906,409,-0.5992,1108,1.13136,746,0.43677
ENSG00000097021,ACOT7,218,0.31587,173,-0.0587,147,-0.3193,96,-0.9849,300,0.86695,314,1.15430,24,-3.0535,30,-2.7273
ENSG00000162408,NOL9,36,-0.1773,48,0.26668,30,-0.4891,55,0.51771,57,0.57819,40,-0.0182,33,-0.3395,25,-0.7552
ENSG00000007923,DNAJC11,57,0.59874,36,-0.1870,41,0.03211,36,-0.1760,56,0.55301,39,-0.0576,14,-1.5813,43,0.10486
ENSG00000171735,CAMTA1,529,0.19606,386,-0.3120,592,0.38287,629,0.48270,407,-0.2292,657,0.65879,181,-1.4762,187,-1.4343
ENSG00000049246,PER3,37,-0.1650,24,-0.8463,16,-1.4269,61,0.63129,68,0.81806,31,-0.5177,51,0.33592,54,0.43824
ENSG00000116288,PARK7,111,-1.1443,395,0.90196,248,0.11163,92,-1.4261,254,0.15008,253,0.16538,178,-0.4203,300,0.42602
ENSG00000142599,RERE,113,-0.4090,129,-0.2072,160,0.14857,176,0.30655,167,0.21606,115,-0.4313,174,0.28621,167,0.21601
ENSG00000074800,ENO1,207,-0.9464,416,0.15631,204,-0.9682,299,-0.3734,304,-0.3462,430,0.24627,236,-0.7442,874,1.46597
ENSG00000171603,CLSTN1,676,0.05200,561,-0.2473,541,-0.3069,787,0.30157,850,0.43093,1042,0.93821,128,-2.4854,264,-1.4106
ENSG00000162441,LZIC,61,-0.1579,61,-0.1470,57,-0.2654,54,-0.3409,29,-1.3123,51,-0.4963,165,1.58262,75,0.19313
ENSG00000130939,UBE4B,75,1.09985,39,-0.0243,20,-1.0682,45,0.22528,26,-0.6610,35,-0.2350,54,0.50773,27,-0.6041
ENSG00000054523,KIF1B,580,-0.0172,346,-0.8299,606,0.05604,745,0.39707,558,-0.0779,528,-0.1895,876,0.67285,504,-0.2414
ENSG00000142657,PGD,63,0.50420,25,-0.9759,44,-0.0840,45,-0.0278,43,-0.1055,68,0.76975,34,-0.4835,25,-0.9385
ENSG00000241563,CORT,14,-1.7898,90,1.20269,22,-1.0811,34,-0.4074,29,-0.6591,72,0.95158,23,-1.0314,45,0.02571
ENSG00000160049,DFFA,35,-0.9940,60,-0.1444,63,-0.0734,51,-0.4153,33,-1.0812,64,-0.0649,120,1.00781,105,0.77572
ENSG00000120948,TARDBP,76,-0.1110,57,-0.5741,94,0.22618,97,0.26755,103,0.37797,63,-0.4774,112,0.51975,73,-0.1946
ENSG00000116649,SRM,54,0.46326,75,1.03618,30,-0.4836,13,-1.7159,31,-0.4305,44,0.12640,31,-0.4112,45,0.14879
ENSG00000198793,MTOR,28,-0.6556,27,-0.7252,49,0.23898,78,1.04174,69,0.81491,35,-0.3615,18,-1.3350,43,0.03549
ENSG00000116661,FBXO2,49,-1.6534,169,0.27937,98,-0.5913,47,-1.7079,123,-0.2453,140,-0.0384,89,-0.7389,430,2.00355
