Feature ID,Feature Name,Feature count topic 1to8,Feature log2 fold change topic 1to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000228794,LINC01128,38,0.63048,24,-0.6304
ENSG00000188976,NOC2L,46,-0.1537,52,0.15375
ENSG00000188290,HES4,37,0.68009,23,-0.6800
ENSG00000187608,ISG15,40,1.92999,10,-1.9299
ENSG00000188157,AGRN,15,0.12146,14,-0.1214
ENSG00000078808,SDF4,63,0.24476,53,-0.2447
ENSG00000176022,B3GALT6,22,0.02495,22,-0.0249
ENSG00000160087,UBE2J2,41,0.57390,28,-0.5739
ENSG00000131584,ACAP3,64,-1.0594,134,1.05944
ENSG00000127054,INTS11,42,-0.0943,44,0.09434
ENSG00000224051,CPTP,18,0.39957,13,-0.3995
ENSG00000107404,DVL1,51,0.50524,36,-0.5052
ENSG00000175756,AURKAIP1,161,0.82121,91,-0.8212
ENSG00000221978,CCNL2,57,-1.0900,121,1.09000
ENSG00000242485,MRPL20,147,1.21131,63,-1.2113
ENSG00000235098,ANKRD65,37,0.72764,22,-0.7276
ENSG00000179403,VWA1,24,-1.4254,66,1.42546
ENSG00000205090,TMEM240,25,-0.5665,38,0.56659
ENSG00000160075,SSU72,163,0.97843,82,-0.9784
ENSG00000228594,FNDC10,33,0.72614,20,-0.7261
ENSG00000272106,AL691432.2,17,-0.0373,18,0.03736
ENSG00000197530,MIB2,33,0.42383,25,-0.4238
ENSG00000248333,CDK11B,39,-1.5087,113,1.50879
ENSG00000189339,SLC35E2B,22,0.12162,20,-0.1216
ENSG00000008128,CDK11A,14,-2.4785,83,2.47857
ENSG00000215790,SLC35E2A,24,0.40805,18,-0.4080
ENSG00000008130,NADK,27,0.59451,18,-0.5945
ENSG00000078369,GNB1,604,1.60287,199,-1.6028
ENSG00000187730,GABRD,151,1.52240,52,-1.5224
ENSG00000067606,PRKCZ,211,0.63744,136,-0.6374
ENSG00000162585,FAAP20,39,0.61034,25,-0.6103
ENSG00000157933,SKI,33,-0.8247,58,0.82477
ENSG00000157916,RER1,61,0.84092,34,-0.8409
ENSG00000157911,PEX10,23,1.01314,11,-1.0131
ENSG00000157870,PRXL2B,47,0.73797,28,-0.7379
ENSG00000177133,PRDM16-DT,20,0.57838,14,-0.5783
ENSG00000158109,TPRG1L,183,1.39077,70,-1.3907
ENSG00000130764,LRRC47,84,0.81105,48,-0.8110
ENSG00000116198,CEP104,26,-1.5863,80,1.58637
ENSG00000198912,C1orf174,18,1.08748,8,-1.0874
ENSG00000196581,AJAP1,35,-0.3195,44,0.31957
ENSG00000069424,KCNAB2,194,1.81510,55,-1.8151
ENSG00000116254,CHD5,230,-0.1465,255,0.14653
ENSG00000116251,RPL22,502,0.03508,490,-0.0350
ENSG00000116237,ICMT,36,0.09101,34,-0.0910
ENSG00000097021,ACOT7,156,1.71946,47,-1.7194
ENSG00000215788,TNFRSF25,15,-1.2044,35,1.20441
ENSG00000171680,PLEKHG5,24,0.51645,17,-0.5164
ENSG00000162408,NOL9,34,0.12215,31,-0.1221
ENSG00000162413,KLHL21,32,0.30890,25,-0.3089
ENSG00000041988,THAP3,20,1.37096,7,-1.3709
ENSG00000007923,DNAJC11,41,0.01078,40,-0.0107
ENSG00000171735,CAMTA1,437,0.57251,294,-0.5725
ENSG00000049245,VAMP3,28,-1.4619,78,1.46195
ENSG00000049246,PER3,39,-0.4733,54,0.47333
ENSG00000116288,PARK7,322,1.57972,107,-1.5797
ENSG00000116285,ERRFI1,31,0.50350,22,-0.5035
ENSG00000162426,SLC45A1,27,1.55759,9,-1.5575
ENSG00000142599,RERE,119,-0.8243,211,0.82434
ENSG00000074800,ENO1,559,1.03437,272,-1.0343
ENSG00000171612,SLC25A33,39,1.60137,13,-1.6013
ENSG00000171603,CLSTN1,714,1.05942,342,-1.0594
ENSG00000178585,CTNNBIP1,32,0.58759,21,-0.5875
ENSG00000162441,LZIC,52,-0.2575,62,0.25753
ENSG00000130939,UBE4B,38,-0.6630,60,0.66302
ENSG00000054523,KIF1B,361,-0.5836,541,0.58360
ENSG00000142657,PGD,59,0.77595,34,-0.7759
ENSG00000241563,CORT,35,2.06350,8,-2.0635
ENSG00000160049,DFFA,46,-1.0006,92,1.00061
ENSG00000142655,PEX14,21,1.71184,6,-1.7118
ENSG00000120948,TARDBP,82,-0.4547,112,0.45474
ENSG00000271895,AL109811.2,16,-0.1895,19,0.18956
ENSG00000116649,SRM,75,0.98264,38,-0.9826
ENSG00000171824,EXOSC10,31,-0.9810,62,0.98105
ENSG00000198793,MTOR,46,1.05194,22,-1.0519
ENSG00000120942,UBIAD1,12,-0.7690,20,0.76909
ENSG00000116661,FBXO2,177,1.14833,80,-1.1483
ENSG00000132879,FBXO44,90,0.56116,61,-0.5611
ENSG00000116670,MAD2L2,15,0.20356,13,-0.2035
ENSG00000177000,MTHFR,17,-0.6251,26,0.62510
ENSG00000011021,CLCN6,79,0.68273,49,-0.6827
ENSG00000116685,KIAA2013,32,-0.5198,46,0.51987
ENSG00000083444,PLOD1,24,-0.0128,24,0.01283
ENSG00000116688,MFN2,126,0.30241,102,-0.3024
ENSG00000116691,MIIP,14,-0.5137,20,0.51370
ENSG00000048707,VPS13D,87,0.07029,83,-0.0702
ENSG00000162496,DHRS3,37,-0.2256,43,0.22564
ENSG00000116731,PRDM2,219,-0.2193,255,0.21933
ENSG00000189337,KAZN,65,-0.2948,79,0.29482
ENSG00000142634,EFHD2,86,0.24956,72,-0.2495
ENSG00000116138,DNAJC16,38,1.08616,17,-1.0861
ENSG00000197312,DDI2,34,-0.6576,54,0.65761
ENSG00000116786,PLEKHM2,111,0.36353,86,-0.3635
ENSG00000065526,SPEN,100,-1.8840,372,1.88406
ENSG00000116809,ZBTB17,16,-0.3412,21,0.34121
ENSG00000037637,FBXO42,27,-0.3354,34,0.33541
ENSG00000055070,SZRD1,24,-0.3990,32,0.39909
ENSG00000157191,NECAP2,12,-0.4575,17,0.45750
ENSG00000159363,ATP13A2,116,1.59641,38,-1.5964
ENSG00000117118,SDHB,72,1.35602,28,-1.3560
ENSG00000117115,PADI2,35,-1.8608,129,1.86087
ENSG00000179051,RCC2,27,1.07516,13,-1.0751
ENSG00000074964,ARHGEF10L,17,0.87996,9,-0.8799
ENSG00000117154,IGSF21,75,1.58386,25,-1.5838
ENSG00000159423,ALDH4A1,22,-0.0713,23,0.07131
ENSG00000127481,UBR4,33,-1.5852,99,1.58526
ENSG00000127463,EMC1,43,0.94025,22,-0.9402
ENSG00000053372,MRTO4,44,0.94626,22,-0.9462
ENSG00000053371,AKR7A2,37,0.37811,28,-0.3781
ENSG00000077549,CAPZB,160,0.64951,102,-0.6495
ENSG00000173436,MICOS10,371,1.44875,136,-1.4487
ENSG00000158747,NBL1,129,0.78759,74,-0.7875
ENSG00000169914,OTUD3,21,0.27319,17,-0.2731
ENSG00000162545,CAMK2N1,1570,0.99327,788,-0.9932
ENSG00000090432,MUL1,17,0.23379,14,-0.2337
ENSG00000158828,PINK1,452,1.44327,166,-1.4432
ENSG00000244038,DDOST,29,0.76993,17,-0.7699
ENSG00000117245,KIF17,31,2.06263,7,-2.0626
ENSG00000189410,SH2D5,30,0.97265,15,-0.9726
ENSG00000127483,HP1BP3,237,-0.7130,389,0.71302
ENSG00000075151,EIF4G3,221,-0.1441,245,0.14414
ENSG00000117298,ECE1,18,-0.9062,35,0.90622
ENSG00000076864,RAP1GAP,136,0.49387,96,-0.4938
ENSG00000090686,USP48,76,-0.5568,112,0.55681
ENSG00000070831,CDC42,170,0.39747,129,-0.3974
ENSG00000173372,C1QA,24,1.88225,6,-1.8822
ENSG00000173369,C1QB,30,2.48957,5,-2.4895
ENSG00000004487,KDM1A,57,0.02385,56,-0.0238
ENSG00000169641,LUZP1,150,0.79713,86,-0.7971
ENSG00000125944,HNRNPR,117,-0.3675,152,0.36758
ENSG00000117318,ID3,19,-0.2873,23,0.28737
ENSG00000142676,RPL11,512,0.07455,486,-0.0745
ENSG00000011007,ELOA,29,-0.5951,43,0.59519
ENSG00000057757,PITHD1,153,0.61267,100,-0.6126
ENSG00000011009,LYPLA2,17,-0.0622,18,0.06228
ENSG00000117305,HMGCL,18,0.75202,10,-0.7520
ENSG00000189266,PNRC2,59,0.26110,49,-0.2611
ENSG00000188529,SRSF10,65,-0.4252,87,0.42520
ENSG00000001461,NIPAL3,105,-1.3574,270,1.35747
ENSG00000133226,SRRM1,144,-2.1084,621,2.10844
ENSG00000169504,CLIC4,36,-1.4706,102,1.47068
ENSG00000117614,SYF2,129,-0.3330,163,0.33303
ENSG00000117616,RSRP1,52,-1.2103,121,1.21032
ENSG00000183726,TMEM50A,82,0.92699,43,-0.9269
ENSG00000204178,MACO1,49,-0.7828,85,0.78283
ENSG00000157978,LDLRAP1,4,-2.9248,32,2.92488
ENSG00000117643,MAN1C1,48,0.57477,32,-0.5747
ENSG00000162430,SELENON,28,0.17463,25,-0.1746
ENSG00000117640,MTFR1L,71,0.36275,55,-0.3627
ENSG00000117632,STMN1,1053,0.85906,580,-0.8590
ENSG00000158008,EXTL1,39,0.98040,19,-0.9804
ENSG00000142684,ZNF593,47,1.10440,22,-1.1044
