Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000228794,LINC01128,7,-2.3252,21,-0.6859,41,0.42962,36,0.24019
ENSG00000188976,NOC2L,21,-1.1722,25,-0.8860,49,0.15284,51,0.39408
ENSG00000188290,HES4,4,-2.8100,77,1.55826,14,-1.3345,35,0.49854
ENSG00000187608,ISG15,80,-0.6949,577,2.84555,35,-2.1515,102,-0.5770
ENSG00000188157,AGRN,15,-0.2529,29,0.79976,14,-0.4183,18,0.05671
ENSG00000078808,SDF4,44,-0.4037,49,-0.2239,36,-0.8146,71,0.79217
ENSG00000176022,B3GALT6,8,-1.2074,6,-1.4855,13,-0.6463,24,1.17725
ENSG00000160087,UBE2J2,12,-1.4650,37,0.16983,27,-0.4036,39,0.58622
ENSG00000131584,ACAP3,77,0.27032,42,-0.6707,60,-0.1570,69,0.21205
ENSG00000127054,INTS11,25,-0.4970,25,-0.5039,28,-0.4385,42,0.63786
ENSG00000224051,CPTP,12,-0.4992,14,-0.2812,13,-0.4585,19,0.58904
ENSG00000107404,DVL1,30,-0.4175,55,0.52834,25,-0.8434,46,0.51366
ENSG00000175756,AURKAIP1,103,-0.4159,64,-1.1415,93,-0.6902,172,0.94797
ENSG00000221978,CCNL2,61,0.20032,46,-0.2536,41,-0.4829,60,0.37021
ENSG00000242485,MRPL20,100,-0.4186,114,-0.2087,103,-0.4393,152,0.53034
ENSG00000235098,ANKRD65,42,0.61302,25,-0.2249,23,-0.4104,30,0.13460
ENSG00000179403,VWA1,135,3.33091,24,0.01614,5,-2.5721,15,-1.1733
ENSG00000197785,ATAD3A,9,-0.2603,8,-0.4167,6,-0.9789,14,0.91435
ENSG00000205090,TMEM240,12,-0.8903,4,-2.5416,17,-0.3624,27,1.00157
ENSG00000160075,SSU72,61,-1.2063,90,-0.6170,126,-0.1202,157,0.57171
ENSG00000228594,FNDC10,2,-3.4097,34,0.42669,20,-0.5224,32,0.72725
ENSG00000272106,AL691432.2,9,-0.5589,13,-0.0739,15,0.19035,14,0.02653
ENSG00000197530,MIB2,12,-1.0881,16,-0.6296,16,-0.7457,32,1.04004
ENSG00000248333,CDK11B,97,1.31510,47,0.09189,64,0.79123,25,-1.4113
ENSG00000189339,SLC35E2B,12,-0.3665,8,-0.8757,16,0.12798,16,0.23625
ENSG00000008128,CDK11A,73,1.80650,23,-0.1534,29,0.31652,15,-1.2197
ENSG00000215790,SLC35E2A,11,-1.1238,40,0.84591,23,-0.0073,23,-0.0778
ENSG00000008130,NADK,16,-0.2871,9,-1.0234,16,-0.3144,22,0.60270
ENSG00000078369,GNB1,191,-1.3515,524,0.20406,370,-0.4164,540,0.56486
ENSG00000187730,GABRD,6,-4.6330,53,-1.5905,132,-0.2420,199,1.12184
ENSG00000067606,PRKCZ,86,-1.1288,94,-1.0064,145,-0.4200,228,0.89087
ENSG00000162585,FAAP20,37,0.37992,35,0.25535,12,-1.5211,36,0.71106
