Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to12,Feature log2 fold change topic 3to12
ENSG00000228794,LINC01128,10,-1.6935,36,0.24250,33,0.49276
ENSG00000188976,NOC2L,25,-0.8815,40,-0.1688,47,0.52750
ENSG00000188290,HES4,14,-1.1316,14,-1.2203,34,1.25360
ENSG00000187608,ISG15,23,0.10239,3,-2.7147,24,0.80714
ENSG00000188157,AGRN,27,0.36975,6,-1.8881,22,0.43221
ENSG00000078808,SDF4,27,-1.1727,62,0.06875,62,0.47479
ENSG00000160087,UBE2J2,19,-0.7911,20,-0.7213,35,0.81355
ENSG00000131584,ACAP3,77,0.21792,93,0.52529,63,-0.4219
ENSG00000127054,INTS11,30,-0.3901,20,-1.0219,41,0.72829
ENSG00000107404,DVL1,31,-0.7554,22,-1.2482,55,1.05225
ENSG00000175756,AURKAIP1,52,-1.7270,96,-0.8135,180,1.28376
ENSG00000221978,CCNL2,55,-0.2071,43,-0.5654,65,0.40938
ENSG00000242485,MRPL20,47,-1.8934,98,-0.7976,184,1.33221
ENSG00000235098,ANKRD65,14,-1.2404,10,-1.6226,35,1.50739
ENSG00000179403,VWA1,60,1.84283,18,-0.1113,16,-1.2578
ENSG00000205090,TMEM240,4,-2.5010,22,-0.1040,25,0.95036
ENSG00000160075,SSU72,38,-1.9195,117,-0.2554,149,0.94285
ENSG00000228594,FNDC10,5,-2.5382,14,-1.0748,32,1.73225
ENSG00000197530,MIB2,11,-1.5648,30,-0.0348,33,0.67500
ENSG00000248333,CDK11B,158,2.13791,93,1.15951,30,-2.0590
ENSG00000008128,CDK11A,148,2.75281,51,0.74764,19,-2.3933
ENSG00000215790,SLC35E2A,13,-1.2054,4,-2.6651,33,1.86478
ENSG00000008130,NADK,8,-1.5646,9,-1.4557,27,1.59995
ENSG00000078369,GNB1,125,-2.1485,312,-0.7859,580,1.40598
ENSG00000187730,GABRD,14,-3.5526,64,-1.3214,176,2.16168
ENSG00000067606,PRKCZ,62,-1.7714,192,-0.0708,216,0.76044
ENSG00000162585,FAAP20,32,-0.1927,15,-1.3359,39,0.71747
ENSG00000157933,SKI,45,0.83044,35,0.40984,24,-0.7131
ENSG00000157916,RER1,41,-0.6085,17,-1.9176,67,1.20623
ENSG00000157911,PEX10,25,0.18440,6,-1.9110,23,0.59071
ENSG00000157870,PRXL2B,5,-3.1015,29,-0.5589,47,1.44110
ENSG00000177133,PRDM16-DT,5,-2.0521,6,-1.9057,24,2.08097
ENSG00000158109,TPRG1L,22,-3.2471,192,-0.0549,217,1.01673
ENSG00000130764,LRRC47,17,-2.2113,49,-0.6657,83,1.33508
ENSG00000116198,CEP104,124,2.06690,65,0.90541,26,-1.8641
ENSG00000196581,AJAP1,32,-0.3938,58,0.55435,40,-0.1585
ENSG00000069424,KCNAB2,25,-2.8455,120,-0.5589,192,1.39636
ENSG00000116254,CHD5,64,-1.8101,450,1.23087,204,-0.3319
ENSG00000116251,RPL22,945,0.46827,361,-1.0290,715,0.13173
ENSG00000116237,ICMT,11,-1.5405,15,-1.0420,34,1.35353
ENSG00000097021,ACOT7,32,-2.8615,138,-0.7248,248,1.53660
ENSG00000215788,TNFRSF25,8,-1.3795,34,0.85991,20,-0.0887
ENSG00000171680,PLEKHG5,2,-3.0663,6,-1.7820,22,2.40082
ENSG00000162408,NOL9,22,-0.2599,23,-0.2317,27,0.26822
ENSG00000162413,KLHL21,17,-1.0786,20,-0.8432,38,1.02487
ENSG00000007923,DNAJC11,11,-1.6438,28,-0.3043,37,0.89937
ENSG00000171735,CAMTA1,150,-1.4468,653,0.84515,385,-0.0613
ENSG00000049245,VAMP3,76,1.60416,0,-6.0431,27,-0.4783
ENSG00000049246,PER3,64,0.63203,44,0.02272,41,-0.3933
ENSG00000116288,PARK7,107,-1.7114,193,-0.8311,368,1.28962
ENSG00000116285,ERRFI1,1,-4.1473,41,0.92613,24,0.15356
ENSG00000162426,SLC45A1,4,-2.7797,33,0.25244,30,0.68296
ENSG00000142599,RERE,279,1.05097,196,0.46023,128,-0.8845
ENSG00000074800,ENO1,139,-1.8879,267,-0.9177,542,1.41241
ENSG00000171612,SLC25A33,3,-3.2545,4,-2.8898,38,3.18267
ENSG00000171603,CLSTN1,169,-2.2385,789,0.08471,801,0.74168
ENSG00000178585,CTNNBIP1,23,-0.7425,6,-2.7379,42,1.52504
ENSG00000162441,LZIC,113,1.29582,46,-0.1504,45,-0.7991
ENSG00000130939,UBE4B,48,0.01639,72,0.65762,45,-0.4072
ENSG00000054523,KIF1B,562,0.48290,632,0.67256,379,-0.6533
ENSG00000142657,PGD,28,-1.0438,49,-0.1746,58,0.59715
ENSG00000241563,CORT,12,-1.6300,1,-5.2750,42,2.65026
ENSG00000160049,DFFA,123,1.40659,84,0.75761,42,-1.2834
ENSG00000142655,PEX14,2,-3.4826,24,0.10802,24,0.89178
ENSG00000120948,TARDBP,81,-0.0142,84,0.04191,82,-0.0154
ENSG00000116649,SRM,25,-1.1916,16,-1.8500,61,1.57576
ENSG00000171824,EXOSC10,34,-0.0535,47,0.42744,35,-0.2251
ENSG00000198793,MTOR,9,-2.0939,24,-0.5857,40,1.24203
ENSG00000116661,FBXO2,91,-1.0959,58,-1.7538,209,1.47674
ENSG00000132879,FBXO44,19,-2.2985,80,-0.1661,97,0.96233
ENSG00000177000,MTHFR,29,0.48434,26,0.28036,20,-0.4300
ENSG00000011021,CLCN6,26,-1.5688,43,-0.8179,82,1.22585
ENSG00000116685,KIAA2013,23,-0.4932,29,-0.1562,33,0.34437
ENSG00000083444,PLOD1,11,-0.8640,18,-0.1412,21,0.50236
ENSG00000116688,MFN2,69,-0.8374,100,-0.2639,125,0.56909
ENSG00000048707,VPS13D,55,-0.3311,73,0.09612,70,0.11421
ENSG00000162496,DHRS3,17,-0.4524,14,-0.6633,24,0.59980
ENSG00000116731,PRDM2,277,0.37195,499,1.36295,185,-1.0634
ENSG00000189337,KAZN,90,0.63377,59,-0.0516,58,-0.3599
ENSG00000142634,EFHD2,15,-2.6249,163,0.94398,92,0.03438
ENSG00000116138,DNAJC16,14,-1.3437,23,-0.5971,38,0.99372
ENSG00000197312,DDI2,28,-0.2939,74,1.28737,30,-0.7418
ENSG00000116786,PLEKHM2,105,-0.2800,40,-1.7291,136,0.90754
ENSG00000065526,SPEN,591,2.27897,425,1.63748,91,-2.4756
ENSG00000037637,FBXO42,15,-0.4677,18,-0.1283,21,0.31546
ENSG00000055070,SZRD1,35,0.69413,11,-1.0337,22,-0.0419
ENSG00000159363,ATP13A2,20,-2.3493,43,-1.2260,110,1.78267
ENSG00000117118,SDHB,15,-2.2499,17,-2.0987,80,2.28057
ENSG00000117115,PADI2,285,2.83856,19,-1.7042,41,-1.8632
ENSG00000179051,RCC2,13,-0.7473,15,-0.5168,22,0.67806
ENSG00000117154,IGSF21,4,-3.7916,77,0.37646,65,0.66399
ENSG00000159423,ALDH4A1,14,-0.7811,6,-1.8976,26,1.32220
ENSG00000127481,UBR4,69,1.09719,90,1.55681,26,-1.5778
ENSG00000127463,EMC1,22,-0.9089,23,-0.8219,43,0.92850
ENSG00000053372,MRTO4,22,-1.2429,45,-0.1402,53,0.64790
ENSG00000053371,AKR7A2,11,-1.6726,15,-1.2206,39,1.51815
ENSG00000077549,CAPZB,117,-0.3888,177,0.25864,151,0.03829
ENSG00000173436,MICOS10,133,-1.5251,152,-1.3279,408,1.51117
ENSG00000158747,NBL1,50,-1.4521,111,-0.2404,140,0.79101
ENSG00000169914,OTUD3,2,-3.5240,38,0.85667,22,0.18971
ENSG00000162545,CAMK2N1,947,-0.7786,879,-0.8916,1700,0.89617
ENSG00000158828,PINK1,181,-1.4455,196,-1.3272,524,1.47167
ENSG00000244038,DDOST,8,-1.7858,16,-0.8367,30,1.32094
ENSG00000117245,KIF17,3,-3.0398,25,-0.2562,33,1.16935
ENSG00000189410,SH2D5,4,-3.4938,22,-1.2291,57,2.07432
ENSG00000127483,HP1BP3,403,0.70062,464,0.93817,226,-0.9383
ENSG00000075151,EIF4G3,268,0.21182,524,1.33039,202,-0.9688
ENSG00000076864,RAP1GAP,31,-2.1354,137,0.09177,139,0.71519
ENSG00000090686,USP48,154,1.10350,153,1.09002,63,-1.2711
ENSG00000070831,CDC42,87,-1.0313,144,-0.2697,183,0.65499
ENSG00000004487,KDM1A,20,-1.5651,58,0.06246,59,0.60085
ENSG00000169641,LUZP1,57,-1.6328,306,0.96409,167,-0.1256
