Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to11,Feature log2 fold change topic 7to11
ENSG00000228794,LINC01128,8,-2.2687,25,-0.6618,41,0.14470,45,0.45415
ENSG00000188976,NOC2L,28,-0.4570,17,-1.1689,19,-1.3060,58,1.49780
ENSG00000188290,HES4,18,-0.9856,38,0.15993,38,0.23396,34,-0.0293
ENSG00000187608,ISG15,46,0.38395,159,2.71928,15,-1.6068,26,-0.7616
ENSG00000078808,SDF4,30,-0.8376,30,-0.8327,50,-0.0903,63,0.52092
ENSG00000160087,UBE2J2,12,-1.4576,29,-0.1632,24,-0.6686,44,0.95995
ENSG00000131584,ACAP3,52,-0.6485,158,1.15244,57,-0.6858,86,0.24027
ENSG00000127054,INTS11,16,-1.4485,28,-0.5833,22,-1.1703,63,1.48274
ENSG00000107404,DVL1,40,-0.7964,105,0.73961,72,0.19443,59,-0.2792
ENSG00000175756,AURKAIP1,43,-1.5376,128,0.11114,121,0.03467,131,0.26307
ENSG00000221978,CCNL2,57,0.43360,12,-1.8991,24,-1.1577,62,1.16245
ENSG00000242485,MRPL20,73,-0.7375,65,-0.9191,130,0.23959,127,0.20722
ENSG00000205090,TMEM240,8,-1.6410,3,-2.8905,20,-0.3239,33,1.10695
ENSG00000160075,SSU72,21,-2.8195,190,0.52221,135,-0.0495,153,0.29032
ENSG00000228594,FNDC10,18,-0.5031,18,-0.5133,24,-0.0793,28,0.36476
ENSG00000197530,MIB2,6,-1.9327,4,-2.4417,22,-0.1572,32,0.95457
ENSG00000248333,CDK11B,103,1.48775,5,-3.1921,32,-0.6045,47,0.24568
ENSG00000008130,NADK,7,-1.5520,6,-1.8795,25,0.39986,24,0.32485
ENSG00000078369,GNB1,183,-1.6066,595,0.20303,589,0.27484,526,0.00975
ENSG00000187730,GABRD,9,-3.6000,101,-0.0988,77,-0.6843,152,1.11886
ENSG00000067606,PRKCZ,77,-1.1676,152,-0.1307,152,-0.1929,197,0.49671
ENSG00000162585,FAAP20,48,0.19059,94,1.31230,39,-0.1732,34,-0.5526
ENSG00000157933,SKI,55,0.23551,23,-1.1273,51,0.15973,49,0.03909
ENSG00000157916,RER1,30,-0.5691,39,-0.1637,44,0.06146,46,0.15537
ENSG00000157870,PRXL2B,12,-2.1130,72,0.54086,47,-0.1745,58,0.34541
ENSG00000158109,TPRG1L,23,-2.8289,158,0.00956,126,-0.4694,208,0.86319
ENSG00000130764,LRRC47,47,-0.3893,21,-1.6085,55,-0.1777,74,0.62086
