Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to10,Feature log2 fold change topic 6to10
ENSG00000228794,LINC01128,21,-0.7068,29,-0.1777,40,0.37815,33,0.05778
ENSG00000188976,NOC2L,34,-0.5645,33,-0.6894,47,-0.0916,60,0.62039
ENSG00000188290,HES4,16,-0.8717,43,0.76408,19,-0.7246,29,0.07685
ENSG00000187608,ISG15,22,-0.4426,24,-0.3654,24,-0.3299,35,0.56099
ENSG00000188157,AGRN,20,-0.3651,21,-0.3602,25,-0.0319,29,0.35433
ENSG00000078808,SDF4,40,-0.4682,47,-0.2770,43,-0.4069,65,0.56085
ENSG00000176022,B3GALT6,15,-0.7397,22,-0.1613,15,-0.7399,30,0.73514
ENSG00000160087,UBE2J2,24,-0.6548,32,-0.2154,33,-0.1335,41,0.41433
ENSG00000131584,ACAP3,35,-1.1079,54,-0.4880,71,0.00247,85,0.58149
ENSG00000127054,INTS11,16,-1.3953,32,-0.4367,44,0.13810,48,0.51205
ENSG00000224051,CPTP,22,0.23343,15,-0.4378,13,-0.7159,23,0.56437
ENSG00000107404,DVL1,48,0.06691,67,0.68587,25,-1.0324,46,0.00010
ENSG00000175756,AURKAIP1,94,-0.9397,213,0.38979,135,-0.4239,187,0.23970
ENSG00000221978,CCNL2,44,-0.4528,38,-0.7646,52,-0.2045,73,0.69628
ENSG00000242485,MRPL20,116,-0.4980,205,0.47274,115,-0.5574,167,0.14020
ENSG00000235098,ANKRD65,32,-0.1522,43,0.34988,15,-1.3625,41,0.45896
ENSG00000179403,VWA1,81,1.80911,32,0.19972,3,-3.1532,27,-0.1771
ENSG00000197785,ATAD3A,6,-1.2613,14,-0.0197,10,-0.6441,18,0.70615
ENSG00000205090,TMEM240,20,-0.6131,11,-1.5800,30,-0.0293,40,0.94636
ENSG00000160075,SSU72,90,-0.9028,177,0.17379,113,-0.6138,188,0.48650
ENSG00000228594,FNDC10,13,-0.9963,18,-0.5088,21,-0.2454,30,0.72863
ENSG00000272106,AL691432.2,9,-1.1925,12,-0.7421,16,-0.2856,26,0.91486
ENSG00000197530,MIB2,26,-0.4778,33,-0.1165,20,-0.9677,45,0.73934
ENSG00000248333,CDK11B,63,0.82261,29,-0.4985,50,0.50479,32,-0.4445
ENSG00000189339,SLC35E2B,24,-0.1402,26,-0.0088,24,-0.1628,28,0.15506
ENSG00000008128,CDK11A,39,1.50222,16,-0.0330,20,0.41354,10,-1.1245
ENSG00000008130,NADK,20,-0.4444,27,-0.0064,15,-0.9573,33,0.65240
ENSG00000078369,GNB1,362,-0.5189,592,0.29741,438,-0.2488,523,0.11079
ENSG00000187730,GABRD,34,-2.4831,69,-1.5597,185,0.07835,246,1.17808
ENSG00000067606,PRKCZ,121,-0.9113,239,0.17307,190,-0.2406,239,0.28769
ENSG00000162585,FAAP20,40,0.16807,48,0.52557,13,-1.7031,40,0.30742
ENSG00000157933,SKI,48,0.76196,38,0.44387,26,-0.2380,25,-0.5085
ENSG00000157916,RER1,34,-0.6592,37,-0.5729,45,-0.2443,64,0.68255
ENSG00000157911,PEX10,20,0.04225,30,0.87955,10,-1.0339,18,-0.1531
ENSG00000157870,PRXL2B,16,-1.6642,49,-0.0289,39,-0.4244,61,0.65923
