Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to12,Feature log2 fold change topic 3to12
ENSG00000228794,LINC01128,58,0.72761,14,-1.4361,37,0.03479
ENSG00000188976,NOC2L,58,0.35297,21,-1.2130,48,0.27594
ENSG00000188290,HES4,58,0.18427,54,0.07726,50,-0.1454
ENSG00000187608,ISG15,58,-0.3037,150,1.23894,64,-0.7002
ENSG00000188157,AGRN,58,1.14068,34,0.25422,25,-0.8486
ENSG00000078808,SDF4,58,-0.0374,54,-0.1387,60,0.09578
ENSG00000160087,UBE2J2,58,0.86497,14,-1.2833,33,-0.1152
ENSG00000131584,ACAP3,66,-0.1410,85,0.27224,71,-0.0857
ENSG00000127054,INTS11,58,0.71041,35,-0.0748,35,-0.4012
ENSG00000107404,DVL1,58,0.29060,10,-2.2457,51,0.56795
ENSG00000175756,AURKAIP1,58,-1.4525,75,-1.0575,167,1.32356
ENSG00000221978,CCNL2,58,-0.0765,77,0.36859,59,-0.1770
ENSG00000242485,MRPL20,85,-1.0523,59,-1.5822,188,1.37783
ENSG00000235098,ANKRD65,58,1.07050,55,0.97481,25,-1.1804
ENSG00000205090,TMEM240,58,1.38706,4,-2.5547,24,-0.3871
ENSG00000160075,SSU72,58,-1.4588,66,-1.2583,169,1.44068
ENSG00000228594,FNDC10,58,0.87597,7,-2.3257,34,0.06187
ENSG00000197530,MIB2,58,0.93447,27,-0.2576,30,-0.4849
ENSG00000248333,CDK11B,58,0.00989,134,1.40077,50,-0.9409
ENSG00000008128,CDK11A,58,0.54245,95,1.38107,34,-1.1566
ENSG00000215790,SLC35E2A,58,1.04157,22,-0.5064,28,-0.4772
ENSG00000008130,NADK,58,1.29040,16,-0.7290,24,-0.6103
ENSG00000078369,GNB1,484,-0.1551,320,-0.7902,561,0.47990
ENSG00000187730,GABRD,58,-1.4405,13,-3.5488,172,2.25870
ENSG00000067606,PRKCZ,161,-0.3577,161,-0.3604,212,0.39053
ENSG00000162585,FAAP20,58,0.59733,43,0.13982,37,-0.4273
ENSG00000157933,SKI,58,0.84931,52,0.68695,30,-0.8752
ENSG00000157916,RER1,58,0.31316,24,-1.0096,49,0.24160
ENSG00000157870,PRXL2B,58,0.07877,13,-2.0872,59,0.71593
ENSG00000177133,PRDM16-DT,58,1.50725,5,-2.0878,21,-0.5483
ENSG00000158109,TPRG1L,58,-1.7850,69,-1.5164,213,1.73978
ENSG00000130764,LRRC47,58,-0.4039,34,-1.2063,81,0.81316
ENSG00000116198,CEP104,58,0.83341,64,1.00830,29,-1.0581
ENSG00000196581,AJAP1,58,0.39541,23,-1.0198,46,0.18381
ENSG00000069424,KCNAB2,58,-1.8571,41,-2.3486,227,2.18916
ENSG00000116254,CHD5,58,-1.9811,41,-2.4915,248,2.32374
ENSG00000116251,RPL22,561,-0.0459,880,0.67866,549,-0.3926
ENSG00000116237,ICMT,58,0.62154,8,-2.2735,40,0.28314
ENSG00000097021,ACOT7,144,-0.6473,30,-2.9753,245,1.49427
ENSG00000171680,PLEKHG5,58,1.38166,3,-2.9323,24,-0.3513
ENSG00000162408,NOL9,58,0.93061,29,-0.1740,30,-0.5148
ENSG00000162413,KLHL21,58,0.98813,38,0.30927,28,-0.7677
ENSG00000007923,DNAJC11,58,0.68256,29,-0.4095,36,-0.2429
ENSG00000171735,CAMTA1,115,-1.7519,210,-0.8485,406,1.31634
ENSG00000049245,VAMP3,58,1.10689,96,2.03858,20,-1.9486
ENSG00000049246,PER3,58,0.52504,77,0.99185,36,-0.8781
ENSG00000116288,PARK7,396,0.17706,134,-1.4777,371,0.48792
ENSG00000116285,ERRFI1,58,0.94582,32,0.00768,29,-0.6011
ENSG00000162426,SLC45A1,58,1.35336,1,-3.9730,24,-0.2695
ENSG00000142599,RERE,58,-1.4157,258,0.91519,145,-0.1274
ENSG00000074800,ENO1,58,-3.1542,275,-0.8541,542,1.69995
ENSG00000171612,SLC25A33,58,0.24145,62,0.35544,47,-0.3330
ENSG00000171603,CLSTN1,143,-2.2427,265,-1.3297,719,1.81596
ENSG00000178585,CTNNBIP1,58,0.95161,9,-1.8579,32,-0.0748
ENSG00000162441,LZIC,58,-0.0205,118,1.14478,53,-0.7340
ENSG00000130939,UBE4B,58,0.07748,51,-0.1061,55,0.01307
ENSG00000054523,KIF1B,58,-2.7739,667,0.96142,371,0.03299
ENSG00000142657,PGD,681,3.69390,29,-1.9057,54,-2.6946
ENSG00000241563,CORT,58,0.46499,25,-0.8018,43,0.05911
ENSG00000160049,DFFA,58,0.20785,89,0.91962,46,-0.6727
ENSG00000142655,PEX14,58,1.33599,3,-2.9954,25,-0.3032
ENSG00000120948,TARDBP,58,-0.5297,113,0.51881,81,-0.0797
ENSG00000116649,SRM,58,0.00625,38,-0.6308,59,0.30758
ENSG00000171824,EXOSC10,58,0.84634,45,0.45097,31,-0.7448
ENSG00000198793,MTOR,58,0.28405,23,-1.1395,50,0.30550
ENSG00000116661,FBXO2,58,-1.6694,116,-0.6252,192,1.13545
ENSG00000132879,FBXO44,58,-0.7950,14,-2.8757,109,1.59686
ENSG00000011021,CLCN6,58,0.01401,54,-0.0905,58,0.04116
ENSG00000116685,KIAA2013,58,1.05739,43,0.56518,26,-0.9425
ENSG00000116688,MFN2,1136,3.16334,89,-1.3136,130,-2.2304
ENSG00000048707,VPS13D,58,-0.3881,77,0.04896,76,0.17025
ENSG00000162496,DHRS3,58,1.44350,23,-0.0396,21,-0.9557
ENSG00000116731,PRDM2,58,-2.1149,242,0.04297,253,0.75135
ENSG00000189337,KAZN,58,-0.1524,100,0.72506,61,-0.3776
ENSG00000142634,EFHD2,58,-0.7111,58,-0.6926,99,0.75637
ENSG00000116138,DNAJC16,58,0.48307,12,-1.9191,44,0.34288
ENSG00000197312,DDI2,58,0.62524,22,-0.8409,39,-0.0474
ENSG00000116786,PLEKHM2,58,-1.0202,34,-1.7978,126,1.44619
ENSG00000065526,SPEN,58,-1.6228,520,1.92112,145,-0.9934
ENSG00000055070,SZRD1,58,1.13234,43,0.63146,24,-1.0274
ENSG00000159363,ATP13A2,58,-0.8659,17,-2.6420,115,1.60066
ENSG00000117118,SDHB,58,-0.4465,34,-1.2335,83,0.85185
ENSG00000117115,PADI2,58,-0.1907,351,3.13845,38,-2.4280
ENSG00000179051,RCC2,58,1.20282,20,-0.4543,25,-0.6213
ENSG00000117154,IGSF21,349,2.76176,26,-1.6039,53,-1.7994
ENSG00000159423,ALDH4A1,58,1.13699,31,0.12582,25,-0.7892
ENSG00000127481,UBR4,58,0.59242,40,0.02651,38,-0.3692
ENSG00000127463,EMC1,58,0.63724,5,-3.0799,40,0.36379
ENSG00000053372,MRTO4,58,0.21352,20,-1.4194,53,0.44329
ENSG00000053371,AKR7A2,58,0.77942,39,0.12836,33,-0.5406
ENSG00000077549,CAPZB,1762,3.18107,129,-1.4089,200,-2.2354
ENSG00000173436,MICOS10,190,-0.7931,305,-0.0640,331,0.42251
ENSG00000158747,NBL1,115,-0.3422,67,-1.1725,154,0.75917
ENSG00000169914,OTUD3,58,0.86492,37,0.16008,31,-0.6131
ENSG00000162545,CAMK2N1,263,-2.7844,1233,-0.4879,1876,1.32558
ENSG00000158828,PINK1,194,-1.1465,186,-1.2145,455,1.25859
ENSG00000244038,DDOST,58,1.15523,22,-0.4071,26,-0.5993
ENSG00000117245,KIF17,58,0.61545,8,-2.2743,40,0.28867
ENSG00000189410,SH2D5,58,0.29445,5,-3.2326,51,0.69602
ENSG00000127483,HP1BP3,58,-2.2151,448,0.93153,252,-0.0031
ENSG00000075151,EIF4G3,58,-2.3349,200,-0.4857,303,1.22803
ENSG00000076864,RAP1GAP,58,-1.0821,41,-1.5994,131,1.40328
ENSG00000090686,USP48,58,-0.5492,133,0.76576,80,-0.2521
ENSG00000070831,CDC42,58,-1.7761,172,-0.1339,202,0.81047
ENSG00000173369,C1QB,58,1.26139,26,-0.0147,24,-0.8240
ENSG00000004487,KDM1A,58,-0.3740,58,-0.3557,77,0.39677
ENSG00000169641,LUZP1,58,-1.5760,91,-0.9019,181,1.28229
ENSG00000125944,HNRNPR,58,-1.3335,219,0.73004,139,0.00853
ENSG00000142676,RPL11,73,-2.5124,642,0.80681,396,0.14809
ENSG00000011007,ELOA,58,0.83805,43,0.37464,31,-0.7000
ENSG00000057757,PITHD1,245,0.63328,66,-1.3872,167,0.10100
ENSG00000011009,LYPLA2,58,1.23777,8,-1.8691,26,-0.3293
ENSG00000189266,PNRC2,58,-0.2217,87,0.43136,65,-0.1491
ENSG00000188529,SRSF10,58,-0.3941,151,1.15907,69,-0.6067
ENSG00000001461,NIPAL3,294,1.41640,265,1.23174,94,-1.5615
ENSG00000133226,SRRM1,163,-0.5836,674,1.76599,201,-1.0536
ENSG00000169504,CLIC4,58,0.63593,300,4.27538,11,-3.9969
ENSG00000117614,SYF2,58,-1.2040,196,0.69164,127,0.00702
ENSG00000117616,RSRP1,58,-0.1156,107,0.87120,58,-0.4958
ENSG00000183726,TMEM50A,58,-0.2385,88,0.42790,66,-0.1392
ENSG00000204178,MACO1,58,-0.4043,78,0.06756,76,0.16639
ENSG00000117643,MAN1C1,58,0.56450,3,-3.8818,43,0.49018
ENSG00000162430,SELENON,58,1.09755,32,0.15874,26,-0.7751
ENSG00000117640,MTFR1L,58,-0.1990,11,-2.6690,72,1.06100
ENSG00000117632,STMN1,878,-0.7576,708,-1.0826,1563,0.97790
ENSG00000158008,EXTL1,58,0.63506,6,-2.6474,40,0.32088
ENSG00000142684,ZNF593,58,0.44669,22,-1.0307,44,0.14864
ENSG00000142669,SH3BGRL3,58,-1.5509,131,-0.3199,174,0.88078
ENSG00000158062,UBXN11,58,1.49291,1,-4.6633,22,-0.3869
ENSG00000198830,HMGN2,261,0.53529,366,1.10192,161,-0.9570
ENSG00000117713,ARID1A,58,-0.4297,144,1.02853,71,-0.4931
ENSG00000090273,NUDC,58,-2.2794,182,-0.5691,292,1.27949
ENSG00000253368,TRNP1,58,0.08100,8,-2.8152,59,0.84039
ENSG00000142784,WDTC1,58,0.88481,35,0.09795,31,-0.5982
ENSG00000186501,TMEM222,58,0.61714,29,-0.4714,38,-0.1721
ENSG00000158195,WASF2,58,0.32845,167,2.19523,34,-1.7153
ENSG00000126705,AHDC1,58,0.28948,64,0.44823,45,-0.4134
ENSG00000126709,IFI6,141,-0.0281,167,0.24137,141,-0.1234
ENSG00000009780,FAM76A,58,1.28896,13,-1.0095,24,-0.5373
ENSG00000117758,STX12,58,-0.9405,84,-0.3818,114,0.68788
ENSG00000117751,PPP1R8,58,1.09343,48,0.77875,25,-1.0815
ENSG00000117748,RPA2,58,0.52432,10,-2.1315,43,0.34602
ENSG00000126698,DNAJC8,58,-2.1748,282,0.21836,261,0.61668
ENSG00000130770,ATP5IF1,92,-2.4523,128,-1.9660,543,2.29806
ENSG00000204138,PHACTR4,58,0.91080,107,2.01639,23,-1.8257
ENSG00000198492,YTHDF2,58,-0.6576,50,-0.8745,96,0.82045
ENSG00000116350,SRSF4,58,-0.8704,234,1.37039,93,-0.6405
ENSG00000116353,MECR,666,4.53499,5,-3.9129,31,-3.4373
ENSG00000162511,LAPTM5,58,0.85233,67,1.11475,28,-1.1369
ENSG00000162512,SDC3,58,-1.3694,168,0.26020,148,0.39302
ENSG00000134644,PUM1,58,-1.3490,149,0.09593,148,0.51182
ENSG00000121766,ZCCHC17,58,-1.2147,152,0.26882,133,0.34047
ENSG00000121769,FABP3,58,-0.9098,19,-2.5667,118,1.61568
ENSG00000162517,PEF1,58,-0.5633,59,-0.5190,88,0.58546
ENSG00000084636,COL16A1,58,0.66511,109,1.77295,29,-1.5108
ENSG00000121753,ADGRB2,1028,2.78131,54,-2.1315,159,-1.7665
ENSG00000184007,PTP4A2,58,-2.1901,901,2.25350,202,-1.2472
ENSG00000121774,KHDRBS1,58,-1.3526,166,0.26420,146,0.38508
ENSG00000025800,KPNA6,58,-0.6593,53,-0.7991,95,0.78378
ENSG00000084652,TXLNA,58,1.01283,61,1.10966,25,-1.2279
ENSG00000160050,CCDC28B,58,1.24468,3,-3.0922,26,-0.2091
ENSG00000084623,EIF3I,58,-0.9629,70,-0.6767,117,0.87433
ENSG00000175130,MARCKSL1,58,-1.8182,873,2.73304,138,-1.7480
ENSG00000160058,BSDC1,58,-0.0626,88,0.61515,58,-0.3425
ENSG00000176261,ZBTB8OS,58,0.64428,31,-0.3111,37,-0.2550
ENSG00000162521,RBBP4,95,-0.4633,138,0.12457,130,0.15776
ENSG00000134684,YARS,106,-0.2375,44,-1.5429,133,0.81866
ENSG00000160097,FNDC5,58,0.52032,16,-1.4047,42,0.19711
ENSG00000121905,HPCA,58,-1.8494,15,-3.7505,229,2.62912
ENSG00000121900,TMEM54,58,0.21390,62,0.33548,48,-0.3064
ENSG00000004455,AK2,58,0.84565,78,1.35215,27,-1.2923
ENSG00000134686,PHC2,58,0.06885,106,1.05409,50,-0.7048
ENSG00000163866,SMIM12,549,3.25066,32,-1.6784,60,-2.2728
ENSG00000116544,DLGAP3,58,0.41434,16,-1.5617,46,0.32186
ENSG00000116560,SFPQ,997,1.78482,523,0.65477,266,-1.5151
ENSG00000146463,ZMYM4,421,2.56303,78,-0.3812,70,-1.8249
ENSG00000142687,KIAA0319L,58,-0.2007,37,-0.8568,69,0.53758
ENSG00000020129,NCDN,663,0.65332,69,-2.7846,457,0.31969
ENSG00000126067,PSMB2,58,-0.8720,79,-0.3948,109,0.66527
ENSG00000142686,C1orf216,58,-0.3644,23,-1.7418,80,0.97381
ENSG00000092847,AGO1,693,4.21294,41,-1.2329,37,-3.3106
ENSG00000126070,AGO3,58,0.26957,107,1.29888,42,-0.9704
ENSG00000054116,TRAPPC3,58,0.37765,17,-1.4699,47,0.32827
ENSG00000116871,MAP7D1,153,-0.1912,313,0.96045,161,-0.5298
ENSG00000054118,THRAP3,245,0.47269,217,0.27945,172,-0.4225
ENSG00000181817,LSM10,58,0.47579,18,-1.3143,44,0.20901
ENSG00000116898,MRPS15,58,0.15417,29,-0.8742,54,0.30754
ENSG00000163875,MEAF6,58,-0.9730,73,-0.6171,118,0.84455
ENSG00000134697,GNL2,58,0.76238,73,1.16863,30,-1.1220
ENSG00000197982,C1orf122,58,-1.6317,212,0.34908,177,0.39172
ENSG00000183431,SF3A3,58,0.01098,57,-0.0011,57,-0.0054
ENSG00000183520,UTP11,58,0.52389,42,0.00546,40,-0.3149
ENSG00000116954,RRAGC,58,0.25921,58,0.25794,47,-0.2871
ENSG00000174574,AKIRIN1,58,-0.5495,68,-0.3070,86,0.46011
ENSG00000168653,NDUFS5,58,-3.5804,346,-0.9509,731,1.85310
ENSG00000127603,MACF1,58,-2.4296,840,1.79103,261,-0.7820
ENSG00000090621,PABPC4,58,-0.2853,156,1.33583,62,-0.7832
