Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000228794,LINC01128,9,-2.2027,55,0.53659,85,1.27538,51,0.39859,35,-0.1881,43,0.13501,55,0.52947,21,-1.0049,15,-1.4426,28,-0.5536
ENSG00000188976,NOC2L,50,-0.0233,90,0.96141,44,-0.2083,78,0.71349,60,0.28562,52,0.05507,46,-0.1493,30,-0.7944,26,-1.0322,28,-0.9011
ENSG00000188290,HES4,20,-0.8038,31,-0.1348,43,0.38136,33,-0.0553,26,-0.3967,31,-0.1327,28,-0.3273,25,-0.4947,38,0.19641,64,1.05927
ENSG00000187608,ISG15,14,-1.1302,29,-0.0007,37,0.35964,31,0.10800,45,0.71654,24,-0.3082,24,-0.2995,20,-0.5961,28,-0.0754,40,0.51010
ENSG00000188157,AGRN,16,-0.2156,28,0.72178,17,-0.0857,22,0.34703,9,-0.9607,13,-0.5421,19,0.05996,18,-0.0161,18,-0.0103,20,0.18511
ENSG00000078808,SDF4,54,-0.4101,79,0.19158,85,0.31659,81,0.22415,71,0.02766,48,-0.5922,73,0.05576,65,-0.1277,64,-0.1336,81,0.23454
ENSG00000176022,B3GALT6,11,-1.2634,25,0.03816,20,-0.2883,28,0.22965,36,0.60114,16,-0.6719,44,0.94824,18,-0.5133,26,0.07173,22,-0.1341
ENSG00000160087,UBE2J2,33,-0.3193,57,0.55245,44,0.11983,65,0.77039,31,-0.4165,28,-0.5658,68,0.86474,24,-0.7995,21,-0.9907,34,-0.2930
ENSG00000131584,ACAP3,113,0.16669,169,0.83418,66,-0.6718,161,0.75103,106,0.05563,72,-0.5492,106,0.05872,58,-0.8645,69,-0.6074,100,-0.0368
ENSG00000127054,INTS11,35,-0.1148,49,0.44281,29,-0.3775,70,1.03075,31,-0.3091,32,-0.2336,32,-0.2638,43,0.21037,33,-0.1881,21,-0.9104
