Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000228794,LINC01128,21,-0.7071,10,-1.7425,27,-0.3325,41,0.91278
ENSG00000188976,NOC2L,33,-0.9016,31,-0.9700,22,-1.5901,80,1.54020
ENSG00000188290,HES4,6,-2.4277,23,-0.4361,36,0.28791,34,0.43694
ENSG00000187608,ISG15,28,-0.3957,32,-0.2089,47,0.47329,35,-0.1383
ENSG00000188157,AGRN,26,-0.0785,38,0.51200,28,0.00659,26,-0.1942
ENSG00000078808,SDF4,60,0.01954,56,-0.1000,56,-0.0850,61,0.08536
ENSG00000176022,B3GALT6,9,-1.2367,32,0.78679,15,-0.4845,21,0.26092
ENSG00000160087,UBE2J2,35,-0.0776,26,-0.5215,34,-0.1334,39,0.29099
ENSG00000131584,ACAP3,72,-0.0833,59,-0.4014,65,-0.2640,83,0.34106
ENSG00000127054,INTS11,40,-0.1689,48,0.13372,33,-0.4886,48,0.30923
ENSG00000224051,CPTP,6,-1.4734,15,-0.1938,15,-0.2558,20,0.63646
ENSG00000107404,DVL1,14,-1.7407,48,0.10548,78,1.08242,39,-0.4989
ENSG00000175756,AURKAIP1,64,-1.5031,146,-0.2419,158,-0.1287,195,0.57132
ENSG00000221978,CCNL2,102,0.88431,72,0.28901,30,-1.1416,61,0.05129
ENSG00000242485,MRPL20,70,-1.2251,146,-0.0870,167,0.14535,165,0.26596
ENSG00000235098,ANKRD65,24,-0.0795,63,1.58992,24,-0.0381,19,-0.8255
ENSG00000179403,VWA1,115,1.69972,204,3.00442,14,-1.7680,14,-2.6299
ENSG00000197785,ATAD3A,4,-1.5855,3,-1.8188,9,-0.5483,17,1.30724
ENSG00000205090,TMEM240,4,-2.3534,6,-1.7995,18,-0.2730,27,1.21064
ENSG00000160075,SSU72,56,-1.5058,128,-0.2480,130,-0.2594,176,0.66518
ENSG00000228594,FNDC10,5,-2.7881,8,-1.9663,39,0.34783,38,0.74310
ENSG00000272106,AL691432.2,14,-0.1099,27,0.95980,7,-1.1241,16,0.15848
ENSG00000197530,MIB2,23,-0.4528,14,-1.2168,36,0.24061,34,0.31619
ENSG00000248333,CDK11B,92,0.64533,34,-0.9465,70,0.23255,59,-0.1760
ENSG00000189339,SLC35E2B,24,0.59997,14,-0.2869,12,-0.4679,17,0.11709
ENSG00000008128,CDK11A,64,0.85600,28,-0.4664,35,-0.1309,36,-0.1650
ENSG00000215790,SLC35E2A,12,-0.5351,13,-0.3348,24,0.67142,16,-0.2192
ENSG00000008130,NADK,14,-0.8070,27,0.26459,21,-0.1902,25,0.26265
ENSG00000078369,GNB1,144,-1.7560,329,-0.5086,627,0.60751,470,0.12052
ENSG00000187730,GABRD,4,-5.0199,16,-3.2089,115,-0.3725,194,1.63086
ENSG00000067606,PRKCZ,66,-1.6868,121,-0.7729,203,0.03899,233,0.64585
ENSG00000162585,FAAP20,21,-0.9246,82,1.24987,63,0.89507,27,-1.0606
ENSG00000157933,SKI,43,0.31291,35,0.00181,60,1.05036,25,-0.9477
ENSG00000157916,RER1,61,0.08504,76,0.44311,41,-0.5967,60,0.13034
ENSG00000157911,PEX10,10,-1.2470,24,0.10921,26,0.23768,23,0.12495
