Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000188976,NOC2L,155,1.75280,13,-2.2927,18,-1.7920,31,-0.9818,51,-0.1912,88,0.70447,73,0.37470,47,-0.3244,45,-0.4057
ENSG00000187608,ISG15,155,1.86449,28,-1.0110,56,0.04134,19,-1.6302,36,-0.6737,49,-0.1577,60,0.15217,36,-0.6710,53,-0.0484
ENSG00000078808,SDF4,155,1.63195,30,-1.1102,44,-0.5359,48,-0.3837,46,-0.4495,64,0.07184,46,-0.4686,45,-0.4944,74,0.31917
ENSG00000160087,UBE2J2,155,2.09670,3,-4.0327,21,-1.3227,26,-1.0111,41,-0.3010,63,0.40701,92,1.05901,21,-1.3363,22,-1.2491
ENSG00000131584,ACAP3,155,0.76927,59,-0.7912,70,-0.5270,79,-0.3433,63,-0.7019,134,0.51658,119,0.32929,147,0.67591,54,-0.9132
ENSG00000127054,INTS11,155,2.03236,13,-2.0888,39,-0.4212,43,-0.2704,32,-0.6913,59,0.25702,32,-0.7282,33,-0.6880,50,-0.0182
ENSG00000107404,DVL1,155,1.56243,11,-2.6462,52,-0.3239,40,-0.7365,20,-1.7663,80,0.37597,55,-0.2168,79,0.35497,80,0.38403
ENSG00000175756,AURKAIP1,155,0.48403,63,-0.9496,96,-0.2877,62,-0.9666,69,-0.8090,212,1.03584,145,0.37251,63,-0.9539,174,0.68045
ENSG00000221978,CCNL2,155,1.18440,58,-0.4523,51,-0.6727,114,0.64414,90,0.25022,91,0.25601,50,-0.7014,64,-0.2995,25,-1.7421
ENSG00000242485,MRPL20,155,0.64241,67,-0.7057,87,-0.3075,83,-0.3809,67,-0.7006,125,0.28219,133,0.38348,70,-0.6418,160,0.69703
ENSG00000179403,VWA1,155,1.66082,30,-1.0647,105,0.92836,149,1.59108,2,-5.0086,12,-2.4589,24,-1.4295,37,-0.7767,30,-1.0714
ENSG00000160075,SSU72,155,0.49598,43,-1.4966,65,-0.8770,83,-0.5157,88,-0.4246,231,1.20445,129,0.19869,82,-0.5374,155,0.49756
ENSG00000248333,CDK11B,155,1.36651,129,1.03312,79,0.18635,39,-0.9182,42,-0.8232,36,-1.0574,46,-0.6535,65,-0.1160,42,-0.8153
ENSG00000008128,CDK11A,155,1.99204,134,1.68748,44,-0.2520,25,-1.1258,20,-1.4829,15,-1.8557,22,-1.3217,33,-0.6796,16,-1.7652
ENSG00000078369,GNB1,155,-1.3266,109,-1.8441,179,-1.1078,199,-0.9454,358,-0.0224,453,0.36743,801,1.37740,311,-0.2469,700,1.12506
ENSG00000187730,GABRD,155,0.42663,0,-8.2126,0,-10.342,5,-4.7323,136,0.21674,350,1.94600,294,1.58578,64,-0.9791,71,-0.8092
ENSG00000067606,PRKCZ,155,-0.3215,48,-2.0832,110,-0.8482,99,-1.0083,177,-0.1105,363,1.11603,334,0.96598,221,0.25230,194,0.04449
ENSG00000162585,FAAP20,155,2.09484,28,-0.8784,35,-0.5352,28,-0.8714,13,-1.9954,49,0.00697,31,-0.7325,45,-0.1467,58,0.27609
ENSG00000157933,SKI,155,1.74694,29,-1.0710,36,-0.7216,47,-0.3208,31,-0.9881,48,-0.3048,24,-1.3432,94,0.81330,57,-0.0365
ENSG00000157916,RER1,155,1.65987,8,-3.0677,56,-0.1166,72,0.29258,42,-0.5693,60,-0.0154,40,-0.6430,15,-2.1243,96,0.77570
ENSG00000157870,PRXL2B,155,2.17327,11,-2.2267,7,-2.7720,7,-2.8303,43,-0.1608,48,0.03262,73,0.71803,38,-0.3381,44,-0.1108
ENSG00000158109,TPRG1L,155,0.09892,31,-2.3643,37,-2.0882,40,-1.9644,139,-0.0689,366,1.62743,282,1.13057,82,-0.9040,178,0.33339
ENSG00000130764,LRRC47,155,1.26809,25,-1.6712,31,-1.3347,62,-0.2743,86,0.24060,87,0.26843,145,1.14431,16,-2.2857,59,-0.3568
ENSG00000116198,CEP104,155,1.18203,137,0.96485,72,-0.1097,136,0.95472,57,-0.4969,30,-1.4553,23,-1.8483,49,-0.7058,38,-1.1200
ENSG00000196581,AJAP1,155,1.73691,14,-2.1876,26,-1.2227,27,-1.2022,109,1.07500,39,-0.6120,68,0.26097,47,-0.3246,37,-0.6934
ENSG00000069424,KCNAB2,155,0.62974,6,-4.1196,12,-3.2998,8,-3.8109,102,-0.0564,181,0.90680,202,1.09708,95,-0.1812,193,1.01777
ENSG00000116254,CHD5,155,-0.9047,12,-4.5997,10,-4.8491,5,-5.8309,549,1.18817,360,0.44383,473,0.91845,712,1.69038,198,-0.5196
ENSG00000116251,RPL22,155,-1.8807,719,0.52148,1108,1.29319,587,0.18207,329,-0.7391,259,-1.1070,437,-0.2934,270,-1.0435,860,0.83273
ENSG00000097021,ACOT7,155,0.41633,10,-3.6788,36,-1.8560,46,-1.4681,198,0.83675,306,1.65398,141,0.26573,77,-0.7106,113,-0.1018
ENSG00000162408,NOL9,155,2.12021,14,-1.9253,12,-2.1299,52,0.11748,32,-0.6712,35,-0.5180,29,-0.8058,79,0.80959,30,-0.7463
ENSG00000162413,KLHL21,155,2.44574,7,-2.6788,10,-2.0816,70,0.83907,19,-1.2083,25,-0.8003,55,0.45059,4,-3.2437,33,-0.3899
ENSG00000007923,DNAJC11,155,2.16810,11,-2.1806,30,-0.6923,31,-0.6555,37,-0.3930,40,-0.2607,31,-0.6740,61,0.42058,30,-0.7149
