Feature ID,Feature Name,Feature count topic 1to10,Feature log2 fold change topic 1to10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000228794,LINC01128,30,1.69677,9,-1.6967
ENSG00000188976,NOC2L,47,0.59346,31,-0.5934
ENSG00000188290,HES4,34,-0.5096,48,0.50961
ENSG00000187608,ISG15,45,-0.8875,83,0.88759
ENSG00000188157,AGRN,25,0.64427,16,-0.6442
ENSG00000078808,SDF4,60,-0.4643,82,0.46439
ENSG00000176022,B3GALT6,27,1.07674,12,-1.0767
ENSG00000160087,UBE2J2,36,0.00921,36,-0.0092
ENSG00000131584,ACAP3,62,0.47890,44,-0.4789
ENSG00000127054,INTS11,47,0.05465,45,-0.0546
ENSG00000224051,CPTP,25,0.37924,19,-0.3792
ENSG00000107404,DVL1,48,-0.0117,49,0.01177
ENSG00000175756,AURKAIP1,162,0.30744,131,-0.3074
ENSG00000221978,CCNL2,65,0.04957,63,-0.0495
ENSG00000242485,MRPL20,185,0.48644,132,-0.4864
ENSG00000235098,ANKRD65,22,-0.6329,34,0.63297
ENSG00000179403,VWA1,8,-4.1225,153,4.12254
ENSG00000197785,ATAD3A,14,-0.2368,17,0.23685
ENSG00000205090,TMEM240,29,1.45488,10,-1.4548
ENSG00000160075,SSU72,121,0.67935,76,-0.6793
ENSG00000228594,FNDC10,22,0.39756,16,-0.3975
ENSG00000272106,AL691432.2,19,-0.2244,22,0.22449
ENSG00000197530,MIB2,26,-0.0848,28,0.08488
ENSG00000248333,CDK11B,15,-1.1804,35,1.18041
ENSG00000189339,SLC35E2B,24,-0.0087,24,0.00877
ENSG00000215790,SLC35E2A,36,0.66895,22,-0.6689
ENSG00000008130,NADK,24,0.32485,19,-0.3248
ENSG00000078369,GNB1,523,0.56387,354,-0.5638
ENSG00000187730,GABRD,172,3.21329,18,-3.2132
ENSG00000067606,PRKCZ,165,0.83879,92,-0.8387
ENSG00000162585,FAAP20,23,-0.6021,36,0.60213
ENSG00000157933,SKI,17,-0.5933,26,0.59337
ENSG00000157916,RER1,66,-0.3885,86,0.38855
ENSG00000157911,PEX10,20,-0.4210,28,0.42108
ENSG00000149527,PLCH2,18,0.77338,10,-0.7733
ENSG00000157881,PANK4,17,1.11061,7,-1.1106
ENSG00000157870,PRXL2B,36,0.73660,21,-0.7366
ENSG00000158109,TPRG1L,210,0.93284,110,-0.9328
ENSG00000116213,WRAP73,16,0.30773,13,-0.3077
ENSG00000130764,LRRC47,85,0.68966,53,-0.6896
ENSG00000116198,CEP104,19,-1.4605,54,1.46052
ENSG00000198912,C1orf174,16,0.21256,14,-0.2125
ENSG00000196581,AJAP1,41,1.23188,17,-1.2318
ENSG00000069424,KCNAB2,191,1.79412,55,-1.7941
ENSG00000116254,CHD5,138,1.64865,44,-1.6486
