Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to10,Feature log2 fold change topic 7to10
ENSG00000228794,LINC01128,116,2.01660,12,-1.9273,24,-0.7467,43,0.34738
ENSG00000188976,NOC2L,116,1.45367,34,-0.6985,18,-1.6059,60,0.48027
ENSG00000188290,HES4,116,2.02579,6,-2.8831,41,0.19205,38,0.06840
ENSG00000187608,ISG15,116,1.73000,21,-1.2582,46,0.12939,39,-0.2201
ENSG00000188157,AGRN,116,2.38506,23,-0.6109,21,-0.6516,21,-0.8039
ENSG00000078808,SDF4,116,1.02869,69,0.20848,54,-0.2465,48,-0.5696
ENSG00000176022,B3GALT6,116,2.38152,18,-1.0171,24,-0.4185,23,-0.6306
ENSG00000160087,UBE2J2,116,1.74761,32,-0.5119,26,-0.8414,40,-0.1535
ENSG00000131584,ACAP3,116,0.67080,73,-0.1162,91,0.29963,64,-0.4299
ENSG00000127054,INTS11,116,1.45776,46,-0.1277,43,-0.2537,38,-0.5620
ENSG00000224051,CPTP,116,2.71823,13,-1.3624,18,-0.6607,20,-0.6496
ENSG00000107404,DVL1,116,1.35996,32,-0.9180,73,0.62947,41,-0.5403
ENSG00000175756,AURKAIP1,116,-0.3261,120,-0.3370,168,0.30775,153,0.17205
ENSG00000221978,CCNL2,116,1.14149,50,-0.2950,42,-0.5666,59,-0.0009
ENSG00000242485,MRPL20,116,-0.2639,115,-0.3464,190,0.61971,132,-0.0866
ENSG00000235098,ANKRD65,116,1.92226,44,0.27367,37,-0.0663,16,-1.7063
ENSG00000179403,VWA1,116,0.86899,161,2.47368,21,-1.8809,10,-3.2962
ENSG00000205090,TMEM240,116,2.65763,5,-2.8548,21,-0.4434,26,-0.1419
ENSG00000160075,SSU72,116,-0.0056,84,-0.6196,122,0.08399,137,0.42775
ENSG00000228594,FNDC10,116,2.21841,7,-2.5887,33,-0.0446,33,-0.0147
ENSG00000197530,MIB2,116,1.86718,27,-0.7443,48,0.32862,27,-0.8579
ENSG00000248333,CDK11B,116,1.10207,56,-0.1517,54,-0.1986,52,-0.3071
ENSG00000008128,CDK11A,116,2.34694,26,-0.3919,11,-1.6960,25,-0.4956
ENSG00000215790,SLC35E2A,116,1.94863,20,-1.1986,42,0.17118,31,-0.4837
ENSG00000008130,NADK,116,2.26029,21,-0.8789,23,-0.6174,27,-0.4794
ENSG00000078369,GNB1,116,-1.8570,260,-0.7748,636,0.94913,434,0.26274
ENSG00000187730,GABRD,116,-0.2747,27,-2.7381,90,-0.7345,250,1.98278
ENSG00000067606,PRKCZ,116,-0.7444,154,-0.3767,212,0.23122,216,0.36965
