Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000228794,LINC01128,12,-1.4591,17,-0.8998,34,0.12813,19,-0.7907,39,0.71960
ENSG00000188976,NOC2L,40,-0.1980,19,-1.2759,41,-0.1759,46,0.02666,51,0.46369
ENSG00000188290,HES4,30,-0.2843,87,1.44685,30,-0.3349,14,-1.4882,35,-0.1146
ENSG00000187608,ISG15,36,0.02172,66,1.03519,30,-0.2923,1,-4.6185,37,0.20326
ENSG00000188157,AGRN,23,0.31070,39,1.15120,20,0.03990,11,-0.8383,16,-0.4422
ENSG00000078808,SDF4,64,0.33564,66,0.39024,45,-0.2610,29,-0.9105,54,0.11494
ENSG00000176022,B3GALT6,17,-0.5247,26,0.09400,14,-0.8999,28,0.19801,29,0.50012
ENSG00000160087,UBE2J2,24,-0.3105,13,-1.2142,30,0.06770,45,0.68224,30,0.06666
ENSG00000131584,ACAP3,68,0.21148,66,0.15438,84,0.62418,26,-1.2902,55,-0.2534
ENSG00000127054,INTS11,37,0.13400,31,-0.1576,29,-0.2934,11,-1.6629,40,0.53423
ENSG00000224051,CPTP,13,-0.4278,19,0.10180,20,0.21082,6,-1.4995,19,0.29290
ENSG00000107404,DVL1,38,-0.4005,92,0.99844,65,0.47301,46,-0.1173,40,-0.5938
ENSG00000175756,AURKAIP1,83,-1.0202,209,0.41559,167,0.06548,152,-0.0934,166,0.09053
ENSG00000221978,CCNL2,54,0.24187,24,-1.0149,56,0.33804,36,-0.3598,47,0.05863
ENSG00000242485,MRPL20,125,-0.3970,194,0.30200,172,0.11868,131,-0.3281,163,0.03524
ENSG00000235098,ANKRD65,27,-0.4797,41,0.15774,51,0.58270,50,0.50270,31,-0.5006
ENSG00000179403,VWA1,184,3.47453,28,-0.1594,12,-1.5294,23,-0.5075,14,-1.8158
ENSG00000205090,TMEM240,2,-3.1750,20,-0.2646,26,0.17715,9,-1.4502,29,0.79864
ENSG00000160075,SSU72,53,-1.3878,113,-0.2440,178,0.54549,161,0.31540,128,-0.0910
ENSG00000228594,FNDC10,12,-1.2640,43,0.64914,18,-0.7432,31,0.10857,32,0.38197
ENSG00000272106,AL691432.2,29,0.80542,16,-0.0774,22,0.40588,8,-1.0784,16,-0.3092
ENSG00000197530,MIB2,22,-0.3726,31,0.17063,23,-0.3069,15,-0.9357,32,0.47499
ENSG00000248333,CDK11B,86,0.94112,36,-0.4769,54,0.19177,45,-0.1090,43,-0.3519
ENSG00000189339,SLC35E2B,9,-1.2570,26,0.38411,27,0.49980,14,-0.6077,20,-0.0100
ENSG00000008128,CDK11A,51,1.47260,11,-0.9416,22,0.05718,21,-0.0106,17,-0.5223
ENSG00000215790,SLC35E2A,12,-0.4497,24,0.65364,30,1.18618,1,-3.5644,13,-0.5430
ENSG00000008130,NADK,23,0.14100,30,0.53798,23,0.15620,28,0.40394,18,-0.5027
ENSG00000078369,GNB1,264,-0.9915,620,0.34199,674,0.54275,646,0.40985,439,-0.3912
ENSG00000187730,GABRD,23,-3.1531,99,-0.9882,149,-0.4074,34,-2.5628,271,1.56923
ENSG00000067606,PRKCZ,117,-0.7642,146,-0.4157,285,0.73987,151,-0.3695,186,-0.0772
ENSG00000162585,FAAP20,26,-0.2035,65,1.30883,36,0.32326,14,-1.1556,25,-0.4883
ENSG00000157933,SKI,44,0.50969,61,1.06197,50,0.82280,11,-1.6266,23,-0.9137
ENSG00000157916,RER1,56,0.18630,55,0.15364,36,-0.5392,41,-0.3027,54,0.26272
ENSG00000157911,PEX10,19,0.14082,46,1.62521,16,-0.1187,11,-0.6343,14,-0.6431
ENSG00000157870,PRXL2B,18,-1.3679,49,0.18448,49,0.19324,21,-1.0941,50,0.40240
ENSG00000158109,TPRG1L,49,-2.2319,137,-0.6971,263,0.35982,236,0.14376,237,0.31999
ENSG00000130764,LRRC47,44,-0.7832,63,-0.2487,55,-0.5047,66,-0.1792,88,0.63572
ENSG00000116198,CEP104,107,1.82068,34,-0.1294,19,-1.0504,46,0.36173,30,-0.5849
ENSG00000196581,AJAP1,19,-1.2416,15,-1.5406,41,-0.0451,33,-0.3911,52,0.81208
ENSG00000069424,KCNAB2,45,-2.1995,199,0.04687,297,0.80872,72,-1.5099,202,0.14919
ENSG00000116254,CHD5,75,-1.9477,251,-0.1251,289,0.10848,331,0.31585,292,0.24282
