Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000228794,LINC01128,5,-3.0310,29,-0.4724,49,0.38747,45,0.68596
ENSG00000188976,NOC2L,13,-2.0175,49,-0.0079,24,-1.0809,60,0.80827
ENSG00000188290,HES4,9,-1.7637,27,-0.0703,10,-1.5239,35,0.91506
ENSG00000187608,ISG15,22,-0.3822,21,-0.5305,16,-0.8948,34,0.75991
ENSG00000188157,AGRN,12,-0.5958,15,-0.2514,11,-0.6465,20,0.58069
ENSG00000078808,SDF4,33,-0.8216,47,-0.2896,40,-0.5241,65,0.63287
ENSG00000176022,B3GALT6,8,-1.5131,14,-0.7455,12,-0.8682,28,1.20261
ENSG00000160087,UBE2J2,21,-0.8851,38,0.06173,17,-1.2185,43,0.57443
ENSG00000131584,ACAP3,28,-1.5116,83,0.14817,25,-1.7022,91,0.72461
ENSG00000127054,INTS11,19,-1.0321,24,-0.7159,8,-2.2117,49,1.35224
ENSG00000224051,CPTP,7,-1.2861,14,-0.3210,5,-1.6719,21,1.04640
ENSG00000107404,DVL1,25,-1.1127,64,0.39734,53,0.03854,52,0.00598
ENSG00000175756,AURKAIP1,40,-1.5594,85,-0.4478,76,-0.5754,136,0.91949
ENSG00000221978,CCNL2,49,-0.1679,37,-0.6779,25,-1.2161,66,0.84421
ENSG00000242485,MRPL20,42,-1.4682,96,-0.2446,86,-0.3829,130,0.69723
ENSG00000235098,ANKRD65,21,-0.3876,21,-0.4501,20,-0.4558,31,0.58351
ENSG00000179403,VWA1,41,1.28531,20,0.14071,9,-1.1199,16,-0.4567
ENSG00000205090,TMEM240,4,-2.8868,26,-0.0462,20,-0.4581,32,0.74519
ENSG00000160075,SSU72,54,-1.4733,139,-0.0141,86,-0.7526,164,0.64582
ENSG00000228594,FNDC10,2,-3.8674,38,0.46697,14,-1.1625,34,0.55822
ENSG00000272106,AL691432.2,4,-2.0313,11,-0.7254,7,-1.1948,22,1.37837
ENSG00000197530,MIB2,7,-2.0480,26,-0.0842,12,-1.2200,33,0.90530
ENSG00000248333,CDK11B,141,1.44633,55,-0.1729,90,0.66368,44,-0.9539
ENSG00000189339,SLC35E2B,14,-0.6484,16,-0.4643,20,-0.0555,24,0.52788
ENSG00000008128,CDK11A,101,2.44977,13,-1.1594,14,-0.9597,20,-0.7723
ENSG00000215790,SLC35E2A,15,-0.8263,22,-0.2768,17,-0.6757,31,0.67161
ENSG00000008130,NADK,17,-0.5167,21,-0.1815,5,-2.1886,29,0.80291
ENSG00000078369,GNB1,158,-1.6053,466,0.06796,468,0.06755,489,0.32611
ENSG00000187730,GABRD,8,-3.9477,78,-0.6929,80,-0.6010,155,1.33224
ENSG00000067606,PRKCZ,55,-1.5967,190,0.35953,78,-1.0812,175,0.44861
ENSG00000162585,FAAP20,25,-0.3010,46,0.79518,19,-0.6876,28,-0.2944
ENSG00000157933,SKI,41,0.11410,59,0.85694,28,-0.4698,32,-0.5462
ENSG00000157916,RER1,33,-0.5452,43,-0.1633,52,0.16649,49,0.21934
ENSG00000157911,PEX10,13,-0.4836,18,-0.0617,17,-0.0943,20,0.23810
