Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000228794,LINC01128,7,-2.3252,21,-0.6859,31,-0.1052,52,0.70780,41,0.30753,38,0.18828,31,-0.1216,40,0.28183,41,0.30236,35,0.07104,32,-0.0762
ENSG00000188976,NOC2L,21,-1.1722,25,-0.8860,46,0.03617,77,0.86449,23,-1.0130,63,0.52960,42,-0.1116,31,-0.5752,73,0.76470,68,0.66224,28,-0.7443
ENSG00000188290,HES4,4,-2.8100,77,1.55826,12,-1.3482,12,-1.4341,19,-0.7541,36,0.28029,41,0.45733,27,-0.1836,30,-0.0036,47,0.68136,30,-0.0132
ENSG00000187608,ISG15,80,-0.6949,577,2.84555,21,-2.6421,44,-1.5925,41,-1.6945,74,-0.8199,93,-0.4691,132,0.08732,64,-1.0395,112,-0.1766,139,0.16965
ENSG00000188157,AGRN,15,-0.2529,29,0.79976,22,0.35655,10,-0.8077,10,-0.8787,18,0.02490,12,-0.6207,15,-0.2935,20,0.20999,28,0.69208,16,-0.1328
ENSG00000078808,SDF4,44,-0.4037,49,-0.2239,44,-0.4140,31,-0.9336,35,-0.7484,61,0.11718,95,0.83095,53,-0.1176,83,0.61420,66,0.22632,65,0.22070
ENSG00000176022,B3GALT6,8,-1.2074,6,-1.4855,7,-1.4284,15,-0.3161,16,-0.1416,21,0.27035,17,-0.0895,24,0.42591,23,0.38535,43,1.46603,17,-0.0737
ENSG00000160087,UBE2J2,12,-1.4650,37,0.16983,19,-0.8889,15,-1.1587,47,0.53772,29,-0.2288,43,0.41993,33,-0.0128,37,0.16030,61,0.98433,33,-0.0058
ENSG00000131584,ACAP3,77,0.27032,42,-0.6707,87,0.47485,32,-1.0731,60,-0.1195,58,-0.1648,61,-0.0791,40,-0.7552,54,-0.2680,139,1.27990,61,-0.1021
ENSG00000127054,INTS11,25,-0.4970,25,-0.5039,35,-0.0010,24,-0.5880,24,-0.5603,52,0.63699,29,-0.2841,52,0.62672,49,0.54951,43,0.31176,26,-0.4340
ENSG00000224051,CPTP,12,-0.4992,14,-0.2812,5,-1.7974,15,-0.1448,19,0.20699,20,0.30010,19,0.25588,26,0.77032,17,0.09560,22,0.45929,11,-0.5461
ENSG00000107404,DVL1,30,-0.4175,55,0.52834,37,-0.0881,14,-1.5296,23,-0.8258,47,0.30075,61,0.72332,39,-0.0185,37,-0.0822,28,-0.5082,60,0.68150
ENSG00000175756,AURKAIP1,103,-0.4159,64,-1.1415,71,-0.9870,125,-0.1106,82,-0.7593,156,0.24379,197,0.62149,202,0.66572,227,0.86038,98,-0.4861,150,0.18257
ENSG00000221978,CCNL2,61,0.20032,46,-0.2536,77,0.58049,29,-0.9341,18,-1.6092,57,0.09772,67,0.36585,40,-0.4455,72,0.46629,79,0.63078,43,-0.3379
ENSG00000242485,MRPL20,100,-0.4186,114,-0.2087,98,-0.4503,89,-0.5922,124,-0.0835,151,0.23965,187,0.58120,191,0.62170,160,0.33250,96,-0.4721,123,-0.0887
ENSG00000235098,ANKRD65,42,0.61302,25,-0.2249,15,-0.9702,25,-0.1808,28,-0.0085,37,0.41941,44,0.69056,24,-0.2351,21,-0.4929,20,-0.5226,32,0.18087
