Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to9,Feature log2 fold change topic 3to9
ENSG00000228794,LINC01128,8,-2.2898,20,-0.9621,43,1.61680
ENSG00000188976,NOC2L,31,-0.9675,25,-1.2845,65,1.22538
ENSG00000188290,HES4,8,-2.5380,54,0.21992,51,0.71616
ENSG00000187608,ISG15,22,-0.7630,64,1.01437,33,-0.3739
ENSG00000188157,AGRN,20,-0.1086,25,0.22776,21,-0.0769
ENSG00000078808,SDF4,47,-0.6359,71,0.02397,73,0.31085
ENSG00000176022,B3GALT6,12,-1.1850,21,-0.2833,28,0.74955
ENSG00000160087,UBE2J2,46,0.12309,63,0.65322,39,-0.4740
ENSG00000131584,ACAP3,131,0.68391,72,-0.3034,83,-0.2923
ENSG00000127054,INTS11,48,-0.0111,35,-0.4918,50,0.26607
ENSG00000107404,DVL1,43,-0.1381,79,0.89798,42,-0.5220
ENSG00000175756,AURKAIP1,62,-1.3864,165,0.12541,164,0.52542
ENSG00000221978,CCNL2,100,0.67677,47,-0.5322,64,-0.1922
ENSG00000242485,MRPL20,112,-0.4801,148,-0.0388,157,0.27782
ENSG00000235098,ANKRD65,18,-0.7561,28,-0.0507,31,0.41378
ENSG00000179403,VWA1,176,3.56283,46,0.56945,10,-3.4138
ENSG00000205090,TMEM240,32,0.23214,17,-0.7331,29,0.21105
ENSG00000160075,SSU72,100,-0.6008,133,-0.1411,154,0.40035
ENSG00000228594,FNDC10,17,-1.1089,21,-0.8063,41,1.04689
ENSG00000197530,MIB2,39,0.24303,44,0.46810,31,-0.4181
ENSG00000248333,CDK11B,76,1.45223,28,-0.2549,27,-0.9122
ENSG00000215790,SLC35E2A,10,-1.5334,44,0.83736,27,-0.0144
ENSG00000008130,NADK,17,-0.5420,31,0.40786,24,0.00760
ENSG00000078369,GNB1,168,-1.6269,595,0.35347,509,0.41367
ENSG00000187730,GABRD,42,-2.4474,84,-1.4305,253,1.99870
ENSG00000067606,PRKCZ,178,-0.2622,157,-0.4642,222,0.40517
ENSG00000162585,FAAP20,42,0.41074,52,0.79585,28,-0.7252
ENSG00000157933,SKI,32,-0.3688,69,0.89852,37,-0.4249
ENSG00000157916,RER1,50,-0.2733,60,0.03258,60,0.12953
ENSG00000157870,PRXL2B,15,-1.6871,49,0.12506,49,0.61380
ENSG00000158109,TPRG1L,79,-1.6040,176,-0.3799,251,0.97209
ENSG00000130764,LRRC47,65,-0.5302,68,-0.4774,98,0.56310
ENSG00000116198,CEP104,110,2.05678,24,-0.6057,26,-1.3300
ENSG00000196581,AJAP1,38,-0.5747,21,-1.4372,61,1.04609
ENSG00000069424,KCNAB2,41,-2.3289,214,0.18405,209,0.71076
ENSG00000116254,CHD5,251,-0.1756,197,-0.5563,296,0.40002
ENSG00000116251,RPL22,492,0.09623,844,1.01956,405,-0.7202
ENSG00000116237,ICMT,16,-1.4454,27,-0.6519,46,1.10056
ENSG00000097021,ACOT7,81,-1.6434,92,-1.4422,276,1.66890
ENSG00000215788,TNFRSF25,16,-0.7828,17,-0.7110,30,0.82747
ENSG00000171680,PLEKHG5,2,-3.8192,23,-0.2403,31,1.29232
ENSG00000162408,NOL9,52,0.61606,32,-0.1807,34,-0.2991
ENSG00000162413,KLHL21,31,-0.0729,36,0.14054,32,-0.0421
ENSG00000007923,DNAJC11,47,0.15832,19,-1.2088,45,0.44248
ENSG00000171735,CAMTA1,280,-0.7054,310,-0.5503,478,0.69690
ENSG00000049245,VAMP3,79,2.08609,50,1.17575,14,-2.1959
ENSG00000049246,PER3,70,0.79730,51,0.26492,39,-0.6465
ENSG00000116288,PARK7,106,-1.5424,317,0.15878,309,0.54663
ENSG00000116285,ERRFI1,24,-0.3773,17,-0.8740,34,0.67677
ENSG00000162426,SLC45A1,7,-2.3108,17,-0.9684,37,1.62799
ENSG00000142599,RERE,177,0.50525,144,0.15975,122,-0.3958
ENSG00000074800,ENO1,176,-1.5981,812,0.83912,494,-0.0015
ENSG00000171612,SLC25A33,3,-3.3653,79,1.68246,27,-0.5734
ENSG00000171603,CLSTN1,305,-1.5210,363,-1.2589,951,1.50641
ENSG00000178585,CTNNBIP1,13,-1.3618,39,0.30160,34,0.38147
ENSG00000162441,LZIC,126,1.36029,83,0.62022,44,-1.2471
ENSG00000130939,UBE4B,40,-0.1662,25,-0.8944,48,0.55049
ENSG00000054523,KIF1B,620,0.49006,379,-0.3164,450,-0.1488
ENSG00000142657,PGD,43,-0.5320,45,-0.4715,65,0.56083
ENSG00000241563,CORT,9,-3.0646,33,-1.2337,89,2.03461
ENSG00000160049,DFFA,57,0.28940,73,0.69349,43,-0.5896
ENSG00000142655,PEX14,15,-0.5913,15,-0.5683,23,0.64648
ENSG00000120948,TARDBP,99,0.22920,70,-0.3468,87,0.04149
ENSG00000116649,SRM,46,-0.3268,74,0.42658,56,-0.1002
ENSG00000171824,EXOSC10,33,-0.0051,35,0.11933,33,-0.0666
ENSG00000198793,MTOR,18,-1.4034,39,-0.1877,49,0.76404
ENSG00000116661,FBXO2,39,-1.8626,239,1.02322,128,-0.1111
ENSG00000132879,FBXO44,57,-0.9283,47,-1.2180,118,1.17063
ENSG00000177000,MTHFR,33,0.61258,15,-0.6126,22,-0.1127
ENSG00000011021,CLCN6,48,-0.8185,73,-0.1557,87,0.51033
ENSG00000116685,KIAA2013,47,0.36589,40,0.10467,36,-0.2774
ENSG00000116688,MFN2,116,-0.3228,81,-0.8954,155,0.65235
ENSG00000048707,VPS13D,78,-0.1185,55,-0.6546,88,0.41163
ENSG00000162496,DHRS3,31,0.40858,56,1.42795,19,-1.1861
ENSG00000116731,PRDM2,310,0.58429,117,-0.9822,220,0.04106
ENSG00000189337,KAZN,108,0.58484,38,-1.0596,77,0.06561
ENSG00000142634,EFHD2,79,-0.0791,51,-0.7556,88,0.43228
ENSG00000116138,DNAJC16,33,-0.4645,31,-0.5923,48,0.58899
ENSG00000197312,DDI2,37,-0.0287,17,-1.2040,41,0.57829
ENSG00000116786,PLEKHM2,69,-0.4931,120,0.38783,95,0.00079
ENSG00000065526,SPEN,331,1.49189,108,-0.4324,119,-0.8817
ENSG00000037637,FBXO42,24,0.19620,13,-0.7251,22,0.23291
ENSG00000055070,SZRD1,40,0.62267,49,0.96720,23,-0.9634
ENSG00000159363,ATP13A2,56,-1.1691,77,-0.6990,134,1.01123
ENSG00000117118,SDHB,12,-2.5169,45,-0.5800,76,1.38617
ENSG00000117115,PADI2,288,3.05288,123,1.15528,22,-3.2199
