Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to11,Feature log2 fold change topic 3to11
ENSG00000228794,LINC01128,10,-1.5661,32,0.13251,31,0.55406
ENSG00000188976,NOC2L,24,-0.7356,44,0.18117,40,0.23868
ENSG00000188290,HES4,4,-2.2221,10,-0.9481,22,1.55617
ENSG00000187608,ISG15,10,-1.3461,0,-5.2107,28,2.39491
ENSG00000188157,AGRN,17,0.44547,2,-2.2191,13,0.43847
ENSG00000078808,SDF4,70,0.09376,99,0.66421,61,-0.4527
ENSG00000176022,B3GALT6,12,-0.9653,27,0.27073,23,0.26166
ENSG00000160087,UBE2J2,29,-0.3144,47,0.44827,35,-0.1197
ENSG00000162572,SCNN1D,8,-0.5573,20,0.89779,11,-0.3497
ENSG00000131584,ACAP3,51,-0.1935,83,0.58189,56,-0.2637
ENSG00000127054,INTS11,42,0.02992,59,0.58135,39,-0.3673
ENSG00000224051,CPTP,21,0.28994,14,-0.4042,18,0.02560
ENSG00000107404,DVL1,39,-0.3523,61,0.32153,49,-0.0184
ENSG00000175756,AURKAIP1,89,-0.6203,121,-0.1439,139,0.40081
ENSG00000221978,CCNL2,70,0.20079,78,0.36702,59,-0.3213
ENSG00000242485,MRPL20,115,-0.3746,137,-0.1029,150,0.25717
ENSG00000235098,ANKRD65,32,1.12893,16,0.02227,14,-0.7470
ENSG00000179403,VWA1,158,2.71079,119,2.08845,13,-3.3516
ENSG00000205090,TMEM240,5,-2.2901,24,-0.1324,29,0.94264
ENSG00000160075,SSU72,88,-0.8386,168,0.15434,157,0.29777
ENSG00000228594,FNDC10,4,-2.3686,3,-2.5887,24,2.60047
ENSG00000272106,AL691432.2,33,0.36193,33,0.32938,25,-0.3898
ENSG00000197530,MIB2,20,-0.4133,25,-0.0677,27,0.25546
ENSG00000248333,CDK11B,38,1.35379,9,-0.9260,15,-0.6121
ENSG00000189339,SLC35E2B,38,-0.2379,71,0.75174,42,-0.3630
ENSG00000008128,CDK11A,26,0.59754,22,0.33713,16,-0.5351
ENSG00000215790,SLC35E2A,10,-1.0804,17,-0.3262,22,0.71798
ENSG00000008130,NADK,21,-0.2693,24,-0.0696,26,0.18396
ENSG00000078369,GNB1,269,-0.9793,530,0.06895,532,0.41087
ENSG00000187730,GABRD,6,-4.5754,49,-1.6374,170,2.60167
ENSG00000067606,PRKCZ,81,-0.8610,163,0.22986,145,0.25326
ENSG00000162585,FAAP20,35,-0.2655,49,0.27242,41,-0.0264
ENSG00000157933,SKI,51,0.47808,38,0.01782,36,-0.2946
ENSG00000157916,RER1,71,0.30464,88,0.65524,54,-0.5539
ENSG00000157911,PEX10,28,0.33698,35,0.73913,20,-0.6246
ENSG00000149527,PLCH2,30,1.71553,8,-0.3682,9,-1.0766
ENSG00000157881,PANK4,10,-0.7355,12,-0.5854,18,0.71638
ENSG00000197921,HES5,0,-4.7568,0,-7.5175,17,5.70890
ENSG00000157870,PRXL2B,16,-1.5263,27,-0.8068,51,1.21034
ENSG00000177133,PRDM16-DT,9,-1.3703,8,-1.6502,26,1.60422
ENSG00000142611,PRDM16,15,0.35152,4,-1.4046,12,0.33767
ENSG00000158109,TPRG1L,56,-1.8964,232,0.27058,207,0.52467
ENSG00000116213,WRAP73,15,-0.1167,19,0.19963,16,-0.0539
ENSG00000130764,LRRC47,58,-0.3985,63,-0.2868,79,0.37520
ENSG00000116198,CEP104,83,1.93517,23,-0.2476,21,-1.3041
ENSG00000198912,C1orf174,23,0.36142,10,-0.8717,19,0.16246
ENSG00000196581,AJAP1,25,-0.6470,43,0.15860,40,0.21768
ENSG00000069424,KCNAB2,26,-2.9833,162,-0.2881,218,1.20022
ENSG00000116254,CHD5,26,-2.4789,164,0.28526,147,0.62105
ENSG00000116251,RPL22,654,0.27871,409,-0.4623,553,0.05856
ENSG00000116237,ICMT,40,-0.1680,60,0.46246,44,-0.1953
ENSG00000097021,ACOT7,68,-1.6234,159,-0.3342,215,0.92268
ENSG00000215788,TNFRSF25,0,-9.4342,12,-1.1074,29,2.25455
ENSG00000171680,PLEKHG5,2,-3.3570,44,0.74494,28,0.29667
ENSG00000162408,NOL9,34,0.18398,28,-0.1177,30,-0.0439
ENSG00000162413,KLHL21,50,0.37143,31,-0.4079,40,-0.0271
ENSG00000116273,PHF13,16,0.11374,15,0.08914,14,-0.1132
ENSG00000041988,THAP3,16,-0.3222,32,0.79400,18,-0.3592
ENSG00000007923,DNAJC11,22,-0.4004,53,0.97468,27,-0.4644
ENSG00000171735,CAMTA1,125,-1.4118,321,0.02942,336,0.58756
ENSG00000049245,VAMP3,151,2.29356,73,0.91790,26,-2.1000
ENSG00000049246,PER3,55,0.62937,21,-0.8452,37,-0.0467
ENSG00000116288,PARK7,237,-0.6843,298,-0.3320,391,0.54500
ENSG00000116285,ERRFI1,15,-1.0248,35,0.22340,31,0.31692
ENSG00000162426,SLC45A1,5,-1.8024,22,0.25558,20,0.51576
ENSG00000142599,RERE,122,-0.2983,65,-1.2497,160,0.76623
ENSG00000074800,ENO1,370,-0.4267,569,0.25108,490,0.06118
ENSG00000171612,SLC25A33,24,-0.9252,27,-0.7826,49,0.92219
ENSG00000188807,TMEM201,16,0.76258,2,-2.1014,10,0.14008
ENSG00000171603,CLSTN1,206,-1.7811,902,0.49677,687,0.31086
ENSG00000178585,CTNNBIP1,38,0.12714,30,-0.2601,36,0.06187
ENSG00000162441,LZIC,155,1.55448,58,-0.0819,52,-1.0382
ENSG00000162444,RBP7,99,3.52431,72,2.67116,1,-5.7761
ENSG00000130939,UBE4B,49,0.12086,83,0.98452,41,-0.6852
ENSG00000054523,KIF1B,623,0.79716,486,0.38745,344,-0.6886
ENSG00000284642,AL139424.2,15,0.26498,11,-0.2797,13,-0.0150
ENSG00000142657,PGD,48,-0.4213,80,0.38468,63,-0.0303
ENSG00000175279,CENPS,3,-1.9281,10,-0.1836,12,0.89825
ENSG00000241563,CORT,2,-2.6949,12,-0.5237,18,1.34893
ENSG00000160049,DFFA,83,0.82661,51,0.04181,46,-0.5381
ENSG00000142655,PEX14,11,-1.1518,16,-0.6189,26,0.93390
ENSG00000120948,TARDBP,105,0.26643,86,-0.0513,87,-0.1278
ENSG00000271895,AL109811.2,14,-0.3913,14,-0.3881,19,0.42725
ENSG00000116649,SRM,38,-0.6339,81,0.55823,57,-0.0675
ENSG00000171824,EXOSC10,32,0.28133,35,0.38749,26,-0.3777
ENSG00000198793,MTOR,30,-0.6110,41,-0.1487,47,0.39942
ENSG00000120942,UBIAD1,23,1.16159,10,-0.0866,10,-0.7267
ENSG00000116661,FBXO2,78,-1.0815,81,-1.0234,175,1.13293
ENSG00000132879,FBXO44,40,-1.0953,84,0.01476,87,0.49176
ENSG00000116670,MAD2L2,31,0.85344,34,1.02711,15,-1.0978
ENSG00000177674,AGTRAP,29,1.53614,17,0.61483,9,-1.3249
ENSG00000177000,MTHFR,11,-0.4986,31,1.06517,15,-0.5000
ENSG00000011021,CLCN6,38,-0.8105,56,-0.2337,69,0.54325
ENSG00000116685,KIAA2013,68,1.18054,62,1.02839,26,-1.3033
ENSG00000083444,PLOD1,24,0.25960,32,0.73950,19,-0.5848
ENSG00000116688,MFN2,85,-0.5520,112,-0.1288,126,0.35942
ENSG00000116691,MIIP,13,0.36292,12,0.26205,10,-0.3525
ENSG00000048707,VPS13D,61,-0.2268,152,1.29301,62,-0.7752
ENSG00000162496,DHRS3,21,-0.4485,43,0.71070,27,-0.2490
ENSG00000116731,PRDM2,117,-0.2979,233,0.81847,134,-0.3867
ENSG00000189337,KAZN,118,1.25888,73,0.45572,46,-1.0405
ENSG00000142634,EFHD2,16,-2.5374,309,2.19537,73,-1.1551
ENSG00000116138,DNAJC16,28,-0.3750,57,0.78921,33,-0.3349
ENSG00000197312,DDI2,29,-0.1119,51,0.76707,30,-0.4277
ENSG00000116786,PLEKHM2,59,-0.8500,50,-1.0941,112,1.04375
ENSG00000065526,SPEN,230,1.29853,126,0.27713,89,-0.9851
ENSG00000116809,ZBTB17,28,0.53469,13,-0.6401,20,-0.0480
ENSG00000185519,FAM131C,43,1.84319,13,-0.1902,11,-1.2427
ENSG00000037637,FBXO42,17,-0.4272,29,0.40589,22,-0.0421
ENSG00000055070,SZRD1,58,1.12697,34,0.21727,26,-0.8315
ENSG00000157191,NECAP2,28,1.07220,23,0.77192,12,-1.0797
ENSG00000219481,NBPF1,46,1.67442,33,1.04029,12,-1.6599
ENSG00000058453,CROCC,11,-0.0967,7,-0.7702,12,0.43821
ENSG00000238142,BX284668.5,7,-0.7726,7,-0.8349,14,0.87041
ENSG00000159363,ATP13A2,42,-1.0995,70,-0.3143,93,0.71798
ENSG00000117118,SDHB,66,-0.4669,58,-0.6575,95,0.61010
ENSG00000117115,PADI2,444,3.14626,183,1.26958,35,-3.1517
ENSG00000179051,RCC2,17,-0.3165,7,-1.7390,24,0.94609
ENSG00000074964,ARHGEF10L,11,-0.6518,19,0.16144,18,0.21780
ENSG00000117154,IGSF21,22,-1.3354,120,1.37488,49,-0.5388
ENSG00000159423,ALDH4A1,24,0.04941,18,-0.4123,24,0.18336
ENSG00000127481,UBR4,31,1.05154,8,-1.0254,16,-0.3314
ENSG00000127463,EMC1,34,-0.0268,51,0.63001,33,-0.3723
ENSG00000053372,MRTO4,18,-0.6456,29,0.06710,29,0.27778
ENSG00000053371,AKR7A2,57,0.73001,39,0.12884,34,-0.5135
ENSG00000077549,CAPZB,112,-0.3674,150,0.08899,144,0.13739
ENSG00000173436,MICOS10,140,-1.1387,268,-0.1509,315,0.62336
ENSG00000158747,NBL1,50,-1.3713,101,-0.3226,134,0.82800
ENSG00000169914,OTUD3,7,-1.4185,35,1.00259,18,-0.1966
ENSG00000162545,CAMK2N1,1059,-0.3134,539,-1.3420,1402,0.81093
ENSG00000090432,MUL1,24,0.24234,29,0.52067,19,-0.4367
ENSG00000158828,PINK1,210,-1.0521,351,-0.2668,446,0.66744
ENSG00000244038,DDOST,23,-0.1369,25,-0.0254,26,0.08895
ENSG00000117245,KIF17,3,-2.6299,35,0.76745,22,0.20780
ENSG00000189410,SH2D5,0,-6.1464,10,-1.9021,42,2.97607
ENSG00000127483,HP1BP3,392,0.67810,319,0.33952,236,-0.5869
ENSG00000075151,EIF4G3,195,-0.1698,177,-0.3258,225,0.27102
ENSG00000117298,ECE1,23,0.71293,17,0.25958,13,-0.5675
ENSG00000076864,RAP1GAP,32,-1.9204,237,1.18978,112,-0.2713
ENSG00000090686,USP48,157,1.33846,52,-0.4808,63,-0.7254
ENSG00000218510,LINC00339,12,0.01150,10,-0.2341,12,0.11840
ENSG00000070831,CDC42,269,0.51867,273,0.54368,178,-0.6043
ENSG00000184677,ZBTB40,17,0.37090,14,0.05105,13,-0.2443
ENSG00000173369,C1QB,5,-1.2710,11,-0.1122,12,0.64447
ENSG00000133216,EPHB2,24,0.83398,25,0.94236,12,-1.0323
ENSG00000004487,KDM1A,41,-0.7788,64,-0.1078,72,0.44912
ENSG00000169641,LUZP1,20,-2.7119,65,-1.0198,144,1.74853
ENSG00000125944,HNRNPR,215,0.71474,168,0.30812,127,-0.5938
ENSG00000125945,ZNF436,11,-0.4578,31,1.24094,13,-0.6536
ENSG00000249087,ZNF436-AS1,6,-1.1373,14,-0.0252,15,0.53519
ENSG00000117318,ID3,35,0.76219,37,0.81363,19,-0.9095
ENSG00000142676,RPL11,654,0.38294,392,-0.4284,514,-0.0261
ENSG00000011007,ELOA,35,0.50944,22,-0.2144,25,-0.2053
ENSG00000057757,PITHD1,120,-0.4858,145,-0.1983,171,0.36891
ENSG00000011009,LYPLA2,10,-1.1037,33,0.73617,21,-0.0520
ENSG00000117308,GALE,6,-1.2093,1,-3.1313,17,1.99691
ENSG00000117305,HMGCL,25,0.77770,21,0.49378,14,-0.7333
ENSG00000179163,FUCA1,6,-0.9528,9,-0.3432,12,0.67489
ENSG00000189266,PNRC2,89,0.08802,54,-0.6819,87,0.27945
ENSG00000188529,SRSF10,102,0.56670,88,0.31390,67,-0.5035
ENSG00000001460,STPG1,10,-0.4746,26,1.04381,13,-0.4915
ENSG00000001461,NIPAL3,336,1.96906,176,0.79126,75,-1.7567
ENSG00000133226,SRRM1,243,1.03188,98,-0.4316,121,-0.4973
ENSG00000169504,CLIC4,356,3.06835,182,1.60559,26,-3.3208
ENSG00000117614,SYF2,131,0.34870,85,-0.3397,105,-0.0419
ENSG00000117616,RSRP1,122,0.82877,127,0.90460,62,-1.0055
ENSG00000183726,TMEM50A,117,0.44956,108,0.32986,83,-0.4414
ENSG00000204178,MACO1,76,0.52785,53,-0.0561,52,-0.2908
ENSG00000117643,MAN1C1,10,-1.9940,16,-1.3024,43,1.71370
ENSG00000162430,SELENON,31,0.30326,57,1.34864,21,-1.0345
ENSG00000117640,MTFR1L,43,-0.6885,70,0.09154,69,0.27991
ENSG00000117632,STMN1,1330,-0.1227,1639,0.20961,1427,-0.0569
ENSG00000158008,EXTL1,5,-3.1262,93,1.40217,38,-0.3470
ENSG00000175087,PDIK1L,12,-0.6028,20,0.16073,19,0.19758
ENSG00000142684,ZNF593,23,-0.3496,33,0.20179,29,0.05796
ENSG00000142669,SH3BGRL3,176,0.52993,156,0.32798,118,-0.4886
ENSG00000158062,UBXN11,4,-2.1024,29,0.84082,17,0.07054
ENSG00000117682,DHDDS,14,-0.1312,8,-0.9292,16,0.52768
ENSG00000198830,HMGN2,425,1.13730,223,0.06117,190,-0.7698
ENSG00000117713,ARID1A,93,0.56969,131,1.14705,55,-1.0192
ENSG00000060642,PIGV,14,0.16322,20,0.76201,11,-0.5516
ENSG00000204160,ZDHHC18,9,-1.0800,15,-0.3207,20,0.71418
ENSG00000142751,GPN2,26,0.34980,17,-0.3434,21,-0.0410
ENSG00000090273,NUDC,146,-0.6155,116,-0.9648,236,0.84628
ENSG00000253368,TRNP1,8,-2.8030,20,-1.4688,61,2.10886
ENSG00000090020,SLC9A1,4,-2.1376,5,-1.8351,21,2.09379
ENSG00000142784,WDTC1,37,0.21307,48,0.60651,30,-0.4752
ENSG00000186501,TMEM222,34,-0.1623,59,0.72678,36,-0.3775
ENSG00000158195,WASF2,157,2.25191,81,0.99691,27,-2.1064
ENSG00000126705,AHDC1,17,-1.1224,76,1.28144,33,-0.5027
ENSG00000126709,IFI6,81,-0.9123,206,0.55821,147,0.02949
ENSG00000009780,FAM76A,19,-0.0879,38,0.98694,19,-0.5957
ENSG00000117758,STX12,143,0.45673,155,0.59382,98,-0.5988
ENSG00000117751,PPP1R8,41,0.22195,67,1.03506,32,-0.7678
ENSG00000117748,RPA2,31,-0.6412,57,0.32706,47,0.10019
ENSG00000158161,EYA3,15,0.30112,19,0.67977,12,-0.5677
ENSG00000126698,DNAJC8,230,0.20739,146,-0.5048,205,0.12436
ENSG00000130770,ATP5IF1,141,-1.7224,163,-1.5036,500,1.71310
ENSG00000204138,PHACTR4,74,1.72097,42,0.74886,20,-1.5354
ENSG00000242125,SNHG3,8,-0.5108,15,0.35443,12,0.02815
ENSG00000180098,TRNAU1AP,27,0.28655,36,0.73936,21,-0.5985
ENSG00000120656,TAF12,22,0.47814,5,-1.7850,17,0.32734
ENSG00000198492,YTHDF2,57,-0.4295,60,-0.3522,79,0.42801
ENSG00000159023,EPB41,8,-1.5854,8,-1.5242,26,1.65655
ENSG00000116350,SRSF4,88,0.37496,95,0.50881,64,-0.5018
ENSG00000116353,MECR,9,-1.4040,21,-0.1526,24,0.71903
ENSG00000060656,PTPRU,8,-1.4398,68,2.11294,16,-1.1969
ENSG00000162511,LAPTM5,15,0.07705,22,0.62508,14,-0.4188
ENSG00000162512,SDC3,169,0.45256,126,-0.0194,123,-0.2600
ENSG00000134644,PUM1,104,-0.4920,208,0.61421,139,-0.1620
ENSG00000060688,SNRNP40,41,0.93767,47,1.18181,18,-1.2492
ENSG00000121766,ZCCHC17,103,0.14507,94,-0.0069,93,-0.0787
ENSG00000121769,FABP3,14,-2.5120,48,-0.6792,84,1.43375
ENSG00000162517,PEF1,34,-0.7695,52,-0.0918,58,0.43472
ENSG00000084636,COL16A1,38,0.83647,80,2.19394,15,-1.9701
ENSG00000121753,ADGRB2,59,-1.3339,163,0.21582,149,0.42271
ENSG00000184007,PTP4A2,962,2.36336,288,0.18447,175,-1.8324
ENSG00000121774,KHDRBS1,169,0.15876,167,0.13812,150,-0.1659
ENSG00000025800,KPNA6,66,0.32058,101,1.02380,48,-0.8072
ENSG00000084652,TXLNA,51,1.03264,39,0.56014,23,-0.9360
ENSG00000160050,CCDC28B,11,-0.9188,11,-0.8880,22,0.97611
ENSG00000084623,EIF3I,94,-0.3140,139,0.30558,115,-0.0253
ENSG00000116478,HDAC1,32,1.11080,14,-0.1679,15,-0.6559
ENSG00000175130,MARCKSL1,1351,2.78765,704,1.43566,139,-2.8846
ENSG00000160058,BSDC1,47,0.12536,48,0.15914,43,-0.1590
ENSG00000160062,ZBTB8A,19,0.33910,11,-0.5115,15,0.03891
ENSG00000176261,ZBTB8OS,27,-0.5813,9,-2.1110,44,1.25329
ENSG00000162521,RBBP4,152,0.20651,158,0.27636,128,-0.2713
ENSG00000162520,SYNC,9,-0.1994,0,-5.4055,12,1.30594
ENSG00000162522,KIAA1522,3,-2.6208,4,-2.3386,26,2.59892
ENSG00000134684,YARS,38,-1.4148,94,-0.0159,102,0.62233
ENSG00000116497,S100PBP,27,0.79057,22,0.48502,15,-0.7367
ENSG00000160097,FNDC5,5,-2.4633,4,-2.6821,31,2.69623
ENSG00000121905,HPCA,9,-3.7906,84,-0.5379,135,1.52656
ENSG00000121900,TMEM54,31,-0.1781,18,-1.0429,38,0.60486
ENSG00000116514,RNF19B,8,-1.3649,7,-1.5685,24,1.56211
ENSG00000004455,AK2,84,1.39176,42,0.20816,31,-1.0251
ENSG00000142920,AZIN2,30,0.48157,31,0.56096,20,-0.5932
ENSG00000160094,ZNF362,23,0.15094,17,-0.3320,21,0.08188
ENSG00000134686,PHC2,93,0.95389,81,0.71616,44,-0.9706
ENSG00000163866,SMIM12,29,-0.9941,59,0.09403,58,0.39876
ENSG00000116544,DLGAP3,3,-3.5106,31,-0.3614,44,1.33576
ENSG00000163867,ZMYM6,23,-0.0455,17,-0.5388,25,0.30193
ENSG00000116560,SFPQ,361,0.88841,294,0.54270,184,-0.8312
ENSG00000146463,ZMYM4,54,-0.3364,28,-1.3379,72,0.82525
ENSG00000142687,KIAA0319L,28,-0.8836,64,0.38485,51,0.14950
ENSG00000020129,NCDN,95,-2.6730,512,-0.1498,620,1.03043
ENSG00000126067,PSMB2,82,-0.2225,137,0.58593,92,-0.2536
ENSG00000142686,C1orf216,15,-2.5993,146,0.81528,90,0.16031
ENSG00000134698,AGO4,21,0.39799,6,-1.5241,17,0.33227
ENSG00000092847,AGO1,43,0.12339,54,0.47275,38,-0.3447
ENSG00000126070,AGO3,92,1.34252,60,0.62833,33,-1.1883
ENSG00000116863,ADPRHL2,30,1.02872,33,1.20511,12,-1.3198
ENSG00000054116,TRAPPC3,24,-0.9484,49,0.15264,46,0.34045
ENSG00000116871,MAP7D1,348,1.05154,238,0.41761,160,-0.8748
ENSG00000054118,THRAP3,181,0.67656,104,-0.2236,114,-0.3159
ENSG00000196182,STK40,8,-0.8881,17,0.27193,15,0.23320
ENSG00000181817,LSM10,16,-1.4960,26,-0.7945,49,1.19014
ENSG00000116885,OSCP1,4,-1.8241,21,0.45909,17,0.35167
ENSG00000116898,MRPS15,26,-1.1269,40,-0.4702,59,0.83012
ENSG00000163873,GRIK3,3,-2.9175,84,2.30718,18,-1.2394
ENSG00000163875,MEAF6,55,-1.0097,107,0.02281,111,0.45454
ENSG00000163877,SNIP1,16,-0.1457,30,0.90934,16,-0.5150
ENSG00000163879,DNALI1,14,-0.0569,0,-6.4338,16,1.18822
ENSG00000134697,GNL2,26,0.11415,46,1.03814,22,-0.7205
ENSG00000116922,C1orf109,9,-1.0952,43,1.30366,18,-0.5281
ENSG00000185090,MANEAL,6,-1.7256,6,-1.7256,23,1.83333
ENSG00000196449,YRDC,6,-1.0955,18,0.54674,13,0.09565
ENSG00000197982,C1orf122,340,1.08290,171,-0.0508,159,-0.6821
ENSG00000188786,MTF1,26,0.87981,31,1.18872,12,-1.2197
ENSG00000183431,SF3A3,46,-0.1117,65,0.41504,49,-0.1910
ENSG00000183520,UTP11,31,-0.2822,25,-0.6071,39,0.47808
ENSG00000116954,RRAGC,67,0.49355,41,-0.2831,48,-0.1641
ENSG00000174574,AKIRIN1,117,0.65606,91,0.23777,72,-0.5196
ENSG00000168653,NDUFS5,233,-1.5399,263,-1.3587,726,1.54478
ENSG00000127603,MACF1,486,1.05314,291,0.19979,228,-0.7704
ENSG00000090621,PABPC4,64,0.02463,51,-0.3273,64,0.15741
ENSG00000116983,HPCAL4,69,-1.9136,321,0.43454,256,0.39095
ENSG00000084072,PPIE,28,-0.4542,61,0.77999,36,-0.2979
ENSG00000168389,MFSD2A,18,-0.0961,17,-0.1767,20,0.15029
ENSG00000131236,CAP1,195,0.21192,196,0.22276,165,-0.2436
ENSG00000131238,PPT1,78,-0.7551,117,-0.1382,134,0.45825
ENSG00000117000,RLF,21,0.16453,13,-0.5022,19,0.15136
ENSG00000259943,AL050341.2,19,0.24779,7,-1.1802,17,0.35077
