Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to10,Feature log2 fold change topic 4to10
ENSG00000228794,LINC01128,17,-1.1552,16,-1.1871,43,1.30923
ENSG00000188976,NOC2L,29,-1.0898,28,-1.0627,67,1.21756
ENSG00000188290,HES4,71,0.82394,29,-0.7325,42,-0.4512
ENSG00000187608,ISG15,70,0.46768,26,-1.1256,54,-0.0366
ENSG00000188157,AGRN,22,-0.2010,12,-1.1173,27,0.54253
ENSG00000078808,SDF4,71,0.51494,18,-1.6536,54,0.01847
ENSG00000176022,B3GALT6,22,-0.1210,13,-0.9287,25,0.42429
ENSG00000160087,UBE2J2,27,-0.4769,27,-0.4305,39,0.53360
ENSG00000131584,ACAP3,58,-0.1825,61,-0.0873,67,0.17472
ENSG00000127054,INTS11,46,0.16229,16,-1.4270,45,0.29948
ENSG00000224051,CPTP,11,-0.6322,11,-0.6572,19,0.73555
ENSG00000107404,DVL1,85,1.25645,36,-0.3630,35,-0.9529
ENSG00000175756,AURKAIP1,230,0.51457,102,-0.8333,169,-0.1472
ENSG00000221978,CCNL2,47,-0.1412,23,-1.2231,56,0.51899
ENSG00000242485,MRPL20,192,0.39998,132,-0.2485,147,-0.2239
ENSG00000235098,ANKRD65,44,0.79802,15,-0.9699,26,-0.3713
ENSG00000179403,VWA1,59,1.73362,26,-0.0141,16,-1.5299
ENSG00000205090,TMEM240,12,-1.1529,18,-0.4687,29,1.01084
ENSG00000160075,SSU72,165,0.27503,87,-0.7696,144,0.04538
ENSG00000228594,FNDC10,23,-0.4948,22,-0.4715,34,0.56300
ENSG00000197530,MIB2,32,-0.0024,13,-1.3735,34,0.43383
ENSG00000248333,CDK11B,53,-0.4373,103,0.67139,68,-0.0423
ENSG00000008128,CDK11A,36,-0.2159,38,-0.1098,43,0.20905
ENSG00000008130,NADK,23,0.22966,22,0.07389,20,-0.2097
ENSG00000078369,GNB1,572,0.26520,561,0.20109,464,-0.2930
ENSG00000187730,GABRD,58,-1.7591,50,-1.8741,220,1.97668
ENSG00000067606,PRKCZ,154,-0.5964,193,-0.1860,239,0.51378
ENSG00000162585,FAAP20,69,0.95047,51,0.29246,33,-0.9068
ENSG00000157933,SKI,43,0.61544,60,1.09897,23,-1.0443
ENSG00000157916,RER1,68,0.49032,9,-2.5446,54,0.15021
ENSG00000157911,PEX10,39,1.50649,8,-1.2968,14,-0.9827
ENSG00000157870,PRXL2B,39,-0.2492,27,-0.7952,49,0.48880
ENSG00000158109,TPRG1L,145,-0.6212,203,-0.0364,226,0.45999
ENSG00000130764,LRRC47,46,-0.7899,49,-0.6307,84,0.83897
ENSG00000116198,CEP104,34,0.18573,42,0.51971,28,-0.3848
ENSG00000196581,AJAP1,19,-1.6165,42,-0.3582,63,1.22264
ENSG00000069424,KCNAB2,203,0.31471,116,-0.6077,170,-0.0352
ENSG00000116254,CHD5,191,-1.0891,590,0.79822,381,0.23395
ENSG00000116251,RPL22,940,0.87332,967,0.79441,448,-1.0819
ENSG00000116237,ICMT,28,-0.1066,22,-0.5221,32,0.28475
ENSG00000097021,ACOT7,82,-1.3148,46,-2.0591,227,1.68953
ENSG00000215788,TNFRSF25,15,-0.4330,6,-1.6644,22,0.86851
ENSG00000171680,PLEKHG5,21,0.17265,7,-1.5364,20,0.31126
ENSG00000162408,NOL9,17,-0.9046,36,0.39244,31,0.40058
ENSG00000162413,KLHL21,18,-0.0685,23,0.28919,19,-0.0818
ENSG00000041988,THAP3,12,-0.5985,6,-1.5327,20,0.97811
ENSG00000007923,DNAJC11,23,-0.7301,45,0.38019,37,0.30681
ENSG00000171735,CAMTA1,269,-1.0441,466,-0.1013,567,0.75984
ENSG00000049246,PER3,30,0.27265,27,0.04799,25,-0.2331
ENSG00000116288,PARK7,440,0.77733,179,-0.7732,267,-0.3985
ENSG00000116285,ERRFI1,14,-0.5315,15,-0.3433,21,0.53733
ENSG00000162426,SLC45A1,17,-0.9869,11,-1.5226,36,1.28876
ENSG00000142599,RERE,170,0.03090,271,0.80513,151,-0.4299
ENSG00000074800,ENO1,793,1.17711,160,-1.5513,378,-0.6234
ENSG00000171612,SLC25A33,43,1.26640,9,-1.4283,19,-0.7282
ENSG00000171603,CLSTN1,299,-1.4331,366,-1.0248,872,1.43875
ENSG00000178585,CTNNBIP1,18,-0.4380,29,0.34321,24,0.14498
ENSG00000162441,LZIC,63,0.06214,68,0.19992,59,-0.1360
ENSG00000130939,UBE4B,38,-0.0869,27,-0.6263,43,0.30412
ENSG00000054523,KIF1B,252,-0.7787,494,0.35917,423,0.34774
ENSG00000142657,PGD,56,-0.2377,36,-0.9168,71,0.51672
ENSG00000241563,CORT,24,-0.5735,8,-2.0112,39,1.05853
ENSG00000160049,DFFA,71,0.36116,75,0.42314,52,-0.4714
ENSG00000142655,PEX14,14,-0.3186,20,0.26530,18,0.10608
ENSG00000120948,TARDBP,63,-0.3845,68,-0.2192,84,0.37913
ENSG00000116649,SRM,79,0.52183,30,-1.0544,58,-0.1010
ENSG00000171824,EXOSC10,45,0.48640,22,-0.6586,33,-0.1689
ENSG00000198793,MTOR,30,-0.5846,39,-0.1311,47,0.48044
ENSG00000116661,FBXO2,346,1.43919,63,-1.5412,136,-0.8791
ENSG00000132879,FBXO44,53,-0.8128,39,-1.2216,102,1.06457
ENSG00000177000,MTHFR,21,-0.0157,16,-0.3925,22,0.16678
