Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000228794,LINC01128,9,-2.1499,47,0.32352,37,-0.1856,47,0.34697
ENSG00000188976,NOC2L,15,-2.0291,63,0.21999,39,-0.7098,82,0.83293
ENSG00000188290,HES4,2,-3.6182,15,-1.1540,44,1.04594,34,0.39288
ENSG00000187608,ISG15,21,-0.8850,16,-1.5112,57,0.98940,44,0.34728
ENSG00000188157,AGRN,13,-1.2678,26,-0.2521,33,0.29469,34,0.30841
ENSG00000078808,SDF4,45,-0.4531,56,-0.1325,70,0.31755,59,-0.0295
ENSG00000176022,B3GALT6,5,-2.0142,14,-0.6387,21,0.19961,28,0.80132
ENSG00000160087,UBE2J2,17,-1.2386,29,-0.5346,46,0.39112,47,0.43541
ENSG00000131584,ACAP3,45,-0.9112,74,-0.2025,92,0.24359,92,0.24122
ENSG00000127054,INTS11,19,-1.4644,32,-0.8222,71,0.81258,56,0.24442
ENSG00000224051,CPTP,5,-2.1041,16,-0.4503,26,0.54520,23,0.33742
ENSG00000107404,DVL1,13,-2.1759,42,-0.5554,88,1.04963,52,-0.1392
ENSG00000175756,AURKAIP1,77,-1.2295,102,-0.9667,255,0.91782,186,0.18429
ENSG00000221978,CCNL2,76,0.28861,59,-0.1596,54,-0.3092,73,0.30525
ENSG00000242485,MRPL20,82,-0.9378,105,-0.6965,231,0.98975,139,-0.1670
ENSG00000235098,ANKRD65,44,0.44201,19,-1.0568,47,0.80054,30,-0.2080
ENSG00000179403,VWA1,142,2.90535,11,-1.7961,31,0.02829,13,-1.4980
ENSG00000205090,TMEM240,11,-1.4664,22,-0.5437,36,0.43648,36,0.43639
ENSG00000160075,SSU72,51,-1.5312,99,-0.6536,167,0.39744,179,0.56527
ENSG00000228594,FNDC10,1,-4.6652,15,-1.1541,30,0.14062,49,1.29920
ENSG00000197530,MIB2,7,-2.2205,21,-0.8044,50,1.06910,32,0.04241
ENSG00000248333,CDK11B,46,-0.4876,96,0.97374,49,-0.4833,49,-0.4810
ENSG00000189339,SLC35E2B,28,0.48631,26,0.53101,17,-0.3010,15,-0.5635
ENSG00000008128,CDK11A,44,0.91774,38,0.93734,17,-0.7226,14,-1.0694
ENSG00000215790,SLC35E2A,19,-0.0731,18,-0.1393,25,0.48472,16,-0.3666
ENSG00000008130,NADK,16,-0.5606,25,0.15107,19,-0.4470,29,0.44415
ENSG00000078369,GNB1,194,-1.5673,451,-0.3496,686,0.52875,592,0.20146
ENSG00000187730,GABRD,2,-6.5561,116,-0.8023,230,0.58126,242,0.70240
ENSG00000067606,PRKCZ,66,-1.8094,169,-0.4874,229,0.11291,302,0.74765
ENSG00000162585,FAAP20,27,-0.7220,19,-1.4886,56,0.57040,60,0.73004
ENSG00000157933,SKI,51,0.51706,45,0.40565,27,-0.5893,35,-0.1474
ENSG00000157916,RER1,47,-0.1526,35,-0.7500,63,0.44145,58,0.25369
ENSG00000157911,PEX10,28,0.30277,11,-1.2862,33,0.74968,24,0.07611
ENSG00000157870,PRXL2B,12,-1.6723,25,-0.7719,46,0.42604,50,0.63912
ENSG00000177133,PRDM16-DT,15,-1.0993,18,-0.9214,57,1.62022,20,-0.7986
ENSG00000158109,TPRG1L,25,-3.0843,178,-0.2378,246,0.44975,234,0.33749
ENSG00000130764,LRRC47,54,-0.5150,58,-0.5138,78,0.06704,98,0.55976
ENSG00000116198,CEP104,116,1.70853,48,0.20829,25,-1.0276,33,-0.5312
ENSG00000196581,AJAP1,19,-1.6916,92,1.04978,54,-0.1522,42,-0.6178
ENSG00000069424,KCNAB2,17,-3.4183,121,-0.6034,221,0.63676,204,0.45336
ENSG00000116254,CHD5,39,-2.9809,413,0.85660,175,-0.9136,344,0.41627
ENSG00000116251,RPL22,789,0.97234,274,-0.9009,590,0.64710,342,-0.4986
ENSG00000116237,ICMT,22,-1.1331,44,-0.0791,46,0.03358,54,0.38145
ENSG00000097021,ACOT7,26,-2.7024,144,-0.1696,169,0.15154,201,0.54546
ENSG00000215788,TNFRSF25,1,-4.4032,26,0.36275,23,0.05442,24,0.21048
ENSG00000171680,PLEKHG5,4,-2.5410,17,-0.5189,37,1.13490,20,-0.2405
ENSG00000162408,NOL9,35,0.30744,23,-0.4153,27,-0.1318,34,0.35936
ENSG00000162413,KLHL21,31,0.02934,29,-0.0807,31,0.02389,31,0.04288
ENSG00000041988,THAP3,12,-0.7287,16,-0.3399,19,-0.0731,26,0.60584
ENSG00000007923,DNAJC11,30,-0.3788,31,-0.3648,36,-0.0934,48,0.54659
ENSG00000171735,CAMTA1,195,-1.4559,732,0.86136,298,-0.9814,577,0.29728
ENSG00000049245,VAMP3,111,2.35888,9,-2.0116,26,-0.3000,29,-0.1210
ENSG00000049246,PER3,93,0.48849,80,0.32130,72,0.09020,47,-0.7497
ENSG00000116288,PARK7,167,-0.5457,148,-0.8848,358,0.96520,224,-0.1021
ENSG00000116285,ERRFI1,28,0.19523,24,0.01083,16,-0.8246,32,0.58147
ENSG00000162426,SLC45A1,3,-3.1169,17,-0.7952,29,0.23038,39,0.96048
ENSG00000142599,RERE,154,0.04127,177,0.34632,128,-0.3138,144,-0.0811
ENSG00000074800,ENO1,242,-0.8000,228,-1.0692,678,1.25027,357,-0.2450
ENSG00000171612,SLC25A33,23,-0.6005,27,-0.4145,51,0.93720,27,-0.4589
ENSG00000171603,CLSTN1,136,-2.4660,671,-0.0700,634,-0.1833,964,0.73529
ENSG00000178585,CTNNBIP1,14,-1.0264,17,-0.9243,30,0.15699,40,0.87869
ENSG00000162441,LZIC,138,1.35584,52,-0.3609,57,-0.1764,52,-0.3364
ENSG00000130939,UBE4B,55,0.41276,52,0.42244,28,-0.7972,44,0.05788
ENSG00000054523,KIF1B,783,0.71236,580,0.27962,318,-0.8913,535,0.10896
ENSG00000142657,PGD,29,-0.8944,43,-0.3738,45,-0.2688,75,0.83148
ENSG00000241563,CORT,0,-8.3719,34,0.47447,30,0.20418,27,-0.0282
ENSG00000160049,DFFA,122,1.23948,61,0.09791,55,-0.1264,38,-0.8156
ENSG00000142655,PEX14,10,-1.1779,18,-0.3320,23,0.20982,26,0.44097
ENSG00000120948,TARDBP,142,0.60330,94,-0.0917,101,0.05195,85,-0.2780
ENSG00000116649,SRM,23,-1.5485,43,-0.7532,99,0.99716,64,-0.0024
ENSG00000171824,EXOSC10,26,-0.2828,42,0.64466,25,-0.4407,28,-0.1751
ENSG00000198793,MTOR,27,-0.7015,42,-0.0024,42,0.01283,47,0.23012
ENSG00000116661,FBXO2,79,-1.3441,93,-1.3077,347,1.50121,166,-0.2691
ENSG00000132879,FBXO44,9,-3.1991,70,-0.2797,96,0.37305,99,0.45584
ENSG00000177000,MTHFR,13,-1.0096,35,0.68741,18,-0.6300,28,0.15138
ENSG00000011021,CLCN6,51,-0.7483,72,-0.2891,68,-0.4027,121,0.83626
ENSG00000116685,KIAA2013,37,0.10559,29,-0.3348,31,-0.2555,44,0.48803
ENSG00000083444,PLOD1,14,-0.6655,17,-0.4792,26,0.43948,24,0.21258
ENSG00000116688,MFN2,84,-0.5754,112,-0.1673,112,-0.1619,153,0.50028
ENSG00000048707,VPS13D,95,0.34372,88,0.27487,55,-0.6568,82,0.14303
ENSG00000162496,DHRS3,19,0.05409,10,-1.0726,33,1.50157,10,-0.9742
ENSG00000116731,PRDM2,208,-0.3606,416,1.09676,147,-1.0710,237,-0.1929
ENSG00000189337,KAZN,74,0.36411,70,0.37523,38,-0.8216,63,0.15110
