Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000228794,LINC01128,24,-0.6909,62,0.84809,26,-0.5372,44,0.27940,36,-0.0612,43,0.22319,40,0.12793,38,0.02938,22,-0.7826,36,-0.0464
ENSG00000188976,NOC2L,29,-0.6277,51,0.28440,49,0.21626,63,0.62218,43,0.01285,63,0.63555,50,0.24274,30,-0.5729,30,-0.5333,20,-1.1290
ENSG00000188290,HES4,29,-0.7400,51,0.12771,45,-0.0652,31,-0.6334,56,0.27544,51,0.14136,36,-0.4236,66,0.55832,76,0.78661,28,-0.7778
ENSG00000187608,ISG15,29,-0.0690,15,-1.0856,61,1.20333,37,0.33532,30,0.02151,21,-0.5076,12,-1.3609,23,-0.3887,48,0.78519,22,-0.4846
ENSG00000188157,AGRN,6,-1.1662,24,0.87664,15,0.14281,19,0.49275,9,-0.6551,8,-0.8218,22,0.72621,11,-0.4047,21,0.66987,4,-1.7989
ENSG00000078808,SDF4,60,-0.1727,65,-0.0458,75,0.17107,95,0.57326,60,-0.1643,68,0.03254,61,-0.1583,64,-0.0813,81,0.30734,41,-0.7659
ENSG00000176022,B3GALT6,13,-0.7780,31,0.57341,30,0.51518,33,0.67823,18,-0.3013,25,0.19573,11,-1.0129,14,-0.6780,31,0.53442,13,-0.8534
ENSG00000160087,UBE2J2,21,-0.9322,48,0.32131,64,0.80639,42,0.09402,34,-0.2364,32,-0.2964,30,-0.4321,22,-0.9191,59,0.65159,41,0.07856
ENSG00000131584,ACAP3,56,-0.3591,130,1.02469,85,0.29919,66,-0.0883,51,-0.5043,36,-1.0206,63,-0.1814,105,0.65543,78,0.17065,33,-1.1684
ENSG00000127054,INTS11,30,-0.5834,63,0.58899,43,-0.0113,47,0.11113,49,0.17308,32,-0.4961,63,0.60836,36,-0.2951,40,-0.1405,34,-0.4030
ENSG00000224051,CPTP,26,0.28609,30,0.49121,22,-0.0079,23,0.09727,24,0.13086,22,0.00917,14,-0.7154,22,0.00383,25,0.24054,11,-1.0431
ENSG00000107404,DVL1,62,0.23420,82,0.69785,98,1.00009,37,-0.5789,24,-1.2278,30,-0.8919,35,-0.6541,51,-0.0627,65,0.32315,51,-0.0868
ENSG00000175756,AURKAIP1,98,-0.5538,137,-0.0246,244,0.93185,157,0.19672,97,-0.5723,146,0.07493,81,-0.8358,109,-0.3779,219,0.74516,104,-0.4621
ENSG00000221978,CCNL2,54,-0.4127,73,0.05076,97,0.51590,96,0.50214,79,0.18798,45,-0.6999,61,-0.2125,80,0.20221,63,-0.1850,56,-0.3449
ENSG00000242485,MRPL20,169,0.07332,196,0.31555,186,0.23139,156,-0.0480,129,-0.3551,118,-0.4945,152,-0.0879,142,-0.1990,179,0.16987,184,0.21733
ENSG00000235098,ANKRD65,15,0.01039,20,0.47225,18,0.25263,12,-0.3283,12,-0.3351,13,-0.2192,10,-0.6488,19,0.37109,20,0.46040,11,-0.4528
ENSG00000179403,VWA1,91,2.31380,8,-1.6469,8,-1.6156,9,-1.5887,8,-1.7668,9,-1.4911,5,-2.3124,32,0.40157,49,1.12547,31,0.35792
ENSG00000205090,TMEM240,20,-0.5851,54,0.98769,53,0.96661,34,0.20294,26,-0.2220,18,-0.7351,21,-0.5398,15,-1.0379,24,-0.3039,31,0.06667
ENSG00000160075,SSU72,130,-0.2700,179,0.23505,220,0.57697,201,0.42629,115,-0.4587,132,-0.2447,124,-0.3418,130,-0.2685,189,0.32518,124,-0.3514
