ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,core_enrichment_symbol
GO:0042773,ATP synthesis coupled electron transport,91,-0.754924341875617,-3.1314309922048773,1e-10,1.2511627906976744e-8,1.0597307221542229e-8,1544,"tags=65%, list=11%, signal=58%",ENSG00000198727/ENSG00000165678/ENSG00000023228/ENSG00000184076/ENSG00000134057/ENSG00000136003/ENSG00000139180/ENSG00000178127/ENSG00000267855/ENSG00000143252/ENSG00000010256/ENSG00000168275/ENSG00000131495/ENSG00000130414/ENSG00000151366/ENSG00000109390/ENSG00000140740/ENSG00000119013/ENSG00000125356/ENSG00000166136/ENSG00000091140/ENSG00000156467/ENSG00000136521/ENSG00000128609/ENSG00000015475/ENSG00000135940/ENSG00000116288/ENSG00000065518/ENSG00000126267/ENSG00000167792/ENSG00000173660/ENSG00000165264/ENSG00000145494/ENSG00000127184/ENSG00000179091/ENSG00000111775/ENSG00000213619/ENSG00000140990/ENSG00000099795/ENSG00000172115/ENSG00000183648/ENSG00000176340/ENSG00000131143/ENSG00000004779/ENSG00000119421/ENSG00000184752/ENSG00000164919/ENSG00000164405/ENSG00000164258/ENSG00000161281/ENSG00000131174/ENSG00000127540/ENSG00000106153/ENSG00000112695/ENSG00000189043/ENSG00000169021/ENSG00000090266/ENSG00000178741/ENSG00000147684,CYTB/GHITM/NDUFS1/UQCR10/CCNB1/ISCU/NDUFA9/NDUFV2/NDUFA7/SDHC/UQCRC1/COA6/NDUFA2/NDUFA10/NDUFC2/NDUFC1/UQCRC2/NDUFB3/NDUFA1/NDUFB8/DLD/UQCRB/NDUFB5/NDUFA5/BID/COX5B/PARK7/NDUFB4/COX6B1/NDUFV1/UQCRH/NDUFB6/NDUFS6/COX7C/CYC1/COX6A1/NDUFS3/NDUFB10/NDUFB7/CYCS/NDUFB1/COX8A/COX4I1/NDUFAB1/NDUFA8/NDUFA12/COX6C/UQCRQ/NDUFS4/COX7A1/COX7B/UQCR11/CHCHD2/COX7A2/NDUFA4/UQCRFS1/NDUFB2/COX5A/NDUFB9
GO:0042775,mitochondrial ATP synthesis coupled electron transport,91,-0.754924341875617,-3.1314309922048773,1e-10,1.2511627906976744e-8,1.0597307221542229e-8,1544,"tags=65%, list=11%, signal=58%",ENSG00000198727/ENSG00000165678/ENSG00000023228/ENSG00000184076/ENSG00000134057/ENSG00000136003/ENSG00000139180/ENSG00000178127/ENSG00000267855/ENSG00000143252/ENSG00000010256/ENSG00000168275/ENSG00000131495/ENSG00000130414/ENSG00000151366/ENSG00000109390/ENSG00000140740/ENSG00000119013/ENSG00000125356/ENSG00000166136/ENSG00000091140/ENSG00000156467/ENSG00000136521/ENSG00000128609/ENSG00000015475/ENSG00000135940/ENSG00000116288/ENSG00000065518/ENSG00000126267/ENSG00000167792/ENSG00000173660/ENSG00000165264/ENSG00000145494/ENSG00000127184/ENSG00000179091/ENSG00000111775/ENSG00000213619/ENSG00000140990/ENSG00000099795/ENSG00000172115/ENSG00000183648/ENSG00000176340/ENSG00000131143/ENSG00000004779/ENSG00000119421/ENSG00000184752/ENSG00000164919/ENSG00000164405/ENSG00000164258/ENSG00000161281/ENSG00000131174/ENSG00000127540/ENSG00000106153/ENSG00000112695/ENSG00000189043/ENSG00000169021/ENSG00000090266/ENSG00000178741/ENSG00000147684,CYTB/GHITM/NDUFS1/UQCR10/CCNB1/ISCU/NDUFA9/NDUFV2/NDUFA7/SDHC/UQCRC1/COA6/NDUFA2/NDUFA10/NDUFC2/NDUFC1/UQCRC2/NDUFB3/NDUFA1/NDUFB8/DLD/UQCRB/NDUFB5/NDUFA5/BID/COX5B/PARK7/NDUFB4/COX6B1/NDUFV1/UQCRH/NDUFB6/NDUFS6/COX7C/CYC1/COX6A1/NDUFS3/NDUFB10/NDUFB7/CYCS/NDUFB1/COX8A/COX4I1/NDUFAB1/NDUFA8/NDUFA12/COX6C/UQCRQ/NDUFS4/COX7A1/COX7B/UQCR11/CHCHD2/COX7A2/NDUFA4/UQCRFS1/NDUFB2/COX5A/NDUFB9
GO:0006119,oxidative phosphorylation,133,-0.7039857530098029,-3.0999025780126535,1e-10,1.2511627906976744e-8,1.0597307221542229e-8,1544,"tags=58%, list=11%, signal=52%",ENSG00000198727/ENSG00000165678/ENSG00000186010/ENSG00000023228/ENSG00000184076/ENSG00000134057/ENSG00000136003/ENSG00000139180/ENSG00000178127/ENSG00000267855/ENSG00000143252/ENSG00000010256/ENSG00000168275/ENSG00000131495/ENSG00000130414/ENSG00000151366/ENSG00000109390/ENSG00000140740/ENSG00000167283/ENSG00000119013/ENSG00000125356/ENSG00000166136/ENSG00000091140/ENSG00000156467/ENSG00000171612/ENSG00000241468/ENSG00000165283/ENSG00000136521/ENSG00000128609/ENSG00000103254/ENSG00000015475/ENSG00000135940/ENSG00000116288/ENSG00000065518/ENSG00000126267/ENSG00000137288/ENSG00000167792/ENSG00000173660/ENSG00000165264/ENSG00000145494/ENSG00000152234/ENSG00000127184/ENSG00000179091/ENSG00000241837/ENSG00000111775/ENSG00000213619/ENSG00000140990/ENSG00000116459/ENSG00000099795/ENSG00000172115/ENSG00000183648/ENSG00000167863/ENSG00000176340/ENSG00000131143/ENSG00000147123/ENSG00000004779/ENSG00000119421/ENSG00000130770/ENSG00000184752/ENSG00000164919/ENSG00000164405/ENSG00000110955/ENSG00000164258/ENSG00000161281/ENSG00000131174/ENSG00000127540/ENSG00000174886/ENSG00000165629/ENSG00000106153/ENSG00000112695/ENSG00000189043/ENSG00000124172/ENSG00000154723/ENSG00000169021/ENSG00000090266/ENSG00000178741/ENSG00000147684,CYTB/GHITM/NDUFA13/NDUFS1/UQCR10/CCNB1/ISCU/NDUFA9/NDUFV2/NDUFA7/SDHC/UQCRC1/COA6/NDUFA2/NDUFA10/NDUFC2/NDUFC1/UQCRC2/ATP5MG/NDUFB3/NDUFA1/NDUFB8/DLD/UQCRB/SLC25A33/ATP5MF/STOML2/NDUFB5/NDUFA5/ANTKMT/BID/COX5B/PARK7/NDUFB4/COX6B1/UQCC2/NDUFV1/UQCRH/NDUFB6/NDUFS6/ATP5F1A/COX7C/CYC1/ATP5PO/COX6A1/NDUFS3/NDUFB10/ATP5PB/NDUFB7/CYCS/NDUFB1/ATP5PD/COX8A/COX4I1/NDUFB11/NDUFAB1/NDUFA8/ATP5IF1/NDUFA12/COX6C/UQCRQ/ATP5F1B/NDUFS4/COX7A1/COX7B/UQCR11/NDUFA11/ATP5F1C/CHCHD2/COX7A2/NDUFA4/ATP5F1E/ATP5PF/UQCRFS1/NDUFB2/COX5A/NDUFB9
GO:0019646,aerobic electron transport chain,84,-0.7562267678996386,-3.0864659821543494,1e-10,1.2511627906976744e-8,1.0597307221542229e-8,1356,"tags=62%, list=10%, signal=56%",ENSG00000023228/ENSG00000184076/ENSG00000136003/ENSG00000139180/ENSG00000178127/ENSG00000267855/ENSG00000143252/ENSG00000010256/ENSG00000131495/ENSG00000130414/ENSG00000151366/ENSG00000109390/ENSG00000140740/ENSG00000119013/ENSG00000125356/ENSG00000166136/ENSG00000091140/ENSG00000156467/ENSG00000136521/ENSG00000128609/ENSG00000135940/ENSG00000116288/ENSG00000065518/ENSG00000126267/ENSG00000167792/ENSG00000173660/ENSG00000165264/ENSG00000145494/ENSG00000127184/ENSG00000179091/ENSG00000111775/ENSG00000213619/ENSG00000140990/ENSG00000099795/ENSG00000172115/ENSG00000183648/ENSG00000176340/ENSG00000131143/ENSG00000004779/ENSG00000119421/ENSG00000164919/ENSG00000164405/ENSG00000164258/ENSG00000161281/ENSG00000131174/ENSG00000127540/ENSG00000112695/ENSG00000189043/ENSG00000169021/ENSG00000090266/ENSG00000178741/ENSG00000147684,NDUFS1/UQCR10/ISCU/NDUFA9/NDUFV2/NDUFA7/SDHC/UQCRC1/NDUFA2/NDUFA10/NDUFC2/NDUFC1/UQCRC2/NDUFB3/NDUFA1/NDUFB8/DLD/UQCRB/NDUFB5/NDUFA5/COX5B/PARK7/NDUFB4/COX6B1/NDUFV1/UQCRH/NDUFB6/NDUFS6/COX7C/CYC1/COX6A1/NDUFS3/NDUFB10/NDUFB7/CYCS/NDUFB1/COX8A/COX4I1/NDUFAB1/NDUFA8/COX6C/UQCRQ/NDUFS4/COX7A1/COX7B/UQCR11/COX7A2/NDUFA4/UQCRFS1/NDUFB2/COX5A/NDUFB9
GO:0015986,proton motive force-driven ATP synthesis,75,-0.765696572624742,-3.0481788879481537,1e-10,1.2511627906976744e-8,1.0597307221542229e-8,1368,"tags=65%, list=10%, signal=59%",ENSG00000186010/ENSG00000023228/ENSG00000139180/ENSG00000178127/ENSG00000267855/ENSG00000143252/ENSG00000131495/ENSG00000130414/ENSG00000151366/ENSG00000109390/ENSG00000167283/ENSG00000119013/ENSG00000125356/ENSG00000166136/ENSG00000241468/ENSG00000165283/ENSG00000136521/ENSG00000128609/ENSG00000103254/ENSG00000114573/ENSG00000065518/ENSG00000156411/ENSG00000159199/ENSG00000167792/ENSG00000154518/ENSG00000165264/ENSG00000145494/ENSG00000152234/ENSG00000241837/ENSG00000213619/ENSG00000140990/ENSG00000173915/ENSG00000116459/ENSG00000099795/ENSG00000183648/ENSG00000167863/ENSG00000147123/ENSG00000004779/ENSG00000119421/ENSG00000130770/ENSG00000184752/ENSG00000110955/ENSG00000164258/ENSG00000174886/ENSG00000165629/ENSG00000124172/ENSG00000154723/ENSG00000090266/ENSG00000147684,NDUFA13/NDUFS1/NDUFA9/NDUFV2/NDUFA7/SDHC/NDUFA2/NDUFA10/NDUFC2/NDUFC1/ATP5MG/NDUFB3/NDUFA1/NDUFB8/ATP5MF/STOML2/NDUFB5/NDUFA5/ANTKMT/ATP6V1A/NDUFB4/ATP5MJ/ATP5MC1/NDUFV1/ATP5MC3/NDUFB6/NDUFS6/ATP5F1A/ATP5PO/NDUFS3/NDUFB10/ATP5MK/ATP5PB/NDUFB7/NDUFB1/ATP5PD/NDUFB11/NDUFAB1/NDUFA8/ATP5IF1/NDUFA12/ATP5F1B/NDUFS4/NDUFA11/ATP5F1C/ATP5F1E/ATP5PF/NDUFB2/NDUFB9
GO:0009201,ribonucleoside triphosphate biosynthetic process,109,-0.7042023512700976,-3.012431782460298,1e-10,1.2511627906976744e-8,1.0597307221542229e-8,1446,"tags=52%, list=10%, signal=47%",ENSG00000143799/ENSG00000112981/ENSG00000186010/ENSG00000023228/ENSG00000139180/ENSG00000178127/ENSG00000267855/ENSG00000143252/ENSG00000131495/ENSG00000130414/ENSG00000151366/ENSG00000109390/ENSG00000167283/ENSG00000119013/ENSG00000125356/ENSG00000166136/ENSG00000241468/ENSG00000165283/ENSG00000136521/ENSG00000128609/ENSG00000103254/ENSG00000114573/ENSG00000239672/ENSG00000065518/ENSG00000074800/ENSG00000156411/ENSG00000159199/ENSG00000167792/ENSG00000107798/ENSG00000154518/ENSG00000165264/ENSG00000145494/ENSG00000152234/ENSG00000241837/ENSG00000213619/ENSG00000140990/ENSG00000173915/ENSG00000116459/ENSG00000099795/ENSG00000183648/ENSG00000167863/ENSG00000243678/ENSG00000147123/ENSG00000004779/ENSG00000119421/ENSG00000130770/ENSG00000184752/ENSG00000110955/ENSG00000164258/ENSG00000205542/ENSG00000174886/ENSG00000165629/ENSG00000124172/ENSG00000154723/ENSG00000090266/ENSG00000147684/ENSG00000095970,PARP1/NME5/NDUFA13/NDUFS1/NDUFA9/NDUFV2/NDUFA7/SDHC/NDUFA2/NDUFA10/NDUFC2/NDUFC1/ATP5MG/NDUFB3/NDUFA1/NDUFB8/ATP5MF/STOML2/NDUFB5/NDUFA5/ANTKMT/ATP6V1A/NME1/NDUFB4/ENO1/ATP5MJ/ATP5MC1/NDUFV1/LIPA/ATP5MC3/NDUFB6/NDUFS6/ATP5F1A/ATP5PO/NDUFS3/NDUFB10/ATP5MK/ATP5PB/NDUFB7/NDUFB1/ATP5PD/NME2/NDUFB11/NDUFAB1/NDUFA8/ATP5IF1/NDUFA12/ATP5F1B/NDUFS4/TMSB4X/NDUFA11/ATP5F1C/ATP5F1E/ATP5PF/NDUFB2/NDUFB9/TREM2
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,104,-0.7118371452884282,-3.011466542257148,1e-10,1.2511627906976744e-8,1.0597307221542229e-8,1446,"tags=55%, list=10%, signal=50%",ENSG00000143799/ENSG00000112981/ENSG00000186010/ENSG00000023228/ENSG00000139180/ENSG00000178127/ENSG00000267855/ENSG00000143252/ENSG00000131495/ENSG00000130414/ENSG00000151366/ENSG00000109390/ENSG00000167283/ENSG00000119013/ENSG00000125356/ENSG00000166136/ENSG00000241468/ENSG00000165283/ENSG00000136521/ENSG00000128609/ENSG00000103254/ENSG00000114573/ENSG00000239672/ENSG00000065518/ENSG00000074800/ENSG00000156411/ENSG00000159199/ENSG00000167792/ENSG00000107798/ENSG00000154518/ENSG00000165264/ENSG00000145494/ENSG00000152234/ENSG00000241837/ENSG00000213619/ENSG00000140990/ENSG00000173915/ENSG00000116459/ENSG00000099795/ENSG00000183648/ENSG00000167863/ENSG00000243678/ENSG00000147123/ENSG00000004779/ENSG00000119421/ENSG00000130770/ENSG00000184752/ENSG00000110955/ENSG00000164258/ENSG00000205542/ENSG00000174886/ENSG00000165629/ENSG00000124172/ENSG00000154723/ENSG00000090266/ENSG00000147684/ENSG00000095970,PARP1/NME5/NDUFA13/NDUFS1/NDUFA9/NDUFV2/NDUFA7/SDHC/NDUFA2/NDUFA10/NDUFC2/NDUFC1/ATP5MG/NDUFB3/NDUFA1/NDUFB8/ATP5MF/STOML2/NDUFB5/NDUFA5/ANTKMT/ATP6V1A/NME1/NDUFB4/ENO1/ATP5MJ/ATP5MC1/NDUFV1/LIPA/ATP5MC3/NDUFB6/NDUFS6/ATP5F1A/ATP5PO/NDUFS3/NDUFB10/ATP5MK/ATP5PB/NDUFB7/NDUFB1/ATP5PD/NME2/NDUFB11/NDUFAB1/NDUFA8/ATP5IF1/NDUFA12/ATP5F1B/NDUFS4/TMSB4X/NDUFA11/ATP5F1C/ATP5F1E/ATP5PF/NDUFB2/NDUFB9/TREM2
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,67,-0.7696014729137594,-3.008021018942281,1e-10,1.2511627906976744e-8,1.0597307221542229e-8,1368,"tags=66%, list=10%, signal=60%",ENSG00000186010/ENSG00000023228/ENSG00000139180/ENSG00000178127/ENSG00000267855/ENSG00000143252/ENSG00000131495/ENSG00000130414/ENSG00000151366/ENSG00000109390/ENSG00000167283/ENSG00000119013/ENSG00000125356/ENSG00000166136/ENSG00000241468/ENSG00000165283/ENSG00000136521/ENSG00000128609/ENSG00000103254/ENSG00000065518/ENSG00000167792/ENSG00000165264/ENSG00000145494/ENSG00000152234/ENSG00000241837/ENSG00000213619/ENSG00000140990/ENSG00000116459/ENSG00000099795/ENSG00000183648/ENSG00000167863/ENSG00000147123/ENSG00000004779/ENSG00000119421/ENSG00000130770/ENSG00000184752/ENSG00000110955/ENSG00000164258/ENSG00000174886/ENSG00000165629/ENSG00000124172/ENSG00000154723/ENSG00000090266/ENSG00000147684,NDUFA13/NDUFS1/NDUFA9/NDUFV2/NDUFA7/SDHC/NDUFA2/NDUFA10/NDUFC2/NDUFC1/ATP5MG/NDUFB3/NDUFA1/NDUFB8/ATP5MF/STOML2/NDUFB5/NDUFA5/ANTKMT/NDUFB4/NDUFV1/NDUFB6/NDUFS6/ATP5F1A/ATP5PO/NDUFS3/NDUFB10/ATP5PB/NDUFB7/NDUFB1/ATP5PD/NDUFB11/NDUFAB1/NDUFA8/ATP5IF1/NDUFA12/ATP5F1B/NDUFS4/NDUFA11/ATP5F1C/ATP5F1E/ATP5PF/NDUFB2/NDUFB9
GO:0006754,ATP biosynthetic process,94,-0.7179656464342553,-3.005546887615365,1e-10,1.2511627906976744e-8,1.0597307221542229e-8,1446,"tags=57%, list=10%, signal=52%",ENSG00000143799/ENSG00000186010/ENSG00000023228/ENSG00000139180/ENSG00000178127/ENSG00000267855/ENSG00000143252/ENSG00000131495/ENSG00000130414/ENSG00000151366/ENSG00000109390/ENSG00000167283/ENSG00000119013/ENSG00000125356/ENSG00000166136/ENSG00000241468/ENSG00000165283/ENSG00000136521/ENSG00000128609/ENSG00000103254/ENSG00000114573/ENSG00000065518/ENSG00000074800/ENSG00000156411/ENSG00000159199/ENSG00000167792/ENSG00000107798/ENSG00000154518/ENSG00000165264/ENSG00000145494/ENSG00000152234/ENSG00000241837/ENSG00000213619/ENSG00000140990/ENSG00000173915/ENSG00000116459/ENSG00000099795/ENSG00000183648/ENSG00000167863/ENSG00000147123/ENSG00000004779/ENSG00000119421/ENSG00000130770/ENSG00000184752/ENSG00000110955/ENSG00000164258/ENSG00000205542/ENSG00000174886/ENSG00000165629/ENSG00000124172/ENSG00000154723/ENSG00000090266/ENSG00000147684/ENSG00000095970,PARP1/NDUFA13/NDUFS1/NDUFA9/NDUFV2/NDUFA7/SDHC/NDUFA2/NDUFA10/NDUFC2/NDUFC1/ATP5MG/NDUFB3/NDUFA1/NDUFB8/ATP5MF/STOML2/NDUFB5/NDUFA5/ANTKMT/ATP6V1A/NDUFB4/ENO1/ATP5MJ/ATP5MC1/NDUFV1/LIPA/ATP5MC3/NDUFB6/NDUFS6/ATP5F1A/ATP5PO/NDUFS3/NDUFB10/ATP5MK/ATP5PB/NDUFB7/NDUFB1/ATP5PD/NDUFB11/NDUFAB1/NDUFA8/ATP5IF1/NDUFA12/ATP5F1B/NDUFS4/TMSB4X/NDUFA11/ATP5F1C/ATP5F1E/ATP5PF/NDUFB2/NDUFB9/TREM2
GO:0009145,purine nucleoside triphosphate biosynthetic process,105,-0.7051598338643306,-2.9848862846869895,1e-10,1.2511627906976744e-8,1.0597307221542229e-8,1446,"tags=54%, list=10%, signal=49%",ENSG00000143799/ENSG00000112981/ENSG00000186010/ENSG00000023228/ENSG00000139180/ENSG00000178127/ENSG00000267855/ENSG00000143252/ENSG00000131495/ENSG00000130414/ENSG00000151366/ENSG00000109390/ENSG00000167283/ENSG00000119013/ENSG00000125356/ENSG00000166136/ENSG00000241468/ENSG00000165283/ENSG00000136521/ENSG00000128609/ENSG00000103254/ENSG00000114573/ENSG00000239672/ENSG00000065518/ENSG00000074800/ENSG00000156411/ENSG00000159199/ENSG00000167792/ENSG00000107798/ENSG00000154518/ENSG00000165264/ENSG00000145494/ENSG00000152234/ENSG00000241837/ENSG00000213619/ENSG00000140990/ENSG00000173915/ENSG00000116459/ENSG00000099795/ENSG00000183648/ENSG00000167863/ENSG00000243678/ENSG00000147123/ENSG00000004779/ENSG00000119421/ENSG00000130770/ENSG00000184752/ENSG00000110955/ENSG00000164258/ENSG00000205542/ENSG00000174886/ENSG00000165629/ENSG00000124172/ENSG00000154723/ENSG00000090266/ENSG00000147684/ENSG00000095970,PARP1/NME5/NDUFA13/NDUFS1/NDUFA9/NDUFV2/NDUFA7/SDHC/NDUFA2/NDUFA10/NDUFC2/NDUFC1/ATP5MG/NDUFB3/NDUFA1/NDUFB8/ATP5MF/STOML2/NDUFB5/NDUFA5/ANTKMT/ATP6V1A/NME1/NDUFB4/ENO1/ATP5MJ/ATP5MC1/NDUFV1/LIPA/ATP5MC3/NDUFB6/NDUFS6/ATP5F1A/ATP5PO/NDUFS3/NDUFB10/ATP5MK/ATP5PB/NDUFB7/NDUFB1/ATP5PD/NME2/NDUFB11/NDUFAB1/NDUFA8/ATP5IF1/NDUFA12/ATP5F1B/NDUFS4/TMSB4X/NDUFA11/ATP5F1C/ATP5F1E/ATP5PF/NDUFB2/NDUFB9/TREM2
