"","t_stat_ntc","t_stat_scz","p_value_ntc","p_value_scz","fdr_ntc","fdr_scz","logFC_ntc","logFC_scz","ensembl","gene"
"ENSG00000102882",-6.74243480670936,6.74243480670935,5.3247432522132e-11,5.32474325221325e-11,7.44239364361838e-07,7.44239364361847e-07,-0.238940734301155,0.238940734301155,"ENSG00000102882","MAPK3"
"ENSG00000168329",6.20680545745538,-6.20680545745538,1.32818586497031e-09,1.32818586497028e-09,6.18801794489667e-06,6.18801794489656e-06,0.986714454152141,-0.986714454152141,"ENSG00000168329","CX3CR1"
"ENSG00000175899",6.21798523686184,-6.21798523686183,1.24456876475958e-09,1.24456876475963e-09,6.18801794489667e-06,6.18801794489656e-06,0.475984733093102,-0.475984733093101,"ENSG00000175899","A2M"
"ENSG00000125730",6.05609067375517,-6.05609067375516,3.16277708698777e-09,3.16277708698795e-09,1.1051533836207e-05,1.10515338362076e-05,0.782801193694907,-0.782801193694905,"ENSG00000125730","C3"
"ENSG00000132744",5.84563574239785,-5.84563574239784,1.0327279606451e-08,1.03272796064517e-08,2.88688774118732e-05,2.88688774118751e-05,0.982479919116839,-0.982479919116837,"ENSG00000132744","ACY3"
"ENSG00000113369",-5.72547240937174,5.72547240937174,1.99954826890906e-08,1.99954826890902e-08,4.65794769242366e-05,4.65794769242357e-05,-0.457675949641512,0.457675949641512,"ENSG00000113369","ARRDC3"
"ENSG00000165092",5.6353270786463,-5.6353270786463,3.25887612384027e-08,3.25887612384036e-08,6.38991351846207e-05,6.3899135184619e-05,0.376697031796696,-0.376697031796695,"ENSG00000165092","ALDH1A1"
"ENSG00000166428",5.59188996883332,-5.59188996883333,4.11456118381331e-08,4.1145611838132e-08,6.38991351846207e-05,6.3899135184619e-05,0.924122268604216,-0.924122268604217,"ENSG00000166428","PLD4"
"ENSG00000150656",5.59861444010202,-5.59861444010201,3.96907509178513e-08,3.96907509178527e-08,6.38991351846207e-05,6.3899135184619e-05,0.469798911589548,-0.469798911589547,"ENSG00000150656","CNDP1"
"ENSG00000157005",5.52358739121157,-5.52358739121156,5.91928598557567e-08,5.91928598557571e-08,8.27338602203911e-05,8.27338602203917e-05,0.828438540345365,-0.828438540345365,"ENSG00000157005","SST"
"ENSG00000197728",5.45694145547959,-5.45694145547961,8.4115722497775e-08,8.41157224977638e-08,0.000106880495759218,0.000106880495759204,0.399629875311333,-0.399629875311335,"ENSG00000197728","RPS26"
"ENSG00000096060",-5.18879839174702,5.18879839174702,3.3396020358428e-07,3.3396020358428e-07,0.000344182741391958,0.000344182741391959,-0.512828911852293,0.512828911852293,"ENSG00000096060","FKBP5"
"ENSG00000110876",5.2021516721361,-5.20215167213609,3.12215051692671e-07,3.12215051692692e-07,0.000344182741391958,0.000344182741391959,0.849377470177131,-0.849377470177129,"ENSG00000110876","SELPLG"
"ENSG00000011600",5.18248283824754,-5.18248283824754,3.44749114937927e-07,3.44749114937928e-07,0.000344182741391958,0.000344182741391959,0.821023495676934,-0.821023495676933,"ENSG00000011600","TYROBP"
"ENSG00000204472",5.1020182976709,-5.10201829767089,5.15504849960405e-07,5.15504849960427e-07,0.000480347419193105,0.000480347419193125,0.7080072789741,-0.708007278974099,"ENSG00000204472","AIF1"
"ENSG00000134201",-5.07543999636041,5.07543999636043,5.88109079622006e-07,5.88109079621966e-07,0.000483529447404517,0.000483529447404483,-0.78642340233764,0.786423402337642,"ENSG00000134201","GSTM5"
"ENSG00000116774",5.07895226495632,-5.07895226495631,5.77975835648926e-07,5.7797583564895e-07,0.000483529447404517,0.000483529447404483,0.763192286359583,-0.763192286359582,"ENSG00000116774","OLFML3"
"ENSG00000019582",5.06236926320196,-5.06236926320195,6.27351162222943e-07,6.27351162222955e-07,0.000487138177466115,0.000487138177466124,0.568050841093032,-0.568050841093031,"ENSG00000019582","CD74"
"ENSG00000091513",5.05013503868504,-5.05013503868502,6.66368840257866e-07,6.66368840257907e-07,0.00049020196212022,0.000490201962120251,0.386956842773716,-0.386956842773715,"ENSG00000091513","TF"
"ENSG00000198408",-4.98843197250007,4.98843197250007,9.01745486127638e-07,9.01745486127631e-07,0.0006301848329803,0.000630184832980295,-0.145125084013046,0.145125084013046,"ENSG00000198408","OGA"
"ENSG00000256618",-4.92403288438328,4.92403288438328,1.23248927922486e-06,1.2324892792248e-06,0.000820309650272657,0.000820309650272622,-0.978974116273184,0.978974116273185,"ENSG00000256618","MTRNR2L1"
"ENSG00000285967",-4.87165420056627,4.87165420056627,1.5852124318503e-06,1.58521243185027e-06,0.00100711427999871,0.00100711427999869,-0.375402054646142,0.375402054646142,"ENSG00000285967","NIPBL-DT"
"ENSG00000162511",4.72676915155832,-4.72676915155832,3.14360862763317e-06,3.14360862763318e-06,0.00191035729514908,0.00191035729514909,0.640487476294304,-0.640487476294303,"ENSG00000162511","LAPTM5"
"ENSG00000129538",4.71427703179086,-4.71427703179084,3.33211290757744e-06,3.33211290757771e-06,0.00194053925455041,0.00194053925455057,0.313872641062544,-0.313872641062543,"ENSG00000129538","RNASE1"
"ENSG00000241563",4.63934749690674,-4.63934749690674,4.71262704723173e-06,4.71262704723175e-06,0.00244649027390914,0.00244649027390903,0.572703401868148,-0.572703401868148,"ENSG00000241563","CORT"
"ENSG00000178209",-4.63873108138555,4.63873108138556,4.72599537780259e-06,4.72599537780237e-06,0.00244649027390914,0.00244649027390903,-0.189038052796334,0.189038052796334,"ENSG00000178209","PLEC"
"ENSG00000140749",4.64617483030703,-4.64617483030705,4.56697158275784e-06,4.56697158275758e-06,0.00244649027390914,0.00244649027390903,0.798368660318933,-0.798368660318935,"ENSG00000140749","IGSF6"
"ENSG00000118777",4.62107789263243,-4.62107789263242,5.12469193726883e-06,5.12469193726895e-06,0.00255813640025737,0.00255813640025743,0.44535740284137,-0.44535740284137,"ENSG00000118777","ABCG2"
"ENSG00000126860",4.59331788983909,-4.59331788983911,5.81777237596701e-06,5.81777237596663e-06,0.00280396567237555,0.00280396567237536,0.348568380197468,-0.348568380197469,"ENSG00000126860","EVI2A"
"ENSG00000167779",4.57668313223158,-4.57668313223158,6.27533339133138e-06,6.27533339133138e-06,0.00292367782702129,0.00292367782702129,0.272797106094557,-0.272797106094557,"ENSG00000167779","IGFBP6"
"ENSG00000265972",-4.56303086792578,4.56303086792578,6.67649022009438e-06,6.6764902200942e-06,0.00301023560665352,0.00301023560665344,-0.350651970562756,0.350651970562757,"ENSG00000265972","TXNIP"
"ENSG00000095970",4.50801207810222,-4.50801207810222,8.55714551666363e-06,8.5571455166637e-06,0.00373760071520024,0.00373760071520027,0.745831226662511,-0.74583122666251,"ENSG00000095970","TREM2"
