Feature ID,Feature Name,Feature count topic 1to5,Feature log2 fold change topic 1to5,Feature count topic 6to13,Feature log2 fold change topic 6to13
ENSG00000228794,LINC01128,23,-0.7941,40,0.79417
ENSG00000188976,NOC2L,33,-0.6784,53,0.67848
ENSG00000188290,HES4,89,0.57390,60,-0.5739
ENSG00000187608,ISG15,65,0.67082,40,-0.6708
ENSG00000188157,AGRN,34,1.20459,15,-1.2045
ENSG00000078808,SDF4,68,0.45098,49,-0.4509
ENSG00000176022,B3GALT6,24,0.18229,21,-0.1822
ENSG00000160087,UBE2J2,41,0.09171,38,-0.0917
ENSG00000131584,ACAP3,80,0.53119,56,-0.5311
ENSG00000127054,INTS11,34,-0.0817,36,0.08175
ENSG00000107404,DVL1,88,1.22840,37,-1.2284
ENSG00000175756,AURKAIP1,155,-0.1129,168,0.11295
ENSG00000221978,CCNL2,60,-0.0024,60,0.00246
ENSG00000242485,MRPL20,149,-0.1970,171,0.19709
ENSG00000235098,ANKRD65,28,0.03075,28,-0.0307
ENSG00000205090,TMEM240,27,-0.4471,37,0.44710
ENSG00000160075,SSU72,150,0.10833,139,-0.1083
ENSG00000228594,FNDC10,25,0.23849,21,-0.2384
ENSG00000197530,MIB2,40,0.44359,29,-0.4435
ENSG00000248333,CDK11B,43,0.50007,31,-0.5000
ENSG00000008128,CDK11A,31,0.89631,17,-0.8963
ENSG00000215790,SLC35E2A,34,0.31054,27,-0.3105
ENSG00000008130,NADK,32,0.28851,26,-0.2885
ENSG00000078369,GNB1,584,0.11119,541,-0.1111
ENSG00000187730,GABRD,58,-1.7285,192,1.72857
ENSG00000067606,PRKCZ,162,-0.0185,164,0.01859
ENSG00000162585,FAAP20,67,1.42081,25,-1.4208
ENSG00000157933,SKI,65,1.47573,23,-1.4757
ENSG00000157916,RER1,60,-0.0599,63,0.05990
ENSG00000157911,PEX10,29,0.49317,20,-0.4931
ENSG00000149527,PLCH2,29,0.53201,20,-0.5320
ENSG00000157870,PRXL2B,36,-0.1769,41,0.17693
ENSG00000177133,PRDM16-DT,51,2.20668,11,-2.2066
ENSG00000158109,TPRG1L,124,-0.6160,191,0.61609
ENSG00000130764,LRRC47,47,-0.8210,83,0.82102
ENSG00000116198,CEP104,40,0.21182,34,-0.2118
ENSG00000196581,AJAP1,39,-0.4261,53,0.42611
ENSG00000069424,KCNAB2,158,0.10226,147,-0.1022
ENSG00000116254,CHD5,285,-0.0103,287,0.01039
ENSG00000116251,RPL22,837,0.80223,480,-0.8022
ENSG00000116237,ICMT,38,-0.4828,53,0.48282
ENSG00000097021,ACOT7,70,-1.9856,277,1.98564
ENSG00000215788,TNFRSF25,22,-0.1029,24,0.10293
ENSG00000171680,PLEKHG5,19,-0.5662,28,0.56621
ENSG00000162408,NOL9,32,0.26940,26,-0.2694
ENSG00000162413,KLHL21,29,0.45552,21,-0.4555
ENSG00000007923,DNAJC11,30,-0.2647,36,0.26475
ENSG00000171735,CAMTA1,318,-0.4578,436,0.45780
ENSG00000049245,VAMP3,68,1.55946,23,-1.5594
ENSG00000049246,PER3,58,0.85343,32,-0.8534
ENSG00000116288,PARK7,334,-0.1057,359,0.10571
ENSG00000116285,ERRFI1,25,-0.5147,35,0.51473
ENSG00000162426,SLC45A1,9,-1.7899,34,1.78998
ENSG00000142599,RERE,113,-0.1454,125,0.14548
ENSG00000074800,ENO1,609,0.38051,468,-0.3805
ENSG00000171612,SLC25A33,70,1.33170,28,-1.3317
ENSG00000171603,CLSTN1,296,-1.4467,809,1.44674
ENSG00000178585,CTNNBIP1,57,1.42378,21,-1.4237
ENSG00000162441,LZIC,77,0.79056,44,-0.7905
ENSG00000130939,UBE4B,33,-0.3641,43,0.36411
ENSG00000054523,KIF1B,377,-0.0404,388,0.04046
ENSG00000142657,PGD,48,-0.1129,52,0.11296
ENSG00000241563,CORT,29,-2.0091,119,2.00919
ENSG00000160049,DFFA,68,0.34675,54,-0.3467
ENSG00000142655,PEX14,13,-0.9692,27,0.96928
ENSG00000120948,TARDBP,89,0.00069,89,-0.0006
ENSG00000116649,SRM,76,0.04905,73,-0.0490
ENSG00000171824,EXOSC10,36,0.28159,30,-0.2815
ENSG00000198793,MTOR,33,-0.6426,53,0.64263
ENSG00000116661,FBXO2,202,0.11909,186,-0.1190
ENSG00000132879,FBXO44,52,-0.8677,95,0.86776
ENSG00000011021,CLCN6,45,-0.5026,65,0.50267
ENSG00000116685,KIAA2013,30,0.03096,29,-0.0309
ENSG00000116688,MFN2,98,-0.3580,125,0.35801
ENSG00000048707,VPS13D,59,-0.3121,73,0.31215
ENSG00000116731,PRDM2,171,-0.3143,212,0.31431
ENSG00000189337,KAZN,62,-0.3768,81,0.37680
ENSG00000142634,EFHD2,57,-0.3170,71,0.31701
ENSG00000116138,DNAJC16,27,-0.8704,50,0.87046
ENSG00000197312,DDI2,30,-0.3978,40,0.39786
ENSG00000116786,PLEKHM2,168,1.06552,80,-1.0655
ENSG00000065526,SPEN,123,0.00744,123,-0.0074
ENSG00000055070,SZRD1,42,1.30677,17,-1.3067
ENSG00000159363,ATP13A2,68,-0.7276,112,0.72766
ENSG00000117118,SDHB,74,-0.5055,106,0.50554
ENSG00000117115,PADI2,99,2.36352,19,-2.3635
ENSG00000179051,RCC2,24,-0.3023,30,0.30230
ENSG00000117154,IGSF21,49,-0.6328,76,0.63281
ENSG00000159423,ALDH4A1,48,1.22714,20,-1.2271
ENSG00000127481,UBR4,37,-0.0467,38,0.04670
ENSG00000127463,EMC1,38,0.13385,34,-0.1338
ENSG00000053372,MRTO4,42,-0.1561,46,0.15611
ENSG00000053371,AKR7A2,59,1.10666,27,-1.1066
ENSG00000077549,CAPZB,184,-0.3129,229,0.31296
ENSG00000173436,MICOS10,407,0.26861,338,-0.2686
ENSG00000158747,NBL1,144,0.08033,136,-0.0803
ENSG00000169914,OTUD3,13,-1.1211,29,1.12119
ENSG00000162545,CAMK2N1,3185,0.81373,1812,-0.8137
ENSG00000158828,PINK1,392,-0.2204,456,0.22047
ENSG00000244038,DDOST,26,-0.3629,34,0.36298
ENSG00000189410,SH2D5,29,-0.4572,40,0.45721
ENSG00000127483,HP1BP3,262,0.08337,248,-0.0833
ENSG00000075151,EIF4G3,151,-1.2031,347,1.20314
ENSG00000076864,RAP1GAP,64,-1.0539,133,1.05396
ENSG00000090686,USP48,63,-0.4623,87,0.46238
ENSG00000070831,CDC42,163,-0.5663,242,0.56631
ENSG00000173372,C1QA,93,3.00973,11,-3.0097
ENSG00000173369,C1QB,83,2.54129,14,-2.5412
ENSG00000004487,KDM1A,31,-1.0337,64,1.03377
ENSG00000169641,LUZP1,99,-0.9097,187,0.90974
ENSG00000125944,HNRNPR,147,-0.0556,152,0.05564
ENSG00000117318,ID3,96,6.08338,1,-6.0833
ENSG00000142676,RPL11,925,1.05552,445,-1.0555
ENSG00000011007,ELOA,37,0.40435,28,-0.4043
ENSG00000057757,PITHD1,106,-0.6949,171,0.69494
ENSG00000011009,LYPLA2,21,-0.1160,23,0.11607
ENSG00000189266,PNRC2,84,0.32575,67,-0.3257
ENSG00000188529,SRSF10,85,0.14171,77,-0.1417
ENSG00000001461,NIPAL3,93,-0.1672,105,0.16721
ENSG00000133226,SRRM1,228,0.38892,174,-0.3889
ENSG00000169504,CLIC4,110,3.90528,7,-3.9052
ENSG00000117614,SYF2,165,0.51950,115,-0.5195
ENSG00000117616,RSRP1,79,0.06302,75,-0.0630
ENSG00000183726,TMEM50A,103,0.31863,83,-0.3186
ENSG00000204178,MACO1,42,-0.3720,55,0.37203
ENSG00000117643,MAN1C1,37,-0.6396,57,0.63968
ENSG00000162430,SELENON,46,1.17667,20,-1.1766
ENSG00000117640,MTFR1L,61,0.14285,55,-0.1428
ENSG00000117632,STMN1,676,-1.2569,1616,1.25693
ENSG00000158008,EXTL1,37,0.13714,34,-0.1371
ENSG00000142684,ZNF593,28,-0.2249,33,0.22493
ENSG00000142669,SH3BGRL3,162,0.24279,137,-0.2427
ENSG00000117682,DHDDS,21,-0.2812,25,0.28120
ENSG00000198830,HMGN2,264,0.85082,146,-0.8508
ENSG00000117713,ARID1A,76,0.42699,57,-0.4269
ENSG00000090273,NUDC,207,-0.0383,212,0.03833
ENSG00000253368,TRNP1,35,-0.8007,61,0.80079
ENSG00000142784,WDTC1,32,0.80981,18,-0.8098
ENSG00000186501,TMEM222,39,-0.0043,39,0.00437
ENSG00000158195,WASF2,114,2.16378,25,-2.1637
ENSG00000126705,AHDC1,39,-0.2359,46,0.23594
ENSG00000126709,IFI6,110,0.08385,104,-0.0838
ENSG00000009780,FAM76A,22,-0.2092,25,0.20927
ENSG00000117758,STX12,96,-0.3156,119,0.31568
ENSG00000117751,PPP1R8,32,0.20915,28,-0.2091
ENSG00000117748,RPA2,50,-0.3918,66,0.39183
ENSG00000126698,DNAJC8,233,-0.0585,243,0.05851
ENSG00000130770,ATP5IF1,359,-0.9845,711,0.98453
ENSG00000204138,PHACTR4,50,1.24545,21,-1.2454
ENSG00000198492,YTHDF2,65,-0.7546,110,0.75462
ENSG00000116350,SRSF4,92,0.17555,82,-0.1755
ENSG00000116353,MECR,30,-0.0850,32,0.08505
ENSG00000162511,LAPTM5,106,2.65988,16,-2.6598
ENSG00000162512,SDC3,137,0.74128,82,-0.7412
ENSG00000134644,PUM1,133,-0.2021,153,0.20214
ENSG00000121766,ZCCHC17,119,-0.2420,141,0.24208
ENSG00000121769,FABP3,34,-1.5975,103,1.59758
ENSG00000162517,PEF1,53,-0.3620,68,0.36201
ENSG00000084636,COL16A1,32,0.55647,22,-0.5564
ENSG00000121753,ADGRB2,126,-0.5029,179,0.50291
ENSG00000184007,PTP4A2,333,0.80937,190,-0.8093
ENSG00000121774,KHDRBS1,141,-0.0010,141,0.00100
ENSG00000025800,KPNA6,74,-0.5271,106,0.52714
ENSG00000084652,TXLNA,31,0.56863,21,-0.5686
ENSG00000160050,CCDC28B,25,0.30379,20,-0.3037
ENSG00000084623,EIF3I,78,-0.4646,107,0.46465
ENSG00000175130,MARCKSL1,308,1.81158,87,-1.8115
ENSG00000160058,BSDC1,56,0.24023,47,-0.2402
ENSG00000160062,ZBTB8A,33,0.77989,19,-0.7798
ENSG00000176261,ZBTB8OS,49,-0.0674,52,0.06747
ENSG00000162521,RBBP4,114,-0.0730,120,0.07303
