Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000228794,LINC01128,21,-0.7068,48,0.64938,10,-1.7211,44,0.47215,36,0.17836,12,-1.5325,57,0.91719,31,-0.0625,21,-0.6517,45,0.51931
ENSG00000188976,NOC2L,34,-0.5645,31,-0.7235,35,-0.5362,41,-0.2886,53,0.10357,53,0.09957,81,0.81618,71,0.58857,57,0.21372,39,-0.3821
ENSG00000188290,HES4,16,-0.8717,22,-0.4280,64,1.35863,28,-0.0195,9,-1.7204,18,-0.7130,7,-2.0790,56,1.13480,37,0.41276,28,-0.0124
ENSG00000187608,ISG15,22,-0.4426,4,-2.7490,44,0.62466,40,0.48560,9,-1.7834,26,-0.2083,6,-2.3578,36,0.29143,41,0.53002,69,1.41934
ENSG00000188157,AGRN,20,-0.3651,16,-0.7596,26,0.02270,14,-0.9584,37,0.57952,8,-1.6875,21,-0.3378,29,0.17063,67,1.65578,19,-0.4243
ENSG00000078808,SDF4,40,-0.4682,40,-0.4950,53,-0.0330,32,-0.8141,54,-0.0128,41,-0.4450,92,0.85995,67,0.32466,57,0.07287,69,0.37452
ENSG00000176022,B3GALT6,15,-0.7397,23,-0.0642,20,-0.2281,11,-1.1989,20,-0.2762,50,1.23418,32,0.50211,26,0.16863,14,-0.7970,26,0.15929
ENSG00000160087,UBE2J2,24,-0.6548,24,-0.6308,40,0.15691,27,-0.4639,40,0.16896,16,-1.2210,71,1.12458,48,0.45893,37,0.02729,35,-0.0555
ENSG00000131584,ACAP3,35,-1.1079,42,-0.8118,65,-0.1373,25,-1.5967,117,0.82893,90,0.38960,85,0.28817,63,-0.1949,131,1.01507,57,-0.3334
ENSG00000127054,INTS11,16,-1.3953,20,-1.0603,43,0.08332,30,-0.4803,58,0.57470,29,-0.5384,54,0.45259,51,0.37617,60,0.63716,45,0.17382
ENSG00000224051,CPTP,22,0.23343,11,-0.8160,19,-0.0579,6,-1.6513,19,-0.0335,9,-1.1726,24,0.33786,28,0.57044,36,1.02722,19,0.00294
ENSG00000107404,DVL1,48,0.06691,46,-0.0008,87,1.04847,22,-1.1303,28,-0.7843,44,-0.0844,40,-0.2333,39,-0.2906,49,0.09287,60,0.42217
ENSG00000175756,AURKAIP1,94,-0.9397,191,0.16493,235,0.50205,161,-0.1090,110,-0.7083,161,-0.1063,112,-0.6751,235,0.50538,240,0.54045,185,0.11598
ENSG00000221978,CCNL2,44,-0.4528,27,-1.2053,48,-0.3090,25,-1.3045,80,0.49299,78,0.46154,89,0.67868,81,0.53053,69,0.25171,47,-0.3627
ENSG00000242485,MRPL20,116,-0.4980,196,0.34183,213,0.47950,143,-0.1639,87,-0.9332,144,-0.1573,174,0.14577,168,0.09264,182,0.21843,165,0.05991
ENSG00000235098,ANKRD65,32,-0.1522,50,0.54966,36,0.02769,9,-2.0025,22,-0.7585,37,0.08858,33,-0.1239,17,-1.0817,65,1.01526,52,0.63780
