Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to12,Feature log2 fold change topic 2to12
ENSG00000228794,LINC01128,11,-1.8872,44,1.88725
ENSG00000188976,NOC2L,23,-0.9566,46,0.95668
ENSG00000188290,HES4,12,-1.4835,33,1.48350
ENSG00000187608,ISG15,33,0.37222,25,-0.3722
ENSG00000188157,AGRN,15,-0.1309,17,0.13099
ENSG00000078808,SDF4,43,-0.2723,52,0.27231
ENSG00000176022,B3GALT6,7,-1.5270,20,1.52707
ENSG00000160087,UBE2J2,14,-1.0981,31,1.09812
ENSG00000131584,ACAP3,36,-0.6192,56,0.61927
ENSG00000127054,INTS11,23,-0.5776,34,0.57763
ENSG00000224051,CPTP,8,-0.6719,14,0.67193
ENSG00000107404,DVL1,29,-0.4715,41,0.47159
ENSG00000175756,AURKAIP1,81,-0.8089,142,0.80895
ENSG00000221978,CCNL2,61,0.29803,50,-0.2980
ENSG00000242485,MRPL20,86,-0.6091,132,0.60919
ENSG00000235098,ANKRD65,18,0.39185,14,-0.3918
ENSG00000179403,VWA1,72,2.74611,10,-2.7461
ENSG00000205090,TMEM240,10,-1.2002,24,1.20023
ENSG00000160075,SSU72,59,-1.4017,156,1.40172
ENSG00000228594,FNDC10,3,-2.8184,27,2.81844
ENSG00000272106,AL691432.2,7,-1.2215,17,1.22151
ENSG00000197530,MIB2,12,-0.9927,24,0.99279
ENSG00000248333,CDK11B,101,1.33417,40,-1.3341
ENSG00000008128,CDK11A,65,1.94788,16,-1.9478
ENSG00000215790,SLC35E2A,12,-1.2378,29,1.23789
ENSG00000008130,NADK,8,-1.3037,20,1.30370
ENSG00000078369,GNB1,232,-1.1641,521,1.16418
ENSG00000187730,GABRD,23,-2.6703,149,2.67033
ENSG00000067606,PRKCZ,79,-1.0803,168,1.08037
ENSG00000162585,FAAP20,18,-0.5817,27,0.58177
ENSG00000157933,SKI,37,0.45625,27,-0.4562
ENSG00000157916,RER1,43,-0.1603,48,0.16038
ENSG00000157911,PEX10,16,-0.0956,18,0.09564
ENSG00000157870,PRXL2B,6,-2.7223,42,2.72239
ENSG00000177133,PRDM16-DT,15,0.04116,15,-0.0411
ENSG00000158109,TPRG1L,55,-1.6794,177,1.67942
ENSG00000130764,LRRC47,43,-0.7085,70,0.70852
ENSG00000116198,CEP104,103,1.61872,33,-1.6187
ENSG00000198912,C1orf174,14,-0.1444,15,0.14449
ENSG00000196581,AJAP1,28,-0.3251,36,0.32519
ENSG00000069424,KCNAB2,37,-2.3677,194,2.36774
ENSG00000116254,CHD5,72,-1.6452,227,1.64521
ENSG00000116251,RPL22,856,0.73777,513,-0.7377
ENSG00000116237,ICMT,9,-2.1509,43,2.15096
ENSG00000097021,ACOT7,35,-2.4151,186,2.41511
ENSG00000215788,TNFRSF25,1,-3.6043,18,3.60434
ENSG00000171680,PLEKHG5,2,-3.4778,30,3.47785
ENSG00000162408,NOL9,25,-0.0368,26,0.03686
ENSG00000162413,KLHL21,18,-0.4300,25,0.43000
ENSG00000041988,THAP3,6,-1.0596,13,1.05967
ENSG00000007923,DNAJC11,22,-0.6134,33,0.61347
ENSG00000171735,CAMTA1,261,-1.0885,556,1.08854
ENSG00000049245,VAMP3,71,2.09413,16,-2.0941
ENSG00000049246,PER3,72,0.71410,43,-0.7141
ENSG00000116288,PARK7,189,-0.6955,306,0.69550
ENSG00000116285,ERRFI1,13,-0.9579,26,0.95797
