Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to7,Feature log2 fold change topic 2to7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000228794,LINC01128,120,1.55393,49,-0.0121,15,-1.9985
ENSG00000188976,NOC2L,120,1.40133,54,0.05102,18,-1.7700
ENSG00000188290,HES4,120,1.84725,34,-0.8455,31,-0.5527
ENSG00000187608,ISG15,120,1.64555,35,-1.0136,47,-0.0083
ENSG00000188157,AGRN,120,2.15570,30,-0.8002,18,-1.2430
ENSG00000078808,SDF4,120,0.94633,62,-0.3878,62,-0.1803
ENSG00000176022,B3GALT6,120,2.50329,23,-1.1261,15,-1.2524
ENSG00000160087,UBE2J2,120,1.59563,41,-0.6201,35,-0.5811
ENSG00000131584,ACAP3,120,0.11483,112,0.00822,107,-0.0794
ENSG00000127054,INTS11,120,1.52006,37,-1.0217,54,0.14338
ENSG00000224051,CPTP,120,2.34043,26,-0.9336,15,-1.3490
ENSG00000107404,DVL1,120,1.05360,51,-0.8262,77,0.32755
ENSG00000175756,AURKAIP1,120,-0.1896,139,0.12852,131,-0.0604
ENSG00000221978,CCNL2,120,0.94088,62,-0.4383,65,-0.1009
ENSG00000242485,MRPL20,120,-0.0801,123,-0.1039,139,0.17415
ENSG00000235098,ANKRD65,120,2.27225,20,-1.7390,39,0.21349
ENSG00000179403,VWA1,120,1.67066,7,-3.9792,127,2.40914
ENSG00000205090,TMEM240,120,1.89186,39,-0.2850,11,-2.1196
ENSG00000160075,SSU72,120,-0.2564,154,0.41229,113,-0.3962
ENSG00000228594,FNDC10,120,1.55619,44,-0.4707,31,-0.8055
ENSG00000272106,AL691432.2,120,2.62893,19,-1.4398,19,-0.8165
ENSG00000197530,MIB2,120,1.90059,34,-0.7255,25,-0.8799
ENSG00000248333,CDK11B,120,1.26120,56,-0.1145,31,-1.0580
ENSG00000008128,CDK11A,120,2.63191,18,-1.5530,21,-0.6051
ENSG00000215790,SLC35E2A,120,2.83350,17,-1.5606,15,-1.0031
ENSG00000008130,NADK,120,2.34451,23,-1.2273,23,-0.6840
ENSG00000078369,GNB1,120,-1.9342,461,0.40852,461,0.15979
ENSG00000187730,GABRD,120,-0.9848,303,2.10831,45,-2.6169
ENSG00000067606,PRKCZ,120,-1.0157,277,1.02538,144,-0.8238
ENSG00000162585,FAAP20,120,1.87278,27,-1.4371,50,0.30685
ENSG00000157933,SKI,120,1.32952,46,-0.7168,53,-0.0863
ENSG00000157916,RER1,120,1.29384,46,-0.7512,57,0.00161
ENSG00000157911,PEX10,120,2.55589,17,-1.7587,29,-0.1488
ENSG00000157870,PRXL2B,120,1.25025,58,-0.0161,28,-1.2594
ENSG00000177133,PRDM16-DT,120,2.46923,14,-2.2157,42,0.51549
ENSG00000158109,TPRG1L,120,-0.8095,246,1.15018,106,-1.1045
ENSG00000130764,LRRC47,120,0.64477,78,-0.2004,74,-0.1799
ENSG00000116198,CEP104,120,1.43925,38,-1.1207,63,0.35587
ENSG00000196581,AJAP1,120,1.12600,66,0.25441,22,-1.6963
ENSG00000069424,KCNAB2,120,-0.6801,220,0.94020,112,-0.8804
ENSG00000116254,CHD5,120,-1.5765,445,2.00394,106,-1.9108
ENSG00000116251,RPL22,120,-1.6925,302,-0.6617,656,1.24893
ENSG00000116237,ICMT,120,1.47491,47,-0.3416,30,-0.9352
ENSG00000097021,ACOT7,120,-0.8056,252,1.36586,86,-1.4321
ENSG00000215788,TNFRSF25,120,2.11668,34,-0.4399,9,-2.3632
ENSG00000171680,PLEKHG5,120,2.15657,32,-0.5853,11,-1.9074
ENSG00000162408,NOL9,120,1.69203,38,-0.6787,32,-0.6187
ENSG00000162413,KLHL21,120,2.09354,28,-1.0161,26,-0.6404
ENSG00000007923,DNAJC11,120,1.64057,41,-0.5876,32,-0.7111
ENSG00000171735,CAMTA1,120,-1.9414,544,1.52958,222,-1.1211
ENSG00000049245,VAMP3,120,1.81689,10,-3.3466,104,1.98038
ENSG00000049246,PER3,120,1.07144,48,-1.0143,85,0.54654
ENSG00000116288,PARK7,120,-0.7851,195,-0.0577,245,0.40631
ENSG00000116285,ERRFI1,120,2.44591,23,-1.1332,17,-1.0956
ENSG00000162426,SLC45A1,120,2.33596,27,-0.7817,11,-1.8102
ENSG00000142599,RERE,120,0.01343,119,0.00480,118,-0.0139
ENSG00000074800,ENO1,120,-1.7137,327,-0.4353,603,1.01891
ENSG00000171612,SLC25A33,120,2.07659,20,-1.8935,53,0.61808
ENSG00000171603,CLSTN1,120,-2.6165,901,2.07787,259,-1.6039
ENSG00000178585,CTNNBIP1,120,2.08378,23,-1.5545,43,0.21139
ENSG00000162441,LZIC,120,1.01712,47,-1.1386,96,0.73376
ENSG00000130939,UBE4B,120,1.45267,44,-0.6333,43,-0.3620
ENSG00000054523,KIF1B,120,-1.9797,485,0.51728,448,0.04925
ENSG00000142657,PGD,120,1.31483,52,-0.2775,35,-0.8097
ENSG00000241563,CORT,120,2.26624,27,-0.8745,16,-1.3189
ENSG00000160049,DFFA,120,0.90710,51,-1.0903,103,0.75785
ENSG00000142655,PEX14,120,2.47641,24,-0.9892,12,-1.5682
ENSG00000120948,TARDBP,120,0.39598,96,0.07145,77,-0.3688
ENSG00000271895,AL109811.2,120,2.50081,24,-0.9464,11,-1.7887
ENSG00000116649,SRM,120,1.17527,52,-0.5477,55,-0.1736
ENSG00000171824,EXOSC10,120,1.74650,38,-0.6350,28,-0.7924
ENSG00000198793,MTOR,120,1.60509,44,-0.3887,26,-1.0653
ENSG00000116661,FBXO2,120,-0.3247,118,-0.8156,251,1.08487
ENSG00000132879,FBXO44,120,0.22887,119,0.64037,54,-1.1353
ENSG00000116670,MAD2L2,120,2.49248,19,-1.6419,28,-0.2245
ENSG00000177000,MTHFR,120,2.09626,30,-0.8104,20,-1.0825
ENSG00000011021,CLCN6,120,0.72537,79,0.04829,54,-0.6430
ENSG00000116685,KIAA2013,120,1.67871,33,-1.1427,50,0.13574
ENSG00000083444,PLOD1,120,2.72886,13,-2.2474,33,0.22610
ENSG00000116688,MFN2,120,-0.1091,143,0.51220,90,-0.6314
