Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to10,Feature log2 fold change topic 3to10
ENSG00000228794,LINC01128,9,-1.8800,34,1.88006
ENSG00000188976,NOC2L,22,-1.0996,48,1.09962
ENSG00000188290,HES4,12,-1.5476,35,1.54761
ENSG00000187608,ISG15,27,-0.5491,40,0.54912
ENSG00000188157,AGRN,29,0.36851,22,-0.3685
ENSG00000078808,SDF4,59,0.07572,56,-0.0757
ENSG00000176022,B3GALT6,11,-0.6954,18,0.69546
ENSG00000160087,UBE2J2,26,-0.2516,31,0.25166
ENSG00000131584,ACAP3,62,-0.0344,64,0.03446
ENSG00000127054,INTS11,32,-0.2879,40,0.28790
ENSG00000224051,CPTP,11,-0.5323,16,0.53237
ENSG00000107404,DVL1,32,-0.4710,44,0.47106
ENSG00000175756,AURKAIP1,102,-0.7551,172,0.75516
ENSG00000221978,CCNL2,58,-0.0695,61,0.06953
ENSG00000242485,MRPL20,121,-0.2203,142,0.22038
ENSG00000235098,ANKRD65,46,0.59432,30,-0.5943
ENSG00000179403,VWA1,173,3.13643,19,-3.1364
ENSG00000197785,ATAD3A,11,-0.5453,16,0.54532
ENSG00000205090,TMEM240,5,-2.1168,24,2.11681
ENSG00000160075,SSU72,75,-0.9220,143,0.92200
ENSG00000228594,FNDC10,4,-2.6057,24,2.60577
ENSG00000272106,AL691432.2,17,0.30154,14,-0.3015
ENSG00000197530,MIB2,19,-0.7410,31,0.74105
ENSG00000248333,CDK11B,69,0.67209,43,-0.6720
ENSG00000189339,SLC35E2B,16,-0.2315,19,0.23157
ENSG00000008128,CDK11A,36,0.54413,24,-0.5441
ENSG00000215790,SLC35E2A,11,-0.6503,17,0.65036
ENSG00000008130,NADK,17,-0.4057,23,0.40570
ENSG00000078369,GNB1,245,-1.0370,503,1.03706
ENSG00000187730,GABRD,2,-5.9562,166,5.95623
ENSG00000067606,PRKCZ,85,-1.4232,228,1.42321
ENSG00000162585,FAAP20,34,0.06197,33,-0.0619
ENSG00000157933,SKI,27,0.48661,19,-0.4866
ENSG00000157916,RER1,74,0.31742,59,-0.3174
ENSG00000157911,PEX10,39,0.92298,21,-0.9229
ENSG00000149527,PLCH2,24,1.31144,10,-1.3114
ENSG00000157881,PANK4,6,-1.0582,13,1.05828
ENSG00000157870,PRXL2B,13,-1.7733,45,1.77331
ENSG00000177133,PRDM16-DT,10,-1.1913,23,1.19133
ENSG00000158109,TPRG1L,43,-2.1457,193,2.14572
ENSG00000116213,WRAP73,10,-0.5180,14,0.51804
ENSG00000130764,LRRC47,40,-0.8711,74,0.87118
ENSG00000116198,CEP104,81,1.39387,31,-1.3938
ENSG00000196581,AJAP1,19,-1.2224,44,1.22248
ENSG00000069424,KCNAB2,20,-3.3125,203,3.31253
ENSG00000116254,CHD5,33,-2.4311,180,2.43113
ENSG00000116251,RPL22,672,0.41927,502,-0.4192
ENSG00000116237,ICMT,20,-0.9647,40,0.96470
ENSG00000097021,ACOT7,43,-2.4308,231,2.43088
ENSG00000215788,TNFRSF25,2,-2.6039,16,2.60393
ENSG00000171680,PLEKHG5,0,-5.3037,21,5.30378
ENSG00000162408,NOL9,18,-0.4635,25,0.46355
ENSG00000162413,KLHL21,27,0.32887,22,-0.3288
ENSG00000041988,THAP3,12,-0.5619,18,0.56194
ENSG00000007923,DNAJC11,15,-1.2867,37,1.28677
ENSG00000171735,CAMTA1,149,-1.4200,398,1.42003
ENSG00000049245,VAMP3,150,2.73201,22,-2.7320
ENSG00000049246,PER3,71,1.36040,27,-1.3604
ENSG00000116288,PARK7,210,-0.5896,316,0.58967
ENSG00000116285,ERRFI1,18,-0.5836,27,0.58362
ENSG00000162426,SLC45A1,5,-2.5613,34,2.56138
ENSG00000142599,RERE,122,0.04449,118,-0.0444
ENSG00000074800,ENO1,323,-0.6293,499,0.62938
ENSG00000171612,SLC25A33,23,-0.4989,32,0.49895
ENSG00000171603,CLSTN1,168,-2.1569,752,2.15697
ENSG00000178585,CTNNBIP1,28,-0.2400,33,0.24002
ENSG00000162441,LZIC,122,1.21485,52,-1.2148
ENSG00000162444,RBP7,66,3.75094,4,-3.7509
ENSG00000130939,UBE4B,57,0.37557,44,-0.3755
ENSG00000054523,KIF1B,500,0.37691,385,-0.3769
ENSG00000142657,PGD,47,-0.3215,59,0.32156
ENSG00000241563,CORT,5,-4.6167,139,4.61679
ENSG00000160049,DFFA,86,0.89569,46,-0.8956
ENSG00000142655,PEX14,11,-0.7414,19,0.74145
ENSG00000120948,TARDBP,107,0.41263,80,-0.4126
ENSG00000271895,AL109811.2,12,-0.6642,19,0.66424
ENSG00000116649,SRM,39,-0.5404,56,0.54048
ENSG00000171824,EXOSC10,45,0.20448,39,-0.2044
ENSG00000198793,MTOR,30,-0.5581,44,0.55810
ENSG00000120942,UBIAD1,29,1.50035,10,-1.5003
ENSG00000116661,FBXO2,140,-0.4878,196,0.48783
ENSG00000132879,FBXO44,27,-1.6727,86,1.67279
ENSG00000116670,MAD2L2,31,1.34428,12,-1.3442
ENSG00000177000,MTHFR,9,-0.9675,18,0.96757
ENSG00000011021,CLCN6,41,-0.4980,58,0.49803
ENSG00000116685,KIAA2013,42,0.27326,35,-0.2732
ENSG00000083444,PLOD1,32,0.95998,16,-0.9599
ENSG00000116688,MFN2,64,-0.8673,117,0.86734
ENSG00000116691,MIIP,12,-0.2475,14,0.24757
ENSG00000048707,VPS13D,52,-0.6385,81,0.63858
ENSG00000162496,DHRS3,16,-0.3284,20,0.32841
ENSG00000116731,PRDM2,131,-0.7624,222,0.76243
ENSG00000189337,KAZN,109,0.63987,70,-0.6398
ENSG00000142634,EFHD2,21,-2.1753,97,2.17533
ENSG00000116138,DNAJC16,23,-0.5959,35,0.59599
ENSG00000197312,DDI2,31,-0.2539,37,0.25397
ENSG00000116786,PLEKHM2,61,-0.9011,113,0.90112
ENSG00000065526,SPEN,256,0.90286,137,-0.9028
ENSG00000116809,ZBTB17,22,0.10978,20,-0.1097
ENSG00000037637,FBXO42,13,-0.3351,16,0.33511
ENSG00000055070,SZRD1,46,1.07067,22,-1.0706
ENSG00000219481,NBPF1,39,1.71499,12,-1.7149
ENSG00000159363,ATP13A2,23,-2.3490,117,2.34906
ENSG00000117118,SDHB,50,-0.5146,72,0.51469
ENSG00000117115,PADI2,330,3.05507,39,-3.0550
ENSG00000179051,RCC2,21,-0.2850,26,0.28505
ENSG00000074964,ARHGEF10L,9,-0.6793,14,0.67939
ENSG00000117154,IGSF21,16,-2.3730,83,2.37304
ENSG00000159423,ALDH4A1,26,0.35643,20,-0.3564
ENSG00000127481,UBR4,44,0.08037,42,-0.0803
ENSG00000127463,EMC1,26,-0.5050,37,0.50509
ENSG00000053372,MRTO4,21,-0.9446,41,0.94469
ENSG00000053371,AKR7A2,35,0.21865,30,-0.2186
ENSG00000077549,CAPZB,130,-0.4997,184,0.49971
ENSG00000173436,MICOS10,187,-0.7321,311,0.73216
ENSG00000158747,NBL1,39,-1.7464,132,1.74646
ENSG00000169914,OTUD3,9,-1.1126,19,1.11265
ENSG00000162545,CAMK2N1,1216,-0.3765,1579,0.37658
ENSG00000090432,MUL1,21,0.34376,16,-0.3437
ENSG00000183114,FAM43B,4,-2.4889,24,2.48895
ENSG00000158828,PINK1,169,-1.4839,474,1.48399
ENSG00000244038,DDOST,25,-0.2390,29,0.23901
ENSG00000117245,KIF17,0,-4.8021,27,4.80217
