gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig_10
ENSG00000175899,-0.6727095061102786,6.25474639856262,-5.093187552762465,5.418914155563383e-7,0.00718710580901407,3.8524036612734838,TRUE
ENSG00000165092,-0.5596362841489454,5.53097942861833,-4.962560457442914,1.0284189467001603e-6,0.00718710580901407,3.408750529744224,TRUE
ENSG00000089169,-0.25114536436444057,7.4432535273178235,-4.0902508220654585,5.205225923101184e-5,0.24251147575728418,0.7042257328071084,FALSE
ENSG00000198168,0.24476133458253357,6.9469628442462,3.992427690433077,7.772121034921218e-5,0.26612039212765826,0.429847415907906,FALSE
ENSG00000118777,-0.6506993124835007,3.702679913314082,-3.9084036047873574,1.0896709289398486e-4,0.26612039212765826,0.19896321883478407,FALSE
ENSG00000132744,-1.1311440327130744,0.641906471652841,-3.8965358823917273,1.1423927543578376e-4,0.26612039212765826,0.1667112122086385,FALSE
ENSG00000102882,0.23506689892661486,6.804925911070961,3.824360364483039,1.5188001158901703e-4,0.3032609888542416,-0.02751568426114126,FALSE
ENSG00000116774,-0.9748159775461268,1.8195459130189438,-3.7826165049032405,1.787160383957504e-4,0.31223925858217544,-0.13834078213020717,FALSE
ENSG00000053501,-0.41855959883849087,5.103137059329243,-3.6768154818723686,2.681572198718281e-4,0.38315765096373194,-0.41424982006181654,FALSE
ENSG00000168329,-1.0051269303805395,2.768956875942934,-3.666946080025001,2.783671430373993e-4,0.38315765096373194,-0.43962176111572404,FALSE
ENSG00000125730,-0.8189427254717954,4.548912767984551,-3.645745978560069,3.0154784006589764e-4,0.38315765096373194,-0.49391068106954883,FALSE
ENSG00000122033,-0.2505507886647182,6.137062667226107,-3.5591732151151287,4.163796519142613e-4,0.4665926269360812,-0.7125991807279144,FALSE
ENSG00000265972,0.4696407865328025,5.766397219414575,3.5479412105546397,4.3397754526501076e-4,0.4665926269360812,-0.7406170871381503,FALSE
ENSG00000109971,-0.4186889148950643,9.150398410821978,-3.508383434607696,5.01661319120332e-4,0.50083716123892,-0.8386417342769681,FALSE
ENSG00000263878,-0.4431563395880712,4.482506320392766,-3.4255535826018577,6.765926623298266e-4,0.5682960252482536,-1.0406002142893271,FALSE
ENSG00000099901,-0.24799660315109975,6.185263634183736,-3.3933873356846576,7.587388079023176e-4,0.5682960252482536,-1.1178226355337326,FALSE
ENSG00000157005,-0.8835416495000401,5.7784651424343805,-3.3857831252543047,7.794723100209328e-4,0.5682960252482536,-1.1359793828413416,FALSE
ENSG00000283503,0.8868150130468839,1.1965398212141332,3.369100779905995,8.268211155714113e-4,0.5682960252482536,-1.1756795471546946,FALSE
ENSG00000196104,-0.32491639809144934,6.393529986892751,-3.3662211860036355,8.352603283532682e-4,0.5682960252482536,-1.182513867564519,FALSE
ENSG00000019582,-0.655521400990021,5.400236790477739,-3.3661838630889522,8.353702350528361e-4,0.5682960252482536,-1.1826024126929573,FALSE
ENSG00000136960,-0.5019508366023283,5.459448847840755,-3.338369460858501,9.211267286947942e-4,0.5682960252482536,-1.2483354211554918,FALSE
ENSG00000205542,-0.22691752461162906,10.605951687765335,-3.29870736801225,0.0010576430797181442,0.5682960252482536,-1.3411887849103592,FALSE
ENSG00000164258,-0.43365281276775197,5.899945299474007,-3.2852134887748545,0.001108218687903962,0.5682960252482536,-1.3725434739921059,FALSE
ENSG00000115310,-0.1656144185575239,10.596099197722712,-3.249626916805757,0.0012525634509239578,0.5682960252482536,-1.4546575608191188,FALSE
ENSG00000095970,-0.9298165532416601,1.1753628581107072,-3.2477049288898487,0.0012608347440519264,0.5682960252482536,-1.459068656873054,FALSE
ENSG00000141447,-0.20106919992952096,8.282407277150389,-3.2398180261687335,0.0012953089069564219,0.5682960252482536,-1.4771440975193344,FALSE
ENSG00000188026,-0.24183620312757056,4.991270782779966,-3.233282971400058,0.0013245334168052597,0.5682960252482536,-1.4920901947331497,FALSE
ENSG00000160255,-0.9591986245077098,1.9666751901185773,-3.2281121959568284,0.001348088384779781,0.5682960252482536,-1.5038960906518297,FALSE
ENSG00000111229,-0.2853568941437558,6.926352934580696,-3.2079698402413657,0.0014435917988739927,0.5682960252482536,-1.549716417316323,FALSE
ENSG00000118816,-0.1765703454127007,9.642192223323056,-3.2033354082330683,0.0014664337724671196,0.5682960252482536,-1.5602209376196092,FALSE
ENSG00000168209,0.49728907280353324,4.749114818852063,3.1808577946470757,0.0015820386836148382,0.5682960252482536,-1.6109673933801667,FALSE
ENSG00000147155,-0.39949171796006683,4.232610544499538,-3.1618118710634224,0.001686525028620667,0.5682960252482536,-1.6537040967101393,FALSE
ENSG00000285967,0.4168505304651571,4.275880545796837,3.157662047074592,0.001710120516524905,0.5682960252482536,-1.6629838448270307,FALSE
ENSG00000186193,-0.6174195748880529,3.2260559251333767,-3.155770053068269,0.0017209790288111718,0.5682960252482536,-1.667210886041711,FALSE
ENSG00000173391,-0.8858387147234521,2.2173154131610913,-3.146059150953517,0.001777720184204359,0.5682960252482536,-1.688869293855975,FALSE
ENSG00000175550,-0.21120587992837125,6.78223728282617,-3.145747646112132,0.001779568570994202,0.5682960252482536,-1.689563011767044,FALSE
ENSG00000129562,-0.3870699072783701,6.055538573944119,-3.145398230451579,0.0017816440204579467,0.5682960252482536,-1.6903410799245466,FALSE
ENSG00000150779,-0.36495873972494935,5.973829390394913,-3.145025148716547,0.0017838625061448112,0.5682960252482536,-1.691171757405725,FALSE
ENSG00000111341,-0.930228726734464,1.8144291998662037,-3.1392622591087997,0.0018184561708838936,0.5682960252482536,-1.7039912491725895,FALSE
