Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000228794,LINC01128,8,-2.2898,20,-0.9621,34,-0.1400,77,1.25370,41,0.25091
ENSG00000188976,NOC2L,31,-0.9675,25,-1.2845,70,0.45639,94,0.84125,51,-0.2139
ENSG00000188290,HES4,8,-2.5380,54,0.21992,70,0.97690,40,-0.2417,36,-0.5071
ENSG00000187608,ISG15,22,-0.7630,64,1.01437,44,0.47762,3,-3.6287,33,-0.1587
ENSG00000188157,AGRN,20,-0.1086,25,0.22776,20,-0.1569,14,-0.6828,25,0.33380
ENSG00000078808,SDF4,47,-0.6359,71,0.02397,86,0.46388,71,0.01687,61,-0.2752
ENSG00000176022,B3GALT6,12,-1.1850,21,-0.2833,28,0.26799,25,-0.0304,28,0.23154
ENSG00000160087,UBE2J2,46,0.12309,63,0.65322,32,-0.5976,26,-0.7768,51,0.41230
ENSG00000131584,ACAP3,131,0.68391,72,-0.3034,76,-0.2662,124,0.58418,75,-0.2965
ENSG00000127054,INTS11,48,-0.0111,35,-0.4918,58,0.41807,56,0.24657,40,-0.3742
ENSG00000107404,DVL1,43,-0.1381,79,0.89798,44,-0.0958,59,0.39197,35,-0.5893
ENSG00000175756,AURKAIP1,62,-1.3864,165,0.12541,216,0.84086,114,-0.4620,127,-0.3716
ENSG00000221978,CCNL2,100,0.67677,47,-0.5322,59,-0.2288,62,-0.0949,70,0.10736
ENSG00000242485,MRPL20,112,-0.4801,148,-0.0388,205,0.71456,113,-0.4636,125,-0.3951
ENSG00000235098,ANKRD65,18,-0.7561,28,-0.0507,41,0.85445,16,-0.8822,25,-0.3263
ENSG00000179403,VWA1,176,3.56283,46,0.56945,16,-1.2880,10,-1.7126,4,-3.5654
ENSG00000205090,TMEM240,32,0.23214,17,-0.7331,34,0.46485,30,0.11646,23,-0.4030
ENSG00000160075,SSU72,100,-0.6008,133,-0.1411,186,0.56966,144,-0.0234,125,-0.3159
ENSG00000228594,FNDC10,17,-1.1089,21,-0.8063,43,0.38470,51,0.57410,35,-0.0436
ENSG00000197530,MIB2,39,0.24303,44,0.46810,33,-0.0198,52,0.74548,22,-0.8245
ENSG00000248333,CDK11B,76,1.45223,28,-0.2549,22,-0.8165,24,-0.4782,34,0.08685
ENSG00000215790,SLC35E2A,10,-1.5334,44,0.83736,25,-0.1721,37,0.55121,25,-0.1283
