Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to11,Feature log2 fold change topic 2to11
ENSG00000228794,LINC01128,12,-1.4591,34,1.45911
ENSG00000188976,NOC2L,40,-0.1980,46,0.19805
ENSG00000188290,HES4,30,-0.2843,37,0.28433
ENSG00000187608,ISG15,36,0.02172,35,-0.0217
ENSG00000188157,AGRN,23,0.31070,19,-0.3107
ENSG00000078808,SDF4,64,0.33564,51,-0.3356
ENSG00000176022,B3GALT6,17,-0.5247,25,0.52474
ENSG00000160087,UBE2J2,24,-0.3105,30,0.31052
ENSG00000131584,ACAP3,68,0.21148,59,-0.2114
ENSG00000127054,INTS11,37,0.13400,34,-0.1340
ENSG00000224051,CPTP,13,-0.4278,18,0.42788
ENSG00000107404,DVL1,38,-0.4005,51,0.40058
ENSG00000175756,AURKAIP1,83,-1.0202,169,1.02027
ENSG00000221978,CCNL2,54,0.24187,45,-0.2418
ENSG00000242485,MRPL20,125,-0.3970,165,0.39701
ENSG00000235098,ANKRD65,27,-0.4797,38,0.47977
ENSG00000179403,VWA1,184,3.47453,16,-3.4745
ENSG00000205090,TMEM240,2,-3.1750,26,3.17509
ENSG00000160075,SSU72,53,-1.3878,140,1.38782
ENSG00000228594,FNDC10,12,-1.2640,30,1.26408
ENSG00000272106,AL691432.2,29,0.80542,16,-0.8054
ENSG00000197530,MIB2,22,-0.3726,28,0.37269
ENSG00000248333,CDK11B,86,0.94112,45,-0.9411
ENSG00000189339,SLC35E2B,9,-1.2570,21,1.25704
ENSG00000008128,CDK11A,51,1.47260,18,-1.4726
ENSG00000215790,SLC35E2A,12,-0.4497,16,0.44977
ENSG00000008130,NADK,23,0.14100,21,-0.1410
ENSG00000078369,GNB1,264,-0.9915,525,0.99158
ENSG00000187730,GABRD,23,-3.1531,206,3.15315
ENSG00000067606,PRKCZ,117,-0.7642,199,0.76421
ENSG00000162585,FAAP20,26,-0.2035,30,0.20359
ENSG00000157933,SKI,44,0.50969,31,-0.5096
ENSG00000157916,RER1,56,0.18630,50,-0.1863
ENSG00000157911,PEX10,19,0.14082,17,-0.1408
ENSG00000157870,PRXL2B,18,-1.3679,47,1.36790
ENSG00000158109,TPRG1L,49,-2.2319,232,2.23199
ENSG00000130764,LRRC47,44,-0.7832,77,0.78325
ENSG00000116198,CEP104,107,1.82068,30,-1.8206
ENSG00000196581,AJAP1,19,-1.2416,44,1.24162
ENSG00000069424,KCNAB2,45,-2.1995,208,2.19958
ENSG00000116254,CHD5,75,-1.9477,291,1.94770
ENSG00000116251,RPL22,821,0.55836,558,-0.5583
ENSG00000116237,ICMT,26,-0.6082,40,0.60820
ENSG00000097021,ACOT7,54,-2.3543,277,2.35436
ENSG00000171680,PLEKHG5,6,-1.8411,24,1.84110
ENSG00000162408,NOL9,32,0.16840,28,-0.1684
ENSG00000162413,KLHL21,6,-2.0803,28,2.08037
ENSG00000041988,THAP3,36,1.07014,17,-1.0701
ENSG00000007923,DNAJC11,28,-0.3209,36,0.32099
ENSG00000171735,CAMTA1,196,-1.2976,482,1.29767
ENSG00000049245,VAMP3,144,3.18850,15,-3.1885
ENSG00000049246,PER3,97,1.67494,30,-1.6749
ENSG00000116288,PARK7,215,-0.6432,337,0.64325
ENSG00000116285,ERRFI1,19,-0.4455,26,0.44557
ENSG00000162426,SLC45A1,8,-1.8978,30,1.89785
ENSG00000142599,RERE,229,0.76577,135,-0.7657
ENSG00000074800,ENO1,301,-0.6179,462,0.61797
ENSG00000171612,SLC25A33,21,-0.4679,29,0.46791
ENSG00000171603,CLSTN1,160,-2.2655,773,2.26555
ENSG00000178585,CTNNBIP1,36,0.24627,30,-0.2462
ENSG00000162441,LZIC,120,1.14926,54,-1.1492
ENSG00000130939,UBE4B,41,0.18179,36,-0.1817
ENSG00000054523,KIF1B,624,0.59840,412,-0.5984
ENSG00000142657,PGD,54,-0.4224,72,0.42242
ENSG00000241563,CORT,24,-0.6686,39,0.66862
ENSG00000160049,DFFA,79,0.69353,49,-0.6935
ENSG00000142655,PEX14,15,-0.2437,18,0.24372
ENSG00000120948,TARDBP,97,0.39351,74,-0.3935
ENSG00000116649,SRM,29,-0.8131,51,0.81315
ENSG00000171824,EXOSC10,50,1.09616,23,-1.0961
ENSG00000198793,MTOR,14,-1.7262,49,1.72629
ENSG00000116661,FBXO2,71,-1.1966,164,1.19669
ENSG00000132879,FBXO44,36,-1.4569,101,1.45697
ENSG00000011021,CLCN6,39,-0.8280,69,0.82803
ENSG00000116685,KIAA2013,44,0.78697,25,-0.7869
ENSG00000083444,PLOD1,27,0.77264,16,-0.7726
ENSG00000116688,MFN2,88,-0.4871,124,0.48714
ENSG00000048707,VPS13D,36,-1.0653,75,1.06538
ENSG00000162496,DHRS3,46,1.75700,13,-1.7570
ENSG00000116731,PRDM2,169,-0.4823,236,0.48236
ENSG00000189337,KAZN,101,0.53299,70,-0.5329
ENSG00000142634,EFHD2,65,-0.4500,89,0.45003
ENSG00000116138,DNAJC16,29,-0.2953,35,0.29534
ENSG00000197312,DDI2,40,0.04978,39,-0.0497
ENSG00000116786,PLEKHM2,72,-0.6014,109,0.60140
ENSG00000065526,SPEN,288,1.23601,122,-1.2360
ENSG00000116809,ZBTB17,28,0.79054,16,-0.7905
ENSG00000055070,SZRD1,33,0.38988,25,-0.3898
ENSG00000159363,ATP13A2,25,-2.2130,117,2.21301
ENSG00000117118,SDHB,32,-1.3249,80,1.32492
ENSG00000117115,PADI2,355,3.49592,31,-3.4959
ENSG00000179051,RCC2,21,-0.0917,22,0.09170
ENSG00000117154,IGSF21,20,-1.5453,60,1.54530
ENSG00000159423,ALDH4A1,14,-0.3743,18,0.37439
ENSG00000127481,UBR4,38,0.02318,38,-0.0231
ENSG00000127463,EMC1,27,-0.2145,31,0.21454
ENSG00000053372,MRTO4,24,-0.6603,39,0.66038
ENSG00000053371,AKR7A2,45,0.70913,27,-0.7091
