Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to8,Feature log2 fold change topic 3to8
ENSG00000237491,LINC01409,1,-2.8770,13,0.80813,9,0.24806
ENSG00000228794,LINC01128,15,-1.2993,26,-0.5068,40,0.96087
ENSG00000188976,NOC2L,38,-0.0945,13,-1.6969,45,0.80513
ENSG00000187961,KLHL17,16,0.75140,6,-0.8536,10,-0.1289
ENSG00000188290,HES4,97,1.07897,44,-0.2754,46,-0.6112
ENSG00000187608,ISG15,62,0.76035,51,0.41459,34,-0.7222
ENSG00000188157,AGRN,39,0.55809,12,-1.2863,29,0.16553
ENSG00000131591,C1orf159,10,0.04675,3,-1.6499,11,0.68097
ENSG00000078808,SDF4,106,0.56028,64,-0.2810,73,-0.2166
ENSG00000176022,B3GALT6,27,0.03222,17,-0.7032,28,0.34283
ENSG00000160087,UBE2J2,50,0.29951,31,-0.4873,43,0.06216
ENSG00000162572,SCNN1D,16,0.78781,4,-1.2962,10,-0.0215
ENSG00000131584,ACAP3,90,0.51417,33,-1.0998,68,0.14251
ENSG00000169972,PUSL1,10,0.00657,10,-0.0818,10,0.04320
ENSG00000127054,INTS11,62,0.40225,29,-0.8258,50,0.13075
ENSG00000224051,CPTP,26,0.28487,17,-0.4352,22,0.04810
ENSG00000107404,DVL1,78,0.54152,58,0.02071,53,-0.3537
ENSG00000175756,AURKAIP1,154,-0.2317,198,0.18294,178,0.01538
ENSG00000221978,CCNL2,82,-0.0402,57,-0.6227,89,0.35376
ENSG00000224870,MRPL20-AS1,17,1.17439,9,0.16514,7,-0.8901
ENSG00000242485,MRPL20,112,-0.6759,242,0.58875,169,-0.0679
ENSG00000235098,ANKRD65,35,0.11780,31,-0.0363,32,-0.0494
ENSG00000179403,VWA1,85,2.29822,12,-1.1759,18,-1.4240
ENSG00000160072,ATAD3B,11,-0.1871,6,-1.1154,13,0.66870
ENSG00000197785,ATAD3A,16,0.14846,2,-2.5211,16,0.79686
ENSG00000205090,TMEM240,40,0.85670,10,-1.3427,24,-0.0673
ENSG00000160075,SSU72,110,-0.2787,162,0.35382,129,-0.0739
ENSG00000228594,FNDC10,27,0.12368,24,-0.0829,25,-0.0270
ENSG00000272106,AL691432.2,25,0.26878,17,-0.3268,21,0.00702
ENSG00000197530,MIB2,36,0.26810,25,-0.3550,31,0.02123
ENSG00000248333,CDK11B,32,1.29268,13,-0.2400,13,-0.7994
ENSG00000189339,SLC35E2B,29,-0.4717,27,-0.5468,42,0.57863
ENSG00000008128,CDK11A,26,1.78256,8,-0.3495,7,-1.1803
ENSG00000215790,SLC35E2A,23,0.05413,16,-0.5348,24,0.25013
ENSG00000008130,NADK,28,-0.0041,22,-0.3614,29,0.20133
ENSG00000078369,GNB1,571,0.06484,660,0.30673,527,-0.2235
ENSG00000187730,GABRD,107,-0.7091,116,-0.5888,186,0.73238
ENSG00000067606,PRKCZ,128,-0.3014,155,0.00785,159,0.16252
ENSG00000162585,FAAP20,64,1.10199,55,0.80604,25,-1.2049
ENSG00000157933,SKI,57,1.83530,19,-0.1790,15,-1.2936
ENSG00000272420,AL513477.2,2,-1.7260,4,-0.9527,10,1.42940
ENSG00000157916,RER1,74,0.10726,51,-0.4817,71,0.18965
ENSG00000157911,PEX10,41,0.89577,33,0.54015,20,-0.8908
ENSG00000149527,PLCH2,23,0.17860,14,-0.5699,21,0.18310
ENSG00000157881,PANK4,9,-1.0032,25,0.62955,17,0.01904
ENSG00000197921,HES5,31,0.28688,56,1.37828,20,-1.1146
ENSG00000157873,TNFRSF14,18,0.90855,8,-0.3782,10,-0.4339
ENSG00000157870,PRXL2B,50,0.12571,40,-0.2235,46,0.04762
ENSG00000177133,PRDM16-DT,21,0.38970,33,1.23605,13,-1.0564
ENSG00000142611,PRDM16,17,0.84584,21,1.26454,7,-1.3525
ENSG00000158109,TPRG1L,126,-0.7506,196,-0.0485,215,0.41843
ENSG00000116213,WRAP73,14,-0.4830,9,-1.0873,22,0.85373
ENSG00000130764,LRRC47,83,-0.0790,66,-0.4601,92,0.29877
ENSG00000116198,CEP104,43,1.08794,10,-1.1777,21,-0.3095
ENSG00000198912,C1orf174,10,-0.7087,12,-0.4516,18,0.65251
ENSG00000196581,AJAP1,31,-0.2833,24,-0.7201,40,0.55573
ENSG00000131697,NPHP4,6,-0.6660,5,-0.9360,10,0.89417
ENSG00000069424,KCNAB2,156,-0.2210,118,-0.6629,192,0.48881
ENSG00000116254,CHD5,166,0.14348,110,-0.5236,157,0.18542
ENSG00000116251,RPL22,636,0.29856,853,0.81031,461,-0.6904
ENSG00000158286,RNF207,6,-0.6924,1,-2.7297,11,1.54840
ENSG00000116237,ICMT,34,-0.5420,30,-0.7263,53,0.71459
ENSG00000158292,GPR153,10,0.40696,7,-0.1407,7,-0.1788
ENSG00000097021,ACOT7,155,-0.9544,157,-0.9307,325,1.05352
ENSG00000215788,TNFRSF25,49,0.67129,14,-1.3002,33,0.07670
ENSG00000171680,PLEKHG5,33,-0.0316,24,-0.5185,35,0.29794
ENSG00000162408,NOL9,41,0.54403,23,-0.4186,29,-0.1422
ENSG00000204859,ZBTB48,15,0.44098,7,-0.8337,12,0.10472
ENSG00000162413,KLHL21,36,0.16565,28,-0.2253,33,0.02319
ENSG00000116273,PHF13,23,0.56155,7,-1.2289,16,0.14550
ENSG00000041988,THAP3,25,0.34452,13,-0.6771,21,0.11338
ENSG00000007923,DNAJC11,35,0.30316,26,-0.1861,29,-0.0864
ENSG00000171735,CAMTA1,318,0.06727,331,0.13406,299,-0.1184
ENSG00000049245,VAMP3,61,1.66620,21,-0.1907,18,-1.1382
ENSG00000049246,PER3,77,1.17135,46,0.27024,32,-0.9420
ENSG00000116288,PARK7,322,-0.5401,626,0.55852,442,-0.1004
ENSG00000116285,ERRFI1,29,-0.1210,22,-0.5427,33,0.36669
ENSG00000162426,SLC45A1,21,-0.6213,20,-0.6877,34,0.73929
ENSG00000142599,RERE,151,0.47651,108,-0.0832,109,-0.2554
ENSG00000074800,ENO1,663,0.40843,547,0.08555,491,-0.3003
ENSG00000171612,SLC25A33,75,1.21960,78,1.29289,24,-1.6363
ENSG00000188807,TMEM201,12,-0.0308,11,-0.1034,12,0.07764
ENSG00000171608,PIK3CD,14,0.10016,7,-0.9232,14,0.38950
ENSG00000171603,CLSTN1,744,-0.3532,444,-1.1597,1035,0.80006
ENSG00000178585,CTNNBIP1,37,-0.0438,47,0.35990,37,-0.1983
ENSG00000162441,LZIC,75,0.56444,76,0.58631,46,-0.6983
ENSG00000173614,NMNAT1,7,-0.1241,5,-0.4507,8,0.32198
ENSG00000130939,UBE4B,41,0.01397,14,-1.5909,45,0.68895
ENSG00000054523,KIF1B,369,0.00227,307,-0.2992,379,0.16482
ENSG00000284642,AL139424.2,10,-0.7834,12,-0.3956,18,0.65613
ENSG00000142657,PGD,51,0.03457,48,-0.0805,51,0.02575
ENSG00000175279,CENPS,14,0.06394,17,0.32172,13,-0.2325
ENSG00000241563,CORT,45,-0.1949,58,0.21746,50,-0.0259
ENSG00000160049,DFFA,53,0.60087,37,0.01862,34,-0.3933
ENSG00000142655,PEX14,15,-0.5543,16,-0.3655,22,0.52131
ENSG00000120948,TARDBP,101,0.21073,78,-0.2046,89,-0.0165
ENSG00000271895,AL109811.2,16,-0.2915,19,-0.0774,20,0.20954
ENSG00000116649,SRM,72,0.50204,57,0.10611,50,-0.3731
ENSG00000171824,EXOSC10,45,0.36293,26,-0.5511,37,0.04623
ENSG00000198793,MTOR,36,-0.6422,38,-0.5565,59,0.67836
ENSG00000120942,UBIAD1,18,0.81224,10,-0.1526,10,-0.4603
ENSG00000116661,FBXO2,315,0.91279,199,0.11761,162,-0.6673
