Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to10,Feature log2 fold change topic 3to10
ENSG00000228794,LINC01128,29,0.04949,8,-1.9365,31,0.72551
ENSG00000188976,NOC2L,4,-2.9411,7,-2.0777,36,2.58848
ENSG00000188290,HES4,259,2.47847,31,-1.1897,48,-1.5867
ENSG00000187608,ISG15,46,0.60642,40,0.36185,29,-0.5623
ENSG00000078808,SDF4,12,-1.8309,37,-0.1819,46,0.88143
ENSG00000160087,UBE2J2,4,-2.6938,1,-4.3225,31,3.44732
ENSG00000131584,ACAP3,4,-3.7389,12,-2.1903,63,2.91798
ENSG00000127054,INTS11,163,2.55303,16,-1.4005,29,-1.6232
ENSG00000107404,DVL1,4,-3.5602,25,-0.9397,53,1.86829
ENSG00000175756,AURKAIP1,37,-1.8213,61,-1.0661,140,1.50648
ENSG00000221978,CCNL2,18,-0.9944,17,-1.0342,38,1.10254
ENSG00000242485,MRPL20,204,0.79952,64,-1.0382,124,-0.1177
ENSG00000235098,ANKRD65,4,-2.7619,14,-0.9863,31,1.74917
ENSG00000179403,VWA1,4,-3.3248,37,-0.0647,43,1.06105
ENSG00000160075,SSU72,171,0.40133,64,-1.1236,137,0.22224
ENSG00000228594,FNDC10,4,-2.0920,0,-7.5939,20,3.22884
ENSG00000197530,MIB2,4,-2.5420,13,-0.8488,26,1.58691
ENSG00000248333,CDK11B,9,-2.3934,96,1.34001,41,-0.3389
ENSG00000189339,SLC35E2B,4,-2.4352,18,-0.2694,23,1.09872
ENSG00000008128,CDK11A,4,-2.6518,63,1.64688,22,-0.6051
ENSG00000008130,NADK,47,1.11907,10,-1.3656,23,-0.3032
ENSG00000078369,GNB1,223,-1.0995,162,-1.5806,518,1.42613
ENSG00000187730,GABRD,4,-4.5332,0,-6.9861,112,5.45904
ENSG00000067606,PRKCZ,89,-0.7440,57,-1.4146,161,1.13460
ENSG00000162585,FAAP20,38,0.21449,30,-0.1512,33,-0.0460
ENSG00000157933,SKI,4,-3.0058,30,-0.0778,35,1.03269
ENSG00000157916,RER1,71,0.78279,17,-1.4482,44,0.00352
ENSG00000157911,PEX10,4,-2.3095,34,0.95306,19,0.00948
ENSG00000157870,PRXL2B,24,-0.4000,1,-4.2582,35,1.45750
ENSG00000177133,PRDM16-DT,4,-2.7789,14,-0.9362,31,1.71392
ENSG00000158109,TPRG1L,5,-4.4493,27,-1.9863,120,2.90322
ENSG00000130764,LRRC47,75,0.75210,7,-2.8017,49,0.25385
ENSG00000116198,CEP104,4,-2.9009,50,0.88535,29,0.13973
ENSG00000196581,AJAP1,26,-0.3052,10,-1.7239,35,0.94341
ENSG00000069424,KCNAB2,16,-3.1909,21,-2.7695,162,3.11457
ENSG00000116254,CHD5,4,-5.8687,40,-2.6248,279,3.64496
ENSG00000116251,RPL22,204,-1.6261,1226,1.24235,557,-0.3598
ENSG00000116237,ICMT,22,-0.0365,3,-2.8270,26,0.97029
ENSG00000097021,ACOT7,108,0.26593,1,-5.7836,101,0.87625
ENSG00000162413,KLHL21,83,1.92529,12,-1.2319,23,-1.0555
ENSG00000007923,DNAJC11,4,-2.1579,3,-2.6497,21,2.52275
ENSG00000171735,CAMTA1,451,0.29277,133,-1.5934,398,0.44320
ENSG00000049245,VAMP3,54,0.70116,91,1.63718,26,-1.4740
ENSG00000049246,PER3,306,3.23728,42,-0.5553,31,-2.4773
ENSG00000116288,PARK7,115,-1.2895,197,-0.4655,292,0.90269
ENSG00000116285,ERRFI1,4,-2.4881,5,-2.2130,26,2.48232
ENSG00000142599,RERE,45,-1.3543,84,-0.4113,121,0.89158
ENSG00000074800,ENO1,335,-0.8067,262,-1.1797,627,1.06892
ENSG00000142583,SLC2A5,4,-3.3644,39,-0.0248,44,1.02909
ENSG00000171612,SLC25A33,4,-2.2657,14,-0.3993,21,1.16540
ENSG00000171603,CLSTN1,636,0.73174,99,-2.1504,418,0.18577
ENSG00000178585,CTNNBIP1,48,1.05359,7,-1.8177,25,-0.1568
ENSG00000162441,LZIC,4,-3.5678,73,0.75010,48,0.32119
ENSG00000130939,UBE4B,4,-2.8440,16,-0.8537,32,1.66321
ENSG00000054523,KIF1B,85,-1.8940,260,-0.1904,324,0.90531
ENSG00000142657,PGD,90,1.19006,25,-0.8728,41,-0.4868
ENSG00000241563,CORT,18963,9.41213,5,-8.5914,30,-8.2748
ENSG00000160049,DFFA,4,-3.3353,48,0.34367,42,0.68638
ENSG00000120948,TARDBP,176,1.20121,112,0.42225,72,-0.9984
ENSG00000116649,SRM,4,-3.4961,37,-0.2486,49,1.24737
ENSG00000171824,EXOSC10,16,-0.8303,16,-0.8326,31,0.90837
ENSG00000198793,MTOR,32,0.30947,7,-1.9219,28,0.50796
ENSG00000116661,FBXO2,199,0.31192,184,0.18752,157,-0.2853
ENSG00000132879,FBXO44,4,-3.8984,14,-2.1123,70,2.89811
