Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to11,Feature log2 fold change topic 5to11
ENSG00000228794,LINC01128,11,-1.7078,19,-0.6574,39,1.55727
ENSG00000188976,NOC2L,32,-0.5628,18,-1.3408,52,0.85205
ENSG00000188290,HES4,12,-1.4713,32,0.22265,34,0.98828
ENSG00000187608,ISG15,21,-0.6762,39,0.42163,33,0.35918
ENSG00000188157,AGRN,25,0.34210,18,-0.2483,20,-0.2214
ENSG00000078808,SDF4,61,-0.0460,54,-0.2183,64,0.11376
ENSG00000176022,B3GALT6,15,-0.6187,26,0.34009,23,0.35612
ENSG00000160087,UBE2J2,29,-0.8942,19,-1.3827,58,1.14959
ENSG00000131584,ACAP3,69,-0.1698,69,-0.1267,78,0.18884
ENSG00000127054,INTS11,48,0.36343,32,-0.3632,38,-0.2077
ENSG00000224051,CPTP,14,-0.5463,18,-0.0784,21,0.47856
ENSG00000107404,DVL1,43,0.01325,64,0.66183,39,-0.2891
ENSG00000175756,AURKAIP1,106,-0.5413,161,0.20958,153,0.35692
ENSG00000221978,CCNL2,61,0.22320,29,-0.9681,55,0.06612
ENSG00000242485,MRPL20,133,-0.0577,195,0.57475,130,-0.1892
ENSG00000235098,ANKRD65,49,1.06630,37,0.32634,21,-1.1042
ENSG00000179403,VWA1,176,2.68934,25,-1.5315,27,-2.3233
ENSG00000205090,TMEM240,6,-2.1666,19,-0.1976,29,1.61426
ENSG00000160075,SSU72,65,-1.2163,124,-0.0483,156,0.95927
ENSG00000228594,FNDC10,8,-1.8479,31,0.36147,31,1.11992
ENSG00000197530,MIB2,24,-0.5542,48,0.60572,34,0.17855
ENSG00000248333,CDK11B,53,0.14383,61,0.33548,46,-0.2523
ENSG00000008128,CDK11A,26,0.17948,9,-1.4230,25,0.18806
ENSG00000215790,SLC35E2A,20,-0.5303,48,0.91169,27,-0.0051
ENSG00000008130,NADK,19,-0.4933,19,-0.4168,29,0.55494
ENSG00000078369,GNB1,263,-0.7651,684,0.88886,414,0.16889
ENSG00000187730,GABRD,11,-4.1132,80,-0.9795,220,2.93613
ENSG00000067606,PRKCZ,101,-1.2415,233,0.22385,241,0.84410
ENSG00000162585,FAAP20,32,0.02268,51,0.77837,29,-0.3550
ENSG00000157933,SKI,45,0.65033,40,0.29031,27,-0.6888
ENSG00000157916,RER1,64,0.10177,49,-0.3364,61,0.02067
ENSG00000157911,PEX10,30,0.70628,23,0.06176,18,-0.6577
ENSG00000149527,PLCH2,27,1.16408,7,-1.2466,13,-0.7903
ENSG00000157870,PRXL2B,10,-2.1338,29,-0.2843,47,1.64376
