Feature ID,Feature Name,Feature count topic 1to10,Feature log2 fold change topic 1to10,Feature count topic 11to13,Feature log2 fold change topic 11to13
ENSG00000237491,LINC01409,11,0.84168,6,-0.8416
ENSG00000228794,LINC01128,41,1.09895,19,-1.0989
ENSG00000188976,NOC2L,49,0.90307,26,-0.9030
ENSG00000188290,HES4,19,-1.0146,39,1.01466
ENSG00000187608,ISG15,35,-0.2280,41,0.22805
ENSG00000188157,AGRN,21,-0.1722,23,0.17229
ENSG00000078808,SDF4,42,-0.1284,46,0.12842
ENSG00000176022,B3GALT6,18,0.09231,17,-0.0923
ENSG00000160087,UBE2J2,26,0.02654,26,-0.0265
ENSG00000131584,ACAP3,50,-0.2694,61,0.26949
ENSG00000127054,INTS11,29,-0.1277,31,0.12773
ENSG00000224051,CPTP,16,0.15735,14,-0.1573
ENSG00000107404,DVL1,30,-0.9654,59,0.96540
ENSG00000175756,AURKAIP1,144,-0.2682,174,0.26828
ENSG00000221978,CCNL2,48,0.18523,42,-0.1852
ENSG00000242485,MRPL20,126,-0.1643,141,0.16437
ENSG00000235098,ANKRD65,22,-0.6324,34,0.63243
ENSG00000179403,VWA1,15,-0.4066,19,0.40661
ENSG00000197785,ATAD3A,9,-0.7087,15,0.70872
ENSG00000205090,TMEM240,19,0.20101,17,-0.2010
ENSG00000160075,SSU72,123,-0.1159,134,0.11592
ENSG00000228594,FNDC10,27,-0.2918,33,0.29183
ENSG00000272106,AL691432.2,13,-0.2903,16,0.29031
ENSG00000197530,MIB2,22,-0.8112,40,0.81125
ENSG00000248333,CDK11B,57,0.45341,42,-0.4534
ENSG00000189339,SLC35E2B,8,-0.4718,12,0.47184
ENSG00000008128,CDK11A,17,0.16730,15,-0.1673
ENSG00000215790,SLC35E2A,15,-0.3466,19,0.34668
ENSG00000008130,NADK,18,-0.4655,26,0.46558
ENSG00000078369,GNB1,431,-0.4900,605,0.49007
ENSG00000187730,GABRD,183,0.56546,124,-0.5654
ENSG00000067606,PRKCZ,204,0.12902,186,-0.1290
ENSG00000162585,FAAP20,21,-1.1816,49,1.18161
ENSG00000157933,SKI,16,-1.1610,37,1.16101
ENSG00000157916,RER1,42,-0.0277,42,0.02777
ENSG00000157911,PEX10,15,-0.7571,26,0.75718
ENSG00000157870,PRXL2B,39,-0.0673,41,0.06739
ENSG00000177133,PRDM16-DT,5,-2.6049,33,2.60492
ENSG00000158109,TPRG1L,215,0.05464,207,-0.0546
ENSG00000116213,WRAP73,11,0.42956,8,-0.4295
ENSG00000130764,LRRC47,79,0.56682,53,-0.5668
ENSG00000116198,CEP104,36,0.21191,31,-0.2119
ENSG00000198912,C1orf174,13,-0.1182,14,0.11827
ENSG00000196581,AJAP1,42,0.42861,31,-0.4286
ENSG00000069424,KCNAB2,174,-0.1422,192,0.14228
ENSG00000116254,CHD5,317,0.57990,212,-0.5799
ENSG00000116251,RPL22,440,-0.7809,757,0.78093
ENSG00000116237,ICMT,37,0.28529,30,-0.2852
ENSG00000097021,ACOT7,249,1.22515,106,-1.2251
ENSG00000215788,TNFRSF25,9,-0.6215,15,0.62152
ENSG00000171680,PLEKHG5,19,0.12013,18,-0.1201
ENSG00000162408,NOL9,25,0.29225,20,-0.2922
ENSG00000204859,ZBTB48,9,-0.0594,9,0.05947
ENSG00000162413,KLHL21,22,-0.2948,28,0.29488
ENSG00000116273,PHF13,13,0.66957,8,-0.6695
ENSG00000041988,THAP3,15,-0.0786,16,0.07860
ENSG00000007923,DNAJC11,33,0.34443,26,-0.3444
ENSG00000171735,CAMTA1,543,0.71757,330,-0.7175
ENSG00000049245,VAMP3,11,-1.5924,34,1.59242
ENSG00000049246,PER3,34,-0.6067,52,0.60677
ENSG00000116288,PARK7,259,-0.2286,303,0.22861
ENSG00000116285,ERRFI1,21,0.11212,19,-0.1121
ENSG00000162426,SLC45A1,29,0.87327,16,-0.8732
ENSG00000142599,RERE,113,-0.2545,135,0.25455
ENSG00000074800,ENO1,355,-0.6731,566,0.67310
ENSG00000171612,SLC25A33,16,-1.5426,49,1.54263
ENSG00000188807,TMEM201,8,-0.6198,13,0.61987
ENSG00000171608,PIK3CD,14,0.81918,8,-0.8191
ENSG00000171603,CLSTN1,782,1.08355,369,-1.0835
ENSG00000178585,CTNNBIP1,24,-0.5279,35,0.52793
ENSG00000162441,LZIC,58,-0.0159,59,0.01596
ENSG00000130939,UBE4B,44,0.54066,30,-0.5406
ENSG00000054523,KIF1B,504,0.55750,342,-0.5575
ENSG00000284642,AL139424.2,14,0.88187,8,-0.8818
ENSG00000142657,PGD,63,0.32264,50,-0.3226
ENSG00000175279,CENPS,14,-0.3069,17,0.30690
ENSG00000241563,CORT,45,-0.3858,58,0.38584
ENSG00000160049,DFFA,43,-0.2863,52,0.28633
ENSG00000142655,PEX14,18,0.46253,13,-0.4625
ENSG00000120948,TARDBP,70,0.02029,69,-0.0202
ENSG00000271895,AL109811.2,12,-0.2035,14,0.20359
ENSG00000116649,SRM,41,-0.5800,62,0.58002
ENSG00000171824,EXOSC10,30,0.14467,27,-0.1446
ENSG00000198793,MTOR,44,0.33307,35,-0.3330
ENSG00000116661,FBXO2,120,-1.1497,268,1.14972
ENSG00000132879,FBXO44,83,0.12822,76,-0.1282
ENSG00000116670,MAD2L2,6,-1.4458,16,1.44585
ENSG00000177000,MTHFR,21,0.15981,19,-0.1598
ENSG00000011021,CLCN6,66,0.13483,60,-0.1348
ENSG00000116685,KIAA2013,31,0.43880,23,-0.4388
ENSG00000083444,PLOD1,13,-0.5058,19,0.50580
ENSG00000116688,MFN2,126,0.47048,91,-0.4704
ENSG00000116691,MIIP,8,-0.6335,13,0.63351
