Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to12,Feature log2 fold change topic 4to12
ENSG00000228794,LINC01128,108,1.54014,12,-1.9247,29,-0.5667,40,-0.2953
ENSG00000188976,NOC2L,108,1.31926,16,-1.6600,47,-0.0298,45,-0.3255
ENSG00000188290,HES4,108,1.74999,16,-1.2760,44,0.23185,32,-0.7973
ENSG00000078808,SDF4,108,0.98697,59,0.00157,67,0.20822,52,-0.5706
ENSG00000160087,UBE2J2,108,1.54895,22,-1.0256,42,-0.0354,38,-0.5914
ENSG00000131584,ACAP3,108,0.48467,47,-0.7981,134,0.83686,74,-0.3778
ENSG00000127054,INTS11,108,1.41349,27,-0.8258,73,0.73704,38,-0.8499
ENSG00000107404,DVL1,108,1.00811,17,-1.8327,35,-0.7799,60,0.16032
ENSG00000175756,AURKAIP1,108,-0.2553,103,-0.3269,51,-1.3858,140,0.68260
ENSG00000221978,CCNL2,108,0.88800,42,-0.5965,157,1.53551,49,-1.0556
ENSG00000242485,MRPL20,108,-0.2884,76,-0.8326,101,-0.3951,142,0.57833
ENSG00000235098,ANKRD65,108,1.98682,43,0.39743,31,-0.1308,25,-1.2866
ENSG00000205090,TMEM240,108,1.79353,8,-2.2848,19,-0.9873,35,-0.3748
ENSG00000160075,SSU72,108,-0.2976,73,-0.8999,68,-0.9915,147,0.81762
ENSG00000197530,MIB2,108,1.85978,10,-1.9248,48,0.44035,30,-0.8865
ENSG00000248333,CDK11B,108,0.84971,66,0.06707,85,0.46262,56,-0.6219
ENSG00000215790,SLC35E2A,108,1.76332,18,-1.1190,23,-0.7788,34,-0.5392
ENSG00000078369,GNB1,1246,1.25198,230,-1.4194,306,-0.9885,580,-0.0356
ENSG00000187730,GABRD,108,-0.8398,1,-7.5379,116,-0.7303,224,1.57259
ENSG00000067606,PRKCZ,108,-0.8186,83,-1.2147,50,-1.9568,218,1.43741
ENSG00000162585,FAAP20,108,1.57831,30,-0.5157,18,-1.2672,38,-0.4285
ENSG00000157933,SKI,108,1.28893,25,-1.0361,93,1.02290,41,-0.8794
ENSG00000157916,RER1,108,1.11872,68,0.35871,19,-1.5399,51,-0.3597
ENSG00000157870,PRXL2B,108,1.26258,3,-4.1120,85,0.85232,45,-0.5323
ENSG00000158109,TPRG1L,108,-0.8463,45,-2.1275,130,-0.5669,218,1.20497
ENSG00000130764,LRRC47,108,0.48054,25,-1.7691,65,-0.3073,84,0.35288
ENSG00000116198,CEP104,108,1.26233,100,1.13271,71,0.56622,36,-1.3761
ENSG00000196581,AJAP1,108,0.89904,19,-1.7287,114,0.99352,56,-0.5299
ENSG00000069424,KCNAB2,108,-0.7519,15,-3.5978,91,-1.0016,211,1.55164
ENSG00000116254,CHD5,108,-1.3893,43,-2.7408,305,0.19693,308,1.01809
ENSG00000116251,RPL22,108,-2.2304,892,1.02896,275,-0.8427,492,0.20986
