Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to12,Feature log2 fold change topic 5to12
ENSG00000228794,LINC01128,20,-0.8859,12,-1.6402,28,-0.4294,44,0.95951
ENSG00000188976,NOC2L,27,-0.8744,26,-0.9248,45,-0.0967,53,0.58107
ENSG00000188290,HES4,9,-2.1162,37,-0.0323,43,0.25049,40,0.26127
ENSG00000187608,ISG15,11,-1.8866,33,-0.2599,68,1.00583,37,-0.3004
ENSG00000188157,AGRN,15,-0.3420,15,-0.3138,15,-0.3379,20,0.42258
ENSG00000078808,SDF4,78,0.36526,58,-0.0869,60,-0.0418,60,-0.0837
ENSG00000176022,B3GALT6,18,-0.4743,32,0.40978,25,0.01739,24,-0.0271
ENSG00000160087,UBE2J2,27,-0.2507,24,-0.4124,27,-0.2914,35,0.39579
ENSG00000131584,ACAP3,65,-0.1273,50,-0.5098,75,0.10828,72,0.12609
ENSG00000127054,INTS11,63,0.70353,26,-0.6676,31,-0.4699,42,0.15927
ENSG00000224051,CPTP,13,-0.5715,17,-0.1639,15,-0.3880,20,0.46975
ENSG00000107404,DVL1,16,-1.7962,97,0.97208,73,0.56529,48,-0.4462
ENSG00000175756,AURKAIP1,101,-0.7618,154,-0.1198,212,0.43779,164,-0.0511
ENSG00000221978,CCNL2,77,0.23678,62,-0.1079,29,-1.3557,75,0.60789
ENSG00000242485,MRPL20,125,-0.3831,144,-0.1605,197,0.37152,156,-0.0810
ENSG00000235098,ANKRD65,29,0.01017,35,0.34579,32,0.22677,26,-0.2759
ENSG00000179403,VWA1,150,3.58008,42,0.90728,10,-1.3239,9,-2.5130
ENSG00000205090,TMEM240,13,-1.0969,6,-2.1853,26,-0.1181,32,0.86017
ENSG00000160075,SSU72,93,-0.6612,72,-1.0546,205,0.65301,143,-0.0143
ENSG00000228594,FNDC10,8,-1.8007,31,0.13233,45,0.86836,26,-0.3151
ENSG00000272106,AL691432.2,23,0.49248,11,-0.6079,19,0.24879,16,-0.1805
ENSG00000197530,MIB2,17,-1.0019,18,-0.9373,36,0.16933,36,0.41774
ENSG00000248333,CDK11B,52,0.12092,61,0.38810,42,-0.2073,47,-0.0682
ENSG00000189339,SLC35E2B,17,-0.2925,18,-0.1802,25,0.39104,20,-0.1141
ENSG00000008128,CDK11A,52,1.13271,35,0.46961,21,-0.3835,23,-0.4805
ENSG00000215790,SLC35E2A,4,-2.1149,20,0.18031,25,0.59627,18,-0.0821
ENSG00000008130,NADK,27,0.11752,23,-0.1622,21,-0.2915,26,0.18578
ENSG00000078369,GNB1,297,-0.8284,472,-0.1151,698,0.56896,492,-0.1381
ENSG00000187730,GABRD,12,-4.0310,20,-3.2852,200,0.13562,224,1.04639
ENSG00000067606,PRKCZ,132,-0.6856,77,-1.4955,274,0.51400,214,0.17539
ENSG00000162585,FAAP20,34,0.03255,84,1.51473,59,1.03333,21,-1.4759
ENSG00000157933,SKI,46,0.65160,54,0.91837,30,-0.0384,26,-0.6203
ENSG00000157916,RER1,54,-0.2155,70,0.20596,45,-0.5063,65,0.28519
ENSG00000157911,PEX10,34,0.79359,33,0.75451,28,0.54122,15,-0.9684
ENSG00000149527,PLCH2,13,-0.1065,6,-1.0915,22,0.88604,12,-0.3464
ENSG00000157870,PRXL2B,20,-1.3050,11,-2.1658,50,0.07929,55,0.74499
ENSG00000158109,TPRG1L,99,-1.1946,103,-1.1278,214,-0.0119,245,0.63418
ENSG00000130764,LRRC47,33,-1.3057,52,-0.6079,72,-0.1401,88,0.62082
ENSG00000116198,CEP104,129,1.23223,97,0.74247,59,-0.0609,48,-0.8201
ENSG00000198912,C1orf174,27,0.17632,9,-1.3889,21,-0.2278,26,0.41611
ENSG00000196581,AJAP1,16,-1.5941,28,-0.7965,46,-0.0459,53,0.65301
ENSG00000069424,KCNAB2,72,-1.5213,116,-0.8217,247,0.39936,211,0.30342
ENSG00000116254,CHD5,47,-2.4480,130,-0.9548,255,0.08900,277,0.69000
ENSG00000116251,RPL22,763,0.46778,1073,1.03594,817,0.65411,420,-1.0472
ENSG00000116237,ICMT,17,-1.3368,21,-1.0652,40,-0.0746,48,0.69494
ENSG00000097021,ACOT7,65,-1.9557,46,-2.4427,160,-0.6573,301,1.48129
ENSG00000215788,TNFRSF25,5,-2.5458,22,-0.3173,11,-1.3891,35,1.45476
ENSG00000171680,PLEKHG5,0,-8.2573,2,-3.2582,32,0.37700,30,0.86078
ENSG00000162408,NOL9,14,-1.1091,34,0.18625,31,0.07777,31,0.16467
ENSG00000162413,KLHL21,21,-0.7665,30,-0.2432,38,0.11469,37,0.22201
ENSG00000116273,PHF13,18,0.01624,17,-0.0421,17,-0.1110,18,0.07706
ENSG00000041988,THAP3,3,-2.4898,13,-0.3973,24,0.66869,17,0.07604
ENSG00000007923,DNAJC11,39,0.03816,25,-0.6025,42,0.20453,38,0.02715
ENSG00000171735,CAMTA1,201,-0.9982,286,-0.4586,350,-0.1584,428,0.52750
ENSG00000049245,VAMP3,133,2.87751,38,0.50554,22,-0.3359,14,-1.9031
ENSG00000049246,PER3,62,1.32298,24,-0.1996,26,-0.0851,24,-0.5182
ENSG00000116288,PARK7,177,-0.9124,336,0.07315,353,0.16800,329,0.10848
ENSG00000116285,ERRFI1,23,-0.1708,14,-0.8868,23,-0.2132,29,0.44436
