Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000237491,LINC01409,2,-1.7064,9,0.13460,31,2.18627,4,-1.0940,7,-0.3738,8,-0.2040,1,-2.5087,8,-0.0918,4,-1.1065,13,0.69125,7,-0.2848
ENSG00000228794,LINC01128,21,-0.8455,29,-0.3940,55,0.63588,41,0.16119,46,0.32827,27,-0.5131,32,-0.2239,56,0.66800,37,0.00568,29,-0.3759,35,-0.0929
ENSG00000188976,NOC2L,26,-0.9468,36,-0.4464,49,0.01615,36,-0.4428,66,0.52018,52,0.13001,67,0.52335,61,0.37978,52,0.12409,26,-0.9256,58,0.28786
ENSG00000188290,HES4,47,1.00679,16,-0.7038,22,-0.2266,10,-1.4403,41,0.77142,29,0.17781,21,-0.2770,13,-1.0177,12,-1.1184,28,0.13790,41,0.78152
ENSG00000187608,ISG15,30,0.54388,19,-0.2161,15,-0.5181,11,-1.0148,15,-0.5222,14,-0.6574,41,1.05733,14,-0.6913,34,0.71475,12,-0.8626,32,0.61327
ENSG00000188157,AGRN,22,0.43755,14,-0.3207,23,0.53440,12,-0.5017,21,0.37582,19,0.18483,18,0.08429,13,-0.4265,14,-0.2467,12,-0.4425,16,-0.0912
ENSG00000078808,SDF4,43,-0.0775,39,-0.2032,40,-0.1813,37,-0.2777,64,0.56827,41,-0.1397,36,-0.3483,47,0.09093,51,0.21507,42,-0.1044,52,0.24184
ENSG00000176022,B3GALT6,23,0.18659,13,-0.6453,18,-0.1956,14,-0.5306,23,0.22894,17,-0.2262,24,0.27597,20,-0.0316,32,0.74741,11,-0.9314,26,0.42461
ENSG00000160087,UBE2J2,33,-0.0343,32,-0.0752,28,-0.2873,31,-0.1603,36,0.09072,29,-0.2268,27,-0.3517,43,0.35471,44,0.39573,24,-0.5662,47,0.52690
ENSG00000131584,ACAP3,69,0.30873,52,-0.1365,75,0.43505,23,-1.3940,89,0.72008,54,-0.0772,48,-0.2799,49,-0.2466,42,-0.4561,60,0.08585,66,0.22926
ENSG00000127054,INTS11,36,0.04532,15,-1.2687,35,-0.0030,13,-1.5438,43,0.32587,33,-0.0891,51,0.57882,37,0.06400,57,0.78713,28,-0.3785,40,0.18718
ENSG00000224051,CPTP,9,-0.9865,18,0.05899,13,-0.4707,11,-0.7012,20,0.19203,24,0.49191,23,0.39859,20,0.20190,19,0.09373,14,-0.3082,23,0.38884
ENSG00000107404,DVL1,91,1.34472,59,0.59549,25,-0.7446,17,-1.2914,39,-0.0766,17,-1.3134,23,-0.8481,35,-0.2078,34,-0.2803,57,0.54157,49,0.30390
