Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to7,Feature log2 fold change topic 2to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000228794,LINC01128,11,-1.4473,38,1.16536,19,-0.6597,18,-0.8170
ENSG00000188976,NOC2L,33,-0.8429,72,1.10035,32,-0.8954,34,-0.8407
ENSG00000188290,HES4,3,-3.4748,28,-0.3800,43,0.50232,50,0.90376
ENSG00000187608,ISG15,19,-0.3996,23,-0.2247,17,-0.5942,36,0.71989
ENSG00000188157,AGRN,20,-0.1112,20,-0.3109,21,-0.0660,29,0.51665
ENSG00000078808,SDF4,79,0.52292,55,-0.1272,56,-0.0340,53,-0.1319
ENSG00000176022,B3GALT6,11,-1.0873,22,0.01562,30,0.47099,24,0.12526
ENSG00000160087,UBE2J2,21,-0.7758,41,0.54499,35,-0.0149,27,-0.4619
ENSG00000131584,ACAP3,90,0.45705,63,-0.2521,70,0.04377,70,0.06651
ENSG00000127054,INTS11,59,0.63297,41,0.05639,17,-1.3008,40,0.00471
ENSG00000224051,CPTP,17,-0.3208,22,0.20473,20,-0.0929,20,-0.0878
ENSG00000107404,DVL1,51,0.16347,37,-0.7281,81,0.91764,56,0.34207
ENSG00000175756,AURKAIP1,99,-0.5912,153,0.20059,139,-0.0641,146,0.02138
ENSG00000221978,CCNL2,60,-0.0316,62,0.05766,36,-0.8209,71,0.28292
ENSG00000242485,MRPL20,88,-0.7424,164,0.57098,146,0.04006,103,-0.5603
ENSG00000235098,ANKRD65,45,0.80048,30,0.30045,19,-0.5966,16,-0.8660
ENSG00000179403,VWA1,200,2.85549,30,-1.1201,20,-1.2111,22,-1.1673
ENSG00000205090,TMEM240,1,-3.8624,28,0.96445,17,-0.4133,19,-0.2869
ENSG00000160075,SSU72,69,-0.9497,139,0.37779,145,0.22606,107,-0.2907
ENSG00000228594,FNDC10,9,-1.2025,21,0.04446,34,0.76900,20,-0.1166
ENSG00000197530,MIB2,23,-0.2203,26,-0.0433,19,-0.5539,34,0.41353
ENSG00000248333,CDK11B,64,0.45504,49,0.07012,35,-0.4906,44,-0.1591
ENSG00000189339,SLC35E2B,12,-0.3757,13,-0.3936,29,1.03493,15,0.02297
ENSG00000008128,CDK11A,51,0.97847,23,-0.5720,16,-0.8326,36,0.48674
ENSG00000215790,SLC35E2A,7,-1.8468,23,-0.1430,37,0.72108,28,0.33107
ENSG00000008130,NADK,13,-0.9560,26,0.29176,14,-0.8524,29,0.34053
ENSG00000078369,GNB1,235,-1.1109,476,-0.0368,700,0.61661,509,0.10295
ENSG00000187730,GABRD,6,-4.5650,188,1.34063,81,-0.8847,105,-0.5373
ENSG00000067606,PRKCZ,105,-1.1095,248,0.58237,252,0.26017,152,-0.5991
ENSG00000162585,FAAP20,44,0.52728,22,-1.0720,34,0.08259,55,1.04504
ENSG00000157933,SKI,31,-0.3647,39,0.03092,42,0.10762,41,0.07559
ENSG00000157916,RER1,54,-0.0096,62,0.56941,45,-0.2838,34,-0.7816
ENSG00000157911,PEX10,34,0.68473,19,-0.4281,25,0.19158,23,0.07735
ENSG00000157870,PRXL2B,23,-0.8328,47,0.68053,46,0.24806,23,-0.8954
ENSG00000177133,PRDM16-DT,5,-2.2073,16,-0.7809,36,0.90544,36,1.03117
ENSG00000158109,TPRG1L,58,-1.7656,224,0.82263,156,-0.2672,145,-0.4183
ENSG00000130764,LRRC47,63,-0.2933,83,0.38232,67,-0.1877,63,-0.3249
ENSG00000116198,CEP104,96,1.42454,31,-0.8973,30,-0.5154,52,0.43091
ENSG00000196581,AJAP1,15,-1.7100,48,0.16106,36,-0.3885,60,0.50928
ENSG00000069424,KCNAB2,25,-2.6667,171,0.58899,169,0.20945,130,-0.2265
ENSG00000116254,CHD5,37,-3.1507,338,0.48974,251,-0.2779,337,0.22088
ENSG00000116251,RPL22,687,0.52354,383,-0.8141,1075,1.30406,466,-0.1237
ENSG00000116237,ICMT,24,-0.6270,38,0.27666,37,0.07890,32,-0.1601
ENSG00000097021,ACOT7,31,-2.6994,261,1.67497,117,-0.7428,88,-1.2748
ENSG00000215788,TNFRSF25,3,-2.6635,18,0.24481,12,-0.5781,24,0.59088
ENSG00000171680,PLEKHG5,0,-5.6873,24,0.46581,17,-0.3032,26,0.34334
ENSG00000162408,NOL9,17,-0.8844,36,0.60294,32,0.05656,22,-0.5635
ENSG00000162413,KLHL21,38,0.44052,24,-0.6267,19,-0.6346,45,0.84177
ENSG00000116273,PHF13,20,0.33695,19,0.45886,17,0.01224,8,-1.1258
ENSG00000007923,DNAJC11,20,-0.8052,42,0.97653,12,-1.5213,26,-0.4355
ENSG00000171735,CAMTA1,176,-1.3325,466,0.43287,299,-0.5230,452,0.14497
ENSG00000049245,VAMP3,125,2.74312,16,-1.5141,26,-0.1609,20,-0.6345
ENSG00000049246,PER3,61,0.63856,37,-0.3602,33,-0.3629,48,0.29034
ENSG00000116288,PARK7,158,-0.7921,272,0.14627,367,0.55407,229,-0.2332
ENSG00000116285,ERRFI1,17,-0.5699,28,0.65160,3,-2.8739,26,0.11768
ENSG00000162426,SLC45A1,10,-1.4772,35,1.34001,12,-1.1772,16,-0.8306
ENSG00000142599,RERE,171,0.41240,116,-0.4462,114,-0.2438,174,0.50124
ENSG00000074800,ENO1,288,-0.7509,484,0.14640,418,-0.1704,521,0.20841
ENSG00000171612,SLC25A33,18,-0.6907,24,-0.5214,19,-0.5571,50,1.13464
ENSG00000171603,CLSTN1,167,-2.1360,879,1.20123,405,-0.8091,478,-0.6131
ENSG00000178585,CTNNBIP1,26,-0.2027,32,0.24910,47,0.72587,17,-0.9288
ENSG00000162441,LZIC,117,0.99213,54,-0.5512,78,0.31029,62,-0.0727
ENSG00000130939,UBE4B,41,-0.0656,40,-0.1535,59,0.54280,40,-0.0872
ENSG00000054523,KIF1B,631,0.37733,499,-0.0081,436,-0.2173,470,-0.1107
ENSG00000142657,PGD,50,-0.2718,69,0.65725,34,-0.8579,46,-0.4457
ENSG00000241563,CORT,22,-1.3158,59,0.49480,48,-0.1178,48,-0.1339
ENSG00000160049,DFFA,85,0.48359,54,-0.4734,47,-0.4690,86,0.57895
ENSG00000142655,PEX14,8,-1.2224,22,1.14602,15,-0.2626,9,-1.1493
ENSG00000120948,TARDBP,127,0.71945,79,-0.1134,73,-0.1893,72,-0.2313
ENSG00000116649,SRM,31,-0.7702,52,0.08704,62,0.32480,51,0.02052
ENSG00000171824,EXOSC10,46,0.76693,24,-0.5804,26,-0.1337,36,0.40151
ENSG00000198793,MTOR,25,-0.6865,46,0.77105,17,-1.2218,33,-0.2787
ENSG00000116661,FBXO2,97,-0.7239,138,-0.3570,196,0.39227,208,0.56718
ENSG00000132879,FBXO44,29,-1.4295,86,0.65417,68,-0.1016,60,-0.3485
ENSG00000177000,MTHFR,36,0.58715,21,-0.5636,21,-0.3086,34,0.57197
ENSG00000011021,CLCN6,49,-0.5486,80,0.57661,55,-0.3643,55,-0.4044
ENSG00000116685,KIAA2013,64,0.91187,35,-0.1903,17,-1.1524,39,0.10187
ENSG00000083444,PLOD1,28,0.67217,17,-0.3833,14,-0.4151,22,0.31937
ENSG00000116688,MFN2,73,-0.8005,144,0.70083,123,0.02284,78,-0.7495
ENSG00000048707,VPS13D,64,-0.3827,81,-0.0320,64,-0.3868,102,0.40348
ENSG00000162496,DHRS3,25,0.19728,15,-0.9858,12,-0.9215,44,1.41877
ENSG00000116731,PRDM2,172,-0.4257,244,0.30220,135,-0.8034,242,0.12892
ENSG00000189337,KAZN,104,0.70301,68,-0.0074,71,0.06349,49,-0.5710
