Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to12,Feature log2 fold change topic 2to12
ENSG00000188976,NOC2L,69,1.41323,26,-1.4132
ENSG00000188290,HES4,68,-0.5568,100,0.55683
ENSG00000187608,ISG15,21,-1.7425,70,1.74252
ENSG00000078808,SDF4,55,-0.0838,58,0.08387
ENSG00000160087,UBE2J2,19,-0.7905,34,0.79050
ENSG00000131584,ACAP3,162,1.33987,64,-1.3398
ENSG00000127054,INTS11,40,0.18661,35,-0.1866
ENSG00000107404,DVL1,60,-0.2233,70,0.22334
ENSG00000175756,AURKAIP1,87,-1.1395,192,1.13957
ENSG00000221978,CCNL2,151,1.67973,47,-1.6797
ENSG00000242485,MRPL20,78,-1.1171,170,1.11715
ENSG00000179403,VWA1,11,-1.9650,44,1.96503
ENSG00000205090,TMEM240,30,0.32435,24,-0.3243
ENSG00000160075,SSU72,82,-0.9180,156,0.91804
ENSG00000228594,FNDC10,39,0.58563,26,-0.5856
ENSG00000272106,AL691432.2,23,-0.1996,27,0.19960
ENSG00000197530,MIB2,40,0.10744,37,-0.1074
ENSG00000248333,CDK11B,133,1.33859,52,-1.3385
ENSG00000008128,CDK11A,143,2.34362,28,-2.3436
ENSG00000078369,GNB1,445,-0.4928,627,0.49284
ENSG00000187730,GABRD,107,0.34104,85,-0.3410
ENSG00000067606,PRKCZ,131,-0.3376,165,0.33767
ENSG00000162585,FAAP20,31,-0.6886,51,0.68860
ENSG00000157933,SKI,21,-1.0468,44,1.04687
ENSG00000157916,RER1,49,-0.4344,66,0.43442
ENSG00000157911,PEX10,25,-0.4179,34,0.41791
ENSG00000197921,HES5,15,-1.4560,41,1.45605
ENSG00000157870,PRXL2B,71,0.76104,42,-0.7610
ENSG00000177133,PRDM16-DT,14,-1.5442,43,1.54423
ENSG00000158109,TPRG1L,44,-1.5695,131,1.56953
ENSG00000130764,LRRC47,47,-0.0751,49,0.07514
ENSG00000116198,CEP104,67,0.76682,39,-0.7668
ENSG00000196581,AJAP1,73,1.35627,28,-1.3562
ENSG00000069424,KCNAB2,177,0.10959,164,-0.1095
ENSG00000116254,CHD5,993,1.95840,255,-1.9584
ENSG00000116251,RPL22,451,-1.0434,930,1.04340
ENSG00000116237,ICMT,37,0.34159,29,-0.3415
ENSG00000097021,ACOT7,54,-0.9041,102,0.90411
ENSG00000007923,DNAJC11,17,-0.7177,28,0.71771
ENSG00000171735,CAMTA1,638,1.02163,314,-1.0216
ENSG00000049245,VAMP3,22,-1.1616,49,1.16166
ENSG00000049246,PER3,49,0.22868,42,-0.2286
ENSG00000116288,PARK7,202,-1.2115,468,1.21154
ENSG00000142599,RERE,285,1.22973,121,-1.2297
ENSG00000074800,ENO1,323,-1.3471,822,1.34711
ENSG00000171612,SLC25A33,33,-1.3315,84,1.33152
ENSG00000171603,CLSTN1,480,0.48456,343,-0.4845
ENSG00000178585,CTNNBIP1,30,-0.7084,49,0.70845
ENSG00000162441,LZIC,74,-0.2108,85,0.21080
ENSG00000130939,UBE4B,22,-0.2509,27,0.25094
ENSG00000054523,KIF1B,301,0.00450,300,-0.0045
ENSG00000142657,PGD,37,-0.1295,41,0.12956
ENSG00000241563,CORT,78,-0.5011,110,0.50113
ENSG00000160049,DFFA,112,0.96013,58,-0.9601
ENSG00000120948,TARDBP,119,0.52391,83,-0.5239
ENSG00000116649,SRM,54,-0.7551,92,0.75513
ENSG00000171824,EXOSC10,93,1.74296,27,-1.7429
ENSG00000198793,MTOR,51,0.70126,31,-0.7012
ENSG00000116661,FBXO2,130,-1.1404,287,1.14046
ENSG00000132879,FBXO44,94,0.38746,72,-0.3874
ENSG00000011021,CLCN6,31,-0.5491,46,0.54919
ENSG00000116685,KIAA2013,33,0.15556,30,-0.1555
ENSG00000116688,MFN2,75,-0.0182,76,0.01821
ENSG00000048707,VPS13D,77,0.67753,48,-0.6775
ENSG00000116731,PRDM2,381,1.21900,163,-1.2190
ENSG00000189337,KAZN,70,0.28340,57,-0.2834
ENSG00000142634,EFHD2,142,1.28996,58,-1.2899
ENSG00000116786,PLEKHM2,53,-1.4860,149,1.48606
ENSG00000065526,SPEN,214,0.83751,119,-0.8375
ENSG00000055070,SZRD1,31,-0.2823,38,0.28237
ENSG00000159363,ATP13A2,58,-0.3386,74,0.33864
ENSG00000117118,SDHB,23,-2.0587,97,2.05870
ENSG00000117115,PADI2,32,-1.5042,91,1.50420
ENSG00000117154,IGSF21,63,0.13191,58,-0.1319
ENSG00000159423,ALDH4A1,21,-1.1276,47,1.12765
ENSG00000127481,UBR4,56,0.77646,32,-0.7764
ENSG00000127463,EMC1,20,-0.4621,28,0.46215
ENSG00000053372,MRTO4,21,-1.2566,50,1.25661
ENSG00000053371,AKR7A2,24,-1.3796,63,1.37969
ENSG00000077549,CAPZB,188,-0.3078,233,0.30783
ENSG00000173436,MICOS10,245,-0.9569,477,0.95694
ENSG00000158747,NBL1,163,0.07419,155,-0.0741
ENSG00000162545,CAMK2N1,1640,-1.0753,3456,1.07532
ENSG00000158828,PINK1,229,-0.7816,393,0.78167
ENSG00000244038,DDOST,35,0.01821,35,-0.0182
ENSG00000127483,HP1BP3,363,0.60930,238,-0.6093
ENSG00000075151,EIF4G3,405,1.35181,158,-1.3518
ENSG00000076864,RAP1GAP,151,1.45110,55,-1.4511
ENSG00000090686,USP48,125,0.92941,65,-0.9294
ENSG00000070831,CDC42,137,-0.5743,204,0.57434
ENSG00000173372,C1QA,29,-0.7164,48,0.71640
ENSG00000159189,C1QC,16,-1.3661,42,1.36617
ENSG00000173369,C1QB,34,-0.9467,65,0.94675
ENSG00000004487,KDM1A,58,0.33624,46,-0.3362
ENSG00000169641,LUZP1,228,1.47647,82,-1.4764
ENSG00000125944,HNRNPR,130,-0.1131,140,0.11311
ENSG00000117318,ID3,23,-1.9131,86,1.91311
ENSG00000142676,RPL11,413,-1.2133,959,1.21338
ENSG00000011007,ELOA,77,1.31523,31,-1.3152
ENSG00000057757,PITHD1,116,0.06152,111,-0.0615
ENSG00000189266,PNRC2,71,-0.0748,75,0.07489
ENSG00000188529,SRSF10,90,0.30901,73,-0.3090
ENSG00000001461,NIPAL3,134,0.54157,92,-0.5415
ENSG00000133226,SRRM1,482,1.06112,231,-1.0611
ENSG00000169504,CLIC4,33,-1.2800,82,1.28001
ENSG00000117614,SYF2,146,-0.0641,153,0.06414
ENSG00000117616,RSRP1,255,1.93367,66,-1.9336
ENSG00000183726,TMEM50A,59,-0.4888,83,0.48884
ENSG00000204178,MACO1,117,1.54637,40,-1.5463
ENSG00000117643,MAN1C1,20,-0.1229,22,0.12294
ENSG00000162430,SELENON,48,0.58721,32,-0.5872
ENSG00000117640,MTFR1L,40,-0.5594,59,0.55948
ENSG00000117632,STMN1,631,-0.6488,989,0.64886
ENSG00000158008,EXTL1,38,0.10019,35,-0.1001
ENSG00000142684,ZNF593,28,-0.4642,39,0.46424
ENSG00000142669,SH3BGRL3,122,-0.7970,212,0.79701
ENSG00000158062,UBXN11,10,-1.4307,28,1.43070
ENSG00000198830,HMGN2,185,-0.5890,279,0.58906
ENSG00000117713,ARID1A,111,0.58299,74,-0.5829
ENSG00000090273,NUDC,148,-0.7199,244,0.71997
ENSG00000253368,TRNP1,40,-0.3060,49,0.30606
ENSG00000142784,WDTC1,35,0.23406,30,-0.2340
ENSG00000186501,TMEM222,62,0.61593,40,-0.6159
ENSG00000158195,WASF2,40,-0.9583,78,0.95838
ENSG00000126705,AHDC1,96,1.62699,31,-1.6269
ENSG00000126709,IFI6,170,0.62812,110,-0.6281
ENSG00000117758,STX12,78,-0.5801,117,0.58011
ENSG00000117751,PPP1R8,46,0.84123,25,-0.8412
ENSG00000117748,RPA2,40,-0.5075,56,0.50758
ENSG00000126698,DNAJC8,174,-0.5892,263,0.58928
ENSG00000130770,ATP5IF1,236,-1.3055,583,1.30556
ENSG00000198492,YTHDF2,60,0.08155,57,-0.0815
ENSG00000116350,SRSF4,147,0.69343,91,-0.6934
ENSG00000116353,MECR,17,-0.5712,25,0.57120
ENSG00000162511,LAPTM5,21,-1.9332,82,1.93321
ENSG00000162512,SDC3,213,0.90547,113,-0.9054
ENSG00000134644,PUM1,193,0.84766,107,-0.8476
ENSG00000121766,ZCCHC17,124,-0.1114,134,0.11140
ENSG00000121769,FABP3,36,-1.0610,75,1.06106
ENSG00000162517,PEF1,77,0.43089,57,-0.4308
ENSG00000084636,COL16A1,78,1.02999,38,-1.0299
ENSG00000121753,ADGRB2,158,0.40487,119,-0.4048
ENSG00000184007,PTP4A2,258,-0.4806,361,0.48066
ENSG00000121774,KHDRBS1,95,-0.5546,140,0.55461
ENSG00000025800,KPNA6,122,0.94688,63,-0.9468
ENSG00000160050,CCDC28B,4,-2.9451,34,2.94518
ENSG00000084623,EIF3I,59,-0.7290,98,0.72905
ENSG00000175130,MARCKSL1,197,-1.0208,401,1.02086
ENSG00000160058,BSDC1,71,0.32587,57,-0.3258
ENSG00000176261,ZBTB8OS,25,-1.0314,52,1.03140
ENSG00000162521,RBBP4,106,-0.2008,122,0.20088
ENSG00000134684,YARS,38,-0.9910,75,0.99108
