Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000228794,LINC01128,9,-2.1499,36,-0.1651,53,0.44491,51,0.39592,25,-0.7244,40,-0.0114,45,0.17418,53,0.46495,41,0.01727,48,0.27812
ENSG00000188976,NOC2L,15,-2.0291,98,0.90862,38,-0.6154,53,-0.1200,32,-0.8983,45,-0.3803,41,-0.5027,87,0.68900,88,0.72021,72,0.37932
ENSG00000188290,HES4,2,-3.6182,25,-0.1908,11,-1.3574,8,-1.7862,69,1.52969,30,0.09704,34,0.30032,26,-0.1195,40,0.57054,36,0.37136
ENSG00000187608,ISG15,21,-0.8850,22,-0.7889,12,-1.6839,13,-1.5380,86,1.43933,44,0.26420,41,0.15991,38,0.02975,24,-0.6417,69,1.02575
ENSG00000188157,AGRN,13,-1.2678,34,0.26189,13,-1.1940,29,0.01181,24,-0.3265,46,0.75013,31,0.08936,42,0.57644,30,0.04282,30,0.02979
ENSG00000078808,SDF4,45,-0.4531,76,0.37283,37,-0.7568,56,-0.1059,55,-0.1320,84,0.54960,70,0.24295,48,-0.3406,68,0.20173,61,0.02771
ENSG00000176022,B3GALT6,5,-2.0142,16,-0.3325,15,-0.4390,11,-0.8250,22,0.17981,26,0.47798,16,-0.2764,12,-0.7081,45,1.41570,26,0.49281
ENSG00000160087,UBE2J2,17,-1.2386,34,-0.1994,35,-0.1682,19,-1.0751,25,-0.6673,56,0.61646,58,0.65461,56,0.60837,52,0.49351,33,-0.2254
ENSG00000131584,ACAP3,45,-0.9112,49,-0.8053,39,-1.1543,135,0.82054,93,0.21172,84,0.04204,98,0.29474,96,0.26453,116,0.56180,63,-0.4016
ENSG00000127054,INTS11,19,-1.4644,41,-0.2944,23,-1.2060,33,-0.6510,50,0.01084,68,0.51354,96,1.09554,43,-0.2269,63,0.38751,61,0.33768
ENSG00000224051,CPTP,5,-2.1041,14,-0.5008,19,-0.0497,14,-0.5837,15,-0.4384,34,0.86842,28,0.55505,23,0.19656,26,0.40292,22,0.15719
ENSG00000107404,DVL1,13,-2.1759,45,-0.3357,34,-0.7706,47,-0.2823,96,0.88722,74,0.44926,94,0.86076,58,0.06268,58,0.06082,40,-0.5119
ENSG00000175756,AURKAIP1,77,-1.2295,148,-0.2295,63,-1.5242,95,-0.9027,208,0.32037,312,1.00812,244,0.58575,117,-0.5851,226,0.45422,216,0.38120
ENSG00000221978,CCNL2,76,0.28861,24,-1.4579,49,-0.4061,103,0.78896,61,-0.0578,63,-0.0112,39,-0.7683,35,-0.9281,111,0.91943,75,0.25941
ENSG00000242485,MRPL20,82,-0.9378,152,0.01341,93,-0.7493,70,-1.1943,225,0.65416,275,1.00464,194,0.41004,107,-0.5402,115,-0.4259,194,0.41319
ENSG00000235098,ANKRD65,44,0.44201,25,-0.4219,12,-1.5344,19,-0.8704,36,0.13329,39,0.25990,67,1.18220,40,0.30763,28,-0.2439,21,-0.7017
ENSG00000179403,VWA1,142,2.90535,14,-1.1642,10,-1.6505,8,-1.9248,32,0.05435,32,0.06897,30,-0.0601,9,-1.8931,21,-0.6193,11,-1.6049
ENSG00000205090,TMEM240,11,-1.4664,20,-0.6252,24,-0.3057,23,-0.4028,20,-0.6140,27,-0.1474,62,1.24303,36,0.31004,50,0.88312,22,-0.4355
ENSG00000160075,SSU72,51,-1.5312,172,0.35318,57,-1.3655,67,-1.1250,178,0.40903,146,0.08107,176,0.38982,145,0.07366,182,0.44211,211,0.69230
ENSG00000228594,FNDC10,1,-4.6652,13,-1.2048,17,-0.7995,15,-0.9195,34,0.27150,28,-0.0037,29,0.04489,49,0.90862,67,1.45461,30,0.11305
ENSG00000197530,MIB2,7,-2.2205,17,-0.9865,14,-1.2781,32,0.00222,47,0.63430,33,0.06607,71,1.36211,26,-0.2835,30,-0.1054,41,0.41399
ENSG00000248333,CDK11B,46,-0.4876,102,0.79164,102,0.79831,84,0.47490,64,0.02345,33,-0.9845,50,-0.3537,65,0.04232,39,-0.7464,44,-0.5588
ENSG00000189339,SLC35E2B,28,0.48631,21,0.08603,18,-0.1591,38,1.04435,11,-0.9214,25,0.35249,16,-0.3848,16,-0.3628,10,-1.1380,20,-0.0453
ENSG00000008128,CDK11A,44,0.91774,36,0.57206,33,0.45634,45,0.94996,20,-0.3175,11,-1.2307,20,-0.3714,18,-0.4996,13,-0.9563,10,-1.3216
ENSG00000215790,SLC35E2A,19,-0.0731,12,-0.7189,22,0.19113,21,0.06770,11,-0.8742,41,1.22274,22,0.18013,18,-0.1775,14,-0.4860,17,-0.2304
ENSG00000008130,NADK,16,-0.5606,16,-0.5997,24,0.02738,36,0.69451,25,0.09572,20,-0.2604,11,-1.1346,25,0.12274,25,0.09742,37,0.71389
ENSG00000078369,GNB1,194,-1.5673,510,-0.0856,398,-0.4770,446,-0.2963,679,0.37731,746,0.53393,632,0.25905,610,0.20165,664,0.33980,503,-0.1068
ENSG00000187730,GABRD,2,-6.5561,159,-0.1720,82,-1.1880,108,-0.7741,84,-1.1498,247,0.54396,360,1.20211,123,-0.5696,294,0.84501,309,0.93114
ENSG00000067606,PRKCZ,66,-1.8094,180,-0.2949,165,-0.4306,162,-0.4563,179,-0.3037,232,0.10766,275,0.39121,322,0.65176,386,0.96253,199,-0.1354
ENSG00000162585,FAAP20,27,-0.7220,17,-1.3753,11,-1.9692,27,-0.7046,103,1.49325,41,-0.0535,23,-0.9630,78,0.99263,58,0.48121,43,0.00266
ENSG00000157933,SKI,51,0.51706,25,-0.6405,43,0.21569,68,0.99514,42,0.17596,14,-1.4696,27,-0.5268,50,0.46212,31,-0.2651,23,-0.7591
ENSG00000157916,RER1,47,-0.1526,27,-0.9775,38,-0.4719,39,-0.4443,46,-0.1545,64,0.35295,79,0.69940,46,-0.1718,51,-0.0007,76,0.64973
ENSG00000157911,PEX10,28,0.30277,7,-1.8737,15,-0.6801,13,-0.9277,40,0.87409,34,0.58054,25,0.11088,20,-0.2659,32,0.47663,22,-0.1210
ENSG00000157870,PRXL2B,12,-1.6723,28,-0.4736,14,-1.4771,33,-0.2006,51,0.49342,36,-0.0461,50,0.46513,54,0.59129,34,-0.1544,62,0.84225
ENSG00000177133,PRDM16-DT,15,-1.0993,8,-1.9285,44,0.61639,3,-3.3725,73,1.50904,71,1.46869,28,-0.1150,25,-0.2568,26,-0.2501,8,-1.9931
ENSG00000158109,TPRG1L,25,-3.0843,245,0.32454,113,-0.8886,176,-0.2072,206,0.04467,212,0.09244,322,0.78279,214,0.10879,241,0.30092,248,0.34795
ENSG00000130764,LRRC47,54,-0.5150,79,0.07226,34,-1.2088,61,-0.3459,69,-0.1508,70,-0.1273,96,0.38279,53,-0.5641,145,1.09278,95,0.37142
ENSG00000116198,CEP104,116,1.70853,53,0.33146,47,0.13412,43,-0.0028,20,-1.1642,30,-0.5577,24,-0.8977,53,0.33458,27,-0.7128,18,-1.3293
ENSG00000196581,AJAP1,19,-1.6916,147,1.59962,73,0.36505,54,-0.1154,21,-1.5468,63,0.13375,78,0.46560,41,-0.5492,46,-0.3758,40,-0.5873
ENSG00000069424,KCNAB2,17,-3.4183,120,-0.5021,105,-0.7111,138,-0.2821,186,0.18614,192,0.24354,284,0.89673,185,0.18197,195,0.26841,231,0.54901
ENSG00000116254,CHD5,39,-2.9809,298,0.08065,530,1.04945,411,0.60811,195,-0.5874,162,-0.8745,168,-0.8165,455,0.78075,345,0.31565,233,-0.3138
ENSG00000116251,RPL22,789,0.97234,287,-0.6718,334,-0.4384,201,-1.2144,642,0.61887,458,0.06286,669,0.68837,530,0.29884,168,-1.4806,327,-0.4713
ENSG00000116237,ICMT,22,-1.1331,49,0.12880,20,-1.2608,62,0.50207,30,-0.6483,41,-0.1581,67,0.64645,50,0.17074,58,0.40239,54,0.28242
ENSG00000097021,ACOT7,26,-2.7024,260,0.83778,60,-1.4660,112,-0.5278,90,-0.8649,191,0.31740,225,0.59131,110,-0.5628,175,0.17432,320,1.20070
ENSG00000215788,TNFRSF25,1,-4.4032,13,-0.7704,5,-2.2735,60,1.74723,6,-1.9622,26,0.24682,36,0.81771,8,-1.4632,43,1.09609,22,0.01323
ENSG00000171680,PLEKHG5,4,-2.5410,22,-0.0476,7,-1.6710,23,-0.0088,11,-1.0504,46,1.15505,55,1.47172,18,-0.3982,17,-0.4636,26,0.20989
