Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000228794,LINC01128,11,-1.4143,6,-2.2018,20,-0.5828,45,0.72009,37,0.38330,53,0.99259,55,1.04850,32,0.17329,18,-0.7232,12,-1.2811
ENSG00000188976,NOC2L,23,-0.9805,22,-1.0429,49,0.20895,42,-0.0277,77,0.97862,69,0.77316,39,-0.1682,60,0.54748,18,-1.3225,31,-0.5180
ENSG00000188290,HES4,11,-1.5461,12,-1.3370,37,0.33219,21,-0.5806,25,-0.3144,18,-0.7610,37,0.32477,47,0.73047,36,0.27837,58,1.07063
ENSG00000187608,ISG15,31,-0.3211,24,-0.6943,19,-1.0277,5,-2.8719,63,0.83486,11,-1.8211,71,1.06430,57,0.69019,43,0.21268,52,0.51366
ENSG00000188157,AGRN,25,0.09050,33,0.52949,32,0.49744,11,-1.2127,16,-0.5835,16,-0.5683,24,0.04278,44,1.00980,16,-0.5990,19,-0.3138
ENSG00000078808,SDF4,56,-0.0173,62,0.14782,48,-0.2533,62,0.16808,46,-0.3073,41,-0.4809,36,-0.6898,81,0.58944,67,0.28783,63,0.18221
ENSG00000176022,B3GALT6,7,-1.3317,15,-0.1424,8,-1.1405,21,0.42820,15,-0.1470,24,0.63884,27,0.80583,19,0.20340,16,-0.0589,12,-0.4117
ENSG00000160087,UBE2J2,24,-0.3579,28,-0.1028,42,0.53072,23,-0.4349,28,-0.1208,23,-0.4552,30,-0.0117,48,0.75871,19,-0.7369,38,0.35602
ENSG00000131584,ACAP3,48,-0.4309,76,0.29631,134,1.26032,67,0.09267,28,-1.2432,46,-0.4943,54,-0.2545,82,0.42479,33,-1.0096,65,0.03829
ENSG00000127054,INTS11,17,-1.2104,48,0.35136,37,-0.0383,27,-0.5194,32,-0.2701,45,0.25584,38,0.00670,54,0.54266,31,-0.3156,53,0.51819
ENSG00000224051,CPTP,18,0.32036,3,-2.0836,3,-2.3119,6,-1.3352,24,0.78908,22,0.60947,23,0.71508,22,0.62030,9,-0.8046,18,0.33044
ENSG00000107404,DVL1,28,-0.6346,36,-0.2396,31,-0.4835,22,-1.0120,20,-1.1164,19,-1.1722,60,0.59808,75,0.97444,51,0.31422,76,0.99279
ENSG00000175756,AURKAIP1,106,-0.6281,98,-0.7507,72,-1.2180,67,-1.3265,245,0.72423,177,0.18585,240,0.68683,193,0.32668,150,-0.0858,232,0.63191
ENSG00000221978,CCNL2,38,-0.7044,78,0.40903,108,0.95335,85,0.56066,56,-0.1283,56,-0.1242,37,-0.7469,55,-0.1397,62,0.03920,29,-1.1158
ENSG00000242485,MRPL20,123,-0.1793,120,-0.2158,50,-1.5349,90,-0.6659,169,0.33485,157,0.21141,144,0.07444,179,0.42294,190,0.52285,154,0.18283
ENSG00000235098,ANKRD65,53,0.75371,39,0.24323,18,-0.9586,19,-0.8297,16,-1.1042,21,-0.7235,36,0.11026,48,0.59077,26,-0.3980,58,0.90948
