Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to10,Feature log2 fold change topic 5to10
ENSG00000228794,LINC01128,4,-2.9915,22,-0.7942,44,1.30965
ENSG00000188976,NOC2L,22,-0.9808,29,-0.6504,51,0.86629
ENSG00000188290,HES4,11,-1.4029,27,-0.0061,30,0.37566
ENSG00000187608,ISG15,9,-1.4640,35,0.96805,19,-0.5546
ENSG00000078808,SDF4,30,-0.6444,42,-0.1435,49,0.33426
ENSG00000160087,UBE2J2,10,-1.4520,28,-0.0045,30,0.38252
ENSG00000131584,ACAP3,29,-1.2275,64,-0.0031,70,0.34093
ENSG00000127054,INTS11,17,-0.9777,35,0.13388,35,0.16278
ENSG00000107404,DVL1,22,-1.5839,79,0.49769,61,-0.0761
ENSG00000175756,AURKAIP1,43,-1.6216,138,0.23046,130,0.18641
ENSG00000221978,CCNL2,49,0.03432,32,-0.7965,56,0.63692
ENSG00000242485,MRPL20,59,-0.9839,126,0.25765,113,0.04839
ENSG00000235098,ANKRD65,11,-1.1129,33,0.77583,20,-0.4237
ENSG00000205090,TMEM240,0,-7.8735,23,-0.0847,29,0.71885
ENSG00000160075,SSU72,43,-1.5435,126,0.11882,128,0.28098
ENSG00000228594,FNDC10,4,-2.4984,23,-0.0875,28,0.59169
ENSG00000197530,MIB2,7,-1.8325,34,0.67001,23,-0.2117
ENSG00000248333,CDK11B,139,1.19248,31,-1.4219,75,0.36934
ENSG00000008128,CDK11A,127,2.46562,11,-1.8504,28,-0.5072
ENSG00000215790,SLC35E2A,2,-3.1277,27,0.30362,25,0.25442
ENSG00000008130,NADK,11,-0.9659,27,0.51695,20,-0.2016
ENSG00000078369,GNB1,133,-2.0868,649,0.47320,523,0.00899
ENSG00000187730,GABRD,1,-6.4416,141,0.19966,143,0.42944
ENSG00000067606,PRKCZ,32,-2.6455,201,0.15754,205,0.36639
ENSG00000162585,FAAP20,30,0.22972,34,0.61813,21,-0.6546
ENSG00000157933,SKI,32,-0.3275,45,0.30850,37,-0.1669
ENSG00000157916,RER1,25,-0.7252,38,-0.0954,43,0.31273
ENSG00000157870,PRXL2B,10,-2.3339,53,0.13876,54,0.35822
ENSG00000158109,TPRG1L,16,-3.5907,187,0.11750,199,0.45952
ENSG00000130764,LRRC47,22,-1.4128,49,-0.2332,64,0.58798
ENSG00000116198,CEP104,113,1.86382,30,-0.5109,31,-0.6956
ENSG00000196581,AJAP1,17,-1.3939,33,-0.5088,52,0.83511
ENSG00000069424,KCNAB2,14,-3.6829,208,0.45564,175,0.12895
ENSG00000116254,CHD5,47,-2.7808,224,-0.5437,373,1.05350
ENSG00000116251,RPL22,869,0.94008,572,0.31135,393,-0.7171
ENSG00000116237,ICMT,6,-2.1426,20,-0.6222,35,1.05959
ENSG00000097021,ACOT7,21,-2.9055,138,-0.1360,173,0.67063
ENSG00000215788,TNFRSF25,0,-7.5722,22,0.29468,21,0.33901
ENSG00000171680,PLEKHG5,0,-5.7460,25,-0.0896,31,0.71250
ENSG00000162408,NOL9,16,-0.7699,30,0.24841,27,0.00884
ENSG00000162413,KLHL21,3,-2.7459,24,0.15287,25,0.37836
ENSG00000007923,DNAJC11,5,-2.6903,29,-0.1913,38,0.70800
ENSG00000171735,CAMTA1,182,-1.1680,269,-0.7001,480,0.95533
ENSG00000049246,PER3,44,0.33018,29,-0.4358,38,0.22532
ENSG00000116288,PARK7,89,-1.3857,247,0.25097,227,0.13027
ENSG00000162426,SLC45A1,6,-1.6924,14,-0.6606,25,1.02687
ENSG00000142599,RERE,295,1.10909,115,-0.5437,147,-0.1224
ENSG00000074800,ENO1,251,-0.4842,319,-0.1417,368,0.28682
ENSG00000171603,CLSTN1,162,-1.9791,457,-0.5036,730,0.92760
ENSG00000178585,CTNNBIP1,9,-1.4923,40,1.24218,18,-0.8245
ENSG00000162441,LZIC,94,0.79648,55,-0.1090,53,-0.2729
ENSG00000130939,UBE4B,25,-0.6877,27,-0.6927,47,0.82007
ENSG00000054523,KIF1B,481,0.09695,319,-0.6752,515,0.51706
ENSG00000142657,PGD,38,-0.1557,34,-0.4041,46,0.40211
ENSG00000241563,CORT,3,-3.2549,15,-1.1476,39,1.66619
ENSG00000160049,DFFA,100,0.88291,58,-0.0188,52,-0.3961
ENSG00000120948,TARDBP,94,0.35724,69,-0.1856,75,0.01034
ENSG00000116649,SRM,15,-1.7478,56,0.30030,50,0.13685
ENSG00000171824,EXOSC10,71,1.18622,23,-0.7621,35,-0.0212
ENSG00000198793,MTOR,15,-1.2014,32,-0.0894,37,0.41567
ENSG00000116661,FBXO2,78,-0.7614,163,0.53749,117,-0.2663
ENSG00000132879,FBXO44,26,-1.6400,69,-0.2074,89,0.60242
ENSG00000011021,CLCN6,30,-1.1292,78,0.44008,62,-0.0955
ENSG00000116685,KIAA2013,31,0.08601,25,-0.2731,31,0.19966
ENSG00000116688,MFN2,93,-0.3049,105,-0.1538,120,0.24126
ENSG00000048707,VPS13D,100,0.47166,57,-0.5230,79,0.22491
ENSG00000162496,DHRS3,46,0.98901,27,0.15166,21,-0.6035
ENSG00000116731,PRDM2,290,-0.0443,211,-0.6618,342,0.56658
ENSG00000189337,KAZN,60,0.07584,51,-0.2281,60,0.16618
ENSG00000142634,EFHD2,45,-0.6458,59,-0.2912,77,0.46501
ENSG00000116138,DNAJC16,14,-1.3715,23,-0.7099,43,1.00937
ENSG00000197312,DDI2,13,-1.5525,28,-0.4624,43,0.82272
ENSG00000116786,PLEKHM2,60,-1.0871,159,0.60456,112,-0.2618
ENSG00000065526,SPEN,589,1.63120,101,-1.4848,234,0.06736
ENSG00000159363,ATP13A2,10,-3.1532,105,0.56707,81,-0.0041
ENSG00000117118,SDHB,12,-1.6530,48,0.64362,33,-0.2086
