Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to6,Feature log2 fold change topic 2to6,Feature count topic 7to10,Feature log2 fold change topic 7to10
ENSG00000228794,LINC01128,8,-2.2275,45,0.71182,32,-0.2707
ENSG00000188976,NOC2L,13,-1.6874,52,0.80635,34,-0.4337
ENSG00000188290,HES4,15,-1.9619,64,0.43142,55,-0.0116
ENSG00000187608,ISG15,31,-0.2037,37,0.12095,35,-0.0539
ENSG00000188157,AGRN,15,-0.5533,26,0.68403,17,-0.5474
ENSG00000078808,SDF4,46,-0.2739,66,0.61976,42,-0.5689
ENSG00000176022,B3GALT6,3,-2.6399,21,0.20961,22,0.27344
ENSG00000160087,UBE2J2,23,-0.7228,50,1.10884,23,-0.9716
ENSG00000131584,ACAP3,37,-0.8028,79,0.81718,46,-0.6224
ENSG00000127054,INTS11,28,-0.4028,45,0.62805,29,-0.5335
ENSG00000224051,CPTP,6,-1.4929,21,0.79936,13,-0.4567
ENSG00000107404,DVL1,26,-0.9623,43,-0.3192,61,0.59157
ENSG00000175756,AURKAIP1,88,-0.9312,176,0.26510,160,-0.0052
ENSG00000221978,CCNL2,47,-0.0350,57,0.55443,37,-0.5879
ENSG00000242485,MRPL20,93,-0.8137,150,-0.1127,180,0.35407
ENSG00000179403,VWA1,86,1.97969,24,-0.4227,18,-0.8643
ENSG00000205090,TMEM240,2,-3.1740,32,1.00815,19,-0.5030
ENSG00000160075,SSU72,63,-1.1395,138,0.13267,141,0.17253
ENSG00000228594,FNDC10,2,-3.5339,22,-0.3730,35,0.90234
ENSG00000272106,AL691432.2,8,-1.2063,20,0.36950,18,-0.0580
ENSG00000197530,MIB2,9,-1.9192,39,0.68897,28,-0.2809
ENSG00000248333,CDK11B,71,1.23412,27,-0.5761,33,-0.0523
ENSG00000189339,SLC35E2B,14,-0.8146,25,0.14523,24,0.09223
ENSG00000008130,NADK,15,-0.6699,23,-0.0734,27,0.28057
ENSG00000078369,GNB1,204,-1.4101,448,-0.3452,661,0.69709
ENSG00000187730,GABRD,1,-5.9922,127,0.53228,109,0.04226
ENSG00000067606,PRKCZ,45,-1.9008,166,0.20254,170,0.21398
ENSG00000162585,FAAP20,27,-0.1839,28,-0.1964,34,0.26568
ENSG00000157933,SKI,34,0.46289,15,-1.2424,36,0.99218
ENSG00000157916,RER1,42,-0.5624,76,0.77753,44,-0.6480
ENSG00000157911,PEX10,27,0.35537,17,-0.5266,25,0.38734
ENSG00000197921,HES5,0,-7.8157,36,1.19392,20,-0.6123
ENSG00000157870,PRXL2B,16,-1.1783,35,0.04477,39,0.26887
ENSG00000177133,PRDM16-DT,7,-1.9053,27,0.20994,27,0.20700
ENSG00000158109,TPRG1L,26,-2.7850,189,0.43666,168,0.05413
ENSG00000130764,LRRC47,46,-0.6247,83,0.62337,56,-0.4602
ENSG00000116198,CEP104,104,1.99100,22,-1.0280,31,-0.2163
ENSG00000196581,AJAP1,15,-1.4264,44,0.41084,38,-0.0628
ENSG00000069424,KCNAB2,10,-4.0572,165,0.26655,169,0.27977
ENSG00000116254,CHD5,21,-3.1044,179,0.19326,190,0.31762
ENSG00000116251,RPL22,899,0.94265,360,-0.8781,603,0.42129
ENSG00000116237,ICMT,12,-1.8227,46,0.41549,40,-0.0117
ENSG00000097021,ACOT7,10,-4.0922,230,1.09748,131,-0.5557
ENSG00000215788,TNFRSF25,1,-3.5893,24,1.42963,10,-0.9122
ENSG00000171680,PLEKHG5,0,-6.3832,17,-0.1380,23,0.71535
ENSG00000162408,NOL9,19,-0.3404,24,0.00408,25,0.11108
ENSG00000162413,KLHL21,40,0.61147,28,0.08770,23,-0.3740
ENSG00000041988,THAP3,13,-0.4619,21,0.56014,14,-0.4400
ENSG00000007923,DNAJC11,11,-1.4050,34,0.54043,27,-0.2004
ENSG00000171735,CAMTA1,174,-1.2146,400,0.14215,410,0.17656
ENSG00000049245,VAMP3,112,2.31449,21,-1.0096,24,-0.5545
ENSG00000049246,PER3,72,0.77408,48,0.16748,35,-0.5603
ENSG00000116288,PARK7,199,-0.7430,353,0.29289,310,-0.0775
ENSG00000116285,ERRFI1,15,-0.9032,36,0.85766,21,-0.6406
ENSG00000162426,SLC45A1,4,-2.4968,31,0.93241,19,-0.4726
ENSG00000142599,RERE,150,0.44519,109,-0.1349,112,-0.0484
ENSG00000074800,ENO1,280,-0.8885,597,0.60662,420,-0.3733
ENSG00000171612,SLC25A33,27,-0.6273,37,-0.2332,47,0.43032
ENSG00000171603,CLSTN1,111,-2.4328,753,1.10993,408,-0.6618
ENSG00000178585,CTNNBIP1,23,-0.7500,35,-0.1649,43,0.39186
ENSG00000162441,LZIC,130,1.56957,34,-1.0482,56,0.15509
ENSG00000130939,UBE4B,51,0.38185,45,0.33528,32,-0.5311
ENSG00000054523,KIF1B,576,0.68598,375,-0.0360,337,-0.2790
ENSG00000142657,PGD,29,-0.7635,59,0.71114,37,-0.5172
ENSG00000241563,CORT,10,-2.4683,75,1.43438,32,-0.9969
ENSG00000160049,DFFA,90,1.11095,39,-0.4332,44,-0.1153
ENSG00000142655,PEX14,5,-1.9035,25,0.73473,17,-0.3302
ENSG00000120948,TARDBP,109,0.38361,88,0.05808,78,-0.2242
ENSG00000116649,SRM,33,-0.8860,58,-0.0337,66,0.29041
ENSG00000171824,EXOSC10,39,0.63529,30,0.45269,18,-0.8135
ENSG00000198793,MTOR,22,-0.8392,47,0.64254,32,-0.4237
ENSG00000116661,FBXO2,109,-0.9007,194,0.01267,214,0.24660
ENSG00000132879,FBXO44,11,-2.5421,79,0.90522,50,-0.4408
ENSG00000177000,MTHFR,15,-0.2499,18,-0.0828,20,0.17185
ENSG00000011021,CLCN6,28,-1.2211,70,0.38188,60,-0.0681
ENSG00000116685,KIAA2013,36,0.45712,25,-0.2198,27,0.03408
ENSG00000116688,MFN2,71,-0.8271,135,0.33774,115,-0.1041
ENSG00000048707,VPS13D,50,-0.5005,72,0.15637,68,0.00065
ENSG00000162496,DHRS3,16,-0.5085,24,0.28806,21,-0.1347
ENSG00000116731,PRDM2,138,-0.2908,182,0.28878,152,-0.2023
ENSG00000189337,KAZN,86,0.58611,64,0.19525,48,-0.4809
ENSG00000142634,EFHD2,27,-1.8662,130,1.28880,60,-0.9177
ENSG00000116138,DNAJC16,24,-0.5794,42,0.53788,30,-0.3807
ENSG00000197312,DDI2,26,-0.2585,34,0.33988,27,-0.2678
ENSG00000116786,PLEKHM2,60,-1.0230,102,-0.3315,146,0.61591
ENSG00000065526,SPEN,278,1.71868,77,-0.7410,92,-0.2583
ENSG00000116809,ZBTB17,13,-0.2860,16,-0.0722,17,0.17242
ENSG00000037637,FBXO42,12,-0.7721,22,0.47592,17,-0.2627
ENSG00000055070,SZRD1,44,0.95016,17,-0.9497,30,0.48189
ENSG00000219481,NBPF1,51,1.76603,17,-0.2268,12,-0.8870
ENSG00000159363,ATP13A2,12,-2.8140,97,0.53033,80,-0.0387
ENSG00000117118,SDHB,57,-0.2487,81,0.64129,51,-0.6022
ENSG00000117115,PADI2,234,2.66377,30,-1.4681,45,-0.4936
ENSG00000179051,RCC2,14,-0.7963,29,0.72442,18,-0.5230
ENSG00000117154,IGSF21,6,-3.4484,86,0.75796,61,-0.2356
ENSG00000159423,ALDH4A1,18,-0.2403,19,-0.2995,25,0.38701
ENSG00000127481,UBR4,55,0.71626,33,-0.1596,33,-0.1626
ENSG00000127463,EMC1,14,-1.1467,36,0.72213,24,-0.4391
ENSG00000053372,MRTO4,12,-1.7274,42,0.35926,38,0.03357
ENSG00000053371,AKR7A2,44,0.45336,32,-0.1351,33,-0.0521
ENSG00000077549,CAPZB,114,-0.5240,171,0.21206,156,-0.0507
ENSG00000173436,MICOS10,218,-0.7052,285,-0.4883,445,0.70054
ENSG00000158747,NBL1,33,-2.2588,163,0.32717,154,0.12437
ENSG00000169914,OTUD3,4,-2.2082,27,0.96195,16,-0.5308
ENSG00000162545,CAMK2N1,1055,-0.6870,1196,-0.7938,2329,0.98947
ENSG00000090432,MUL1,17,0.11316,14,-0.3896,18,0.35267
ENSG00000158828,PINK1,145,-1.7637,491,0.20289,497,0.19724
ENSG00000244038,DDOST,17,-0.8860,44,1.33260,17,-1.1787
ENSG00000117245,KIF17,2,-3.2098,35,1.67271,13,-1.1836
ENSG00000189410,SH2D5,0,-6.2560,29,0.64990,23,-0.0737
ENSG00000127483,HP1BP3,473,1.32276,207,-0.1360,166,-0.5959
ENSG00000075151,EIF4G3,241,0.24020,231,0.32464,170,-0.4500
ENSG00000117298,ECE1,39,1.21932,16,-0.4310,17,-0.1915
ENSG00000076864,RAP1GAP,23,-2.6011,185,1.37067,83,-0.9174
ENSG00000090686,USP48,125,0.92506,73,0.04255,57,-0.5130
