Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000228794,LINC01128,126,1.83797,14,-1.9441,38,-0.2936,30,-0.6153,48,0.15454
ENSG00000188976,NOC2L,126,1.41654,23,-1.4624,59,0.09760,24,-1.3049,63,0.25424
ENSG00000188290,HES4,126,2.26239,14,-1.5648,27,-0.5335,54,0.60804,23,-0.8927
ENSG00000187608,ISG15,126,2.11327,18,-1.3475,19,-1.2226,41,0.05121,39,-0.0589
ENSG00000078808,SDF4,126,1.25352,36,-0.9021,47,-0.4470,48,-0.3628,69,0.26875
ENSG00000160087,UBE2J2,126,1.78577,15,-1.8665,50,0.16120,38,-0.3208,41,-0.2704
ENSG00000131584,ACAP3,126,0.54795,66,-0.5509,131,0.72788,41,-1.2358,84,-0.1497
ENSG00000127054,INTS11,126,1.52639,36,-0.6465,32,-0.8465,30,-0.8671,60,0.29170
ENSG00000107404,DVL1,126,1.42615,33,-0.9057,41,-0.5200,78,0.55443,49,-0.2569
ENSG00000175756,AURKAIP1,126,0.31902,49,-1.2641,45,-1.3982,187,0.99942,144,0.77484
ENSG00000221978,CCNL2,126,0.93275,81,0.21669,63,-0.2522,37,-1.0406,67,-0.1723
ENSG00000242485,MRPL20,126,0.28746,73,-0.6540,53,-1.1873,170,0.79864,135,0.55731
ENSG00000179403,VWA1,126,1.83966,83,1.27521,20,-1.3725,31,-0.5796,14,-2.0837
ENSG00000205090,TMEM240,126,2.32650,11,-1.8946,25,-0.6197,7,-2.3489,39,0.18582
ENSG00000160075,SSU72,126,0.05312,75,-0.8553,84,-0.6699,148,0.31539,169,0.78011
ENSG00000228594,FNDC10,126,2.16565,7,-2.7344,24,-0.8543,31,-0.3275,43,0.24740
ENSG00000272106,AL691432.2,126,2.70982,18,-0.9086,8,-2.2191,28,-0.1449,24,-0.5192
ENSG00000197530,MIB2,126,2.32621,13,-1.6394,29,-0.3901,27,-0.4615,29,-0.4462
