Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to13,Feature log2 fold change topic 11to13
ENSG00000228794,LINC01128,7,-2.2042,27,-0.1767,38,0.74123,17,-0.8275,11,-1.4188,32,0.14850
ENSG00000188976,NOC2L,23,-1.0004,24,-0.9664,64,1.08331,24,-0.9790,42,-0.1305,32,-0.6244
ENSG00000188290,HES4,22,-1.4062,84,0.66426,41,-0.7312,88,0.74123,55,-0.0231,76,0.61139
ENSG00000187608,ISG15,45,0.32251,53,0.60788,28,-0.6059,54,0.61841,25,-0.5714,42,0.27359
ENSG00000188157,AGRN,36,0.34901,50,0.85972,28,-0.0496,20,-0.5235,24,-0.2812,25,-0.2564
ENSG00000078808,SDF4,64,0.27091,53,-0.0199,56,0.12725,51,-0.0937,67,0.33929,42,-0.4373
ENSG00000176022,B3GALT6,11,-1.0324,51,1.31872,22,-0.0841,24,0.09735,35,0.69370,14,-0.8694
ENSG00000160087,UBE2J2,21,-0.4115,26,-0.1493,25,-0.3166,23,-0.3415,50,0.91822,33,0.27063
ENSG00000131584,ACAP3,43,-0.4406,83,0.57364,45,-0.5968,35,-0.7428,95,0.79086,74,0.49143
ENSG00000127054,INTS11,32,-0.2879,19,-1.0567,45,0.42892,20,-0.9901,14,-1.5228,50,0.46905
ENSG00000224051,CPTP,13,-0.6501,18,-0.1984,22,0.28944,26,0.36262,5,-1.9586,22,0.17106
ENSG00000107404,DVL1,34,-0.3832,56,0.37279,21,-1.5691,80,0.96452,70,0.72919,68,0.88917
ENSG00000175756,AURKAIP1,137,-0.5504,78,-1.3950,205,0.12950,229,0.25117,173,-0.1922,232,0.32631
ENSG00000221978,CCNL2,54,0.12713,112,1.31403,47,-0.1646,28,-0.8760,50,-0.0117,41,-0.3378
ENSG00000242485,MRPL20,122,-0.5709,128,-0.4933,153,-0.3578,181,0.03951,264,0.64163,227,0.48888
ENSG00000235098,ANKRD65,19,-0.3639,19,-0.3276,21,-0.3000,27,0.16003,41,0.84321,26,0.16149
ENSG00000179403,VWA1,152,3.17118,10,-1.4711,12,-1.6483,30,0.15445,70,1.56104,5,-2.6679
ENSG00000205090,TMEM240,6,-2.0808,23,-0.0868,27,0.38486,12,-0.9965,13,-0.8559,31,0.48488
ENSG00000160075,SSU72,83,-0.9059,88,-0.8100,154,0.08254,129,-0.2351,132,-0.1890,196,0.52844
ENSG00000228594,FNDC10,3,-2.8552,9,-1.3404,29,0.62889,21,-0.1910,9,-1.3280,29,0.42142
ENSG00000272106,AL691432.2,18,-0.1007,18,-0.0948,18,-0.1879,3,-2.6635,0,-6.7995,35,1.22622
ENSG00000197530,MIB2,14,-1.2428,29,-0.1422,34,0.19049,19,-0.7259,47,0.62661,33,0.06881
ENSG00000248333,CDK11B,60,0.17909,89,0.81004,57,0.13569,57,0.08710,46,-0.2437,36,-0.7179
ENSG00000189339,SLC35E2B,13,-0.7672,21,-0.0663,26,0.46134,30,0.46993,6,-1.7930,20,-0.1629
ENSG00000008128,CDK11A,52,1.24418,39,0.75544,22,-0.2653,25,0.07092,0,-6.6699,22,-0.1379
ENSG00000008130,NADK,12,-0.7314,8,-1.3200,19,-0.0166,27,0.54462,38,1.06266,17,-0.2219
ENSG00000078369,GNB1,219,-1.3205,385,-0.4709,481,-0.2110,596,0.20812,602,0.22457,699,0.57596
ENSG00000187730,GABRD,4,-5.6784,120,-0.7554,296,1.41315,65,-1.6572,28,-2.9090,186,-0.0953
ENSG00000067606,PRKCZ,64,-1.6123,100,-0.9381,185,-0.0002,101,-0.9225,247,0.45621,261,0.68635
ENSG00000162585,FAAP20,38,0.17057,46,0.46635,28,-0.4511,43,0.37345,31,-0.1451,38,0.21396
