Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000228794,LINC01128,4,-2.9915,7,-2.2522,27,-0.3294,31,-0.0966,38,0.22178,37,0.18381,53,0.75391,35,0.05937,49,0.62033,52,0.71023
ENSG00000188976,NOC2L,22,-0.9808,17,-1.3654,44,0.09831,28,-0.6334,55,0.44265,83,1.16280,45,0.12119,42,0.01656,34,-0.3191,46,0.17089
ENSG00000188290,HES4,11,-1.4029,19,-0.5446,31,0.23467,30,0.19294,51,1.06395,41,0.69622,9,-1.5869,38,0.54211,24,-0.1677,14,-0.9449
ENSG00000187608,ISG15,9,-1.4640,31,0.46559,53,1.42063,22,-0.1029,18,-0.3489,16,-0.5617,31,0.49010,16,-0.5936,16,-0.5941,19,-0.2983
ENSG00000078808,SDF4,30,-0.6444,41,-0.1497,45,-0.0066,40,-0.1874,59,0.44653,69,0.68355,52,0.23692,70,0.71625,21,-1.1450,24,-0.9839
ENSG00000160087,UBE2J2,10,-1.4520,26,-0.1047,34,0.35490,22,-0.3291,32,0.21742,41,0.63131,41,0.63415,12,-1.2012,36,0.42825,21,-0.4103
ENSG00000131584,ACAP3,29,-1.2275,31,-1.1145,75,0.24754,86,0.48022,49,-0.4147,74,0.24577,110,0.89997,42,-0.6609,86,0.48930,57,-0.1770
ENSG00000127054,INTS11,17,-0.9777,44,0.45581,31,-0.0958,31,-0.1086,44,0.45814,42,0.36496,83,1.56473,13,-1.4403,3,-3.2433,23,-0.5435
ENSG00000107404,DVL1,22,-1.5839,79,0.38285,76,0.30918,81,0.42027,48,-0.4296,56,-0.1851,54,-0.2242,127,1.18115,39,-0.7544,45,-0.5153
ENSG00000175756,AURKAIP1,43,-1.6216,159,0.40970,160,0.41876,95,-0.4208,251,1.19502,177,0.58744,139,0.18800,78,-0.7115,56,-1.2326,79,-0.7084
ENSG00000221978,CCNL2,49,0.03432,27,-0.8780,36,-0.4626,32,-0.6462,61,0.37907,90,1.04533,101,1.25364,38,-0.3632,30,-0.7529,17,-1.5599
ENSG00000242485,MRPL20,59,-0.9839,106,-0.0795,163,0.62674,108,-0.0453,183,0.82078,132,0.27950,128,0.22957,90,-0.3300,85,-0.4301,58,-1.0047
ENSG00000235098,ANKRD65,11,-1.1129,19,-0.2794,56,1.49476,23,0.01436,48,1.22653,6,-2.0819,20,-0.2352,20,-0.2436,15,-0.6708,13,-0.8332
ENSG00000205090,TMEM240,0,-7.8735,6,-2.1427,47,1.10425,17,-0.5519,33,0.50452,17,-0.5629,54,1.37505,4,-2.4272,39,0.79394,24,0.00180
ENSG00000160075,SSU72,43,-1.5435,106,-0.1851,144,0.31082,128,0.11517,219,1.01413,153,0.40193,118,-0.0086,125,0.07497,65,-0.9286,89,-0.4541
ENSG00000228594,FNDC10,4,-2.4984,10,-1.3663,24,-0.0048,36,0.62630,45,1.00687,14,-0.8663,46,1.05266,21,-0.2424,23,-0.0798,21,-0.2578
ENSG00000197530,MIB2,7,-1.8325,29,0.22914,53,1.24331,20,-0.3160,36,0.56752,31,0.34745,32,0.37763,12,-1.0932,15,-0.7429,15,-0.7700
ENSG00000248333,CDK11B,139,1.19248,52,-0.4333,19,-1.9560,23,-1.6572,73,0.11754,53,-0.3838,49,-0.5295,72,0.08876,110,0.78309,93,0.50107
ENSG00000008128,CDK11A,127,2.46562,17,-1.0556,5,-2.7652,13,-1.4379,20,-0.7406,11,-1.6337,42,0.36664,13,-1.4484,57,0.88091,27,-0.3100
ENSG00000215790,SLC35E2A,2,-3.1277,29,0.35340,30,0.38513,22,-0.0831,63,1.71593,10,-1.2527,20,-0.2729,15,-0.6913,22,-0.0668,20,-0.2577
ENSG00000008130,NADK,11,-0.9659,27,0.40541,28,0.45594,25,0.28997,30,0.55790,25,0.31484,17,-0.3284,24,0.22576,5,-2.0945,17,-0.3073
ENSG00000078369,GNB1,133,-2.0868,710,0.50256,693,0.46207,544,0.06718,712,0.50717,589,0.19511,329,-0.7200,690,0.45655,389,-0.4643,429,-0.3101
ENSG00000187730,GABRD,1,-6.4416,46,-1.5614,234,1.00598,142,0.17014,124,-0.0507,170,0.46189,218,0.88620,20,-2.7711,92,-0.5226,232,0.99295
ENSG00000067606,PRKCZ,32,-2.6455,194,0.06914,229,0.33747,179,-0.0667,219,0.26347,200,0.11702,267,0.59035,148,-0.3582,221,0.27844,171,-0.1318
ENSG00000162585,FAAP20,30,0.22972,30,0.27255,47,0.99305,25,-0.0428,42,0.82395,24,-0.1341,9,-1.4922,14,-0.9640,18,-0.5570,18,-0.5724
ENSG00000157933,SKI,32,-0.3275,40,0.05327,28,-0.5137,67,0.89408,18,-1.2008,19,-1.0739,26,-0.6236,71,0.98639,57,0.62912,32,-0.3271
ENSG00000157916,RER1,25,-0.7252,20,-1.0300,51,0.40714,42,0.09792,58,0.62249,57,0.59772,69,0.92368,36,-0.1551,10,-1.9968,27,-0.5883
ENSG00000157870,PRXL2B,10,-2.3339,50,0.01080,71,0.58494,38,-0.4125,65,0.42518,68,0.50369,54,0.12488,60,0.31675,34,-0.5738,46,-0.1186
ENSG00000158109,TPRG1L,16,-3.5907,113,-0.7037,237,0.47752,212,0.28910,301,0.88393,237,0.47574,243,0.51503,149,-0.2729,106,-0.7989,156,-0.1994
ENSG00000130764,LRRC47,22,-1.4128,46,-0.3031,49,-0.2036,54,-0.0556,96,0.89566,86,0.70484,64,0.22499,48,-0.2349,24,-1.2855,69,0.34018
ENSG00000116198,CEP104,113,1.86382,32,-0.3076,19,-1.1037,39,-0.0051,11,-1.8832,39,-0.0134,21,-0.9675,31,-0.3779,43,0.16857,43,0.13688
ENSG00000196581,AJAP1,17,-1.3939,33,-0.4176,31,-0.5203,35,-0.3000,13,-1.8029,42,-0.0367,80,1.05354,32,-0.4525,51,0.28161,94,1.32609
ENSG00000069424,KCNAB2,14,-3.6829,150,-0.1882,237,0.55255,238,0.56521,258,0.69957,223,0.45286,170,0.01140,158,-0.1003,82,-1.1241,157,-0.1115
ENSG00000116254,CHD5,47,-2.7808,275,-0.1186,158,-0.9803,240,-0.3331,208,-0.5511,250,-0.2663,355,0.29669,394,0.46704,489,0.83129,544,1.01669
ENSG00000116251,RPL22,869,0.94008,694,0.55546,589,0.28376,433,-0.2097,466,-0.0922,308,-0.7417,379,-0.4181,569,0.22890,310,-0.7317,324,-0.6597
ENSG00000116237,ICMT,6,-2.1426,10,-1.5696,20,-0.4895,30,0.12953,38,0.52326,41,0.65216,49,0.97765,20,-0.4683,21,-0.4405,39,0.57207
ENSG00000097021,ACOT7,21,-2.9055,51,-1.6228,224,0.68181,139,-0.0907,289,1.12864,305,1.22740,175,0.27127,69,-1.1701,68,-1.1872,134,-0.1489
ENSG00000215788,TNFRSF25,0,-7.5722,2,-3.3225,37,1.07438,28,0.59793,15,-0.4433,26,0.46998,54,1.76429,6,-1.7667,5,-1.8756,22,0.16701
ENSG00000171680,PLEKHG5,0,-5.7460,23,-0.2066,29,0.15871,23,-0.1866,25,-0.0685,16,-0.7058,58,1.33708,26,0.02259,46,0.91881,15,-0.8773
ENSG00000162408,NOL9,16,-0.7699,40,0.64242,26,-0.0326,24,-0.1405,22,-0.2769,15,-0.8800,27,-0.0058,19,-0.5181,56,1.21926,22,-0.2887
ENSG00000162413,KLHL21,3,-2.7459,5,-2.2923,53,1.47775,14,-0.6954,34,0.69079,27,0.31204,18,-0.3136,26,0.27258,22,-0.0417,20,-0.1702
