Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to13,Feature log2 fold change topic 3to13
ENSG00000228794,LINC01128,7,-2.2042,27,-0.1767,32,0.94254
ENSG00000188976,NOC2L,23,-1.0004,24,-0.9664,50,1.04675
ENSG00000188290,HES4,22,-1.4062,84,0.66426,56,0.07569
ENSG00000187608,ISG15,45,0.32251,53,0.60788,34,-0.5223
ENSG00000188157,AGRN,36,0.34901,50,0.85972,26,-0.6942
ENSG00000078808,SDF4,64,0.27091,53,-0.0199,53,-0.1441
ENSG00000176022,B3GALT6,11,-1.0324,51,1.31872,21,-0.5587
ENSG00000160087,UBE2J2,21,-0.4115,26,-0.1493,29,0.29783
ENSG00000131584,ACAP3,43,-0.4406,83,0.57364,57,-0.1532
ENSG00000127054,INTS11,32,-0.2879,19,-1.0567,41,0.67227
ENSG00000224051,CPTP,13,-0.6501,18,-0.1984,21,0.44076
ENSG00000107404,DVL1,34,-0.3832,56,0.37279,44,-0.0395
ENSG00000175756,AURKAIP1,137,-0.5504,78,-1.3950,211,0.97717
ENSG00000221978,CCNL2,54,0.12713,112,1.31403,44,-0.9130
ENSG00000242485,MRPL20,122,-0.5709,128,-0.4933,186,0.57157
ENSG00000235098,ANKRD65,19,-0.3639,19,-0.3276,25,0.37339
ENSG00000179403,VWA1,152,3.17118,10,-1.4711,17,-2.2162
ENSG00000205090,TMEM240,6,-2.0808,23,-0.0868,26,0.84230
ENSG00000160075,SSU72,83,-0.9059,88,-0.8100,161,0.91485
ENSG00000228594,FNDC10,3,-2.8552,9,-1.3404,26,2.00813
ENSG00000272106,AL691432.2,18,-0.1007,18,-0.0948,19,0.10636
ENSG00000197530,MIB2,14,-1.2428,29,-0.1422,33,0.64407
ENSG00000248333,CDK11B,60,0.17909,89,0.81004,50,-0.5798
ENSG00000189339,SLC35E2B,13,-0.7672,21,-0.0663,23,0.40967
ENSG00000008128,CDK11A,52,1.24418,39,0.75544,20,-1.1549
ENSG00000008130,NADK,12,-0.7314,8,-1.3200,21,1.06234
ENSG00000078369,GNB1,219,-1.3205,385,-0.4709,562,0.89609
ENSG00000187730,GABRD,4,-5.6784,120,-0.7554,221,1.82954
ENSG00000067606,PRKCZ,64,-1.6123,100,-0.9381,204,1.31252
ENSG00000162585,FAAP20,38,0.17057,46,0.46635,32,-0.3580
ENSG00000157933,SKI,19,-0.5219,60,1.29525,25,-0.6722
ENSG00000157916,RER1,70,0.36756,36,-0.6769,56,0.08167
ENSG00000157911,PEX10,34,0.84764,18,-0.1769,19,-0.4509
ENSG00000157870,PRXL2B,2,-4.1253,32,-0.0435,36,1.07277
ENSG00000158109,TPRG1L,29,-2.6255,88,-1.0019,189,1.69202
ENSG00000130764,LRRC47,45,-0.6506,36,-0.9750,74,0.85959
ENSG00000116198,CEP104,62,1.18190,75,1.49753,23,-1.5630
ENSG00000196581,AJAP1,20,-1.2435,54,0.24963,48,0.35926
ENSG00000069424,KCNAB2,15,-3.6731,91,-1.0631,207,1.95333
ENSG00000116254,CHD5,34,-2.6887,354,0.84634,211,0.12308
ENSG00000116251,RPL22,1155,0.74924,556,-0.4067,699,-0.2913
ENSG00000116237,ICMT,14,-1.5024,28,-0.5240,43,0.99968
ENSG00000097021,ACOT7,66,-1.8634,69,-1.7852,256,1.91498
ENSG00000215788,TNFRSF25,2,-2.7354,61,2.12683,15,-1.0911
ENSG00000171680,PLEKHG5,5,-1.9872,26,0.49862,20,0.33580
ENSG00000162408,NOL9,9,-1.2685,28,0.46057,21,0.20419
ENSG00000162413,KLHL21,28,0.24535,18,-0.4166,24,0.05824
ENSG00000041988,THAP3,15,-0.2628,7,-1.3838,19,0.77761
ENSG00000007923,DNAJC11,18,-0.4430,21,-0.1985,25,0.34186
ENSG00000171735,CAMTA1,154,-1.2859,376,0.06926,377,0.50675
ENSG00000049245,VAMP3,206,3.39617,15,-1.1527,19,-2.4793
