ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,core_enrichment_symbol
GO:0002181,cytoplasmic translation,156,-0.7257322313177608,-3.244731410735791,1e-10,1.4540540540540542e-8,1.0688477951635846e-8,1671,"tags=61%, list=12%, signal=54%",ENSG00000198492/ENSG00000166441/ENSG00000184110/ENSG00000105193/ENSG00000147403/ENSG00000174444/ENSG00000009307/ENSG00000149273/ENSG00000100129/ENSG00000198034/ENSG00000114503/ENSG00000115268/ENSG00000167526/ENSG00000140988/ENSG00000137154/ENSG00000119718/ENSG00000142676/ENSG00000142541/ENSG00000130255/ENSG00000136942/ENSG00000197958/ENSG00000137818/ENSG00000198242/ENSG00000108298/ENSG00000149806/ENSG00000232119/ENSG00000178982/ENSG00000213741/ENSG00000156976/ENSG00000162244/ENSG00000198755/ENSG00000105372/ENSG00000105640/ENSG00000107581/ENSG00000083845/ENSG00000165525/ENSG00000231500/ENSG00000124614/ENSG00000156482/ENSG00000168028/ENSG00000112306/ENSG00000177600/ENSG00000177954/ENSG00000115211/ENSG00000186468/ENSG00000131469/ENSG00000008988/ENSG00000102081/ENSG00000164587/ENSG00000233927/ENSG00000114867/ENSG00000163682/ENSG00000174953/ENSG00000197756/ENSG00000139726/ENSG00000134419/ENSG00000114391/ENSG00000110700/ENSG00000147677/ENSG00000118181/ENSG00000241343/ENSG00000111832/ENSG00000104131/ENSG00000204628/ENSG00000144713/ENSG00000148303/ENSG00000198918/ENSG00000104408/ENSG00000171863/ENSG00000143947/ENSG00000125691/ENSG00000229117/ENSG00000031698/ENSG00000122026/ENSG00000070756/ENSG00000145592/ENSG00000122406/ENSG00000182899/ENSG00000188846/ENSG00000071082/ENSG00000265681/ENSG00000116251/ENSG00000109475/ENSG00000147604/ENSG00000172809/ENSG00000138326/ENSG00000065548/ENSG00000145425/ENSG00000142937/ENSG00000100664/ENSG00000161970/ENSG00000125977/ENSG00000171858/ENSG00000089009/ENSG00000197728,YTHDF2/RPL27A/EIF3C/EIF3CL/RPS16/RPL10/RPL4/CSDE1/RPS3/EIF3L/RPS4X/NCBP2/RPS15/RPL13/RPS2/RPS6/EIF2B2/RPL11/RPL13A/RPL36/RPL35/RPL12/RPLP1/RPL23A/RPL19/FAU/MCTS1/EIF3K/RPS29/EIF4A2/RPL29/RPL10A/RPS19/RPL18A/EIF3A/RPS5/NEMF/RPS18/RPS10/RPL30/RPSA/RPS12/RPLP2/RPS27/EIF2B4/RPS23/RPL27/RPS20/FMR1/RPS14/RPS28/EIF4G1/RPL9/DHX36/RPL37A/DENR/RPS15A/RPL24/RPS13/EIF3H/RPS25/RPL36A/RWDD1/EIF3J/RACK1/RPL32/RPL7A/RPL39/EIF3E/RPS7/RPS27A/RPL23/RPL41/SARS1/RPL21/PABPC1/RPL37/RPL5/RPL35A/RPL14/RPL31/RPL17/RPL22/RPL34/RPL7/RPL38/RPS24/ZC3H15/RPS3A/RPS8/EIF5/RPL26/EIF2S2/RPS21/RPL6/RPS26
GO:0042773,ATP synthesis coupled electron transport,91,-0.7416765574692632,-3.0396468333388906,1e-10,1.4540540540540542e-8,1.0688477951635846e-8,1597,"tags=62%, list=11%, signal=55%",ENSG00000167792/ENSG00000023228/ENSG00000172115/ENSG00000169021/ENSG00000015475/ENSG00000131495/ENSG00000106153/ENSG00000168275/ENSG00000134057/ENSG00000267855/ENSG00000099795/ENSG00000136521/ENSG00000128609/ENSG00000170906/ENSG00000198938/ENSG00000198712/ENSG00000158828/ENSG00000212907/ENSG00000198763/ENSG00000165264/ENSG00000004779/ENSG00000116288/ENSG00000145494/ENSG00000135940/ENSG00000198786/ENSG00000119013/ENSG00000065518/ENSG00000109390/ENSG00000140990/ENSG00000160194/ENSG00000168653/ENSG00000198727/ENSG00000126267/ENSG00000173660/ENSG00000131143/ENSG00000176340/ENSG00000131174/ENSG00000111775/ENSG00000164258/ENSG00000184752/ENSG00000164919/ENSG00000178741/ENSG00000184076/ENSG00000166136/ENSG00000189043/ENSG00000125356/ENSG00000119421/ENSG00000147684/ENSG00000164405/ENSG00000161281/ENSG00000090266/ENSG00000112695/ENSG00000183648/ENSG00000127540/ENSG00000127184/ENSG00000156467,NDUFV1/NDUFS1/CYCS/UQCRFS1/BID/NDUFA2/CHCHD2/COA6/CCNB1/NDUFA7/NDUFB7/NDUFB5/NDUFA5/NDUFA3/COX3/COX2/PINK1/ND4L/ND2/NDUFB6/NDUFAB1/PARK7/NDUFS6/COX5B/ND5/NDUFB3/NDUFB4/NDUFC1/NDUFB10/NDUFV3/NDUFS5/CYTB/COX6B1/UQCRH/COX4I1/COX8A/COX7B/COX6A1/NDUFS4/NDUFA12/COX6C/COX5A/UQCR10/NDUFB8/NDUFA4/NDUFA1/NDUFA8/NDUFB9/UQCRQ/COX7A1/NDUFB2/COX7A2/NDUFB1/UQCR11/COX7C/UQCRB
GO:0042775,mitochondrial ATP synthesis coupled electron transport,91,-0.7416765574692632,-3.0396468333388906,1e-10,1.4540540540540542e-8,1.0688477951635846e-8,1597,"tags=62%, list=11%, signal=55%",ENSG00000167792/ENSG00000023228/ENSG00000172115/ENSG00000169021/ENSG00000015475/ENSG00000131495/ENSG00000106153/ENSG00000168275/ENSG00000134057/ENSG00000267855/ENSG00000099795/ENSG00000136521/ENSG00000128609/ENSG00000170906/ENSG00000198938/ENSG00000198712/ENSG00000158828/ENSG00000212907/ENSG00000198763/ENSG00000165264/ENSG00000004779/ENSG00000116288/ENSG00000145494/ENSG00000135940/ENSG00000198786/ENSG00000119013/ENSG00000065518/ENSG00000109390/ENSG00000140990/ENSG00000160194/ENSG00000168653/ENSG00000198727/ENSG00000126267/ENSG00000173660/ENSG00000131143/ENSG00000176340/ENSG00000131174/ENSG00000111775/ENSG00000164258/ENSG00000184752/ENSG00000164919/ENSG00000178741/ENSG00000184076/ENSG00000166136/ENSG00000189043/ENSG00000125356/ENSG00000119421/ENSG00000147684/ENSG00000164405/ENSG00000161281/ENSG00000090266/ENSG00000112695/ENSG00000183648/ENSG00000127540/ENSG00000127184/ENSG00000156467,NDUFV1/NDUFS1/CYCS/UQCRFS1/BID/NDUFA2/CHCHD2/COA6/CCNB1/NDUFA7/NDUFB7/NDUFB5/NDUFA5/NDUFA3/COX3/COX2/PINK1/ND4L/ND2/NDUFB6/NDUFAB1/PARK7/NDUFS6/COX5B/ND5/NDUFB3/NDUFB4/NDUFC1/NDUFB10/NDUFV3/NDUFS5/CYTB/COX6B1/UQCRH/COX4I1/COX8A/COX7B/COX6A1/NDUFS4/NDUFA12/COX6C/COX5A/UQCR10/NDUFB8/NDUFA4/NDUFA1/NDUFA8/NDUFB9/UQCRQ/COX7A1/NDUFB2/COX7A2/NDUFB1/UQCR11/COX7C/UQCRB
GO:0019646,aerobic electron transport chain,84,-0.7446208144816426,-2.9939809758799827,1e-10,1.4540540540540542e-8,1.0688477951635846e-8,1726,"tags=61%, list=12%, signal=54%",ENSG00000167792/ENSG00000023228/ENSG00000172115/ENSG00000169021/ENSG00000131495/ENSG00000267855/ENSG00000099795/ENSG00000136521/ENSG00000128609/ENSG00000170906/ENSG00000198938/ENSG00000198712/ENSG00000158828/ENSG00000212907/ENSG00000198763/ENSG00000165264/ENSG00000004779/ENSG00000116288/ENSG00000145494/ENSG00000135940/ENSG00000198786/ENSG00000119013/ENSG00000065518/ENSG00000109390/ENSG00000140990/ENSG00000160194/ENSG00000168653/ENSG00000198727/ENSG00000126267/ENSG00000173660/ENSG00000131143/ENSG00000176340/ENSG00000131174/ENSG00000111775/ENSG00000164258/ENSG00000164919/ENSG00000178741/ENSG00000184076/ENSG00000166136/ENSG00000189043/ENSG00000125356/ENSG00000119421/ENSG00000147684/ENSG00000164405/ENSG00000161281/ENSG00000090266/ENSG00000112695/ENSG00000183648/ENSG00000127540/ENSG00000127184/ENSG00000156467,NDUFV1/NDUFS1/CYCS/UQCRFS1/NDUFA2/NDUFA7/NDUFB7/NDUFB5/NDUFA5/NDUFA3/COX3/COX2/PINK1/ND4L/ND2/NDUFB6/NDUFAB1/PARK7/NDUFS6/COX5B/ND5/NDUFB3/NDUFB4/NDUFC1/NDUFB10/NDUFV3/NDUFS5/CYTB/COX6B1/UQCRH/COX4I1/COX8A/COX7B/COX6A1/NDUFS4/COX6C/COX5A/UQCR10/NDUFB8/NDUFA4/NDUFA1/NDUFA8/NDUFB9/UQCRQ/COX7A1/NDUFB2/COX7A2/NDUFB1/UQCR11/COX7C/UQCRB
GO:0006119,oxidative phosphorylation,133,-0.6737850493529773,-2.938872897010552,1e-10,1.4540540540540542e-8,1.0688477951635846e-8,2318,"tags=61%, list=17%, signal=51%",ENSG00000140740/ENSG00000103254/ENSG00000110955/ENSG00000179091/ENSG00000122696/ENSG00000136003/ENSG00000152234/ENSG00000165629/ENSG00000250479/ENSG00000116459/ENSG00000198899/ENSG00000167792/ENSG00000023228/ENSG00000172115/ENSG00000169021/ENSG00000015475/ENSG00000131495/ENSG00000106153/ENSG00000165283/ENSG00000168275/ENSG00000134057/ENSG00000267855/ENSG00000099795/ENSG00000136521/ENSG00000165060/ENSG00000128609/ENSG00000170906/ENSG00000198938/ENSG00000198712/ENSG00000158828/ENSG00000212907/ENSG00000198763/ENSG00000165264/ENSG00000004779/ENSG00000116288/ENSG00000145494/ENSG00000135940/ENSG00000198786/ENSG00000119013/ENSG00000169020/ENSG00000241468/ENSG00000065518/ENSG00000109390/ENSG00000140990/ENSG00000174886/ENSG00000241837/ENSG00000160194/ENSG00000168653/ENSG00000198727/ENSG00000167283/ENSG00000126267/ENSG00000173660/ENSG00000131143/ENSG00000176340/ENSG00000147123/ENSG00000137288/ENSG00000131174/ENSG00000111775/ENSG00000228253/ENSG00000164258/ENSG00000184752/ENSG00000130770/ENSG00000164919/ENSG00000178741/ENSG00000184076/ENSG00000166136/ENSG00000189043/ENSG00000125356/ENSG00000119421/ENSG00000147684/ENSG00000167863/ENSG00000164405/ENSG00000161281/ENSG00000090266/ENSG00000154723/ENSG00000112695/ENSG00000183648/ENSG00000127540/ENSG00000127184/ENSG00000156467/ENSG00000124172,UQCRC2/ANTKMT/ATP5F1B/CYC1/SLC25A51/ISCU/ATP5F1A/ATP5F1C/CHCHD10/ATP5PB/ATP6/NDUFV1/NDUFS1/CYCS/UQCRFS1/BID/NDUFA2/CHCHD2/STOML2/COA6/CCNB1/NDUFA7/NDUFB7/NDUFB5/FXN/NDUFA5/NDUFA3/COX3/COX2/PINK1/ND4L/ND2/NDUFB6/NDUFAB1/PARK7/NDUFS6/COX5B/ND5/NDUFB3/ATP5ME/ATP5MF/NDUFB4/NDUFC1/NDUFB10/NDUFA11/ATP5PO/NDUFV3/NDUFS5/CYTB/ATP5MG/COX6B1/UQCRH/COX4I1/COX8A/NDUFB11/UQCC2/COX7B/COX6A1/ATP8/NDUFS4/NDUFA12/ATP5IF1/COX6C/COX5A/UQCR10/NDUFB8/NDUFA4/NDUFA1/NDUFA8/NDUFB9/ATP5PD/UQCRQ/COX7A1/NDUFB2/ATP5PF/COX7A2/NDUFB1/UQCR11/COX7C/UQCRB/ATP5F1E
GO:0015986,proton motive force-driven ATP synthesis,75,-0.7383461115164235,-2.891978088845784,1e-10,1.4540540540540542e-8,1.0688477951635846e-8,2468,"tags=71%, list=18%, signal=59%",ENSG00000135390/ENSG00000186010/ENSG00000103254/ENSG00000110955/ENSG00000152234/ENSG00000165629/ENSG00000116459/ENSG00000198899/ENSG00000114573/ENSG00000167792/ENSG00000023228/ENSG00000131495/ENSG00000154518/ENSG00000165283/ENSG00000267855/ENSG00000099795/ENSG00000136521/ENSG00000128609/ENSG00000170906/ENSG00000159199/ENSG00000212907/ENSG00000198763/ENSG00000165264/ENSG00000004779/ENSG00000145494/ENSG00000198786/ENSG00000119013/ENSG00000169020/ENSG00000241468/ENSG00000065518/ENSG00000109390/ENSG00000140990/ENSG00000174886/ENSG00000241837/ENSG00000160194/ENSG00000168653/ENSG00000167283/ENSG00000147123/ENSG00000228253/ENSG00000164258/ENSG00000184752/ENSG00000130770/ENSG00000173915/ENSG00000166136/ENSG00000125356/ENSG00000119421/ENSG00000156411/ENSG00000147684/ENSG00000167863/ENSG00000090266/ENSG00000154723/ENSG00000183648/ENSG00000124172,ATP5MC2/NDUFA13/ANTKMT/ATP5F1B/ATP5F1A/ATP5F1C/ATP5PB/ATP6/ATP6V1A/NDUFV1/NDUFS1/NDUFA2/ATP5MC3/STOML2/NDUFA7/NDUFB7/NDUFB5/NDUFA5/NDUFA3/ATP5MC1/ND4L/ND2/NDUFB6/NDUFAB1/NDUFS6/ND5/NDUFB3/ATP5ME/ATP5MF/NDUFB4/NDUFC1/NDUFB10/NDUFA11/ATP5PO/NDUFV3/NDUFS5/ATP5MG/NDUFB11/ATP8/NDUFS4/NDUFA12/ATP5IF1/ATP5MK/NDUFB8/NDUFA1/NDUFA8/ATP5MJ/NDUFB9/ATP5PD/NDUFB2/ATP5PF/NDUFB1/ATP5F1E
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,67,-0.7432346904002317,-2.878918479920308,1e-10,1.4540540540540542e-8,1.0688477951635846e-8,2407,"tags=70%, list=17%, signal=58%",ENSG00000186010/ENSG00000103254/ENSG00000110955/ENSG00000152234/ENSG00000165629/ENSG00000116459/ENSG00000198899/ENSG00000167792/ENSG00000023228/ENSG00000131495/ENSG00000165283/ENSG00000267855/ENSG00000099795/ENSG00000136521/ENSG00000128609/ENSG00000170906/ENSG00000212907/ENSG00000198763/ENSG00000165264/ENSG00000004779/ENSG00000145494/ENSG00000198786/ENSG00000119013/ENSG00000169020/ENSG00000241468/ENSG00000065518/ENSG00000109390/ENSG00000140990/ENSG00000174886/ENSG00000241837/ENSG00000160194/ENSG00000168653/ENSG00000167283/ENSG00000147123/ENSG00000228253/ENSG00000164258/ENSG00000184752/ENSG00000130770/ENSG00000166136/ENSG00000125356/ENSG00000119421/ENSG00000147684/ENSG00000167863/ENSG00000090266/ENSG00000154723/ENSG00000183648/ENSG00000124172,NDUFA13/ANTKMT/ATP5F1B/ATP5F1A/ATP5F1C/ATP5PB/ATP6/NDUFV1/NDUFS1/NDUFA2/STOML2/NDUFA7/NDUFB7/NDUFB5/NDUFA5/NDUFA3/ND4L/ND2/NDUFB6/NDUFAB1/NDUFS6/ND5/NDUFB3/ATP5ME/ATP5MF/NDUFB4/NDUFC1/NDUFB10/NDUFA11/ATP5PO/NDUFV3/NDUFS5/ATP5MG/NDUFB11/ATP8/NDUFS4/NDUFA12/ATP5IF1/NDUFB8/NDUFA1/NDUFA8/NDUFB9/ATP5PD/NDUFB2/ATP5PF/NDUFB1/ATP5F1E
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,104,-0.6827743106065471,-2.8708423290371785,1e-10,1.4540540540540542e-8,1.0688477951635846e-8,2029,"tags=54%, list=15%, signal=46%",ENSG00000152234/ENSG00000165629/ENSG00000116459/ENSG00000198899/ENSG00000114573/ENSG00000167792/ENSG00000112981/ENSG00000023228/ENSG00000131495/ENSG00000154518/ENSG00000165283/ENSG00000267855/ENSG00000099795/ENSG00000136521/ENSG00000128609/ENSG00000143799/ENSG00000239672/ENSG00000170906/ENSG00000159199/ENSG00000158828/ENSG00000212907/ENSG00000198763/ENSG00000165264/ENSG00000004779/ENSG00000145494/ENSG00000198786/ENSG00000119013/ENSG00000169020/ENSG00000241468/ENSG00000065518/ENSG00000109390/ENSG00000140990/ENSG00000174886/ENSG00000241837/ENSG00000160194/ENSG00000168653/ENSG00000167283/ENSG00000147123/ENSG00000228253/ENSG00000164258/ENSG00000184752/ENSG00000130770/ENSG00000173915/ENSG00000205542/ENSG00000166136/ENSG00000125356/ENSG00000119421/ENSG00000156411/ENSG00000147684/ENSG00000167863/ENSG00000243678/ENSG00000090266/ENSG00000154723/ENSG00000095970/ENSG00000183648/ENSG00000124172,ATP5F1A/ATP5F1C/ATP5PB/ATP6/ATP6V1A/NDUFV1/NME5/NDUFS1/NDUFA2/ATP5MC3/STOML2/NDUFA7/NDUFB7/NDUFB5/NDUFA5/PARP1/NME1/NDUFA3/ATP5MC1/PINK1/ND4L/ND2/NDUFB6/NDUFAB1/NDUFS6/ND5/NDUFB3/ATP5ME/ATP5MF/NDUFB4/NDUFC1/NDUFB10/NDUFA11/ATP5PO/NDUFV3/NDUFS5/ATP5MG/NDUFB11/ATP8/NDUFS4/NDUFA12/ATP5IF1/ATP5MK/TMSB4X/NDUFB8/NDUFA1/NDUFA8/ATP5MJ/NDUFB9/ATP5PD/NME2/NDUFB2/ATP5PF/TREM2/NDUFB1/ATP5F1E
GO:0009145,purine nucleoside triphosphate biosynthetic process,105,-0.6798393564737164,-2.862706102688376,1e-10,1.4540540540540542e-8,1.0688477951635846e-8,2029,"tags=53%, list=15%, signal=46%",ENSG00000152234/ENSG00000165629/ENSG00000116459/ENSG00000198899/ENSG00000114573/ENSG00000167792/ENSG00000112981/ENSG00000023228/ENSG00000131495/ENSG00000154518/ENSG00000165283/ENSG00000267855/ENSG00000099795/ENSG00000136521/ENSG00000128609/ENSG00000143799/ENSG00000239672/ENSG00000170906/ENSG00000159199/ENSG00000158828/ENSG00000212907/ENSG00000198763/ENSG00000165264/ENSG00000004779/ENSG00000145494/ENSG00000198786/ENSG00000119013/ENSG00000169020/ENSG00000241468/ENSG00000065518/ENSG00000109390/ENSG00000140990/ENSG00000174886/ENSG00000241837/ENSG00000160194/ENSG00000168653/ENSG00000167283/ENSG00000147123/ENSG00000228253/ENSG00000164258/ENSG00000184752/ENSG00000130770/ENSG00000173915/ENSG00000205542/ENSG00000166136/ENSG00000125356/ENSG00000119421/ENSG00000156411/ENSG00000147684/ENSG00000167863/ENSG00000243678/ENSG00000090266/ENSG00000154723/ENSG00000095970/ENSG00000183648/ENSG00000124172,ATP5F1A/ATP5F1C/ATP5PB/ATP6/ATP6V1A/NDUFV1/NME5/NDUFS1/NDUFA2/ATP5MC3/STOML2/NDUFA7/NDUFB7/NDUFB5/NDUFA5/PARP1/NME1/NDUFA3/ATP5MC1/PINK1/ND4L/ND2/NDUFB6/NDUFAB1/NDUFS6/ND5/NDUFB3/ATP5ME/ATP5MF/NDUFB4/NDUFC1/NDUFB10/NDUFA11/ATP5PO/NDUFV3/NDUFS5/ATP5MG/NDUFB11/ATP8/NDUFS4/NDUFA12/ATP5IF1/ATP5MK/TMSB4X/NDUFB8/NDUFA1/NDUFA8/ATP5MJ/NDUFB9/ATP5PD/NME2/NDUFB2/ATP5PF/TREM2/NDUFB1/ATP5F1E
GO:0006754,ATP biosynthetic process,94,-0.6900135747414038,-2.845640657844276,1e-10,1.4540540540540542e-8,1.0688477951635846e-8,2029,"tags=61%, list=15%, signal=52%",ENSG00000135390/ENSG00000186010/ENSG00000103254/ENSG00000110955/ENSG00000152234/ENSG00000165629/ENSG00000116459/ENSG00000198899/ENSG00000114573/ENSG00000167792/ENSG00000023228/ENSG00000131495/ENSG00000154518/ENSG00000165283/ENSG00000267855/ENSG00000099795/ENSG00000136521/ENSG00000128609/ENSG00000143799/ENSG00000170906/ENSG00000159199/ENSG00000158828/ENSG00000212907/ENSG00000198763/ENSG00000165264/ENSG00000004779/ENSG00000145494/ENSG00000198786/ENSG00000119013/ENSG00000169020/ENSG00000241468/ENSG00000065518/ENSG00000109390/ENSG00000140990/ENSG00000174886/ENSG00000241837/ENSG00000160194/ENSG00000168653/ENSG00000167283/ENSG00000147123/ENSG00000228253/ENSG00000164258/ENSG00000184752/ENSG00000130770/ENSG00000173915/ENSG00000205542/ENSG00000166136/ENSG00000125356/ENSG00000119421/ENSG00000156411/ENSG00000147684/ENSG00000167863/ENSG00000090266/ENSG00000154723/ENSG00000095970/ENSG00000183648/ENSG00000124172,ATP5MC2/NDUFA13/ANTKMT/ATP5F1B/ATP5F1A/ATP5F1C/ATP5PB/ATP6/ATP6V1A/NDUFV1/NDUFS1/NDUFA2/ATP5MC3/STOML2/NDUFA7/NDUFB7/NDUFB5/NDUFA5/PARP1/NDUFA3/ATP5MC1/PINK1/ND4L/ND2/NDUFB6/NDUFAB1/NDUFS6/ND5/NDUFB3/ATP5ME/ATP5MF/NDUFB4/NDUFC1/NDUFB10/NDUFA11/ATP5PO/NDUFV3/NDUFS5/ATP5MG/NDUFB11/ATP8/NDUFS4/NDUFA12/ATP5IF1/ATP5MK/TMSB4X/NDUFB8/NDUFA1/NDUFA8/ATP5MJ/NDUFB9/ATP5PD/NDUFB2/ATP5PF/TREM2/NDUFB1/ATP5F1E
