Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000228794,LINC01128,8,-2.2275,37,0.05458,63,0.92263,39,0.12573,54,0.65217,31,-0.2271,30,-0.2979,43,0.29638,33,-0.1563,22,-0.7418
ENSG00000188976,NOC2L,13,-1.6874,53,0.39735,53,0.40993,35,-0.2537,49,0.29309,72,0.93123,27,-0.6394,36,-0.1941,43,0.08233,29,-0.5599
ENSG00000188290,HES4,15,-1.9619,96,0.90556,69,0.35644,15,-1.9438,62,0.17460,77,0.52554,24,-1.2955,51,-0.1467,97,0.91675,50,-0.1652
ENSG00000187608,ISG15,31,-0.2037,51,0.56706,29,-0.3046,11,-1.7202,66,1.00528,29,-0.3132,21,-0.8304,58,0.79171,42,0.27321,19,-1.0021
ENSG00000188157,AGRN,15,-0.5533,19,-0.1657,45,1.24811,11,-0.9719,26,0.31524,31,0.57910,9,-1.2177,18,-0.2772,18,-0.2605,21,-0.0194
ENSG00000078808,SDF4,46,-0.2739,77,0.56694,69,0.38236,31,-0.8814,85,0.73227,68,0.36556,26,-1.1079,48,-0.1978,46,-0.2557,48,-0.2110
ENSG00000176022,B3GALT6,3,-2.6399,22,0.17540,19,-0.0910,11,-0.8406,31,0.69773,24,0.28442,13,-0.6377,27,0.51614,34,0.89027,14,-0.5250
ENSG00000160087,UBE2J2,23,-0.7228,55,0.67006,43,0.29334,38,0.06145,53,0.63768,59,0.79733,11,-1.7241,23,-0.7145,18,-1.0338,38,0.09797
ENSG00000131584,ACAP3,37,-0.8028,70,0.21014,118,1.08008,31,-1.0669,70,0.20878,105,0.87883,12,-2.3980,45,-0.5002,76,0.33482,53,-0.2436
ENSG00000127054,INTS11,28,-0.4028,69,1.03804,49,0.45732,25,-0.6011,30,-0.3123,51,0.53455,16,-1.2666,39,0.07004,43,0.23649,19,-1.0484
ENSG00000224051,CPTP,6,-1.4929,22,0.48397,21,0.35762,4,-2.0322,35,1.23341,24,0.57931,7,-1.3719,8,-0.9991,26,0.70906,13,-0.3654
ENSG00000107404,DVL1,26,-0.9623,26,-0.9899,45,-0.1063,49,0.00783,50,0.03907,46,-0.0750,27,-0.9058,54,0.17731,90,1.02459,73,0.65809
ENSG00000175756,AURKAIP1,88,-0.9312,200,0.35704,142,-0.1959,79,-1.0984,228,0.57439,228,0.56903,98,-0.7652,248,0.70988,155,-0.0590,141,-0.2107
ENSG00000221978,CCNL2,47,-0.0350,47,-0.0083,61,0.40276,44,-0.1186,51,0.10240,80,0.86118,9,-2.5264,45,-0.0826,63,0.44984,29,-0.7590
ENSG00000242485,MRPL20,93,-0.8137,173,0.16077,132,-0.2680,105,-0.6285,158,0.01252,184,0.26340,103,-0.6540,315,1.17752,172,0.15319,130,-0.2900
ENSG00000179403,VWA1,86,1.97969,51,0.99519,8,-1.8137,16,-0.8601,12,-1.2909,32,0.21427,10,-1.4705,12,-1.2909,30,0.10185,22,-0.3630
ENSG00000205090,TMEM240,2,-3.1740,17,-0.5117,61,1.62027,24,0.03323,20,-0.2958,37,0.73328,6,-1.9063,48,1.16752,10,-1.2928,11,-1.1394
ENSG00000160075,SSU72,63,-1.1395,140,0.10137,104,-0.3778,102,-0.3984,167,0.38558,176,0.46779,97,-0.4873,162,0.33515,161,0.32225,146,0.16336
ENSG00000228594,FNDC10,2,-3.5339,27,0.13402,12,-1.0592,17,-0.6351,29,0.21065,24,-0.0698,32,0.41472,30,0.30497,51,1.20388,25,0.02037
ENSG00000272106,AL691432.2,8,-1.2063,35,1.09653,37,1.21065,5,-1.8828,15,-0.2533,9,-1.0000,6,-1.6850,30,0.80371,23,0.37800,12,-0.5986
ENSG00000197530,MIB2,9,-1.9192,40,0.40718,41,0.42638,20,-0.7211,42,0.47823,51,0.79525,5,-2.7271,44,0.53606,26,-0.3024,37,0.24531
ENSG00000248333,CDK11B,71,1.23412,23,-0.6262,49,0.58097,30,-0.2049,14,-1.3041,20,-0.7791,44,0.41318,35,0.03436,25,-0.5049,30,-0.2096
ENSG00000189339,SLC35E2B,14,-0.8146,21,-0.1670,22,-0.1055,20,-0.2054,16,-0.5998,44,1.03338,23,-0.0341,37,0.73607,17,-0.5073,21,-0.1878
ENSG00000008130,NADK,15,-0.6699,30,0.37879,21,-0.2024,17,-0.5513,21,-0.2174,27,0.22972,27,0.20547,27,0.19130,41,0.90049,12,-1.0927
ENSG00000078369,GNB1,204,-1.4101,435,-0.2484,393,-0.4089,423,-0.2926,470,-0.1264,520,0.03404,588,0.23215,844,0.83705,685,0.48295,529,0.06217
ENSG00000187730,GABRD,1,-5.9922,44,-1.3681,141,0.44438,38,-1.5744,289,1.72564,122,0.21042,91,-0.2557,174,0.80428,105,-0.0363,66,-0.7578
ENSG00000067606,PRKCZ,45,-1.9008,77,-1.0820,164,0.09061,170,0.14200,189,0.31387,232,0.65387,114,-0.4855,219,0.55897,188,0.30830,157,0.01490
ENSG00000162585,FAAP20,27,-0.1839,45,0.63384,15,-1.0583,13,-1.2846,28,-0.1392,41,0.46576,11,-1.5715,48,0.74750,32,0.08137,45,0.62690
ENSG00000157933,SKI,34,0.46289,3,-2.9231,29,0.21593,11,-1.2742,17,-0.6480,14,-0.8457,34,0.50051,10,-1.3809,71,1.78825,29,0.24007
ENSG00000157916,RER1,42,-0.5624,99,0.82754,56,-0.1082,51,-0.2504,89,0.65598,83,0.53896,29,-1.0849,45,-0.4488,64,0.09962,40,-0.6292
ENSG00000157911,PEX10,27,0.35537,25,0.27674,14,-0.6184,5,-2.1692,17,-0.3616,26,0.29417,12,-0.8602,36,0.83865,37,0.87784,15,-0.5008
ENSG00000197921,HES5,0,-7.8157,131,3.15448,11,-1.3043,2,-3.7185,6,-2.1498,32,0.33153,8,-1.6845,19,-0.4810,33,0.36848,18,-0.5383
ENSG00000157870,PRXL2B,16,-1.1783,33,-0.0787,36,0.04466,11,-1.7189,56,0.79148,40,0.23715,23,-0.6229,44,0.39335,40,0.24040,47,0.48732
ENSG00000177133,PRDM16-DT,7,-1.9053,108,2.75761,3,-2.9785,1,-3.8506,8,-1.6653,13,-1.0214,20,-0.3153,19,-0.4019,35,0.56745,33,0.47719
ENSG00000158109,TPRG1L,26,-2.7850,125,-0.4288,202,0.33498,147,-0.1711,270,0.82053,200,0.32351,175,0.10422,212,0.41858,110,-0.6201,173,0.08792
ENSG00000130764,LRRC47,46,-0.6247,66,-0.0397,65,-0.0843,50,-0.4715,91,0.47399,141,1.22416,42,-0.7451,65,-0.0782,74,0.13817,41,-0.7980
ENSG00000116198,CEP104,104,1.99100,27,-0.3412,27,-0.3248,20,-0.8269,21,-0.6885,14,-1.2897,32,-0.0546,31,-0.1272,42,0.37333,16,-1.0836
ENSG00000196581,AJAP1,15,-1.4264,19,-1.0770,108,1.76876,35,-0.1593,34,-0.1877,26,-0.6372,35,-0.1501,27,-0.5571,55,0.55360,34,-0.2010
ENSG00000069424,KCNAB2,10,-4.0572,112,-0.4755,168,0.17166,115,-0.4249,259,0.89273,171,0.20272,105,-0.5792,149,-0.0221,238,0.74993,185,0.32290
ENSG00000116254,CHD5,21,-3.1044,60,-1.5807,281,0.85778,180,0.11788,147,-0.2125,226,0.48915,300,0.96819,135,-0.3454,159,-0.0801,167,-0.0045
ENSG00000116251,RPL22,899,0.94265,459,-0.1706,287,-0.8995,452,-0.1966,331,-0.6799,271,-0.9878,481,-0.0954,721,0.56362,580,0.20497,628,0.33438
ENSG00000116237,ICMT,12,-1.8227,35,-0.2057,62,0.71643,27,-0.6195,55,0.51097,50,0.36403,33,-0.2878,65,0.81201,23,-0.8402,37,-0.1166
ENSG00000097021,ACOT7,10,-4.0922,161,-0.0737,206,0.32394,153,-0.1466,409,1.52571,219,0.43151,92,-0.9372,215,0.40040,113,-0.6249,104,-0.7475
ENSG00000215788,TNFRSF25,1,-3.5893,5,-1.6272,58,2.31052,3,-2.5638,27,0.81852,25,0.74442,0,-5.4515,8,-1.0772,26,0.78036,8,-1.1159
ENSG00000171680,PLEKHG5,0,-6.3832,9,-0.9698,27,0.68913,5,-1.9087,24,0.49938,18,0.09355,13,-0.4108,27,0.69194,31,0.95376,20,0.24243
ENSG00000162408,NOL9,19,-0.3404,20,-0.2832,22,-0.1231,25,0.07517,31,0.41170,21,-0.1519,21,-0.2160,14,-0.7982,32,0.49683,32,0.49898
ENSG00000162413,KLHL21,40,0.61147,41,0.63353,25,-0.1567,21,-0.4445,31,0.18243,25,-0.1667,10,-1.5786,27,-0.0338,23,-0.2712,34,0.31728
ENSG00000041988,THAP3,13,-0.4619,7,-1.3931,16,-0.1486,17,-0.0477,19,0.09744,46,1.66744,5,-1.8590,16,-0.1735,21,0.30232,16,-0.1753
ENSG00000007923,DNAJC11,11,-1.4050,28,-0.0609,42,0.59885,29,0.02327,40,0.50639,33,0.21867,8,-1.8479,36,0.33252,39,0.47711,23,-0.3431
ENSG00000171735,CAMTA1,174,-1.2146,335,-0.2068,375,-0.0273,564,0.64123,322,-0.2705,406,0.10055,671,0.94185,320,-0.2763,322,-0.2677,325,-0.2532
ENSG00000049245,VAMP3,112,2.31449,41,0.45912,17,-0.9326,9,-1.7960,12,-1.3970,23,-0.5000,13,-1.2777,30,-0.0596,27,-0.2532,27,-0.2258
ENSG00000049246,PER3,72,0.77408,85,1.04740,58,0.41081,33,-0.4977,24,-0.9929,39,-0.2088,41,-0.1491,17,-1.4519,37,-0.3108,45,-0.0156
ENSG00000116288,PARK7,199,-0.7430,366,0.21670,196,-0.7701,351,0.14744,407,0.38982,444,0.53171,177,-0.9203,397,0.34886,362,0.19808,303,-0.0871
ENSG00000116285,ERRFI1,15,-0.9032,54,1.10276,28,-0.0106,28,0.02973,38,0.49804,32,0.22436,20,-0.5329,23,-0.2705,19,-0.6127,21,-0.4311
ENSG00000162426,SLC45A1,4,-2.4968,23,-0.0256,23,0.00631,20,-0.2652,56,1.50207,31,0.46985,12,-1.0117,20,-0.2041,29,0.33531,14,-0.7648
ENSG00000142599,RERE,150,0.44519,107,-0.1007,153,0.48010,109,-0.0781,88,-0.4153,87,-0.4251,179,0.73414,75,-0.6546,124,0.12799,70,-0.7550
ENSG00000074800,ENO1,280,-0.8885,1256,1.61513,407,-0.3086,241,-1.1159,528,0.10494,553,0.18034,260,-0.9996,355,-0.5218,581,0.26280,483,-0.0375
ENSG00000171612,SLC25A33,27,-0.6273,96,1.49651,16,-1.4039,13,-1.7307,23,-0.8335,36,-0.1748,35,-0.2140,46,0.22422,63,0.74762,45,0.20743
ENSG00000171603,CLSTN1,111,-2.4328,663,0.29998,904,0.82140,632,0.22271,827,0.66971,738,0.47712,401,-0.5002,503,-0.1436,360,-0.6663,368,-0.6341
