Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to11,Feature log2 fold change topic 3to11
ENSG00000228794,LINC01128,18,-0.9592,19,-0.8665,37,0.98545
ENSG00000188976,NOC2L,31,-0.9983,26,-1.2827,67,1.21892
ENSG00000188290,HES4,22,-1.1563,72,0.71428,46,-0.0199
ENSG00000187608,ISG15,20,-1.1034,52,0.39164,42,0.21763
ENSG00000188157,AGRN,16,-1.1919,30,-0.2764,38,0.72926
ENSG00000078808,SDF4,50,-0.3019,81,0.46804,60,-0.1385
ENSG00000176022,B3GALT6,14,-0.5427,15,-0.4565,21,0.54520
ENSG00000160087,UBE2J2,22,-0.9819,28,-0.5809,45,0.83387
ENSG00000131584,ACAP3,99,0.09441,76,-0.3279,95,0.11509
ENSG00000127054,INTS11,45,-0.1157,56,0.21322,48,-0.0627
ENSG00000224051,CPTP,9,-1.1993,24,0.35635,20,0.27434
ENSG00000107404,DVL1,38,-1.0646,112,0.60156,77,0.04351
ENSG00000175756,AURKAIP1,58,-1.5681,187,0.21944,172,0.48635
ENSG00000221978,CCNL2,58,0.28783,57,0.24950,46,-0.3019
ENSG00000242485,MRPL20,48,-1.3787,157,0.45794,121,0.24612
ENSG00000235098,ANKRD65,20,-0.6699,31,0.01996,31,0.31909
ENSG00000179403,VWA1,109,2.08777,58,0.93361,22,-1.9308
ENSG00000205090,TMEM240,11,-1.5184,13,-1.2502,34,1.47399
ENSG00000160075,SSU72,50,-1.5576,155,0.15991,148,0.53031
ENSG00000228594,FNDC10,7,-2.4564,29,-0.3369,41,1.14598
ENSG00000197530,MIB2,24,-0.7167,39,0.00925,40,0.34622
ENSG00000248333,CDK11B,120,0.78049,30,-1.3651,74,-0.0206
ENSG00000008128,CDK11A,70,1.07227,23,-0.6816,34,-0.4464
ENSG00000215790,SLC35E2A,19,-0.3879,28,0.19191,25,0.08203
ENSG00000008130,NADK,4,-2.4787,25,0.11293,25,0.77109
