Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to10,Feature log2 fold change topic 3to10
ENSG00000228794,LINC01128,11,-1.7568,38,1.75684
ENSG00000188976,NOC2L,20,-1.6392,64,1.63923
ENSG00000188290,HES4,9,-2.3234,49,2.32343
ENSG00000187608,ISG15,23,-0.6446,36,0.64460
ENSG00000188157,AGRN,21,-0.1971,24,0.19713
ENSG00000078808,SDF4,62,0.13095,57,-0.1309
ENSG00000176022,B3GALT6,10,-1.2124,24,1.21247
ENSG00000160087,UBE2J2,15,-1.2973,38,1.29737
ENSG00000131584,ACAP3,65,-0.3450,83,0.34507
ENSG00000127054,INTS11,29,-0.6529,46,0.65297
ENSG00000107404,DVL1,28,-1.1160,62,1.11609
ENSG00000175756,AURKAIP1,116,-0.8353,208,0.83535
ENSG00000221978,CCNL2,50,-0.1292,55,0.12923
ENSG00000242485,MRPL20,87,-1.0294,179,1.02943
ENSG00000235098,ANKRD65,31,-0.1637,34,0.16379
ENSG00000179403,VWA1,114,3.24096,12,-3.2409
ENSG00000205090,TMEM240,3,-3.0250,30,3.02508
ENSG00000160075,SSU72,69,-1.1392,152,1.13929
ENSG00000228594,FNDC10,12,-1.5025,34,1.50257
ENSG00000197530,MIB2,27,-0.5535,40,0.55359
ENSG00000248333,CDK11B,135,0.93411,70,-0.9341
ENSG00000008128,CDK11A,94,1.76356,27,-1.7635
ENSG00000215790,SLC35E2A,11,-1.3137,28,1.31374
ENSG00000008130,NADK,15,-0.5076,21,0.50765
ENSG00000078369,GNB1,212,-1.4193,568,1.41936
ENSG00000187730,GABRD,8,-4.5109,196,4.51091
ENSG00000067606,PRKCZ,76,-1.5910,229,1.59103
ENSG00000162585,FAAP20,44,0.25413,36,-0.2541
ENSG00000157933,SKI,29,-0.0182,30,0.01823
ENSG00000157916,RER1,41,-0.4492,56,0.44922
ENSG00000157911,PEX10,33,0.39063,25,-0.3906
ENSG00000157870,PRXL2B,9,-2.3406,49,2.34064
ENSG00000158109,TPRG1L,53,-2.0411,218,2.04119
ENSG00000130764,LRRC47,14,-2.5206,82,2.52061
ENSG00000116198,CEP104,94,1.68273,29,-1.6827
ENSG00000196581,AJAP1,21,-1.2562,51,1.25629
ENSG00000069424,KCNAB2,35,-2.9872,279,2.98722
ENSG00000116254,CHD5,76,-2.0032,308,2.00320
ENSG00000116251,RPL22,982,0.76987,575,-0.7698
ENSG00000116237,ICMT,19,-0.7855,34,0.78555
ENSG00000097021,ACOT7,50,-2.5858,304,2.58582
ENSG00000171680,PLEKHG5,3,-3.2972,29,3.29724
ENSG00000162408,NOL9,19,-0.1869,22,0.18693
ENSG00000162413,KLHL21,12,-0.8637,22,0.86371
ENSG00000041988,THAP3,8,-1.3987,23,1.39870
ENSG00000007923,DNAJC11,16,-0.9767,33,0.97676
ENSG00000171735,CAMTA1,183,-1.0449,379,1.04493
ENSG00000049245,VAMP3,108,3.12859,12,-3.1285
ENSG00000049246,PER3,40,0.93426,20,-0.9342
ENSG00000116288,PARK7,161,-1.2275,378,1.22750
ENSG00000162426,SLC45A1,9,-1.7857,31,1.78579
ENSG00000142599,RERE,260,0.89708,139,-0.8970
ENSG00000074800,ENO1,231,-1.1651,519,1.16510
ENSG00000171612,SLC25A33,18,-0.0798,19,0.07984
ENSG00000171603,CLSTN1,210,-2.0182,854,2.01827
ENSG00000178585,CTNNBIP1,27,-0.2804,33,0.28040
ENSG00000162441,LZIC,118,1.32283,47,-1.3228
ENSG00000130939,UBE4B,38,-0.2550,45,0.25503
ENSG00000054523,KIF1B,558,0.57683,374,-0.5768
ENSG00000142657,PGD,31,-1.0191,64,1.01913
ENSG00000241563,CORT,132,1.36626,51,-1.3662
ENSG00000160049,DFFA,125,1.28391,51,-1.2839
ENSG00000142655,PEX14,9,-1.3675,24,1.36756
ENSG00000120948,TARDBP,90,0.38692,69,-0.3869
ENSG00000116649,SRM,45,-0.5890,68,0.58909
ENSG00000171824,EXOSC10,50,0.46762,36,-0.4676
ENSG00000198793,MTOR,24,-0.8873,46,0.88736
ENSG00000116661,FBXO2,78,-1.5323,227,1.53236
ENSG00000132879,FBXO44,26,-2.3559,133,2.35598
ENSG00000011021,CLCN6,29,-1.2002,68,1.20029
ENSG00000116685,KIAA2013,28,-0.1546,31,0.15461
ENSG00000116688,MFN2,90,-0.2871,110,0.28715
ENSG00000048707,VPS13D,54,-0.4800,76,0.48007
ENSG00000116731,PRDM2,221,-0.3156,276,0.31565
ENSG00000189337,KAZN,86,0.44257,63,-0.4425
ENSG00000142634,EFHD2,67,-0.9843,132,0.98430
ENSG00000116138,DNAJC16,13,-1.3850,34,1.38509
ENSG00000197312,DDI2,21,-0.7395,36,0.73953
ENSG00000116786,PLEKHM2,97,-0.5848,146,0.58486
ENSG00000065526,SPEN,385,1.37995,148,-1.3799
ENSG00000116809,ZBTB17,24,0.21906,20,-0.2190
ENSG00000055070,SZRD1,32,0.50273,22,-0.5027
ENSG00000159363,ATP13A2,35,-1.9104,131,1.91047
ENSG00000117118,SDHB,35,-1.0868,75,1.08688
ENSG00000117115,PADI2,306,4.07160,18,-4.0716
ENSG00000179051,RCC2,17,-0.4191,23,0.41914
