Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to12,Feature log2 fold change topic 7to12
ENSG00000188976,NOC2L,69,1.41323,10,-1.6140,29,-0.0454,39,0.51998,23,-0.6391
ENSG00000188290,HES4,68,-0.5568,13,-2.9441,31,-1.8156,82,-0.2881,144,1.47635
ENSG00000187608,ISG15,21,-1.7425,40,-0.7416,46,-0.5925,61,-0.1271,86,0.89375
ENSG00000078808,SDF4,55,-0.0838,43,-0.4629,33,-0.9311,65,0.20075,67,0.44967
ENSG00000160087,UBE2J2,19,-0.7905,42,0.39594,33,-0.0103,35,0.13227,33,-0.0128
ENSG00000131584,ACAP3,162,1.33987,58,-0.3438,25,-1.6520,52,-0.5531,81,0.38488
ENSG00000127054,INTS11,40,0.18661,47,0.42505,27,-0.4516,29,-0.3497,38,0.19778
ENSG00000107404,DVL1,60,-0.2233,32,-1.1716,20,-1.9168,53,-0.4443,98,1.29538
ENSG00000175756,AURKAIP1,87,-1.1395,63,-1.6119,149,-0.3496,213,0.26638,220,0.59647
ENSG00000221978,CCNL2,151,1.67973,44,-0.3618,27,-1.1719,35,-0.7362,58,0.11351
ENSG00000242485,MRPL20,78,-1.1171,76,-1.1511,134,-0.3298,248,0.77089,172,0.16603
ENSG00000179403,VWA1,11,-1.9650,144,2.15714,23,-0.9344,18,-1.3118,43,0.11232
ENSG00000205090,TMEM240,30,0.32435,10,-1.3407,11,-1.2367,48,1.23079,23,-0.1995
ENSG00000160075,SSU72,82,-0.9180,50,-1.6499,115,-0.4410,222,0.71291,165,0.29331
ENSG00000228594,FNDC10,39,0.58563,0,-7.1171,8,-1.9540,24,-0.1482,36,1.06983
ENSG00000272106,AL691432.2,23,-0.1996,40,0.66856,18,-0.6413,31,0.26060,26,-0.0377
ENSG00000197530,MIB2,40,0.10744,27,-0.4840,17,-1.2624,26,-0.5861,49,0.92651
ENSG00000248333,CDK11B,133,1.33859,78,0.42864,77,0.45306,44,-0.4977,43,-0.7986
ENSG00000008128,CDK11A,143,2.34362,52,0.51599,40,0.11238,15,-1.4060,24,-1.0790
ENSG00000078369,GNB1,445,-0.4928,246,-1.3904,363,-0.8648,598,-0.0390,787,0.85457
ENSG00000187730,GABRD,107,0.34104,9,-3.2985,36,-1.4170,221,1.87387,68,-0.6154
ENSG00000067606,PRKCZ,131,-0.3376,57,-1.5868,103,-0.7547,190,0.28104,195,0.59724
ENSG00000162585,FAAP20,31,-0.6886,26,-0.9956,36,-0.5359,34,-0.6360,66,1.00714
ENSG00000157933,SKI,21,-1.0468,43,0.03685,27,-0.7124,25,-0.8681,56,0.98931
ENSG00000157916,RER1,49,-0.4344,57,-0.1876,11,-2.6695,82,0.41993,81,0.71534
ENSG00000157911,PEX10,25,-0.4179,20,-0.7536,12,-1.6263,29,-0.1893,45,1.05488
ENSG00000197921,HES5,15,-1.4560,1,-5.0775,1,-4.6538,10,-2.1257,72,3.40140
ENSG00000157870,PRXL2B,71,0.76104,15,-1.6488,18,-1.4620,55,0.40312,50,0.35665
ENSG00000177133,PRDM16-DT,14,-1.5442,2,-4.2253,12,-1.8478,7,-2.6627,72,2.89757
ENSG00000158109,TPRG1L,44,-1.5695,57,-1.1791,58,-1.2223,174,0.61157,153,0.69815
ENSG00000130764,LRRC47,47,-0.0751,14,-1.8895,28,-0.9164,99,1.32105,46,-0.1872
ENSG00000116198,CEP104,67,0.76682,121,1.81365,57,0.56976,12,-1.9710,29,-0.9158
ENSG00000196581,AJAP1,73,1.35627,27,-0.2813,31,-0.0422,63,1.25688,16,-1.5424
ENSG00000069424,KCNAB2,177,0.10959,49,-1.8352,29,-2.7107,175,0.10745,224,1.08030
ENSG00000116254,CHD5,993,1.95840,71,-2.2462,497,0.82637,140,-1.3260,243,-0.6790
ENSG00000116251,RPL22,451,-1.0434,855,-0.0648,1359,0.76955,632,-0.5759,900,0.03023
ENSG00000116237,ICMT,37,0.34159,42,0.52437,7,-2.1730,43,0.65596,30,-0.0058
ENSG00000097021,ACOT7,54,-0.9041,28,-1.8969,21,-2.4000,307,2.44189,73,-0.7520
