Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8to12,Feature log2 fold change topic 8to12
ENSG00000228794,LINC01128,11,-1.8872,27,-0.6616,57,0.76350,40,-0.0715
ENSG00000188976,NOC2L,23,-0.9566,15,-1.6999,49,0.22158,56,0.65281
ENSG00000188290,HES4,12,-1.4835,16,-1.0616,21,-0.7409,49,1.38353
ENSG00000187608,ISG15,33,0.37222,20,-0.4504,8,-2.0762,41,1.44910
ENSG00000188157,AGRN,15,-0.1309,15,-0.2241,16,-0.0945,19,0.24379
ENSG00000078808,SDF4,43,-0.2723,34,-0.7050,46,-0.2290,65,0.61067
ENSG00000176022,B3GALT6,7,-1.5270,10,-1.0608,20,0.11144,24,0.66584
ENSG00000160087,UBE2J2,14,-1.0981,20,-0.6744,26,-0.3024,40,0.82999
ENSG00000131584,ACAP3,36,-0.6192,39,-0.5347,64,0.34798,57,0.10185
ENSG00000127054,INTS11,23,-0.5776,9,-2.0105,33,-0.0121,45,0.85582
ENSG00000224051,CPTP,8,-0.6719,4,-1.6510,16,0.37321,16,0.44554
ENSG00000107404,DVL1,29,-0.4715,24,-0.7914,35,-0.2373,51,0.69968
ENSG00000175756,AURKAIP1,81,-0.8089,125,-0.1540,95,-0.7338,187,0.87535
ENSG00000221978,CCNL2,61,0.29803,21,-1.4142,56,0.23633,56,0.24823
ENSG00000242485,MRPL20,86,-0.6091,112,-0.2255,112,-0.2743,156,0.51543
ENSG00000235098,ANKRD65,18,0.39185,10,-0.5972,14,-0.0522,16,0.20366
ENSG00000179403,VWA1,72,2.74611,10,-0.6435,9,-0.9444,11,-0.7271
ENSG00000205090,TMEM240,10,-1.2002,22,-0.0907,19,-0.3795,29,0.63675
ENSG00000160075,SSU72,59,-1.4017,108,-0.5333,133,-0.2276,194,0.75213
ENSG00000228594,FNDC10,3,-2.8184,13,-0.9820,19,-0.5157,38,1.29195
ENSG00000272106,AL691432.2,7,-1.2215,6,-1.6100,17,0.03653,23,0.84508
ENSG00000197530,MIB2,12,-0.9927,16,-0.5441,20,-0.2224,29,0.69183
ENSG00000248333,CDK11B,101,1.33417,53,0.29954,52,0.31443,25,-1.2365
ENSG00000008128,CDK11A,65,1.94788,25,0.37354,24,0.37200,7,-2.1133
ENSG00000215790,SLC35E2A,12,-1.2378,39,0.60839,21,-0.5659,32,0.35109
ENSG00000008130,NADK,8,-1.3037,16,-0.2933,19,0.02308,22,0.41199
ENSG00000078369,GNB1,232,-1.1641,508,0.03790,448,-0.2211,585,0.43050
ENSG00000187730,GABRD,23,-2.6703,59,-1.3734,135,-0.0550,196,1.00661
ENSG00000067606,PRKCZ,79,-1.0803,135,-0.2934,143,-0.2441,202,0.61043
ENSG00000162585,FAAP20,18,-0.5817,39,0.74851,10,-1.7675,35,0.85199
ENSG00000157933,SKI,37,0.45625,34,0.36724,24,-0.2902,26,-0.1368
ENSG00000157916,RER1,43,-0.1603,19,-1.4811,46,-0.0730,61,0.69209
ENSG00000157911,PEX10,16,-0.0956,18,0.03120,12,-0.7964,22,0.64932
ENSG00000157870,PRXL2B,6,-2.7223,19,-1.1487,37,-0.1112,56,0.99409
ENSG00000177133,PRDM16-DT,15,0.04116,15,-0.0204,5,-1.9400,23,1.28102
ENSG00000158109,TPRG1L,55,-1.6794,131,-0.4127,151,-0.2058,216,0.71309
ENSG00000130764,LRRC47,43,-0.7085,41,-0.8440,65,-0.1018,86,0.65423
ENSG00000116198,CEP104,103,1.61872,44,0.19459,45,0.32326,19,-1.4202
ENSG00000198912,C1orf174,14,-0.1444,10,-0.6150,14,-0.1204,18,0.44767
ENSG00000196581,AJAP1,28,-0.3251,32,-0.1385,46,0.62365,29,-0.4494
ENSG00000069424,KCNAB2,37,-2.3677,129,-0.5621,154,-0.3409,252,0.95320
ENSG00000116254,CHD5,72,-1.6452,261,0.35285,255,0.39669,191,-0.2740
